Strategy;nPOIs;nUAV;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData
NotSoNaiveOrderedMobility;20;4;11.10345;10;1000000;1000;11;4;891420;886670
NotSoNaiveOrderedMobility;20;8;30.93733;10;1000000;1000;14;4;696830;683325
NotSoNaiveOrderedMobility;20;16;46.55105;10;1000000;1000;21;4;542540;523510
ZigZagOverNSNMobility;20;2;5.18875;10;1000000;1000;11;4;948945;946695
ZigZagOverNSNMobility;20;4;11.24310;10;1000000;1000;13;4;892595;826495
ZigZagOverNSNMobility;20;8;27.21908;10;1000000;1000;14;4;734080;724180
ZigZagOverNSNMobility;20;16;40.28145;10;1000000;1000;20;4;610565;589485
NotSoNaiveOrderedMobility;20;2;6.10210;10;1000000;1000;11;4;942210;908005
NotSoNaiveOrderedMobility;20;4;12.99733;10;1000000;1000;13;4;876850;799620
NotSoNaiveOrderedMobility;20;8;18.94343;10;1000000;1000;13;4;815360;806825
NotSoNaiveOrderedMobility;20;16;52.39830;10;1000000;1000;21;4;496885;303865
ZigZagOverNSNMobility;20;2;5.51742;10;1000000;1000;11;4;947390;915540
ZigZagOverNSNMobility;20;4;13.47705;10;1000000;1000;13;4;872440;817595
ZigZagOverNSNMobility;20;8;23.22013;10;1000000;1000;15;4;772960;763370
ZigZagOverNSNMobility;20;16;55.85965;10;1000000;1000;21;4;500130;151695
NotSoNaiveOrderedMobility;20;2;6.58127;10;1000000;1000;10;4;937375;896010
NotSoNaiveOrderedMobility;20;4;12.52095;10;1000000;1000;12;4;881425;803310
NotSoNaiveOrderedMobility;20;8;22.03333;10;1000000;1000;14;4;783480;774140
NotSoNaiveOrderedMobility;20;16;39.03740;10;1000000;1000;20;4;630775;385505
ZigZagOverNSNMobility;20;2;6.59758;10;1000000;1000;12;4;935725;932220
ZigZagOverNSNMobility;20;4;13.07865;10;1000000;1000;12;4;871810;865315
ZigZagOverNSNMobility;20;8;23.98543;10;1000000;1000;14;4;769030;680975
ZigZagOverNSNMobility;20;16;41.80493;10;1000000;1000;20;4;592900;576515
NotSoNaiveOrderedMobility;20;2;4.59900;10;1000000;1000;12;4;955190;952615
NotSoNaiveOrderedMobility;20;4;10.69090;10;1000000;1000;12;4;897720;861815
NotSoNaiveOrderedMobility;20;8;19.54355;10;1000000;1000;14;4;814150;690720
NotSoNaiveOrderedMobility;20;16;40.02203;10;1000000;1000;22;4;631480;427185
ZigZagOverNSNMobility;20;2;5.03885;10;1000000;1000;11;4;952280;921785
ZigZagOverNSNMobility;20;4;10.09330;10;1000000;1000;12;4;904525;847800
ZigZagOverNSNMobility;20;8;21.79060;10;1000000;1000;14;4;794700;665125
ZigZagOverNSNMobility;20;16;44.79883;10;1000000;1000;21;4;639035;405720
NotSoNaiveOrderedMobility;20;2;5.70685;10;1000000;1000;11;4;945755;914485
NotSoNaiveOrderedMobility;20;4;14.65845;10;1000000;1000;12;4;857065;851230
NotSoNaiveOrderedMobility;20;8;26.37993;10;1000000;1000;15;4;742005;730190
NotSoNaiveOrderedMobility;20;16;41.88743;10;1000000;1000;20;4;589085;572095
ZigZagOverNSNMobility;20;2;6.41520;10;1000000;1000;10;4;938035;934590
ZigZagOverNSNMobility;20;4;12.23977;10;1000000;1000;12;4;880645;874970
ZigZagOverNSNMobility;20;8;23.07012;10;1000000;1000;15;4;773330;764240
ZigZagOverNSNMobility;20;16;46.63962;10;1000000;1000;21;4;543475;520750
NotSoNaiveOrderedMobility;20;2;5.76083;10;1000000;1000;11;4;945340;908840
NotSoNaiveOrderedMobility;20;4;10.12728;10;1000000;1000;11;4;902085;896900
NotSoNaiveOrderedMobility;20;8;24.82045;10;1000000;1000;13;4;770405;618840
NotSoNaiveOrderedMobility;20;16;43.10330;10;1000000;1000;22;4;592145;308130
ZigZagOverNSNMobility;20;2;6.18372;10;1000000;1000;11;4;939790;936620
ZigZagOverNSNMobility;20;4;10.70280;10;1000000;1000;12;4;895910;890975
ZigZagOverNSNMobility;20;8;25.10187;10;1000000;1000;15;4;753345;743175
ZigZagOverNSNMobility;20;16;44.16113;10;1000000;1000;20;4;581705;393530
NotSoNaiveOrderedMobility;20;2;5.64120;10;1000000;1000;10;4;946175;921375
NotSoNaiveOrderedMobility;20;4;10.19630;10;1000000;1000;11;4;904625;842440
NotSoNaiveOrderedMobility;20;8;31.14670;10;1000000;1000;14;4;703450;548745
NotSoNaiveOrderedMobility;20;16;50.52475;10;1000000;1000;20;4;505340;417790
ZigZagOverNSNMobility;20;2;5.71168;10;1000000;1000;10;4;944225;941495
ZigZagOverNSNMobility;20;4;10.99588;10;1000000;1000;12;4;892300;887390
ZigZagOverNSNMobility;20;8;17.70958;10;1000000;1000;14;4;829780;771230
ZigZagOverNSNMobility;20;16;46.58708;10;1000000;1000;21;4;558525;309100
NotSoNaiveOrderedMobility;20;2;6.96980;10;1000000;1000;11;4;933380;903150
NotSoNaiveOrderedMobility;20;4;12.33587;10;1000000;1000;11;4;878800;873455
NotSoNaiveOrderedMobility;20;8;27.72488;10;1000000;1000;15;4;746925;570280
NotSoNaiveOrderedMobility;20;16;42.27140;10;1000000;1000;20;4;597965;442620
ZigZagOverNSNMobility;20;2;6.31717;10;1000000;1000;11;4;940260;900675
ZigZagOverNSNMobility;20;4;12.27695;10;1000000;1000;13;4;886870;812490
ZigZagOverNSNMobility;20;8;29.04410;10;1000000;1000;14;4;716030;703160
ZigZagOverNSNMobility;20;16;52.01880;10;1000000;1000;21;4;517800;213700
NotSoNaiveOrderedMobility;20;2;5.79623;10;1000000;1000;11;4;943730;940615
NotSoNaiveOrderedMobility;20;4;11.79210;10;1000000;1000;12;4;888005;813735
NotSoNaiveOrderedMobility;20;8;23.86010;10;1000000;1000;14;4;771615;629265
NotSoNaiveOrderedMobility;20;16;40.86095;10;1000000;1000;20;4;613795;358925
ZigZagOverNSNMobility;20;2;5.82020;10;1000000;1000;11;4;945855;912530
ZigZagOverNSNMobility;20;4;13.64035;10;1000000;1000;12;4;870405;821545
ZigZagOverNSNMobility;20;8;23.47610;10;1000000;1000;15;4;770600;760575
ZigZagOverNSNMobility;20;16;57.21915;10;1000000;1000;20;4;443435;417830
NotSoNaiveOrderedMobility;20;2;5.86235;10;1000000;1000;10;4;942590;939930
NotSoNaiveOrderedMobility;20;4;14.00645;10;1000000;1000;12;4;867000;778355
NotSoNaiveOrderedMobility;20;8;22.51507;10;1000000;1000;14;4;781150;770960
NotSoNaiveOrderedMobility;20;16;49.30410;10;1000000;1000;21;4;517765;495905
ZigZagOverNSNMobility;20;2;5.51883;10;1000000;1000;11;4;950630;917155
ZigZagOverNSNMobility;20;4;10.90245;10;1000000;1000;12;4;893450;889030
ZigZagOverNSNMobility;20;8;20.10348;10;1000000;1000;15;4;808820;697845
ZigZagOverNSNMobility;20;16;43.39900;10;1000000;1000;21;4;574890;555690
NotSoNaiveOrderedMobility;20;2;6.07792;10;1000000;1000;10;4;940575;937965
NotSoNaiveOrderedMobility;20;4;12.91223;10;1000000;1000;12;4;877235;804020
NotSoNaiveOrderedMobility;20;8;22.30495;10;1000000;1000;14;4;783435;773050
NotSoNaiveOrderedMobility;20;16;42.25305;10;1000000;1000;21;4;599900;323660
ZigZagOverNSNMobility;20;2;6.57955;10;1000000;1000;11;4;936185;932905
ZigZagOverNSNMobility;20;4;11.99822;10;1000000;1000;12;4;895585;823775
ZigZagOverNSNMobility;20;8;26.70085;10;1000000;1000;15;4;748075;619720
ZigZagOverNSNMobility;20;16;53.22960;10;1000000;1000;24;4;691385;-373580
NotSoNaiveOrderedMobility;20;2;4.73540;10;1000000;1000;10;4;953850;951195
NotSoNaiveOrderedMobility;20;4;12.80485;10;1000000;1000;13;4;875055;869745
NotSoNaiveOrderedMobility;20;8;24.56643;10;1000000;1000;15;4;759905;749240
NotSoNaiveOrderedMobility;20;16;44.44278;10;1000000;1000;22;4;585780;371395
ZigZagOverNSNMobility;20;2;6.44668;10;1000000;1000;11;4;939635;899930
ZigZagOverNSNMobility;20;4;9.77780;10;1000000;1000;12;4;906715;857240
ZigZagOverNSNMobility;20;8;23.75800;10;1000000;1000;14;4;773765;627100
ZigZagOverNSNMobility;20;16;48.44513;10;1000000;1000;22;4;530400;499945
NotSoNaiveOrderedMobility;20;2;5.37927;10;1000000;1000;10;4;948075;945300
NotSoNaiveOrderedMobility;20;4;12.03330;10;1000000;1000;12;4;881585;876110
NotSoNaiveOrderedMobility;20;8;28.01095;10;1000000;1000;15;4;735190;624140
NotSoNaiveOrderedMobility;20;16;47.88440;10;1000000;1000;21;4;538025;344535
ZigZagOverNSNMobility;20;2;4.91008;10;1000000;1000;10;4;951865;949525
ZigZagOverNSNMobility;20;4;11.96517;10;1000000;1000;11;4;882305;877805
ZigZagOverNSNMobility;20;8;25.65127;10;1000000;1000;14;4;844810;657275
ZigZagOverNSNMobility;20;16;54.84413;10;1000000;1000;21;4;496385;173140
NotSoNaiveOrderedMobility;20;2;4.84755;10;1000000;1000;11;4;953125;949920
NotSoNaiveOrderedMobility;20;4;12.07388;10;1000000;1000;12;4;890865;818215
NotSoNaiveOrderedMobility;20;8;23.76630;10;1000000;1000;14;4;767260;757635
NotSoNaiveOrderedMobility;20;16;47.00490;10;1000000;1000;21;4;541025;520480
ZigZagOverNSNMobility;20;2;6.40335;10;1000000;1000;11;4;937625;934485
ZigZagOverNSNMobility;20;4;12.61847;10;1000000;1000;12;4;882300;824995
ZigZagOverNSNMobility;20;8;22.08945;10;1000000;1000;15;4;795870;662170
ZigZagOverNSNMobility;20;16;46.17033;10;1000000;1000;22;4;564925;287085
NotSoNaiveOrderedMobility;20;2;5.72905;10;1000000;1000;11;4;948340;896590
NotSoNaiveOrderedMobility;20;4;11.58325;10;1000000;1000;12;4;888655;842035
NotSoNaiveOrderedMobility;20;8;23.43875;10;1000000;1000;13;4;771185;761575
NotSoNaiveOrderedMobility;20;16;47.34160;10;1000000;1000;23;4;536995;518870
ZigZagOverNSNMobility;20;2;5.77908;10;1000000;1000;12;4;943900;940785
ZigZagOverNSNMobility;20;4;13.25127;10;1000000;1000;13;4;879950;801500
ZigZagOverNSNMobility;20;8;21.46668;10;1000000;1000;15;4;790240;779785
ZigZagOverNSNMobility;20;16;43.67273;10;1000000;1000;21;4;573800;554355
NotSoNaiveOrderedMobility;20;2;6.60810;10;1000000;1000;10;4;937385;902145
NotSoNaiveOrderedMobility;20;4;9.76065;10;1000000;1000;12;4;908855;858340
NotSoNaiveOrderedMobility;20;8;25.14903;10;1000000;1000;14;4;775370;626240
NotSoNaiveOrderedMobility;20;16;49.69162;10;1000000;1000;20;4;531215;288520
ZigZagOverNSNMobility;20;2;5.29103;10;1000000;1000;12;4;948520;945815
ZigZagOverNSNMobility;20;4;13.84783;10;1000000;1000;12;4;864295;857650
ZigZagOverNSNMobility;20;8;29.05518;10;1000000;1000;14;4;716330;703795
ZigZagOverNSNMobility;20;16;45.16370;10;1000000;1000;21;4;560860;542525
NotSoNaiveOrderedMobility;20;2;5.51202;10;1000000;1000;11;4;946485;943370
NotSoNaiveOrderedMobility;20;4;11.71157;10;1000000;1000;12;4;888395;832880
NotSoNaiveOrderedMobility;20;8;24.80512;10;1000000;1000;14;4;757675;746775
NotSoNaiveOrderedMobility;20;16;48.68623;10;1000000;1000;21;4;537155;231010
ZigZagOverNSNMobility;20;2;6.51607;10;1000000;1000;11;4;939460;898940
ZigZagOverNSNMobility;20;4;11.37515;10;1000000;1000;12;4;889225;883895
ZigZagOverNSNMobility;20;8;25.36677;10;1000000;1000;14;4;752115;742475
ZigZagOverNSNMobility;20;16;44.41903;10;1000000;1000;22;4;591170;306475
NotSoNaiveOrderedMobility;20;2;7.47035;10;1000000;1000;11;4;931620;886030
NotSoNaiveOrderedMobility;20;4;13.24897;10;1000000;1000;12;4;878625;814585
NotSoNaiveOrderedMobility;20;8;25.70788;10;1000000;1000;14;4;763195;605055
NotSoNaiveOrderedMobility;20;16;55.02685;10;1000000;1000;22;4;459980;439915
ZigZagOverNSNMobility;20;2;5.96710;10;1000000;1000;11;4;941785;938965
ZigZagOverNSNMobility;20;4;12.61065;10;1000000;1000;12;4;877635;871070
ZigZagOverNSNMobility;20;8;23.27853;10;1000000;1000;15;4;780480;633720
ZigZagOverNSNMobility;20;16;48.15230;10;1000000;1000;21;4;528955;509810
NotSoNaiveOrderedMobility;20;2;6.51533;10;1000000;1000;11;4;936395;933045
NotSoNaiveOrderedMobility;20;4;12.05652;10;1000000;1000;13;4;882150;876705
NotSoNaiveOrderedMobility;20;8;21.74325;10;1000000;1000;13;4;798280;672145
NotSoNaiveOrderedMobility;20;16;42.47930;10;1000000;1000;21;4;599340;320565
ZigZagOverNSNMobility;20;2;6.39940;10;1000000;1000;11;4;937625;934840
ZigZagOverNSNMobility;20;4;11.96370;10;1000000;1000;13;4;882835;877735
ZigZagOverNSNMobility;20;8;24.17875;10;1000000;1000;14;4;767385;662520
ZigZagOverNSNMobility;20;16;46.13055;10;1000000;1000;21;4;550200;527255
NotSoNaiveOrderedMobility;20;2;6.11010;10;1000000;1000;10;4;940420;937120
NotSoNaiveOrderedMobility;20;4;13.88965;10;1000000;1000;12;4;864030;858285
NotSoNaiveOrderedMobility;20;8;26.91862;10;1000000;1000;14;4;735670;724695
NotSoNaiveOrderedMobility;20;16;45.20020;10;1000000;1000;23;4;557100;538920
ZigZagOverNSNMobility;20;2;6.31413;10;1000000;1000;12;4;941140;903975
ZigZagOverNSNMobility;20;4;10.54885;10;1000000;1000;12;4;899140;849945
ZigZagOverNSNMobility;20;8;23.49495;10;1000000;1000;15;4;787525;652905
ZigZagOverNSNMobility;20;16;54.34272;10;1000000;1000;22;4;463265;441640
NotSoNaiveOrderedMobility;20;2;4.90565;10;1000000;1000;11;4;951970;949680
NotSoNaiveOrderedMobility;20;4;11.22880;10;1000000;1000;11;4;895845;823445
NotSoNaiveOrderedMobility;20;8;25.51095;10;1000000;1000;14;4;756565;603080
NotSoNaiveOrderedMobility;20;16;47.79475;10;1000000;1000;21;4;532670;511205
ZigZagOverNSNMobility;20;2;6.80528;10;1000000;1000;11;4;933440;929965
ZigZagOverNSNMobility;20;4;13.47240;10;1000000;1000;12;4;870600;825250
ZigZagOverNSNMobility;20;8;28.50335;10;1000000;1000;14;4;719705;709445
ZigZagOverNSNMobility;20;16;46.07318;10;1000000;1000;21;4;558640;382885
NotSoNaiveOrderedMobility;20;2;4.84735;10;1000000;1000;10;4;953915;928325
NotSoNaiveOrderedMobility;20;4;10.40258;10;1000000;1000;12;4;900530;848240
NotSoNaiveOrderedMobility;20;8;23.85978;10;1000000;1000;15;4;772245;622270
NotSoNaiveOrderedMobility;20;16;43.84510;10;1000000;1000;21;4;569505;552190
ZigZagOverNSNMobility;20;2;6.96935;10;1000000;1000;11;4;931645;928400
ZigZagOverNSNMobility;20;4;11.26945;10;1000000;1000;12;4;890380;885050
ZigZagOverNSNMobility;20;8;22.62158;10;1000000;1000;14;4;779815;711235
ZigZagOverNSNMobility;20;16;43.15730;10;1000000;1000;21;4;588630;341350
NotSoNaiveOrderedMobility;20;2;5.70753;10;1000000;1000;11;4;946470;918580
NotSoNaiveOrderedMobility;20;4;10.64385;10;1000000;1000;12;4;896025;891250
NotSoNaiveOrderedMobility;20;8;23.98710;10;1000000;1000;14;4;772795;646210
NotSoNaiveOrderedMobility;20;16;48.03452;10;1000000;1000;23;4;532295;512825
ZigZagOverNSNMobility;20;2;5.11223;10;1000000;1000;11;4;952545;922680
ZigZagOverNSNMobility;20;4;12.40415;10;1000000;1000;12;4;877890;873100
ZigZagOverNSNMobility;20;8;26.12013;10;1000000;1000;15;4;750765;583320
ZigZagOverNSNMobility;20;16;50.14953;10;1000000;1000;22;4;514080;486340
NotSoNaiveOrderedMobility;20;2;6.28028;10;1000000;1000;11;4;938970;935795
NotSoNaiveOrderedMobility;20;4;10.64508;10;1000000;1000;13;4;895470;891060
NotSoNaiveOrderedMobility;20;8;23.69908;10;1000000;1000;14;4;768605;758605
NotSoNaiveOrderedMobility;20;16;40.50540;10;1000000;1000;20;4;604620;588000
ZigZagOverNSNMobility;20;2;5.05218;10;1000000;1000;11;4;950320;947815
ZigZagOverNSNMobility;20;4;9.58580;10;1000000;1000;12;4;910605;856680
ZigZagOverNSNMobility;20;8;23.92237;10;1000000;1000;15;4;771595;642385
ZigZagOverNSNMobility;20;16;51.20670;10;1000000;1000;21;4;517165;176275
NotSoNaiveOrderedMobility;20;2;7.31898;10;1000000;1000;11;4;928680;924920
NotSoNaiveOrderedMobility;20;4;13.15158;10;1000000;1000;12;4;878810;810330
NotSoNaiveOrderedMobility;20;8;22.44433;10;1000000;1000;14;4;795465;653225
NotSoNaiveOrderedMobility;20;16;49.79160;10;1000000;1000;22;4;543130;273880
ZigZagOverNSNMobility;20;4;9.96018;10;1000000;1000;12;4;902280;897820
ZigZagOverNSNMobility;20;2;5.40045;10;1000000;1000;13;4;947890;933560
ZigZagOverNSNMobility;20;8;22.13858;10;1000000;1000;15;4;789625;645500
ZigZagOverNSNMobility;20;16;43.49275;10;1000000;1000;20;4;589985;325745
NotSoNaiveOrderedMobility;20;2;5.53598;10;1000000;1000;10;4;946250;943295
NotSoNaiveOrderedMobility;20;4;12.37265;10;1000000;1000;12;4;885695;810860
NotSoNaiveOrderedMobility;20;8;24.45763;10;1000000;1000;15;4;778795;633195
NotSoNaiveOrderedMobility;20;16;41.73950;10;1000000;1000;20;4;607930;415995
ZigZagOverNSNMobility;20;2;5.09910;10;1000000;1000;11;4;950275;947865
ZigZagOverNSNMobility;20;4;11.14745;10;1000000;1000;12;4;893940;819815
ZigZagOverNSNMobility;20;8;24.51777;10;1000000;1000;14;4;767535;605665
ZigZagOverNSNMobility;20;16;47.92750;10;1000000;1000;21;4;548970;370310
NotSoNaiveOrderedMobility;20;2;6.01552;10;1000000;1000;11;4;941185;938035
NotSoNaiveOrderedMobility;20;4;13.79603;10;1000000;1000;11;4;868995;790725
NotSoNaiveOrderedMobility;20;8;24.85937;10;1000000;1000;15;4;756175;745750
NotSoNaiveOrderedMobility;20;16;43.61582;10;1000000;1000;21;4;585055;310410
ZigZagOverNSNMobility;20;2;5.76117;10;1000000;1000;11;4;943535;940510
ZigZagOverNSNMobility;20;4;10.27653;10;1000000;1000;12;4;901160;879740
ZigZagOverNSNMobility;20;8;26.52155;10;1000000;1000;14;4;755715;590085
ZigZagOverNSNMobility;20;16;61.47052;10;1000000;1000;22;4;577060;63165
NotSoNaiveOrderedMobility;20;2;5.69610;10;1000000;1000;11;4;945955;919635
NotSoNaiveOrderedMobility;20;4;10.06275;10;1000000;1000;12;4;905865;856610
NotSoNaiveOrderedMobility;20;8;19.99500;10;1000000;1000;15;4;803780;794630
NotSoNaiveOrderedMobility;20;16;59.18300;10;1000000;1000;22;4;466250;93835
ZigZagOverNSNMobility;20;2;6.26452;10;1000000;1000;11;4;939740;918995
ZigZagOverNSNMobility;20;4;14.32792;10;1000000;1000;13;4;865245;771295
ZigZagOverNSNMobility;20;8;21.94787;10;1000000;1000;14;4;785510;776725
ZigZagOverNSNMobility;20;16;47.11640;10;1000000;1000;21;4;538055;517635
NotSoNaiveOrderedMobility;20;2;4.85882;10;1000000;1000;11;4;954350;925515
NotSoNaiveOrderedMobility;20;4;10.83517;10;1000000;1000;11;4;895020;889800
NotSoNaiveOrderedMobility;20;8;24.33780;10;1000000;1000;14;4;779760;626235
NotSoNaiveOrderedMobility;20;16;58.05813;10;1000000;1000;22;4;432505;409340
ZigZagOverNSNMobility;20;2;6.13723;10;1000000;1000;11;4;939975;936470
ZigZagOverNSNMobility;20;4;14.60455;10;1000000;1000;13;4;865645;777265
ZigZagOverNSNMobility;20;8;25.36213;10;1000000;1000;14;4;761800;642565
ZigZagOverNSNMobility;20;16;41.50202;10;1000000;1000;23;4;606075;347950
NotSoNaiveOrderedMobility;20;2;6.03260;10;1000000;1000;10;4;942415;904035
NotSoNaiveOrderedMobility;20;4;11.81758;10;1000000;1000;12;4;887730;809220
NotSoNaiveOrderedMobility;20;8;20.14015;10;1000000;1000;14;4;802930;794515
NotSoNaiveOrderedMobility;20;16;50.31870;10;1000000;1000;23;4;508940;487785
ZigZagOverNSNMobility;20;2;6.80103;10;1000000;1000;11;4;934110;930935
ZigZagOverNSNMobility;20;4;11.30043;10;1000000;1000;12;4;889115;884720
ZigZagOverNSNMobility;20;8;23.93023;10;1000000;1000;15;4;765710;755775
ZigZagOverNSNMobility;20;16;45.19455;10;1000000;1000;21;4;554630;538030
NotSoNaiveOrderedMobility;20;2;5.91090;10;1000000;1000;11;4;942395;939300
NotSoNaiveOrderedMobility;20;4;14.68498;10;1000000;1000;12;4;856530;849880
NotSoNaiveOrderedMobility;20;8;20.24285;10;1000000;1000;14;4;802535;794615
NotSoNaiveOrderedMobility;20;16;45.29058;10;1000000;1000;21;4;556740;537215
ZigZagOverNSNMobility;20;2;5.68470;10;1000000;1000;11;4;946295;910455
ZigZagOverNSNMobility;20;4;11.30492;10;1000000;1000;12;4;892980;818875
ZigZagOverNSNMobility;20;8;22.28660;10;1000000;1000;15;4;782580;772285
ZigZagOverNSNMobility;20;16;52.34638;10;1000000;1000;20;4;494140;412785
NotSoNaiveOrderedMobility;20;2;6.08570;10;1000000;1000;10;4;942415;902135
NotSoNaiveOrderedMobility;20;4;11.85563;10;1000000;1000;11;4;883895;878410
NotSoNaiveOrderedMobility;20;8;25.64430;10;1000000;1000;14;4;759730;599810
NotSoNaiveOrderedMobility;20;16;46.29128;10;1000000;1000;20;4;546785;526295
ZigZagOverNSNMobility;20;2;5.24202;10;1000000;1000;11;4;948870;946080
ZigZagOverNSNMobility;20;4;11.20285;10;1000000;1000;12;4;890280;884660
ZigZagOverNSNMobility;20;8;25.40240;10;1000000;1000;14;4;751300;739690
ZigZagOverNSNMobility;20;16;41.59313;10;1000000;1000;21;4;618560;292180
NotSoNaiveOrderedMobility;20;2;5.73615;10;1000000;1000;11;4;945650;922455
NotSoNaiveOrderedMobility;20;4;11.99583;10;1000000;1000;12;4;889575;818550
NotSoNaiveOrderedMobility;20;8;28.37778;10;1000000;1000;14;4;736325;569245
NotSoNaiveOrderedMobility;20;16;55.04413;10;1000000;1000;21;4;456950;434400
ZigZagOverNSNMobility;20;2;5.23120;10;1000000;1000;11;4;949180;946470
ZigZagOverNSNMobility;20;4;12.93570;10;1000000;1000;12;4;873825;867635
ZigZagOverNSNMobility;20;8;25.32615;10;1000000;1000;15;4;761160;659655
ZigZagOverNSNMobility;20;16;53.51825;10;1000000;1000;23;4;588855;209920
NotSoNaiveOrderedMobility;20;2;5.40655;10;1000000;1000;11;4;949235;915060
NotSoNaiveOrderedMobility;20;4;10.99630;10;1000000;1000;12;4;892670;880545
NotSoNaiveOrderedMobility;20;8;25.11893;10;1000000;1000;15;4;754140;743250
NotSoNaiveOrderedMobility;20;16;43.14497;10;1000000;1000;21;4;604295;330390
ZigZagOverNSNMobility;20;2;6.11010;10;1000000;1000;11;4;941895;902330
ZigZagOverNSNMobility;20;4;11.24462;10;1000000;1000;12;4;892620;826805
ZigZagOverNSNMobility;20;8;21.50528;10;1000000;1000;15;4;795230;659690
ZigZagOverNSNMobility;20;16;51.02245;10;1000000;1000;21;4;520565;247525
NotSoNaiveOrderedMobility;20;2;7.35565;10;1000000;1000;11;4;933305;893745
NotSoNaiveOrderedMobility;20;4;13.33320;10;1000000;1000;12;4;875135;797255
NotSoNaiveOrderedMobility;20;8;23.70773;10;1000000;1000;14;4;775425;626290
NotSoNaiveOrderedMobility;20;16;51.67625;10;1000000;1000;22;4;494210;474440
ZigZagOverNSNMobility;20;2;5.52095;10;1000000;1000;11;4;946120;943275
ZigZagOverNSNMobility;20;4;12.39948;10;1000000;1000;12;4;878740;872265
ZigZagOverNSNMobility;20;8;27.44480;10;1000000;1000;15;4;732545;720050
ZigZagOverNSNMobility;20;16;46.02005;10;1000000;1000;20;4;560565;473510
NotSoNaiveOrderedMobility;20;2;5.40535;10;1000000;1000;10;4;947475;944480
NotSoNaiveOrderedMobility;20;4;12.32568;10;1000000;1000;11;4;879135;874050
NotSoNaiveOrderedMobility;20;8;25.71973;10;1000000;1000;14;4;747985;737915
NotSoNaiveOrderedMobility;20;16;53.88850;10;1000000;1000;21;4;482170;319260
ZigZagOverNSNMobility;20;2;6.21380;10;1000000;1000;11;4;941395;901635
ZigZagOverNSNMobility;20;4;13.23290;10;1000000;1000;12;4;877675;792655
ZigZagOverNSNMobility;20;8;25.68380;10;1000000;1000;14;4;748250;738780
ZigZagOverNSNMobility;20;16;43.70328;10;1000000;1000;20;4;579320;552970
NotSoNaiveOrderedMobility;20;2;6.59995;10;1000000;1000;11;4;936200;917740
NotSoNaiveOrderedMobility;20;4;13.93562;10;1000000;1000;12;4;863380;856380
NotSoNaiveOrderedMobility;20;8;26.37085;10;1000000;1000;14;4;747200;607240
NotSoNaiveOrderedMobility;20;16;47.87023;10;1000000;1000;21;4;545500;245775
ZigZagOverNSNMobility;20;2;5.30475;10;1000000;1000;11;4;950070;915165
ZigZagOverNSNMobility;20;4;10.17273;10;1000000;1000;12;4;900685;895050
ZigZagOverNSNMobility;20;8;24.31728;10;1000000;1000;15;4;773965;619545
ZigZagOverNSNMobility;20;16;47.53138;10;1000000;1000;22;4;585800;306130
NotSoNaiveOrderedMobility;20;2;6.12158;10;1000000;1000;11;4;941545;913090
NotSoNaiveOrderedMobility;20;4;14.24648;10;1000000;1000;12;4;865880;776960
NotSoNaiveOrderedMobility;20;8;22.79365;10;1000000;1000;14;4;790540;644570
NotSoNaiveOrderedMobility;20;16;48.52503;10;1000000;1000;20;4;537195;215370
ZigZagOverNSNMobility;20;2;4.97450;10;1000000;1000;11;4;951580;948480
ZigZagOverNSNMobility;20;4;11.43055;10;1000000;1000;12;4;888585;883375
ZigZagOverNSNMobility;20;8;27.18590;10;1000000;1000;14;4;733975;723520
ZigZagOverNSNMobility;20;16;56.37680;10;1000000;1000;21;4;463010;127480
NotSoNaiveOrderedMobility;20;4;12.47765;10;1000000;1000;11;4;878095;872395
NotSoNaiveOrderedMobility;20;2;6.48967;10;1000000;1000;12;4;936695;933630
NotSoNaiveOrderedMobility;20;8;21.68003;10;1000000;1000;14;4;798275;665330
NotSoNaiveOrderedMobility;20;16;55.38793;10;1000000;1000;20;4;475895;114860
ZigZagOverNSNMobility;20;2;6.58895;10;1000000;1000;10;4;938850;897315
ZigZagOverNSNMobility;20;4;13.69278;10;1000000;1000;12;4;865965;860755
ZigZagOverNSNMobility;20;8;23.78890;10;1000000;1000;15;4;773935;615585
ZigZagOverNSNMobility;20;16;49.85810;10;1000000;1000;20;4;627215;335910
NotSoNaiveOrderedMobility;20;2;5.45820;10;1000000;1000;10;4;946490;944040
NotSoNaiveOrderedMobility;20;4;10.97883;10;1000000;1000;12;4;892890;887520
NotSoNaiveOrderedMobility;20;8;24.75358;10;1000000;1000;14;4;758495;748155
NotSoNaiveOrderedMobility;20;16;44.18125;10;1000000;1000;20;4;564820;547245
ZigZagOverNSNMobility;20;2;5.71610;10;1000000;1000;10;4;945935;909165
ZigZagOverNSNMobility;20;4;11.54785;10;1000000;1000;12;4;887205;882105
ZigZagOverNSNMobility;20;8;24.12835;10;1000000;1000;14;4;764575;753210
ZigZagOverNSNMobility;20;16;49.94098;10;1000000;1000;21;4;509350;489190
NotSoNaiveOrderedMobility;20;2;6.47423;10;1000000;1000;11;4;939185;915400
NotSoNaiveOrderedMobility;20;4;14.33623;10;1000000;1000;11;4;865445;775765
NotSoNaiveOrderedMobility;20;8;23.62550;10;1000000;1000;14;4;778085;623090
NotSoNaiveOrderedMobility;20;16;39.82665;10;1000000;1000;23;4;617390;481955
ZigZagOverNSNMobility;20;2;4.82873;10;1000000;1000;11;4;954200;925415
