Strategy;nUAV;nPOIs;;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData;globalAvgDelay;nMsgs;tourSize;mapa
ZigZagOverNSN;30;60;25%;2.9990775;71.0;36000.0;30000.0;13897.0;1.0;35390.0;34213.75;5607.25;8856.5;163187.5;25.75
ZigZagOverNSN;30;60;50%;3.231485;71.0;36000.0;30000.0;14165.5;1.0;35470.0;34417.5;6099.0;10011.0;172953.5;50.5
ZigZagOverNSN;30;60;75%;3.5870375;71.0;36000.0;30000.0;14628.5;1.0;35531.25;34595.0;6606.75;11064.0;180111.0;75.25
ZigZagOverNSN;30;60;max;4.59514;71.0;36000.0;30000.0;15634.0;1.0;35615.0;34880.0;7670.0;13423.0;206628.0;100.0
ZigZagOverNSN;40;80;count;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
ZigZagOverNSN;40;80;mean;3.1777376;71.0;36000.0;30000.0;26478.59;1.0;35457.9;34461.35;7371.7;11632.52;198601.13;50.5
ZigZagOverNSN;40;80;std;0.316707328493;0.0;0.0;0.0;734.715791887;0.0;98.821796557;172.02721038;774.620513151;2188.7958337;11454.1363175;29.0114919759
ZigZagOverNSN;40;80;min;2.53958;71.0;36000.0;30000.0;24925.0;1.0;35200.0;34030.0;4948.0;5932.0;175716.0;1.0
ZigZagOverNSN;40;80;25%;2.9509075;71.0;36000.0;30000.0;25853.0;1.0;35400.0;34347.5;6915.25;10331.0;189870.5;25.75
ZigZagOverNSN;40;80;50%;3.185415;71.0;36000.0;30000.0;26426.0;1.0;35470.0;34487.5;7350.5;11025.0;198300.5;50.5
ZigZagOverNSN;40;80;75%;3.4364125;71.0;36000.0;30000.0;27027.5;1.0;35525.0;34582.5;7927.75;13740.75;206136.75;75.25
ZigZagOverNSN;40;80;max;3.90399;71.0;36000.0;30000.0;28440.0;1.0;35665.0;34800.0;8914.0;15215.0;224142.0;100.0
ZigZagOverNSN;50;100;count;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
ZigZagOverNSN;50;100;mean;3.070051;71.0;36000.0;30000.0;44740.81;1.0;35473.2;34492.4;8466.07;12919.99;223806.49;50.5
ZigZagOverNSN;50;100;std;0.295985339282;0.0;0.0;0.0;1266.659232;0.0;114.857223622;176.435640826;1212.07967414;2807.47348403;12634.4445146;29.0114919759
ZigZagOverNSN;50;100;min;2.34278;71.0;36000.0;30000.0;41586.0;1.0;35220.0;34130.0;4351.0;4812.0;197870.0;1.0
ZigZagOverNSN;50;100;25%;2.8697225;71.0;36000.0;30000.0;43935.75;1.0;35365.0;34348.75;8056.5;10965.5;214413.5;25.75
ZigZagOverNSN;50;100;50%;3.069305;71.0;36000.0;30000.0;44796.5;1.0;35485.0;34532.5;8657.0;13572.5;223121.5;50.5
ZigZagOverNSN;50;100;75%;3.288195;71.0;36000.0;30000.0;45605.75;1.0;35560.0;34608.75;9015.25;14055.25;231965.0;75.25
ZigZagOverNSN;50;100;max;3.85097;71.0;36000.0;30000.0;47124.0;1.0;35705.0;34840.0;11064.0;19803.0;259362.0;100.0
