FPPWRMobility;20;1;0.73264;71;36000;30000;1013;1;35810;35685;7201;977;194816;1
FPPWRMobility;20;2;0.71319;71;36000;30000;1254;1;35795;35670;7088;936;194816;1
FPPWRMobility;20;5;0.72986;71;36000;30000;1526;1;35790;35610;7173;976;194816;1
FPPWRMobility;20;10;1.08611;71;36000;30000;2580;1;35690;35525;7076;1295;194816;1
FPPWRMobility;20;1;0.70556;71;36000;30000;1178;1;35805;35700;5852;956;199655;2
FPPWRMobility;20;2;0.69444;71;36000;30000;1336;1;35790;35700;5849;940;199655;2
FPPWRMobility;20;5;0.71458;71;36000;30000;1625;1;35785;35665;5743;969;199655;2
FPPWRMobility;20;10;1.00486;71;36000;30000;2779;1;35735;35520;5872;1258;199655;2
FPPWRMobility;20;1;0.65972;71;36000;30000;986;1;35855;35720;6760;607;219603;3
FPPWRMobility;20;2;0.67847;71;36000;30000;1196;1;35845;35680;6696;624;219603;3
FPPWRMobility;20;5;0.67847;71;36000;30000;1668;1;35885;35705;6743;614;219603;3
FPPWRMobility;20;10;0.91111;71;36000;30000;2838;1;35790;35550;6829;903;219603;3
FPPWRMobility;20;1;0.66319;71;36000;30000;1132;1;35830;35715;7558;610;232763;4
FPPWRMobility;20;2;0.66597;71;36000;30000;1133;1;35845;35690;7596;621;232763;4
FPPWRMobility;20;5;0.68403;71;36000;30000;1675;1;35840;35680;7574;617;232763;4
FPPWRMobility;20;10;0.94236;71;36000;30000;2687;1;35735;35575;7626;655;232763;4
FPPWRMobility;20;1;0.69861;71;36000;30000;1184;1;35795;35705;6452;946;202249;5
FPPWRMobility;20;2;0.69097;71;36000;30000;1307;1;35830;35705;6690;935;202249;5
FPPWRMobility;20;5;0.67292;71;36000;30000;1537;1;35810;35720;6561;909;202249;5
FPPWRMobility;20;10;0.99861;71;36000;30000;2660;1;35700;35555;6480;1254;202249;5
FPPWRMobility;20;1;0.62708;71;36000;30000;1070;1;35850;35705;7373;629;244140;6
FPPWRMobility;20;2;0.61944;71;36000;30000;1277;1;35860;35685;7668;638;244140;6
FPPWRMobility;20;5;0.59306;71;36000;30000;1641;1;35855;35720;7587;594;244140;6
FPPWRMobility;20;10;0.85556;71;36000;30000;2615;1;35805;35600;7636;684;244140;6
FPPWRMobility;20;2;0.65694;71;36000;30000;1286;1;35875;35725;5639;614;216547;7
FPPWRMobility;20;1;0.65694;71;36000;30000;1341;1;35825;35720;5609;598;216547;7
FPPWRMobility;20;5;0.66944;71;36000;30000;1750;1;35840;35705;5581;632;216547;7
FPPWRMobility;20;10;0.88542;71;36000;30000;2827;1;35765;35625;5624;915;216547;7
FPPWRMobility;20;1;0.80208;71;36000;30000;1138;1;35810;35580;5965;934;185690;8
FPPWRMobility;20;2;0.84375;71;36000;30000;1271;1;35780;35600;6112;975;185690;8
FPPWRMobility;20;5;0.79097;71;36000;30000;1575;1;35780;35640;6074;904;185690;8
FPPWRMobility;20;10;1.20417;71;36000;30000;2502;1;35700;35435;6120;1219;185690;8
FPPWRMobility;20;2;0.62986;71;36000;30000;1148;1;35845;35710;7682;648;241375;9
FPPWRMobility;20;1;0.59931;71;36000;30000;1055;1;35860;35715;7759;609;241375;9
FPPWRMobility;20;5;0.58611;71;36000;30000;1552;1;35835;35730;7468;602;241375;9
FPPWRMobility;20;10;0.80625;71;36000;30000;2792;1;35860;35590;7667;611;241375;9
FPPWRMobility;20;1;0.59861;71;36000;30000;1073;1;35860;35690;7361;612;234336;10
FPPWRMobility;20;2;0.60139;71;36000;30000;1285;1;35880;35690;7290;618;234336;10
FPPWRMobility;20;5;0.60903;71;36000;30000;1673;1;35850;35720;7209;616;234336;10
FPPWRMobility;20;10;0.84097;71;36000;30000;2785;1;35785;35600;7152;597;234336;10
