FPPWRMobility;20;1;1762.0;4499.0;7112.0;9843.0;11577.0;7201.070624360286
FPPWRMobility;20;2;1762.0;4504.5;6950.5;9358.5;11576.0;7088.857905982906
FPPWRMobility;20;5;1762.0;5626.5;6962.0;9372.5;11571.0;7173.100409836065
FPPWRMobility;20;10;1762.0;4495.0;6959.0;9373.5;11582.0;7076.415444015444
FPPWRMobility;20;1;1691.0;3543.0;6106.5;7913.5;10895.0;5852.6820083682005
FPPWRMobility;20;2;1691.0;3542.5;6101.5;7909.5;10881.0;5849.865957446808
FPPWRMobility;20;5;1691.0;3521.0;5479.0;7858.0;10893.0;5743.930856553147
FPPWRMobility;20;10;1691.0;3544.0;6103.5;7923.0;10878.0;5872.9197138314785
FPPWRMobility;20;1;1637.0;4579.5;7209.0;8894.5;12072.0;6760.693574958814
FPPWRMobility;20;2;1637.0;4576.5;6765.5;8413.5;12075.0;6696.42467948718
FPPWRMobility;20;5;1637.0;4580.0;7212.5;8410.0;12080.0;6743.9250814332245
FPPWRMobility;20;10;1637.0;4576.5;7211.0;8901.0;12062.0;6829.4662236987815
FPPWRMobility;20;1;992.0;4794.0;8330.5;9607.0;12790.0;7558.267213114754
FPPWRMobility;20;2;992.0;4804.0;8121.0;9613.0;12802.0;7596.795491143317
FPPWRMobility;20;5;992.0;6039.0;8119.0;9627.0;12814.0;7574.136142625608
FPPWRMobility;20;10;992.0;4802.5;8562.0;9625.5;12815.0;7626.482442748092
FPPWRMobility;20;1;1607.0;4045.0;6463.5;8916.0;10898.0;6452.045454545455
FPPWRMobility;20;2;1607.0;4598.0;7140.0;9232.5;10874.0;6690.228877005347
FPPWRMobility;20;5;1607.0;4039.0;6460.0;9231.0;10858.0;6561.762376237623
FPPWRMobility;20;10;1607.0;4041.0;6467.0;8906.0;10882.0;6480.661881977671
FPPWRMobility;20;1;1764.0;5214.0;7265.0;10374.0;12771.0;7373.500794912559
FPPWRMobility;20;2;1764.0;5258.0;7779.5;10704.0;12772.0;7668.584639498433
FPPWRMobility;20;5;1764.0;5209.0;7771.5;10369.0;12746.0;7587.6447811447815
FPPWRMobility;20;10;1764.0;5263.5;7288.5;10730.0;12793.0;7636.168128654971
FPPWRMobility;20;2;1556.0;3025.0;4217.5;8967.0;11325.0;5639.627035830619
FPPWRMobility;20;1;1556.0;3023.0;5122.5;8222.0;11319.0;5609.677257525083
FPPWRMobility;20;5;1556.0;3026.5;4212.5;8234.5;11337.0;5581.425632911392
FPPWRMobility;20;10;1556.0;3026.5;4215.0;8957.5;11324.0;5624.7213114754095
FPPWRMobility;20;1;1184.0;3631.0;6381.0;7873.0;10088.0;5965.821199143469
FPPWRMobility;20;2;1184.0;4296.5;6393.0;7891.5;10105.0;6112.3569230769235
FPPWRMobility;20;5;1184.0;4289.5;6378.0;8354.0;10069.0;6074.109513274337
FPPWRMobility;20;10;1184.0;4290.5;7103.0;8834.5;10089.0;6120.38146021329
FPPWRMobility;20;2;1574.0;3688.5;7456.5;11441.5;13094.0;7682.819444444444
FPPWRMobility;20;1;1574.0;3677.0;7430.0;11414.0;13056.0;7759.170771756979
FPPWRMobility;20;5;1574.0;3676.0;7423.5;11397.0;13052.0;7468.807308970099
FPPWRMobility;20;10;1574.0;3679.5;7431.0;11409.5;13050.0;7667.476268412439
FPPWRMobility;20;1;1712.0;4726.0;7929.5;9784.5;12748.0;7361.800653594772
FPPWRMobility;20;2;1712.0;4727.0;6453.5;9783.0;12753.0;7290.498381877022
FPPWRMobility;20;5;1712.0;4532.0;6450.5;9729.5;12766.0;7209.277597402597
FPPWRMobility;20;10;1712.0;4718.0;6450.0;9775.0;12737.0;7152.958123953099
FPPWRMobility;20;1;1045.0;3350.0;5877.0;8605.5;11031.0;5975.637958532695
FPPWRMobility;20;2;1045.0;3732.0;5875.0;8598.0;11018.0;6155.311986863711
FPPWRMobility;20;5;1045.0;3347.0;5872.0;8594.0;11019.0;6080.710743801653
FPPWRMobility;20;10;1045.0;3739.0;6107.0;9049.5;11047.0;6348.48125633232
FPPWRMobility;20;1;976.0;3221.0;5914.0;8580.5;10181.0;5623.680455015512
FPPWRMobility;20;2;976.0;3211.0;5011.0;8566.0;10155.0;5537.771270718232
FPPWRMobility;20;5;976.0;2249.5;5011.0;8292.5;10160.0;5416.338427947599
FPPWRMobility;20;10;976.0;2249.0;5028.0;8564.0;10173.0;5522.906427990236
FPPWRMobility;20;1;254.0;2426.5;4709.0;7371.0;8603.0;4807.543887147335
FPPWRMobility;20;2;254.0;2484.5;4726.0;7388.5;8615.0;4869.23520599251
FPPWRMobility;20;5;254.0;2430.0;5056.0;7371.0;8603.0;4865.566613162119
FPPWRMobility;20;10;254.0;2428.5;4717.0;7433.5;8608.0;4832.935635792779
