Strategy;nUAV;nPOIs;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData;msgAVGDelayOnGS
KingstonImprovedOverNSNMobility;2;20;3.57234;10.0;3750000.0;3000.0;39.0;4.0;3697340.0;3528620.0;399.0
KingstonImprovedOverNSNMobility;4;20;7.034655;10.0;3750000.0;3000.0;45.0;4.0;3655937.5;3314062.5;320.5
KingstonImprovedOverNSNMobility;8;20;13.87846;10.0;3750000.0;3000.0;57.0;4.0;3554240.0;2990050.0;336.0
KingstonImprovedOverNSNMobility;16;20;27.69437;10.0;3750000.0;3000.0;84.0;4.0;3362250.0;2158470.0;424.0
TSPbasedMobility;2;20;3.40059;10.0;3750000.0;3000.0;179.5;4.0;3626060.0;3615910.0;584.5
TSPbasedMobility;4;20;6.55148;10.0;3750000.0;3000.0;174.0;4.0;3509200.0;3497800.0;852.0
TSPbasedMobility;8;20;13.04555;10.0;3750000.0;3000.0;166.0;4.0;3270305.0;3226175.0;716.0
TSPbasedMobility;16;20;25.912115;10.0;3750000.0;3000.0;263.0;4.0;2805152.5;2762827.5;587.5
