Strategy;nPOIs;nUAV;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData;msgAVGDelayOnGS
KingstonImprovedOverNSNMobility;20;8;11.42777;10;3750000;3000;56;4;3586890;3075620;284
KingstonImprovedOverNSNMobility;20;16;28.96385;10;3750000;3000;79;4;3350495;2138055;91
TSPbasedMobility;20;4;5.89623;10;3750000;3000;50;4;3533870;3524890;879
KingstonImprovedOverNSNMobility;20;2;3.64159;10;3750000;3000;38;4;3693900;3524850;899
KingstonImprovedOverNSNMobility;20;4;7.71745;10;3750000;3000;46;4;3630715;3280665;195
KingstonImprovedOverNSNMobility;20;8;13.64111;10;3750000;3000;55;4;3572605;3008385;581
KingstonImprovedOverNSNMobility;20;16;25.07621;10;3750000;3000;77;4;3409780;2302425;153
TSPbasedMobility;20;8;12.70039;10;3750000;3000;101;4;3281760;3263185;718
KingstonImprovedOverNSNMobility;20;2;3.55117;10;3750000;3000;39;4;3694320;3554655;237
KingstonImprovedOverNSNMobility;20;4;6.76905;10;3750000;3000;44;4;3659705;3326110;212
KingstonImprovedOverNSNMobility;20;8;14.12910;10;3750000;3000;55;4;3548755;2952640;636
KingstonImprovedOverNSNMobility;20;16;30.57943;10;3750000;3000;82;4;3319400;2104580;396
TSPbasedMobility;20;16;26.19163;10;3750000;3000;278;4;2786640;2748500;370
KingstonImprovedOverNSNMobility;20;2;3.26667;10;3750000;3000;39;4;3704950;3571335;18
KingstonImprovedOverNSNMobility;20;4;9.90586;10;3750000;3000;46;4;3635545;3041060;401
KingstonImprovedOverNSNMobility;20;8;16.68674;10;3750000;3000;55;4;3499605;2847785;361
KingstonImprovedOverNSNMobility;20;16;27.69353;10;3750000;3000;81;4;3392775;2206650;407
KingstonImprovedOverNSNMobility;20;2;3.82147;10;3750000;3000;43;4;3698920;3546155;142
KingstonImprovedOverNSNMobility;20;4;7.76007;10;3750000;3000;50;4;3663090;3221720;288
TSPbasedMobility;20;2;3.50699;10;3750000;3000;52;4;3621625;3615755;595
KingstonImprovedOverNSNMobility;20;16;25.26823;10;3750000;3000;98;4;3376510;2280885;730
KingstonImprovedOverNSNMobility;20;2;4.02471;10;3750000;3000;46;4;3690285;3499500;345
KingstonImprovedOverNSNMobility;20;4;8.54403;10;3750000;3000;54;4;3683180;2766500;69
KingstonImprovedOverNSNMobility;20;8;14.85920;10;3750000;3000;66;4;3532265;2961605;369
KingstonImprovedOverNSNMobility;20;16;20.81349;10;3750000;3000;81;4;3466010;2681185;344
TSPbasedMobility;20;4;6.77847;10;3750000;3000;105;4;3500690;3490100;345
KingstonImprovedOverNSNMobility;20;2;3.54766;10;3750000;3000;37;4;3699305;3541740;114
KingstonImprovedOverNSNMobility;20;4;8.23761;10;3750000;3000;45;4;3615380;3209555;369
KingstonImprovedOverNSNMobility;20;8;14.73522;10;3750000;3000;58;4;3525735;2904845;247
KingstonImprovedOverNSNMobility;20;16;34.65502;10;3750000;3000;83;4;3264505;1836350;274
TSPbasedMobility;20;8;12.50075;10;3750000;3000;73;4;3288800;3270835;1138
KingstonImprovedOverNSNMobility;20;2;4.07911;10;3750000;3000;40;4;3688790;3507245;364
KingstonImprovedOverNSNMobility;20;4;6.84515;10;3750000;3000;44;4;3631315;3399870;201
KingstonImprovedOverNSNMobility;20;8;13.08874;10;3750000;3000;54;4;3562115;3008725;534
KingstonImprovedOverNSNMobility;20;16;34.42466;10;3750000;3000;84;4;3331115;789895;289
TSPbasedMobility;20;16;24.26183;10;3750000;3000;83;4;2866350;2832135;504
KingstonImprovedOverNSNMobility;20;2;4.12554;10;3750000;3000;39;4;3687365;3519890;223
KingstonImprovedOverNSNMobility;20;4;7.82490;10;3750000;3000;44;4;3699130;2072670;373
KingstonImprovedOverNSNMobility;20;8;15.59874;10;3750000;3000;56;4;3536135;2896335;229
KingstonImprovedOverNSNMobility;20;16;28.63511;10;3750000;3000;81;4;3343545;2123700;681
TSPbasedMobility;20;2;3.09655;10;3750000;3000;110;4;3636645;3631120;1012
KingstonImprovedOverNSNMobility;20;2;3.42373;10;3750000;3000;38;4;3698120;3540190;536
KingstonImprovedOverNSNMobility;20;4;8.23485;10;3750000;3000;43;4;3638425;3224440;252
KingstonImprovedOverNSNMobility;20;8;11.92591;10;3750000;3000;55;4;3594030;3040315;611
KingstonImprovedOverNSNMobility;20;16;22.21011;10;3750000;3000;74;4;3450255;2508685;467
TSPbasedMobility;20;4;6.24857;10;3750000;3000;51;4;3520365;3509295;1437
KingstonImprovedOverNSNMobility;20;2;3.91329;10;3750000;3000;38;4;3681365;3477655;528
KingstonImprovedOverNSNMobility;20;4;6.11549;10;3750000;3000;44;4;3682050;3380170;658
KingstonImprovedOverNSNMobility;20;8;11.80101;10;3750000;3000;55;4;3577450;3118680;177
KingstonImprovedOverNSNMobility;20;16;27.69437;10;3750000;3000;82;4;3349785;2080295;842
TSPbasedMobility;20;8;14.06689;10;3750000;3000;224;4;3234305;3214255;185
KingstonImprovedOverNSNMobility;20;2;3.22587;10;3750000;3000;38;4;3705475;3565430;161
KingstonImprovedOverNSNMobility;20;4;9.25423;10;3750000;3000;44;4;3615910;3201055;199
KingstonImprovedOverNSNMobility;20;8;12.81226;10;3750000;3000;54;4;3580990;3070765;386
KingstonImprovedOverNSNMobility;20;16;28.26589;10;3750000;3000;83;4;3367725;2159755;134
TSPbasedMobility;20;16;28.49784;10;3750000;3000;105;4;2701585;2660585;743
KingstonImprovedOverNSNMobility;20;2;3.25979;10;3750000;3000;42;4;3697340;3531380;265
KingstonImprovedOverNSNMobility;20;4;7.37849;10;3750000;3000;48;4;3636035;3328055;377
TSPbasedMobility;20;2;3.30397;10;3750000;3000;47;4;3628365;3622115;587
KingstonImprovedOverNSNMobility;20;16;24.06552;10;3750000;3000;84;4;3421750;2418495;447
KingstonImprovedOverNSNMobility;20;2;3.18639;10;3750000;3000;41;4;3707410;3580895;407
KingstonImprovedOverNSNMobility;20;4;6.73523;10;3750000;3000;45;4;3656285;3372800;539
KingstonImprovedOverNSNMobility;20;8;12.53200;10;3750000;3000;57;4;3560850;3081505;774
KingstonImprovedOverNSNMobility;20;16;22.37305;10;3750000;3000;82;4;3449905;2460295;152
TSPbasedMobility;20;4;6.24525;10;3750000;3000;103;4;3528155;3397600;1450
KingstonImprovedOverNSNMobility;20;2;3.18392;10;3750000;3000;38;4;3690975;3554945;562
KingstonImprovedOverNSNMobility;20;4;6.20844;10;3750000;3000;44;4;3670810;3422610;139
KingstonImprovedOverNSNMobility;20;8;13.00491;10;3750000;3000;56;4;3590540;3015370;521
KingstonImprovedOverNSNMobility;20;16;29.75693;10;3750000;3000;81;4;3359565;2028295;374
TSPbasedMobility;20;8;12.74845;10;3750000;3000;73;4;3295030;2995760;3
KingstonImprovedOverNSNMobility;20;2;4.51775;10;3750000;3000;39;4;3689665;3500485;104
KingstonImprovedOverNSNMobility;20;4;6.43393;10;3750000;3000;44;4;3658905;3393955;436
KingstonImprovedOverNSNMobility;20;8;13.72271;10;3750000;3000;56;4;3562570;3023335;428
KingstonImprovedOverNSNMobility;20;16;27.83583;10;3750000;3000;81;4;3383210;2285620;513
TSPbasedMobility;20;16;28.25532;10;3750000;3000;103;4;2714100;2674595;444
KingstonImprovedOverNSNMobility;20;2;3.30949;10;3750000;3000;39;4;3699185;3546980;251
KingstonImprovedOverNSNMobility;20;4;8.77751;10;3750000;3000;45;4;3631395;3279940;96
KingstonImprovedOverNSNMobility;20;8;13.12344;10;3750000;3000;56;4;3559210;3040395;287
KingstonImprovedOverNSNMobility;20;16;33.20931;10;3750000;3000;84;4;3220775;1905485;713
TSPbasedMobility;20;2;3.50966;10;3750000;3000;83;4;3622040;3616065;367
KingstonImprovedOverNSNMobility;20;2;3.57731;10;3750000;3000;39;4;3698460;3539360;640
KingstonImprovedOverNSNMobility;20;4;7.40094;10;3750000;3000;43;4;3723670;1895400;416
KingstonImprovedOverNSNMobility;20;8;15.91753;10;3750000;3000;58;4;3500400;2882450;721
KingstonImprovedOverNSNMobility;20;16;25.36514;10;3750000;3000;81;4;3385140;2202820;813
TSPbasedMobility;20;4;7.12455;10;3750000;3000;183;4;3487955;3476170;943
KingstonImprovedOverNSNMobility;20;2;3.56161;10;3750000;3000;38;4;3702940;3552210;496
KingstonImprovedOverNSNMobility;20;4;6.22049;10;3750000;3000;43;4;3663300;3375635;190
KingstonImprovedOverNSNMobility;20;8;14.58748;10;3750000;3000;54;4;3545635;2529835;283
KingstonImprovedOverNSNMobility;20;16;23.49013;10;3750000;3000;77;4;3413780;2474245;114
TSPbasedMobility;20;8;15.61746;10;3750000;3000;102;4;3178115;3155825;494
KingstonImprovedOverNSNMobility;20;2;3.82059;10;3750000;3000;40;4;3696645;3538490;652
KingstonImprovedOverNSNMobility;20;4;6.16583;10;3750000;3000;44;4;3679055;3456765;451
KingstonImprovedOverNSNMobility;20;8;13.87846;10;3750000;3000;56;4;3546630;2967210;714
KingstonImprovedOverNSNMobility;20;16;24.61415;10;3750000;3000;80;4;3407670;2400180;233
TSPbasedMobility;20;16;23.02795;10;3750000;3000;98;4;2901245;2866540;1193
KingstonImprovedOverNSNMobility;20;2;4.09863;10;3750000;3000;39;4;3748360;3457005;550
KingstonImprovedOverNSNMobility;20;4;6.85247;10;3750000;3000;44;4;3652965;3362475;487
KingstonImprovedOverNSNMobility;20;8;15.29694;10;3750000;3000;57;4;3528930;2927015;220
KingstonImprovedOverNSNMobility;20;16;28.08548;10;3750000;3000;84;4;3342760;1498600;412
TSPbasedMobility;20;2;3.70045;10;3750000;3000;78;4;3614745;3609160;331
KingstonImprovedOverNSNMobility;20;2;3.99791;10;3750000;3000;39;4;3691090;3510990;607
KingstonImprovedOverNSNMobility;20;4;6.65734;10;3750000;3000;45;4;3646025;3351330;435
KingstonImprovedOverNSNMobility;20;8;13.17637;10;3750000;3000;54;4;3563900;3026700;478
KingstonImprovedOverNSNMobility;20;16;31.51913;10;3750000;3000;80;4;3324705;1580595;181
TSPbasedMobility;20;4;6.55148;10;3750000;3000;58;4;3508930;3499340;712
KingstonImprovedOverNSNMobility;20;2;3.47857;10;3750000;3000;38;4;3700280;3542585;240
KingstonImprovedOverNSNMobility;20;4;8.39365;10;3750000;3000;44;4;3644825;3305740;422
KingstonImprovedOverNSNMobility;20;8;16.74633;10;3750000;3000;56;4;3505995;2817985;296
KingstonImprovedOverNSNMobility;20;16;27.24661;10;3750000;3000;77;4;3378400;2221820;286
TSPbasedMobility;20;8;13.69704;10;3750000;3000;55;4;3258230;2933700;598
KingstonImprovedOverNSNMobility;20;2;3.95729;10;3750000;3000;38;4;3747925;3490095;520
KingstonImprovedOverNSNMobility;20;4;5.72203;10;3750000;3000;44;4;3738400;2654020;864
KingstonImprovedOverNSNMobility;20;8;15.95233;10;3750000;3000;57;4;3504375;2875155;127
KingstonImprovedOverNSNMobility;20;16;24.45223;10;3750000;3000;78;4;3411915;2318030;232
TSPbasedMobility;20;16;27.78928;10;3750000;3000;119;4;2729610;2690480;200
KingstonImprovedOverNSNMobility;20;2;3.82311;10;3750000;3000;38;4;3687825;3490920;304
KingstonImprovedOverNSNMobility;20;4;8.13209;10;3750000;3000;44;4;3634735;3264605;268
KingstonImprovedOverNSNMobility;20;8;11.78281;10;3750000;3000;55;4;3600270;2990050;549
KingstonImprovedOverNSNMobility;20;16;26.66974;10;3750000;3000;84;4;3386505;2218285;390
TSPbasedMobility;20;2;2.89843;10;3750000;3000;55;4;3645040;3639875;1653
KingstonImprovedOverNSNMobility;20;2;3.67601;10;3750000;3000;39;4;3699415;3547585;321
KingstonImprovedOverNSNMobility;20;4;5.63163;10;3750000;3000;43;4;3685010;3113000;869
KingstonImprovedOverNSNMobility;20;8;14.74937;10;3750000;3000;58;4;3522965;2969640;292
KingstonImprovedOverNSNMobility;20;16;36.87125;10;3750000;3000;91;4;3190380;1594010;207
TSPbasedMobility;20;4;6.82135;10;3750000;3000;138;4;3499830;3489020;436
KingstonImprovedOverNSNMobility;20;2;3.21612;10;3750000;3000;38;4;3703015;3566395;65
KingstonImprovedOverNSNMobility;20;4;10.21686;10;3750000;3000;43;4;3601280;3161795;159
KingstonImprovedOverNSNMobility;20;8;12.44850;10;3750000;3000;53;4;3583540;3127345;250
KingstonImprovedOverNSNMobility;20;16;23.28369;10;3750000;3000;74;4;3439710;2388990;139
TSPbasedMobility;20;8;12.28587;10;3750000;3000;56;4;3299410;3280685;384
KingstonImprovedOverNSNMobility;20;2;3.58592;10;3750000;3000;38;4;3700355;3554450;477
KingstonImprovedOverNSNMobility;20;4;6.25131;10;3750000;3000;45;4;3666605;3424715;346
KingstonImprovedOverNSNMobility;20;8;14.99033;10;3750000;3000;57;4;3552665;2952080;336
KingstonImprovedOverNSNMobility;20;16;31.60404;10;3750000;3000;84;4;3355030;2096315;579
TSPbasedMobility;20;16;31.94737;10;3750000;3000;100;4;2582860;2536850;388
KingstonImprovedOverNSNMobility;20;2;3.71466;10;3750000;3000;39;4;3691750;3522185;1000
KingstonImprovedOverNSNMobility;20;4;7.14993;10;3750000;3000;46;4;3650175;3124065;827
KingstonImprovedOverNSNMobility;20;8;13.71422;10;3750000;3000;56;4;3532755;3003815;584
KingstonImprovedOverNSNMobility;20;16;31.84030;10;3750000;3000;86;4;3301590;1328900;522
TSPbasedMobility;20;2;3.18945;10;3750000;3000;135;4;3633325;3627780;1132
KingstonImprovedOverNSNMobility;20;2;3.10052;10;3750000;3000;39;4;3704085;3563735;121
KingstonImprovedOverNSNMobility;20;4;6.46758;10;3750000;3000;43;4;3668770;3333100;365
KingstonImprovedOverNSNMobility;20;8;14.91416;10;3750000;3000;58;4;3552925;2598750;362
KingstonImprovedOverNSNMobility;20;16;37.38759;10;3750000;3000;88;4;3231605;1678500;356
TSPbasedMobility;20;4;6.56285;10;3750000;3000;126;4;3509200;3498675;754
KingstonImprovedOverNSNMobility;20;2;4.05401;10;3750000;3000;39;4;3694320;3517215;280
KingstonImprovedOverNSNMobility;20;4;8.65119;10;3750000;3000;45;4;3639290;3295125;605
KingstonImprovedOverNSNMobility;20;8;13.72467;10;3750000;3000;57;4;3544250;3002045;336
KingstonImprovedOverNSNMobility;20;16;25.61202;10;3750000;3000;83;4;3375750;2358400;365
TSPbasedMobility;20;8;12.77711;10;3750000;3000;1052;4;3281635;3247205;1664
KingstonImprovedOverNSNMobility;20;2;2.89598;10;3750000;3000;38;4;3711600;3595785;183
KingstonImprovedOverNSNMobility;20;4;6.14069;10;3750000;3000;44;4;3658345;3371025;127
KingstonImprovedOverNSNMobility;20;8;15.81231;10;3750000;3000;57;4;3533020;2878245;29
KingstonImprovedOverNSNMobility;20;16;24.59067;10;3750000;3000;80;4;3351410;2389450;503
TSPbasedMobility;20;16;25.34694;10;3750000;3000;373;4;2815480;2777915;50
KingstonImprovedOverNSNMobility;20;2;4.11059;10;3750000;3000;39;4;3691960;3514100;271
KingstonImprovedOverNSNMobility;20;4;6.18243;10;3750000;3000;43;4;3675205;3438610;445
KingstonImprovedOverNSNMobility;20;8;13.68659;10;3750000;3000;57;4;3555205;2975945;218
KingstonImprovedOverNSNMobility;20;16;26.63758;10;3750000;3000;82;4;3311565;2277825;243
TSPbasedMobility;20;2;2.96929;10;3750000;3000;87;4;3642045;3637145;1032
TSPbasedMobility;20;2;3.62220;10;3750000;3000;118;4;3617090;3611260;360
KingstonImprovedOverNSNMobility;20;2;4.53594;10;3750000;3000;39;4;3679255;3460985;327
KingstonImprovedOverNSNMobility;20;4;7.79211;10;3750000;3000;45;4;3636830;3311125;481
KingstonImprovedOverNSNMobility;20;8;15.00147;10;3750000;3000;57;4;3529675;2947005;506
KingstonImprovedOverNSNMobility;20;16;32.52204;10;3750000;3000;82;4;3350455;1036175;479
TSPbasedMobility;20;4;7.15547;10;3750000;3000;54;4;3488900;3478130;81
KingstonImprovedOverNSNMobility;20;2;4.31389;10;3750000;3000;39;4;3674335;3449160;369
KingstonImprovedOverNSNMobility;20;4;6.45318;10;3750000;3000;43;4;3666875;3411910;292
KingstonImprovedOverNSNMobility;20;8;17.46032;10;3750000;3000;58;4;3486490;2790560;810
KingstonImprovedOverNSNMobility;20;16;20.37570;10;3750000;3000;76;4;3481105;2586090;145
TSPbasedMobility;20;8;15.68616;10;3750000;3000;99;4;3172055;3148125;714
KingstonImprovedOverNSNMobility;20;2;3.81695;10;3750000;3000;38;4;3697715;3539350;450
KingstonImprovedOverNSNMobility;20;4;6.88987;10;3750000;3000;45;4;3650810;3303415;354
KingstonImprovedOverNSNMobility;20;8;10.82857;10;3750000;3000;54;4;3602155;3169105;779
KingstonImprovedOverNSNMobility;20;16;33.86362;10;3750000;3000;84;4;3319655;1116510;351
TSPbasedMobility;20;16;22.90821;10;3750000;3000;370;4;2905700;2871645;1482
KingstonImprovedOverNSNMobility;20;2;4.03179;10;3750000;3000;38;4;3689820;3512175;330
KingstonImprovedOverNSNMobility;20;4;6.81418;10;3750000;3000;45;4;3658545;3374345;271
KingstonImprovedOverNSNMobility;20;8;13.88032;10;3750000;3000;57;4;3575205;3039670;359
KingstonImprovedOverNSNMobility;20;16;30.83678;10;3750000;3000;83;4;3274600;2087755;583
TSPbasedMobility;20;2;3.67371;10;3750000;3000;58;4;3614690;3608435;201
KingstonImprovedOverNSNMobility;20;2;3.90568;10;3750000;3000;38;4;3685020;3488830;129
KingstonImprovedOverNSNMobility;20;4;7.82689;10;3750000;3000;44;4;3650210;3347065;304
KingstonImprovedOverNSNMobility;20;8;13.60486;10;3750000;3000;56;4;3540235;2978085;256
KingstonImprovedOverNSNMobility;20;16;27.22842;10;3750000;3000;81;4;3426655;1696460;426
TSPbasedMobility;20;4;6.53593;10;3750000;3000;69;4;3517260;3370630;1471
TSPbasedMobility;20;2;3.59755;10;3750000;3000;55;4;3622610;3538295;673
KingstonImprovedOverNSNMobility;20;2;3.40772;10;3750000;3000;38;4;3707905;3574520;220
KingstonImprovedOverNSNMobility;20;4;8.06386;10;3750000;3000;44;4;3630120;3274655;241
KingstonImprovedOverNSNMobility;20;8;13.04355;10;3750000;3000;55;4;3581185;3030255;221
KingstonImprovedOverNSNMobility;20;16;28.44376;10;3750000;3000;82;4;3352285;2186380;311
TSPbasedMobility;20;4;7.06326;10;3750000;3000;77;4;3497250;3338330;332
KingstonImprovedOverNSNMobility;20;2;3.57234;10;3750000;3000;39;4;3700050;3481965;873
KingstonImprovedOverNSNMobility;20;4;5.56665;10;3750000;3000;44;4;3688935;3379435;327
KingstonImprovedOverNSNMobility;20;8;14.90574;10;3750000;3000;56;4;3557620;2567180;323
KingstonImprovedOverNSNMobility;20;16;27.57781;10;3750000;3000;78;4;3390205;2216350;251
TSPbasedMobility;20;8;14.13041;10;3750000;3000;52;4;3227735;3206395;834
KingstonImprovedOverNSNMobility;20;2;3.29915;10;3750000;3000;37;4;3704260;3569495;670
KingstonImprovedOverNSNMobility;20;4;7.92742;10;3750000;3000;44;4;3641095;3291365;237
KingstonImprovedOverNSNMobility;20;8;13.57945;10;3750000;3000;56;4;3546610;2990905;730
KingstonImprovedOverNSNMobility;20;16;33.12093;10;3750000;3000;84;4;3286485;2083295;734
TSPbasedMobility;20;16;26.39111;10;3750000;3000;375;4;2782380;2747600;386
KingstonImprovedOverNSNMobility;20;2;2.99441;10;3750000;3000;37;4;3704085;3556270;736
KingstonImprovedOverNSNMobility;20;4;6.13509;10;3750000;3000;45;4;3681015;3326300;853
KingstonImprovedOverNSNMobility;20;8;12.19540;10;3750000;3000;53;4;3590300;3090280;502
KingstonImprovedOverNSNMobility;20;16;37.44171;10;3750000;3000;90;4;3172870;1792965;1127
