TSPbased;20;2;158.0;1643.0;2411.0;3743.0;4982.0;2539.252947481243
TSPbased;20;8;158.0;1638.0;2309.0;3549.0;4982.0;2504.7271368798565
TSPbased;20;4;158.0;1419.0;2401.0;3544.0;4971.0;2502.0685314685315
TSPbased;20;16;158.0;1643.5;2411.0;3553.0;4998.0;2517.3704557545666
TSPbased;20;2;343.0;1262.5;2685.0;3861.0;5118.0;2601.9005756148613
TSPbased;20;4;343.0;1753.0;2681.0;3850.0;5126.0;2640.044710578842
TSPbased;20;8;343.0;1266.0;2530.0;3740.5;5122.0;2588.0134120171674
TSPbased;20;16;343.0;1263.0;2531.0;3740.0;5127.0;2586.4537984496123
TSPbased;20;2;398.0;1592.5;2914.0;4407.5;5652.0;3026.6177105831534
TSPbased;20;4;398.0;1592.0;3232.0;4395.0;5644.0;3054.248817407758
TSPbased;20;8;398.0;1411.5;3230.5;4409.5;5662.0;3019.022813688213
TSPbased;20;16;398.0;1589.0;2921.5;4101.0;5660.0;3015.6609563253014
TSPbased;20;8;47.0;1879.0;3581.0;4796.5;5448.0;3348.0553415061295
TSPbased;20;2;47.0;1883.5;3580.0;4916.0;5435.0;3378.245636716225
TSPbased;20;16;47.0;2331.0;3997.0;4920.0;5447.0;3420.943731279418
TSPbased;20;4;47.0;1876.5;3990.5;4783.5;5436.0;3355.358905579399
TSPbased;20;4;255.0;1146.0;2397.0;3713.0;5156.0;2475.105070993915
TSPbased;20;2;255.0;1141.0;2393.0;3550.0;5150.0;2451.7710712343664
TSPbased;20;8;255.0;1146.0;2393.5;3706.0;5169.0;2478.455905932656
TSPbased;20;16;255.0;1143.0;2399.0;3711.5;5156.0;2474.7018135130797
TSPbased;20;4;580.0;1915.5;3020.0;4438.5;5299.0;3149.876257105378
TSPbased;20;2;580.0;1906.0;2845.0;4426.0;5284.0;3104.445789763346
TSPbased;20;8;580.0;1906.0;2846.0;4421.0;5296.0;3108.8472012102875
TSPbased;20;16;580.0;2149.0;3007.5;4610.0;5290.0;3161.377065767285
TSPbased;20;4;368.0;1227.5;3062.0;4083.5;5321.0;2717.8400188768287
TSPbased;20;2;368.0;1235.0;3069.0;4172.0;5309.0;2746.108255877529
TSPbased;20;8;368.0;1115.0;2584.0;3994.0;5314.0;2696.078361531612
TSPbased;20;16;368.0;1234.0;3071.0;4170.0;5319.0;2731.5078138128047
TSPbased;20;8;346.0;1252.0;2291.0;3872.0;4832.0;2541.7074992530625
TSPbased;20;2;346.0;1619.5;2638.5;3941.5;4830.0;2618.5505376344086
TSPbased;20;4;346.0;1258.0;2293.5;3936.0;4839.0;2548.8516333938296
TSPbased;20;16;346.0;1617.0;2631.0;3932.0;4859.0;2585.8898491781056
TSPbased;20;4;353.0;1211.0;2719.0;3870.0;4965.0;2687.483975659229
TSPbased;20;2;353.0;1200.5;2631.0;3858.5;4951.0;2645.9564017660045
TSPbased;20;8;353.0;1213.0;2716.5;3877.5;4964.0;2687.519722814499
TSPbased;20;16;353.0;1170.0;2569.0;3880.5;4973.0;2662.3563410194174
TSPbased;20;4;98.0;1371.0;2803.0;4374.0;5150.0;2760.846770601336
TSPbased;20;2;98.0;1374.0;2804.0;4372.5;5146.0;2778.247472059606
TSPbased;20;8;98.0;1029.0;2608.5;4201.5;5163.0;2712.271739130435
TSPbased;20;16;98.0;1036.0;2797.0;4350.0;5143.0;2726.7083890693675
TSPbased;20;2;345.0;1175.0;2404.0;4020.0;5126.0;2653.5370464997445
TSPbased;20;4;345.0;1172.0;2452.0;4007.0;5118.0;2628.3035642771324
TSPbased;20;8;345.0;1170.5;2443.5;4012.0;5114.0;2641.6391862955034
TSPbased;20;16;345.0;1168.0;2391.0;4008.0;5114.0;2638.4024009978175
TSPbased;20;2;480.0;1375.0;3126.5;4228.0;5052.0;2835.1144385026737
TSPbased;20;4;480.0;1380.5;3131.5;4074.5;5089.0;2824.177519379845
TSPbased;20;8;480.0;1377.0;2848.0;4050.0;5049.0;2800.225066666667
TSPbased;20;16;480.0;1376.0;2849.0;4054.0;5071.0;2803.627938722888
TSPbased;20;2;215.0;1219.5;1846.0;3493.5;4680.0;2226.606229660623
TSPbased;20;4;215.0;1220.0;1623.0;3067.0;4690.0;2210.721775602936
TSPbased;20;8;215.0;1218.0;1840.0;3498.0;4687.0;2224.818696186962
TSPbased;20;16;215.0;1215.0;1843.0;3498.0;4688.0;2217.172256097561
TSPbased;20;2;656.0;1533.0;2526.5;3718.0;4914.0;2687.4635359116023
TSPbased;20;4;656.0;1554.5;2900.5;3812.0;4936.0;2754.0297906602254
