TSPbased;100;10;491.0;15734.0;35023.0;49618.0;62567.0;32885.13564451782
TSPbased;100;10;1478.0;18357.0;33728.0;49151.5;65068.0;33577.24335106383
TSPbased;100;10;630.0;15071.5;29473.5;43498.0;56827.0;29351.779539927036
TSPbased;100;10;48.0;15165.5;29053.0;43875.0;53831.0;28953.850622617534
TSPbased;100;10;498.0;16823.0;32945.0;46188.5;60583.0;31519.457344008835
TSPbased;100;10;394.0;14698.5;29923.0;40548.5;51280.0;27893.450959661677
TSPbased;100;10;219.0;15015.0;30492.5;45162.0;59457.0;30189.600768716577
TSPbased;100;10;1472.0;14516.0;29067.0;43173.5;58514.0;28830.477306376677
TSPbased;100;10;411.0;13737.0;24901.0;41341.5;58111.0;27205.128884826325
TSPbased;100;10;545.0;14694.0;27983.0;39994.0;52757.0;26928.51838905775
TSPbased;100;10;681.0;12396.5;23398.0;37812.5;54226.0;25416.190770002508
TSPbased;100;10;258.0;15380.5;28644.5;41593.0;58789.0;28414.81529377318
TSPbased;100;10;731.0;14804.0;32837.5;48152.0;63655.0;32279.697328767124
TSPbased;100;10;1262.0;12098.0;25656.0;35564.0;48828.0;24674.514037507925
TSPbased;100;10;1311.0;14352.0;31204.0;48377.0;61154.0;31149.773361056752
TSPbased;100;10;530.0;16300.0;30937.0;48723.0;64468.0;32020.119142876516
TSPbased;100;10;378.0;12895.5;29734.0;47399.0;60866.0;30134.006886773343
TSPbased;100;10;360.0;13839.0;29219.5;39928.0;53704.0;27765.143463497454
TSPbased;100;10;762.0;19203.0;32210.0;45847.0;59534.0;31641.550895856664
TSPbased;100;10;483.0;16096.0;28174.0;40626.0;52769.0;27751.797976184393
TSPbased;100;10;1149.0;12975.0;25981.5;40558.0;56278.0;26819.47630845463
TSPbased;100;10;323.0;14113.0;26944.0;42543.0;57737.0;28324.54901759606
TSPbased;100;10;1535.0;15571.0;27331.0;43033.0;59410.0;29000.984465594574
TSPbased;100;10;6.0;14845.0;33161.0;45310.0;59440.0;30513.487749522876
TSPbased;100;10;655.0;15577.0;28394.0;38034.0;49366.0;26761.37657162753
TSPbased;100;10;618.0;16830.0;33637.0;44792.5;57916.0;31227.43894805916
TSPbased;100;10;606.0;14154.0;29997.0;46608.0;63314.0;30483.660785238062
TSPbased;100;10;121.0;14269.0;26129.0;38069.0;53098.0;25758.53247533677
TSPbased;100;10;1001.0;12856.5;26742.0;42674.5;55554.0;27663.92399619981
TSPbased;100;10;819.0;13467.5;26466.0;38232.0;51907.0;27094.323125245388
