Strategy;mapName;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize
DADCA-lkh;4;1000;4;0.0;71;2;13000;72184;72112;4;2;2;-1;0;0;299103;0.0;0.0
DADCA-lkh;5;50;4;0.0;71;2;13000;62;47;4;2;2;-1;0;0;72417;0.0;0.0
DADCA-lkh;5;500;4;0.0;71;2;13000;10847;10800;4;2;2;-1;0;0;212467;0.0;0.0
DADCA-lkh;5;1000;4;0.0;71;2;13000;63218;63148;4;2;2;-1;0;0;298953;0.0;0.0
DADCA-lkh;6;50;4;0.0;71;2;13000;172;140;4;2;2;-1;0;0;71143;0.0;0.0
DADCA-lkh;6;500;4;0.0;71;2;13000;14904;14842;4;2;2;-1;0;0;213974;0.0;0.0
DADCA-lkh;6;1000;4;0.0;71;2;13000;69104;69014;4;2;2;-1;0;0;297610;0.0;0.0
DADCA-lkh;7;50;4;0.0;71;2;13000;164;132;4;2;2;-1;0;0;72708;0.0;0.0
DADCA-lkh;7;500;4;0.0;71;2;13000;11739;11687;4;2;2;-1;0;0;212549;0.0;0.0
DADCA-lkh;7;1000;4;0.0;71;2;13000;46932;46866;4;2;2;-1;0;0;293344;0.0;0.0
DADCA-lkh;8;50;4;0.0;71;2;13000;78;47;4;2;2;-1;0;0;68962;0.0;0.0
DADCA-lkh;8;500;4;0.0;71;2;13000;14985;14954;4;2;2;-1;0;0;211193;0.0;0.0
DADCA-lkh;8;1000;4;0.0;71;2;13000;70529;70459;4;2;2;-1;0;0;298351;0.0;0.0
DADCA-lkh;9;50;4;0.0;71;2;13000;94;62;4;2;2;-1;0;0;73190;0.0;0.0
DADCA-lkh;9;500;4;0.0;71;2;13000;13483;13435;4;2;2;-1;0;0;209284;0.0;0.0
DADCA-lkh;9;1000;4;0.0;71;2;13000;41339;41272;4;2;2;-1;0;0;294981;0.0;0.0
DADCA-lkh;10;50;4;0.0;71;2;13000;156;141;4;2;2;-1;0;0;73039;0.0;0.0
DADCA-lkh;10;500;4;0.0;71;2;13000;9583;9551;4;2;2;-1;0;0;209299;0.0;0.0
DADCA-lkh;10;1000;4;0.0;71;2;13000;30410;30329;4;2;2;-1;0;0;292281;0.0;0.0
DADCA-lkh;11;50;4;0.0;71;2;13000;71;61;4;2;2;-1;0;0;75544;0.0;0.0
DADCA-lkh;11;500;4;0.0;71;2;13000;18334;18302;4;2;2;-1;0;0;210535;0.0;0.0
DADCA-lkh;11;1000;4;0.0;71;2;13000;76119;76047;4;2;2;-1;0;0;300641;0.0;0.0
DADCA-lkh;12;50;4;0.0;71;2;13000;115;88;4;2;2;-1;0;0;78847;0.0;0.0
DADCA-lkh;12;500;4;0.0;71;2;13000;11045;10998;4;2;2;-1;0;0;213464;0.0;0.0
DADCA-lkh;12;1000;4;0.0;71;2;13000;53621;53550;4;2;2;-1;0;0;298551;0.0;0.0
DADCA-lkh;13;50;4;0.0;71;2;13000;125;99;4;2;2;-1;0;0;73303;0.0;0.0
DADCA-lkh;13;500;4;0.0;71;2;13000;26323;26291;4;2;2;-1;0;0;208216;0.0;0.0
DADCA-lkh;13;1000;4;0.0;71;2;13000;41129;41049;4;2;2;-1;0;0;303360;0.0;0.0
DADCA-lkh;14;50;4;0.0;71;2;13000;126;110;4;2;2;-1;0;0;80433;0.0;0.0
DADCA-lkh;14;500;4;0.0;71;2;13000;40099;40068;4;2;2;-1;0;0;208683;0.0;0.0
DADCA-lkh;14;1000;4;0.0;71;2;13000;34407;34317;4;2;2;-1;0;0;299965;0.0;0.0
DADCA-lkh;15;50;4;0.0;71;2;13000;187;171;4;2;2;-1;0;0;75689;0.0;0.0
DADCA-lkh;15;500;4;0.0;71;2;13000;14338;14307;4;2;2;-1;0;0;210930;0.0;0.0
DADCA-lkh;15;1000;4;0.0;71;2;13000;68161;68102;4;2;2;-1;0;0;295590;0.0;0.0
DADCA-lkh;16;50;4;0.0;71;2;13000;127;114;4;2;2;-1;0;0;73351;0.0;0.0
DADCA-lkh;16;500;4;0.0;71;2;13000;6677;6630;4;2;2;-1;0;0;210271;0.0;0.0
DADCA-lkh;16;1000;4;0.0;71;2;13000;45548;45468;4;2;2;-1;0;0;299019;0.0;0.0
DADCA-lkh;17;50;4;0.0;71;2;13000;62;47;4;2;2;-1;0;0;73574;0.0;0.0
DADCA-lkh;17;500;4;0.0;71;2;13000;13714;13682;4;2;2;-1;0;0;212069;0.0;0.0
DADCA-lkh;17;1000;4;0.0;71;2;13000;67507;67447;4;2;2;-1;0;0;295902;0.0;0.0
DADCA-lkh;18;50;4;0.0;71;2;13000;107;94;4;2;2;-1;0;0;73583;0.0;0.0
DADCA-lkh;18;500;4;0.0;71;2;13000;7100;7084;4;2;2;-1;0;0;209221;0.0;0.0
DADCA-lkh;18;1000;4;0.0;71;2;13000;81610;81541;4;2;2;-1;0;0;297858;0.0;0.0
DADCA-lkh;19;50;4;0.0;71;2;13000;137;111;4;2;2;-1;0;0;71405;0.0;0.0
DADCA-lkh;19;500;4;0.0;71;2;13000;5102;5071;4;2;2;-1;0;0;212478;0.0;0.0
DADCA-lkh;19;1000;4;0.0;71;2;13000;55362;55246;4;2;2;-1;0;0;296241;0.0;0.0
DADCA-lkh;20;50;4;0.0;71;2;13000;140;124;4;2;2;-1;0;0;72768;0.0;0.0
DADCA-lkh;20;500;4;0.0;71;2;13000;17679;17647;4;2;2;-1;0;0;210430;0.0;0.0
DADCA-lkh;20;1000;4;0.0;71;2;13000;30984;30917;4;2;2;-1;0;0;296941;0.0;0.0
DADCA-lkh;21;50;4;0.0;71;2;13000;63;47;4;2;2;-1;0;0;70326;0.0;0.0
DADCA-lkh;21;500;4;0.0;71;2;13000;12140;12109;4;2;2;-1;0;0;217140;0.0;0.0
DADCA-lkh;21;1000;4;0.0;71;2;13000;97703;97605;4;2;2;-1;0;0;296847;0.0;0.0
DADCA-lkh;22;50;4;0.0;71;2;13000;110;95;4;2;2;-1;0;0;75854;0.0;0.0
DADCA-lkh;22;500;4;0.0;71;2;13000;20194;20162;4;2;2;-1;0;0;208185;0.0;0.0
DADCA-lkh;22;1000;4;0.0;71;2;13000;21471;21365;4;2;2;-1;0;0;297654;0.0;0.0
DADCA-lkh;23;50;4;0.0;71;2;13000;129;63;4;2;2;-1;0;0;79696;0.0;0.0
DADCA-lkh;23;500;4;0.0;71;2;13000;27841;27808;4;2;2;-1;0;0;210706;0.0;0.0
DADCA-lkh;23;1000;4;0.0;71;2;13000;57895;57763;4;2;2;-1;0;0;298765;0.0;0.0
DADCA-lkh;24;50;4;0.0;71;2;13000;110;79;4;2;2;-1;0;0;73137;0.0;0.0
DADCA-lkh;24;500;4;0.0;71;2;13000;5066;5030;4;2;2;-1;0;0;210825;0.0;0.0
DADCA-lkh;24;1000;4;0.0;71;2;13000;94017;93924;4;2;2;-1;0;0;295106;0.0;0.0
DADCA-lkh;25;50;4;0.0;71;2;13000;157;125;4;2;2;-1;0;0;74783;0.0;0.0
DADCA-lkh;25;500;4;0.0;71;2;13000;21205;21171;4;2;2;-1;0;0;213990;0.0;0.0
DADCA-lkh;25;1000;4;0.0;71;2;13000;118692;118613;4;2;2;-1;0;0;303258;0.0;0.0
DADCA-lkh;26;50;4;0.0;71;2;13000;109;94;4;2;2;-1;0;0;74600;0.0;0.0
DADCA-lkh;26;500;4;0.0;71;2;13000;23884;23868;4;2;2;-1;0;0;211700;0.0;0.0
DADCA-lkh;26;1000;4;0.0;71;2;13000;54507;54408;4;2;2;-1;0;0;298256;0.0;0.0
DADCA-lkh;27;50;4;0.0;71;2;13000;63;47;4;2;2;-1;0;0;74845;0.0;0.0
DADCA-lkh;27;500;4;0.0;71;2;13000;22015;21984;4;2;2;-1;0;0;215304;0.0;0.0
DADCA-lkh;27;1000;4;0.0;71;2;13000;79851;79742;4;2;2;-1;0;0;301031;0.0;0.0
DADCA-lkh;28;50;4;0.0;71;2;13000;157;157;4;2;2;-1;0;0;76015;0.0;0.0
DADCA-lkh;28;500;4;0.0;71;2;13000;19257;19209;4;2;2;-1;0;0;211888;0.0;0.0
DADCA-lkh;28;1000;4;0.0;71;2;13000;77638;77544;4;2;2;-1;0;0;291417;0.0;0.0
DADCA-lkh;29;50;4;0.0;71;2;13000;109;94;4;2;2;-1;0;0;74126;0.0;0.0
DADCA-lkh;29;500;4;0.0;71;2;13000;9891;9843;4;2;2;-1;0;0;215950;0.0;0.0
DADCA-lkh;29;1000;4;0.0;71;2;13000;49485;49388;4;2;2;-1;0;0;297662;0.0;0.0
DADCA-lkh;30;50;4;0.0;71;2;13000;111;63;4;2;2;-1;0;0;73549;0.0;0.0
DADCA-lkh;30;500;4;0.0;71;2;13000;6178;6146;4;2;2;-1;0;0;208239;0.0;0.0
DADCA-lkh;31;50;4;0.0;71;2;13000;62;47;4;2;2;-1;0;0;75798;0.0;0.0
DADCA-lkh;31;500;4;0.0;71;2;13000;10439;10393;4;2;2;-1;0;0;212538;0.0;0.0
DADCA-lkh;32;50;4;0.0;71;2;13000;79;63;4;2;2;-1;0;0;78138;0.0;0.0
DADCA-lkh;32;500;4;0.0;71;2;13000;22957;22911;4;2;2;-1;0;0;212409;0.0;0.0
DADCA-lkh;33;50;4;0.0;71;2;13000;110;79;4;2;2;-1;0;0;74903;0.0;0.0
DADCA-lkh;33;500;4;0.0;71;2;13000;11062;11031;4;2;2;-1;0;0;211324;0.0;0.0
DADCA-lkh;34;50;4;0.0;71;2;13000;111;96;4;2;2;-1;0;0;77533;0.0;0.0
DADCA-lkh;34;500;4;0.0;71;2;13000;11484;11437;4;2;2;-1;0;0;207695;0.0;0.0
DADCA-lkh;35;50;4;0.0;71;2;13000;75;67;4;2;2;-1;0;0;75201;0.0;0.0
DADCA-lkh;35;500;4;0.0;71;2;13000;19357;19310;4;2;2;-1;0;0;214910;0.0;0.0
DADCA-lkh;36;50;4;0.0;71;2;13000;93;47;4;2;2;-1;0;0;72876;0.0;0.0
DADCA-lkh;36;500;4;0.0;71;2;13000;17366;17319;4;2;2;-1;0;0;209406;0.0;0.0
DADCA-lkh;37;50;4;0.0;71;2;13000;80;79;4;2;2;-1;0;0;68700;0.0;0.0
DADCA-lkh;37;500;4;0.0;71;2;13000;29026;28948;4;2;2;-1;0;0;205175;0.0;0.0
DADCA-lkh;38;50;4;0.0;71;2;13000;93;72;4;2;2;-1;0;0;77169;0.0;0.0
DADCA-lkh;38;500;4;0.0;71;2;13000;17021;16974;4;2;2;-1;0;0;214728;0.0;0.0
DADCA-lkh;39;50;4;0.0;71;2;13000;65;45;4;2;2;-1;0;0;67441;0.0;0.0
DADCA-lkh;39;500;4;0.0;71;2;13000;12858;12828;4;2;2;-1;0;0;210954;0.0;0.0
DADCA-lkh;40;50;4;0.0;71;2;13000;99;77;4;2;2;-1;0;0;70020;0.0;0.0
DADCA-lkh;40;500;4;0.0;71;2;13000;7874;7811;4;2;2;-1;0;0;211579;0.0;0.0
DADCA-lkh;41;50;4;0.0;71;2;13000;100;81;4;2;2;-1;0;0;77867;0.0;0.0
DADCA-lkh;41;500;4;0.0;71;2;13000;10655;10624;4;2;2;-1;0;0;210957;0.0;0.0
DADCA-lkh;42;50;4;0.0;71;2;13000;110;91;4;2;2;-1;0;0;68243;0.0;0.0
DADCA-lkh;42;500;4;0.0;71;2;13000;20955;20909;4;2;2;-1;0;0;217017;0.0;0.0
DADCA-lkh;43;50;4;0.0;71;2;13000;222;199;4;2;2;-1;0;0;71198;0.0;0.0
DADCA-lkh;43;500;4;0.0;71;2;13000;13776;13730;4;2;2;-1;0;0;210947;0.0;0.0
DADCA-lkh;44;50;4;0.0;71;2;13000;120;119;4;2;2;-1;0;0;75367;0.0;0.0
DADCA-lkh;44;500;4;0.0;71;2;13000;6386;6340;4;2;2;-1;0;0;205811;0.0;0.0
DADCA-lkh;45;50;4;0.0;71;2;13000;94;62;4;2;2;-1;0;0;74153;0.0;0.0
DADCA-lkh;45;500;4;0.0;71;2;13000;10501;10454;4;2;2;-1;0;0;210734;0.0;0.0
DADCA-lkh;46;50;4;0.0;71;2;13000;78;78;4;2;2;-1;0;0;72693;0.0;0.0
DADCA-lkh;46;500;4;0.0;71;2;13000;18002;17955;4;2;2;-1;0;0;210718;0.0;0.0
DADCA-lkh;47;50;4;0.0;71;2;13000;156;125;4;2;2;-1;0;0;72730;0.0;0.0
DADCA-lkh;47;500;4;0.0;71;2;13000;7004;6958;4;2;2;-1;0;0;211892;0.0;0.0
DADCA-lkh;48;50;4;0.0;71;2;13000;78;62;4;2;2;-1;0;0;73522;0.0;0.0
DADCA-lkh;48;500;4;0.0;71;2;13000;6867;6820;4;2;2;-1;0;0;213952;0.0;0.0
DADCA-lkh;49;50;4;0.0;71;2;13000;157;111;4;2;2;-1;0;0;78283;0.0;0.0
DADCA-lkh;49;500;4;0.0;71;2;13000;10015;9969;4;2;2;-1;0;0;210271;0.0;0.0
DADCA-lkh;50;50;4;0.0;71;2;13000;93;78;4;2;2;-1;0;0;68269;0.0;0.0
DADCA-lkh;50;500;4;0.0;71;2;13000;17102;17055;4;2;2;-1;0;0;212624;0.0;0.0
DADCA-lkh;51;50;4;0.0;71;2;13000;85;63;4;2;2;-1;0;0;73253;0.0;0.0
DADCA-lkh;51;500;4;0.0;71;2;13000;9068;9036;4;2;2;-1;0;0;210987;0.0;0.0
DADCA-lkh;52;50;4;0.0;71;2;13000;63;48;4;2;2;-1;0;0;73460;0.0;0.0
DADCA-lkh;52;500;4;0.0;71;2;13000;17178;17148;4;2;2;-1;0;0;214002;0.0;0.0
DADCA-lkh;53;50;4;0.0;71;2;13000;78;78;4;2;2;-1;0;0;68824;0.0;0.0
DADCA-lkh;53;500;4;0.0;71;2;13000;9095;9064;4;2;2;-1;0;0;214785;0.0;0.0
DADCA-lkh;54;50;4;0.0;71;2;13000;65;48;4;2;2;-1;0;0;72888;0.0;0.0
DADCA-lkh;54;500;4;0.0;71;2;13000;24613;24567;4;2;2;-1;0;0;209594;0.0;0.0
DADCA-lkh;55;50;4;0.0;71;2;13000;64;49;4;2;2;-1;0;0;71868;0.0;0.0
DADCA-lkh;55;500;4;0.0;71;2;13000;17287;17177;4;2;2;-1;0;0;208582;0.0;0.0
DADCA-lkh;56;50;4;0.0;71;2;13000;78;63;4;2;2;-1;0;0;73312;0.0;0.0
DADCA-lkh;56;500;4;0.0;71;2;13000;10765;10718;4;2;2;-1;0;0;210623;0.0;0.0
DADCA-lkh;57;50;4;0.0;71;2;13000;157;126;4;2;2;-1;0;0;74750;0.0;0.0
DADCA-lkh;57;500;4;0.0;71;2;13000;8007;7961;4;2;2;-1;0;0;213675;0.0;0.0
DADCA-lkh;58;50;4;0.0;71;2;13000;125;93;4;2;2;-1;0;0;68704;0.0;0.0
DADCA-lkh;58;500;4;0.0;71;2;13000;6929;6882;4;2;2;-1;0;0;209113;0.0;0.0
DADCA-lkh;59;50;4;0.0;71;2;13000;125;109;4;2;2;-1;0;0;74917;0.0;0.0
DADCA-lkh;59;500;4;0.0;71;2;13000;15649;15619;4;2;2;-1;0;0;211344;0.0;0.0
DADCA-lkh;60;50;4;0.0;71;2;13000;94;62;4;2;2;-1;0;0;74657;0.0;0.0
DADCA-lkh;60;500;4;0.0;71;2;13000;5058;5026;4;2;2;-1;0;0;212445;0.0;0.0
DADCA-lkh;61;50;4;0.0;71;2;13000;78;62;4;2;2;-1;0;0;66335;0.0;0.0
DADCA-lkh;61;500;4;0.0;71;2;13000;11483;11437;4;2;2;-1;0;0;209294;0.0;0.0
DADCA-lkh;62;50;4;0.0;71;2;13000;94;78;4;2;2;-1;0;0;66546;0.0;0.0
DADCA-lkh;62;500;4;0.0;71;2;13000;8002;7956;4;2;2;-1;0;0;210817;0.0;0.0
DADCA-lkh;63;50;4;0.0;71;2;13000;109;93;4;2;2;-1;0;0;63922;0.0;0.0
DADCA-lkh;63;500;4;0.0;71;2;13000;13660;13613;4;2;2;-1;0;0;211039;0.0;0.0
DADCA-lkh;64;50;4;0.0;71;2;13000;63;47;4;2;2;-1;0;0;72374;0.0;0.0
DADCA-lkh;64;500;4;0.0;71;2;13000;15865;15819;4;2;2;-1;0;0;210097;0.0;0.0
DADCA-lkh;65;50;4;0.0;71;2;13000;63;47;4;2;2;-1;0;0;70909;0.0;0.0
DADCA-lkh;65;500;4;0.0;71;2;13000;49429;49398;4;2;2;-1;0;0;212631;0.0;0.0
DADCA-lkh;66;50;4;0.0;71;2;13000;62;47;4;2;2;-1;0;0;69674;0.0;0.0
DADCA-lkh;66;500;4;0.0;71;2;13000;16060;16028;4;2;2;-1;0;0;213435;0.0;0.0
DADCA-lkh;67;50;4;0.0;71;2;13000;62;47;4;2;2;-1;0;0;69089;0.0;0.0
DADCA-lkh;67;500;4;0.0;71;2;13000;8020;7974;4;2;2;-1;0;0;209101;0.0;0.0
DADCA-lkh;68;50;4;0.0;71;2;13000;94;62;4;2;2;-1;0;0;72958;0.0;0.0
DADCA-lkh;68;500;4;0.0;71;2;13000;10146;10115;4;2;2;-1;0;0;209979;0.0;0.0
DADCA-lkh;69;50;4;0.0;71;2;13000;158;157;4;2;2;-1;0;0;75309;0.0;0.0
DADCA-lkh;69;500;4;0.0;71;2;13000;10118;10087;4;2;2;-1;0;0;210707;0.0;0.0
DADCA-lkh;70;50;4;0.0;71;2;13000;110;109;4;2;2;-1;0;0;72067;0.0;0.0
DADCA-lkh;70;500;4;0.0;71;2;13000;6808;6761;4;2;2;-1;0;0;212881;0.0;0.0
DADCA-lkh;71;50;4;0.0;71;2;13000;141;109;4;2;2;-1;0;0;75360;0.0;0.0
DADCA-lkh;71;500;4;0.0;71;2;13000;21023;20993;4;2;2;-1;0;0;214247;0.0;0.0
DADCA-lkh;72;50;4;0.0;71;2;13000;94;62;4;2;2;-1;0;0;73118;0.0;0.0
DADCA-lkh;72;500;4;0.0;71;2;13000;25614;25568;4;2;2;-1;0;0;208850;0.0;0.0
DADCA-lkh;73;50;4;0.0;71;2;13000;140;124;4;2;2;-1;0;0;71639;0.0;0.0
DADCA-lkh;73;500;4;0.0;71;2;13000;25818;25771;4;2;2;-1;0;0;213617;0.0;0.0
DADCA-lkh;74;50;4;0.0;71;2;13000;78;47;4;2;2;-1;0;0;67251;0.0;0.0
DADCA-lkh;74;500;4;0.0;71;2;13000;5315;5269;4;2;2;-1;0;0;209076;0.0;0.0
DADCA-lkh;75;50;4;0.0;71;2;13000;173;142;4;2;2;-1;0;0;72407;0.0;0.0
DADCA-lkh;75;500;4;0.0;71;2;13000;17307;17247;4;2;2;-1;0;0;215603;0.0;0.0
DADCA-lkh;76;50;4;0.0;71;2;13000;109;94;4;2;2;-1;0;0;73102;0.0;0.0
DADCA-lkh;76;500;4;0.0;71;2;13000;18723;18673;4;2;2;-1;0;0;202609;0.0;0.0
DADCA-lkh;77;50;4;0.0;71;2;13000;63;47;4;2;2;-1;0;0;71881;0.0;0.0
DADCA-lkh;77;500;4;0.0;71;2;13000;8506;8474;4;2;2;-1;0;0;210142;0.0;0.0
DADCA-lkh;78;50;4;0.0;71;2;13000;94;62;4;2;2;-1;0;0;73411;0.0;0.0
DADCA-lkh;78;500;4;0.0;71;2;13000;12788;12755;4;2;2;-1;0;0;210809;0.0;0.0
DADCA-lkh;79;50;4;0.0;71;2;13000;109;78;4;2;2;-1;0;0;73158;0.0;0.0
DADCA-lkh;79;500;4;0.0;71;2;13000;10035;9972;4;2;2;-1;0;0;208169;0.0;0.0
DADCA-lkh;80;50;4;0.0;71;2;13000;94;78;4;2;2;-1;0;0;75069;0.0;0.0
DADCA-lkh;80;500;4;0.0;71;2;13000;23999;23951;4;2;2;-1;0;0;211457;0.0;0.0
DADCA-lkh;81;50;4;0.0;71;2;13000;109;78;4;2;2;-1;0;0;69572;0.0;0.0
DADCA-lkh;81;500;4;0.0;71;2;13000;15609;15562;4;2;2;-1;0;0;206846;0.0;0.0
DADCA-lkh;82;50;4;0.0;71;2;13000;93;93;4;2;2;-1;0;0;71858;0.0;0.0
DADCA-lkh;82;500;4;0.0;71;2;13000;8790;8788;4;2;2;-1;0;0;212922;0.0;0.0
DADCA-lkh;83;50;4;0.0;71;2;13000;93;78;4;2;2;-1;0;0;75986;0.0;0.0
DADCA-lkh;83;500;4;0.0;71;2;13000;19708;19646;4;2;2;-1;0;0;207795;0.0;0.0
DADCA-lkh;84;50;4;0.0;71;2;13000;125;94;4;2;2;-1;0;0;75745;0.0;0.0
DADCA-lkh;84;500;4;0.0;71;2;13000;8280;8238;4;2;2;-1;0;0;211561;0.0;0.0
DADCA-lkh;85;50;4;0.0;71;2;13000;62;46;4;2;2;-1;0;0;71522;0.0;0.0
DADCA-lkh;85;500;4;0.0;71;2;13000;6037;5990;4;2;2;-1;0;0;210956;0.0;0.0
DADCA-lkh;86;50;4;0.0;71;2;13000;125;93;4;2;2;-1;0;0;72162;0.0;0.0
DADCA-lkh;86;500;4;0.0;71;2;13000;13570;13524;4;2;2;-1;0;0;213922;0.0;0.0
DADCA-lkh;87;50;4;0.0;71;2;13000;94;62;4;2;2;-1;0;0;71329;0.0;0.0
DADCA-lkh;87;500;4;0.0;71;2;13000;13526;13478;4;2;2;-1;0;0;210558;0.0;0.0
DADCA-lkh;88;50;4;0.0;71;2;13000;124;124;4;2;2;-1;0;0;73556;0.0;0.0
DADCA-lkh;88;500;4;0.0;71;2;13000;10961;10915;4;2;2;-1;0;0;211270;0.0;0.0
DADCA-lkh;89;50;4;0.0;71;2;13000;116;116;4;2;2;-1;0;0;72247;0.0;0.0
DADCA-lkh;89;500;4;0.0;71;2;13000;18928;18878;4;2;2;-1;0;0;213735;0.0;0.0
DADCA-lkh;90;50;4;0.0;71;2;13000;109;93;4;2;2;-1;0;0;73219;0.0;0.0
DADCA-lkh;90;500;4;0.0;71;2;13000;13663;13623;4;2;2;-1;0;0;212507;0.0;0.0
DADCA-lkh;91;50;4;0.0;71;2;13000;62;47;4;2;2;-1;0;0;70384;0.0;0.0
DADCA-lkh;91;500;4;0.0;71;2;13000;6346;6275;4;2;2;-1;0;0;212471;0.0;0.0
DADCA-lkh;92;50;4;0.0;71;2;13000;109;78;4;2;2;-1;0;0;67146;0.0;0.0
DADCA-lkh;92;500;4;0.0;71;2;13000;8831;8791;4;2;2;-1;0;0;211856;0.0;0.0
DADCA-lkh;93;50;4;0.0;71;2;13000;202;172;4;2;2;-1;0;0;77830;0.0;0.0
DADCA-lkh;93;500;4;0.0;71;2;13000;17505;17455;4;2;2;-1;0;0;216164;0.0;0.0
DADCA-lkh;94;50;4;0.0;71;2;13000;141;141;4;2;2;-1;0;0;76489;0.0;0.0
DADCA-lkh;94;500;4;0.0;71;2;13000;14987;14947;4;2;2;-1;0;0;213573;0.0;0.0
DADCA-lkh;95;50;4;0.0;71;2;13000;94;79;4;2;2;-1;0;0;71531;0.0;0.0
DADCA-lkh;95;500;4;0.0;71;2;13000;10937;10907;4;2;2;-1;0;0;211918;0.0;0.0
DADCA-lkh;96;50;4;0.0;71;2;13000;78;63;4;2;2;-1;0;0;72721;0.0;0.0
DADCA-lkh;96;500;4;0.0;71;2;13000;13896;13856;4;2;2;-1;0;0;207409;0.0;0.0
DADCA-lkh;97;50;4;0.0;71;2;13000;94;94;4;2;2;-1;0;0;76592;0.0;0.0
DADCA-lkh;97;500;4;0.0;71;2;13000;30040;29990;4;2;2;-1;0;0;208888;0.0;0.0
DADCA-lkh;98;50;4;0.0;71;2;13000;78;78;4;2;2;-1;0;0;75407;0.0;0.0
DADCA-lkh;98;500;4;0.0;71;2;13000;6997;6947;4;2;2;-1;0;0;206311;0.0;0.0
DADCA-lkh;99;50;4;0.0;71;2;13000;78;78;4;2;2;-1;0;0;68292;0.0;0.0
DADCA-lkh;99;500;4;0.0;71;2;13000;18923;18873;4;2;2;-1;0;0;208137;0.0;0.0
DADCA-lkh;100;50;4;0.0;71;2;13000;78;47;4;2;2;-1;0;0;68557;0.0;0.0
DADCA-lkh;100;500;4;0.0;71;2;13000;19447;19407;4;2;2;-1;0;0;214174;0.0;0.0
DADCA-lkh-cutted;1;50;4;0.0;71;2;13000;109;93;4;2;2;-1;0;0;76700;0.0;0.0
DADCA-lkh-cutted;1;500;4;0.0;71;2;13000;14295;14247;4;2;2;-1;0;0;211595;0.0;0.0
DADCA-lkh-cutted;1;1000;4;0.0;71;2;13000;108950;108872;4;2;2;-1;0;0;298060;0.0;0.0
DADCA-lkh-cutted;2;50;4;0.0;71;2;13000;94;78;4;2;2;-1;0;0;70758;0.0;0.0
DADCA-lkh-cutted;2;500;4;0.0;71;2;13000;16149;16086;4;2;2;-1;0;0;214725;0.0;0.0
DADCA-lkh-cutted;2;1000;4;0.0;71;2;13000;49491;49379;4;2;2;-1;0;0;297675;0.0;0.0
DADCA-lkh-cutted;3;50;4;0.0;71;2;13000;140;109;4;2;2;-1;0;0;74382;0.0;0.0
DADCA-lkh-cutted;3;500;4;0.0;71;2;13000;25054;24997;4;2;2;-1;0;0;214352;0.0;0.0
DADCA-lkh-cutted;3;1000;4;0.0;71;2;13000;92068;91987;4;2;2;-1;0;0;298962;0.0;0.0
DADCA-lkh-cutted;4;50;4;0.0;71;2;13000;125;94;4;2;2;-1;0;0;72889;0.0;0.0
DADCA-lkh-cutted;4;500;4;0.0;71;2;13000;5975;5929;4;2;2;-1;0;0;210077;0.0;0.0
DADCA-lkh-cutted;4;1000;4;0.0;71;2;13000;72212;72140;4;2;2;-1;0;0;299103;0.0;0.0
DADCA-lkh-cutted;5;50;4;0.0;71;2;13000;62;47;4;2;2;-1;0;0;70818;0.0;0.0
DADCA-lkh-cutted;5;500;4;0.0;71;2;13000;10768;10737;4;2;2;-1;0;0;212652;0.0;0.0
DADCA-lkh-cutted;5;1000;4;0.0;71;2;13000;63322;63250;4;2;2;-1;0;0;299316;0.0;0.0
DADCA-lkh-cutted;6;50;4;0.0;71;2;13000;172;140;4;2;2;-1;0;0;74883;0.0;0.0
DADCA-lkh-cutted;6;500;4;0.0;71;2;13000;14813;14751;4;2;2;-1;0;0;214719;0.0;0.0
DADCA-lkh-cutted;6;1000;4;0.0;71;2;13000;69536;69465;4;2;2;-1;0;0;298318;0.0;0.0
DADCA-lkh-cutted;7;50;4;0.0;71;2;13000;140;140;4;2;2;-1;0;0;75297;0.0;0.0
DADCA-lkh-cutted;7;500;4;0.0;71;2;13000;12177;12087;4;2;2;-1;0;0;212300;0.0;0.0
DADCA-lkh-cutted;7;1000;4;0.0;71;2;13000;46779;46709;4;2;2;-1;0;0;293886;0.0;0.0
DADCA-lkh-cutted;8;50;4;0.0;71;2;13000;109;109;4;2;2;-1;0;0;73233;0.0;0.0
DADCA-lkh-cutted;8;500;4;0.0;71;2;13000;14838;14807;4;2;2;-1;0;0;211757;0.0;0.0
DADCA-lkh-cutted;8;1000;4;0.0;71;2;13000;70643;70563;4;2;2;-1;0;0;298858;0.0;0.0
DADCA-lkh-cutted;9;50;4;0.0;71;2;13000;78;63;4;2;2;-1;0;0;73569;0.0;0.0
DADCA-lkh-cutted;9;500;4;0.0;71;2;13000;13471;13440;4;2;2;-1;0;0;209611;0.0;0.0
DADCA-lkh-cutted;9;1000;4;0.0;71;2;13000;41448;41359;4;2;2;-1;0;0;295128;0.0;0.0
DADCA-lkh-cutted;10;50;4;0.0;71;2;13000;158;127;4;2;2;-1;0;0;75294;0.0;0.0
DADCA-lkh-cutted;10;500;4;0.0;71;2;13000;9549;9517;4;2;2;-1;0;0;209455;0.0;0.0
DADCA-lkh-cutted;10;1000;4;0.0;71;2;13000;30277;30214;4;2;2;-1;0;0;292574;0.0;0.0
