Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;mapName
DADCA-NSN;200;4;2.59696;71;259200;13000;27240;15;4;256195;249915;7595;34;246702;156281;1.0019142768347042;1.661725869143116;80
FPPWR;200;4;0.62142;71;259200;13000;26490;16;4;257885;256750;12914;44;54481;427818;0.2397460193282277;0.14525374857971524;80
TSPConcorde;200;8;5.53352;71;259200;13000;32536;1952;4;246055;243045;4706;43;524164;139502;2.1348443632354055;3.9666216896576185;80
DADCA-lkh-cutted;200;8;5.49647;71;259200;13000;31229;1468;4;252365;239670;4476;34;523129;140245;2.120551661808414;3.919191349001682;80
DADCA-lkh;200;8;5.53702;71;259200;13000;30642;1482;4;252255;240155;9066;43;518413;139685;2.1361951184080152;3.9639315222919964;80
DADCA-parted-nsn;200;8;4.24726;71;259200;13000;30017;0;4;254095;243885;5383;44;405620;178063;1.6386037046563013;2.385257354121369;80
DADCA-NSN;200;8;4.93523;71;259200;13000;30917;16;4;252930;241510;6702;34;461500;156281;1.904025235530024;3.1579228508224433;80
FPPWR;200;8;1.02328;71;259200;13000;30264;31;4;257030;255415;12911;44;91680;427818;0.3947851770880966;0.23918656508429903;80
TSPConcorde;200;12;8.16497;71;259200;13000;36839;1732;4;239450;235385;4413;34;775509;139685;3.1500652530102116;5.84527267480579;80
DADCA-lkh-cutted;200;12;8.11310;71;259200;13000;36131;1482;4;249335;230515;4485;34;769012;140245;3.1300532383592428;5.784946339496707;80
DADCA-lkh;200;12;8.17967;71;259200;13000;35768;1482;4;249120;230660;9046;43;762271;139685;3.1557361920820006;5.855795690214802;80
DADCA-parted-nsn;200;12;6.21243;71;259200;13000;35593;16;4;251955;237180;5398;44;585429;178063;2.3967717918857634;3.48889577540977;80
DADCA-NSN;200;12;7.25965;71;259200;13000;38316;16;4;250020;233955;5644;36;651419;156281;2.8007889898643494;4.645251221663793;80
FPPWR;200;12;1.45232;71;259200;13000;37185;31;4;256080;253635;12881;44;126997;427818;0.5603103626066904;0.33947249995945505;80
TSPConcorde;200;16;10.78800;71;259200;13000;39417;1858;4;233235;228255;4410;34;1021842;139685;4.162037632411218;7.723092345785073;80
DADCA-lkh-cutted;200;16;10.74604;71;259200;13000;39966;1467;4;245480;221510;4489;34;1027332;140245;4.145847175783039;7.662330835059814;80
DADCA-lkh;200;16;10.82436;71;259200;13000;38806;1466;4;245870;221700;9038;43;1006215;139685;4.176066136545498;7.749123689677439;80
DADCA-parted-nsn;200;16;8.19302;71;259200;13000;40797;0;4;249085;229830;5385;34;769987;178063;3.1608861787456184;4.601190014381788;80
DADCA-NSN;200;16;9.56890;71;259200;13000;41808;16;4;246475;224835;5892;34;858030;156281;3.6917069139612884;6.122883985249429;80
FPPWR;200;16;1.87234;71;259200;13000;45861;31;4;255065;252230;12914;44;164870;427818;0.7223526091678112;0.4376482436370061;80
TSPConcorde;200;4;2.94731;71;259200;13000;33224;6367;4;252265;250790;4604;94;282366;135994;1.1370791002229081;2.1672346043044386;81
DADCA-lkh-cutted;200;4;2.93284;71;259200;13000;30389;3744;4;255830;248690;4428;35;281070;137442;1.131497467278235;2.1338756967922357;81
DADCA-lkh;200;4;2.97902;71;259200;13000;30270;3744;4;255445;248645;8910;35;273148;135994;1.1493140396376305;2.190553988220611;81
DADCA-parted-nsn;200;4;2.41252;71;259200;13000;26891;0;4;256640;250440;5207;94;227001;166450;0.9307558989673844;1.4493957885992554;81
DADCA-NSN;200;4;1.95578;71;259200;13000;26993;15;4;256725;246175;7282;35;168177;181908;0.7545437469040551;1.0751464432434585;81
FPPWR;200;4;0.57510;71;259200;13000;27061;31;4;258065;257070;13184;665;50060;443410;0.22187363063938467;0.12969857482178684;81
TSPConcorde;200;8;5.64977;71;259200;13000;36041;7176;4;245685;243545;4599;94;539251;135994;2.1796946444901684;4.154424841183079;81
DADCA-lkh-cutted;200;8;5.61630;71;259200;13000;33177;3760;4;252470;238380;4425;35;537048;137442;2.1667824669448246;4.086305608417358;81
DADCA-lkh;200;8;5.71087;71;259200;13000;33593;3745;4;252030;239080;8886;35;518997;135994;2.2032677409598387;4.199354371933984;81
DADCA-parted-nsn;200;8;4.54159;71;259200;13000;29480;0;4;254120;242265;5224;94;427872;166450;1.752156445282731;2.7285007546847937;81
DADCA-NSN;200;8;4.12892;71;259200;13000;30629;16;4;253685;244565;7352;35;362128;181908;1.5929459471688752;2.269782469743895;81
FPPWR;200;8;0.95964;71;259200;13000;31014;32;4;257195;255465;13189;665;84647;443410;0.37022971322016623;0.21642169023402064;81
TSPConcorde;200;12;8.37035;71;259200;13000;38830;5799;4;239140;235835;4604;94;792292;135994;3.2293021142927927;6.154941453480975;81
DADCA-lkh-cutted;200;12;8.30400;71;259200;13000;35979;3759;4;249285;228455;4434;94;791195;137442;3.203704745608521;6.041823242252939;81
DADCA-lkh;200;12;8.44614;71;259200;13000;35739;3761;4;248825;229730;8865;35;783386;135994;3.258542428745618;6.210672511514215;81
DADCA-parted-nsn;200;12;6.69253;71;259200;13000;33748;0;4;252075;234370;5226;35;630444;166450;2.5819964206104244;4.020747805480457;81
DADCA-NSN;200;12;6.04702;71;259200;13000;34769;16;4;250995;238190;6062;35;544701;181908;2.3329551218850013;3.324218657742333;81
FPPWR;200;12;1.34781;71;259200;13000;36559;31;4;256255;254260;13212;665;116430;443410;0.5199886462143715;0.3039648566761351;81
TSPConcorde;200;16;11.00857;71;259200;13000;40589;4238;4;232605;228635;4392;35;1049969;137167;4.247135208285703;8.025672690863358;81
DADCA-lkh-cutted;200;16;10.98954;71;259200;13000;40037;3745;4;245980;218045;4433;35;1046245;137442;4.239793500419145;7.9957689447813785;81
DADCA-lkh;200;16;11.17631;71;259200;13000;40479;3746;4;245415;219850;8851;35;1039460;135994;4.311848660646243;8.21823884023932;81
DADCA-parted-nsn;200;16;8.81527;71;259200;13000;38975;15;4;249810;226770;5234;94;834663;166450;3.400952211696006;5.296045739090446;81
DADCA-NSN;200;16;7.94088;71;259200;13000;39373;16;4;248315;231525;5932;35;690799;181908;3.0636094797858564;4.365325203732073;81
FPPWR;200;16;1.74013;71;259200;13000;45313;32;4;255445;252695;13206;665;153653;443410;0.671347647319386;0.39244335983668577;81
TSPConcorde;200;4;2.91478;71;259200;13000;27662;390;4;252220;251035;4617;37;274594;138874;1.1245278682746553;2.0988638870975893;82
DADCA-lkh-cutted;200;4;2.89918;71;259200;13000;28509;1700;4;255475;249045;4469;37;275592;139185;1.1185108679602973;2.0829688326709705;82
DADCA-lkh;200;4;2.92671;71;259200;13000;28955;1685;4;256005;249170;9035;71;273824;138874;1.1291308549096932;2.107455085851869;82
DADCA-parted-nsn;200;4;2.21198;71;259200;13000;27290;0;4;256455;251060;5477;37;206156;181190;0.8533870241769547;1.2208064278749746;82
DADCA-NSN;200;4;1.55915;71;259200;13000;29017;32;4;257115;253135;7375;37;119279;175016;0.6015251402701587;0.8908632145519559;82
FPPWR;200;4;0.57249;71;259200;13000;26728;32;4;258025;256945;12960;638;50413;446380;0.22086893670934443;0.12825222544706769;82
TSPConcorde;200;8;5.58666;71;259200;13000;30283;453;4;245995;243810;4469;71;529883;138204;2.1553475615855073;4.042329367912386;82
DADCA-lkh-cutted;200;8;5.55011;71;259200;13000;31505;1685;4;252290;240095;4468;71;529542;139185;2.1412446356786297;3.9875748792463326;82
DADCA-lkh;200;8;5.60931;71;259200;13000;31591;1685;4;252575;239965;9025;71;522173;138874;2.164084677688235;4.039134384094867;82
DADCA-parted-nsn;200;8;4.16976;71;259200;13000;30209;0;4;253905;244250;5465;37;385053;181190;1.6087047575160052;2.3013205648664306;82
DADCA-NSN;200;8;4.36944;71;259200;13000;30814;15;4;254075;243695;7180;37;390863;175016;1.6857424554183826;2.4965971365157746;82
FPPWR;200;8;0.95563;71;259200;13000;31672;31;4;257165;255580;12934;638;85030;446380;0.36868546143880465;0.2140850208453295;82
TSPConcorde;200;12;8.25647;71;259200;13000;34447;390;4;239290;236425;4617;37;786264;138874;3.1853672208409542;5.945297058066847;82
DADCA-lkh-cutted;200;12;8.20005;71;259200;13000;36042;1685;4;249210;231225;4475;71;780127;139185;3.163598852356729;5.8914740994422115;82
DADCA-lkh;200;12;8.28453;71;259200;13000;35249;1676;4;249085;230905;9004;71;773833;138874;3.1961918676649903;5.965500612776801;82
DADCA-parted-nsn;200;12;6.10816;71;259200;13000;35595;0;4;252100;237440;5496;71;574047;181190;2.3565431027091885;3.3711351190585663;82
DADCA-NSN;200;12;5.63975;71;259200;13000;36797;16;4;252605;143840;5943;37;210532;175016;2.1758284334038245;3.222418121419021;82
FPPWR;200;12;1.33839;71;259200;13000;36634;32;4;256445;254130;12973;638;116798;446380;0.5163531426230769;0.2998313870870145;82
TSPConcorde;200;16;10.93446;71;259200;13000;40942;500;4;233035;229115;4470;71;1038540;138204;4.218542363254456;7.911827302795541;82
DADCA-lkh-cutted;200;16;10.86595;71;259200;13000;40076;1685;4;246020;221495;4476;71;1036783;139185;4.1921114707171165;7.806841924128869;82
DADCA-lkh;200;16;10.96594;71;259200;13000;39756;1685;4;246760;222340;8993;71;1019018;138874;4.230687996542067;7.896325652776645;82
DADCA-parted-nsn;200;16;8.05197;71;259200;13000;40110;0;4;249670;230410;5485;71;755635;181190;3.106468978623684;4.443935974718577;82
DADCA-NSN;200;16;8.40695;71;259200;13000;42287;16;4;248090;228815;6234;36;720751;175016;3.243423645642812;4.803534585127171;82
FPPWR;200;16;1.73257;71;259200;13000;45561;31;4;255400;252790;12955;638;151249;446380;0.6684303138336392;0.38813821709234125;82
TSPConcorde;200;4;2.94675;71;259200;13000;27840;1987;4;252170;250815;4329;6;281430;136756;1.1368632770823806;2.1547497837005545;83
DADCA-lkh-cutted;200;4;2.93442;71;259200;13000;28928;2012;4;256140;249380;4389;14;279485;136844;1.132107725813521;2.1443565120199986;83
DADCA-lkh;200;4;2.95408;71;259200;13000;28377;2013;4;255470;248775;8929;14;271760;136756;1.1396913044410162;2.160109875333524;83
DADCA-parted-nsn;200;4;2.44367;71;259200;13000;26588;0;4;256770;250620;5022;14;231012;163724;0.9427750152415789;1.492556277336354;83
DADCA-NSN;200;4;2.43146;71;259200;13000;27000;31;4;255970;250780;7441;6;215854;165246;0.938064117036275;1.4714196963061283;83
FPPWR;200;4;0.56403;71;259200;13000;26603;32;4;258030;256915;12847;6;50492;449528;0.217605541981024;0.1254723987860187;83
TSPConcorde;200;8;5.65988;71;259200;13000;30060;765;4;245525;243255;4615;14;541051;136595;2.1835943453741797;4.143545915450693;83
DADCA-lkh-cutted;200;8;5.62230;71;259200;13000;30987;2014;4;253505;239685;4387;14;534161;136844;2.169096984072548;4.108546507494698;83
DADCA-lkh;200;8;5.66331;71;259200;13000;30788;2012;4;252040;239360;8918;14;517460;136756;2.1849190529263844;4.141178584621654;83
DADCA-parted-nsn;200;8;4.63672;71;259200;13000;29474;0;4;255005;243105;5011;14;436968;163724;1.7888575424382722;2.8320336358750104;83
DADCA-NSN;200;8;4.62789;71;259200;13000;30277;16;4;253155;242810;7096;6;412944;165246;1.7854527463420227;2.800608497947619;83
FPPWR;200;8;0.93823;71;259200;13000;30593;31;4;257130;255655;12856;6;81795;449528;0.3619726175506788;0.20871514670751531;83
TSPConcorde;200;12;8.36277;71;259200;13000;33616;859;4;239090;235935;4613;14;793566;136595;3.2263773386297827;6.122310525076611;83
DADCA-lkh-cutted;200;12;8.32207;71;259200;13000;35285;2013;4;250720;230920;4402;14;793256;136844;3.2106743446121007;6.0814269542212775;83
DADCA-lkh;200;12;8.36116;71;259200;13000;34394;2005;4;249345;230145;8897;14;773210;136756;3.2257559168286094;6.113925046374386;83
DADCA-parted-nsn;200;12;6.84522;71;259200;13000;34864;0;4;253035;235435;5021;14;646925;163724;2.640901253619876;4.180948455561017;83
DADCA-NSN;200;12;6.77524;71;259200;13000;36683;15;4;250400;235845;5395;6;619930;165246;2.6139047556108053;4.100093876126023;83
FPPWR;200;12;1.31766;71;259200;13000;37346;31;4;256510;254135;12867;6;116783;449528;0.5083565231576727;0.2931208084979551;83
TSPConcorde;200;16;11.05956;71;259200;13000;38772;655;4;232375;228330;4327;6;1057895;136756;4.266804882782733;8.087073514999593;83
DADCA-lkh-cutted;200;16;11.01831;71;259200;13000;38292;2013;4;247410;221230;4394;14;1046190;136844;4.250889786713156;8.051727753617623;83
DADCA-lkh;200;16;11.06570;71;259200;13000;38668;2013;4;245415;220480;8886;14;1035388;136756;4.269175216239903;8.091566118118276;83
DADCA-parted-nsn;200;16;9.03641;71;259200;13000;38751;0;4;250625;228015;5025;14;851478;163724;3.486269331799651;5.519294732613847;83
DADCA-NSN;200;16;8.49376;71;259200;13000;40365;31;4;248315;223840;6251;6;565560;165246;3.276913443310852;5.1400697415137;83
FPPWR;200;16;1.70099;71;259200;13000;45364;31;4;255500;252985;12854;6;148436;449528;0.6562474696597311;0.3783954372937888;83
TSPConcorde;200;4;2.98262;71;259200;13000;27023;453;4;252125;250110;4348;93;285624;134310;1.1507020056965414;2.2206980855970775;84
DADCA-lkh-cutted;200;4;2.97160;71;259200;13000;27657;680;4;255270;248475;4389;93;281324;135817;1.1464488013926974;2.1879406062642173;84
DADCA-lkh;200;4;2.99502;71;259200;13000;27461;686;4;255780;249000;8857;93;272361;135085;1.1554873256744391;2.2171396884540444;84
DADCA-parted-nsn;200;4;2.32380;71;259200;13000;26799;0;4;256710;250645;5340;55;220958;170738;0.8965293257506466;1.3610350433680118;84
DADCA-NSN;200;4;2.58278;71;259200;13000;27290;16;4;255945;250050;7049;55;241917;157336;0.9964442765489263;1.6415719001467033;84
FPPWR;200;4;0.61277;71;259200;13000;26421;31;4;257950;257180;12273;633;52737;424900;0.23640820282731326;0.14421512396526145;84
TSPConcorde;200;8;5.71602;71;259200;13000;30124;608;4;245455;243125;4560;55;545593;135085;2.205254802288144;4.231424989844075;84
DADCA-lkh-cutted;200;8;5.69235;71;259200;13000;29903;687;4;251760;237700;4383;93;540715;135817;2.196123250790657;4.191192167438085;84
DADCA-lkh;200;8;5.75579;71;259200;13000;29440;670;4;252510;239425;8834;93;526277;135085;2.220596850708735;4.260863187650029;84
DADCA-parted-nsn;200;8;4.38389;71;259200;13000;30385;16;4;254370;243250;5356;55;414612;170738;1.6913166461857931;2.5676139739914814;84
DADCA-NSN;200;8;4.90285;71;259200;13000;30548;16;4;252625;242075;6585;55;454611;157336;1.8915298199112187;3.1161624124230176;84
FPPWR;200;8;1.02429;71;259200;13000;30937;32;4;256915;255790;12241;633;90519;424900;0.39517217030559226;0.24106525427914688;84
TSPConcorde;200;12;8.45831;71;259200;13000;34292;421;4;238850;235340;4563;55;806809;135085;3.2632384425964043;6.26147539934847;84
DADCA-lkh-cutted;200;12;8.42134;71;259200;13000;34782;687;4;247955;227455;4392;55;801015;135817;3.248975509878447;6.200508420598993;84
DADCA-lkh;200;12;8.52736;71;259200;13000;33756;671;4;249055;229720;8836;93;792855;135085;3.289877716097014;6.312590620811681;84
DADCA-parted-nsn;200;12;6.44203;71;259200;13000;34089;15;4;252065;235860;5349;93;610943;170738;2.4853523067177243;3.7730517980838134;84
DADCA-NSN;200;12;6.18718;71;259200;13000;37185;15;4;253475;232915;3890;55;291770;157336;2.3870299818529954;3.932464097830734;84
FPPWR;200;12;1.44837;71;259200;13000;36712;16;4;256090;254275;12248;633;124614;424900;0.5587847162684795;0.3408731429907976;84
TSPConcorde;200;16;11.20516;71;259200;13000;38213;858;4;232270;224280;4344;93;1067142;134310;4.322978436737921;8.342759368643208;84
DADCA-lkh-cutted;200;16;11.14748;71;259200;13000;38982;686;4;244600;217530;4393;93;1061739;135817;4.300726326731822;8.207722625951746;84
DADCA-lkh;200;16;11.26334;71;259200;13000;36401;671;4;246025;220845;8808;93;1046216;135085;4.345424043352767;8.337964333841931;84
DADCA-parted-nsn;200;16;8.48450;71;259200;13000;39288;15;4;250120;227900;5348;93;798016;170738;3.273341198226263;4.969309928546939;84
DADCA-NSN;200;16;9.51957;71;259200;13000;41560;31;4;246820;225145;5928;55;850419;157336;3.6726735456199497;6.0504714942841495;84
FPPWR;200;16;1.87299;71;259200;13000;45344;31;4;255175;252900;12263;633;165579;424900;0.7226056431946358;0.4408081494847014;84
TSPConcorde;200;4;2.83563;71;259200;13000;28101;936;4;252540;250215;4379;7;272805;142342;1.0939926149786638;1.9921237990366139;85
DADCA-lkh-cutted;200;4;2.84565;71;259200;13000;29068;2012;4;255475;248905;4521;28;271653;141357;1.0978588260650033;2.013094559986763;85
DADCA-lkh;200;4;2.86108;71;259200;13000;29181;2019;4;255995;249755;9183;7;273352;141926;1.1038125678726551;2.015897140711302;85
DADCA-parted-nsn;200;4;2.12260;71;259200;13000;27148;0;4;256815;251415;5593;28;194204;188825;0.8189036958447629;1.1241087671810541;85
DADCA-NSN;200;4;2.30262;71;259200;13000;27216;16;4;256250;250825;6967;7;212642;176073;0.8883578151196452;1.307766356448814;85
FPPWR;200;4;0.58345;71;259200;13000;26835;31;4;258015;257055;12961;7;50681;444402;0.22509609339277453;0.13128857972602995;85
TSPConcorde;200;8;5.43335;71;259200;13000;32760;1935;4;246275;241370;4374;7;521575;142342;2.096200857815119;3.817111339911473;85
DADCA-lkh-cutted;200;8;5.44360;71;259200;13000;31577;2012;4;252785;239495;4514;28;514833;141357;2.1001526539399484;3.8509558628241587;85
DADCA-lkh;200;8;5.47883;71;259200;13000;31628;2014;4;252570;240355;9176;7;521233;141926;2.113745790704543;3.8603420722814534;85
DADCA-parted-nsn;200;8;3.97873;71;259200;13000;30611;16;4;254870;244490;5583;7;378210;188825;1.535004876114542;2.107100563425867;85
DADCA-NSN;200;8;4.41346;71;259200;13000;23319;16;4;253860;215630;6767;7;401231;176073;1.7027255039247056;2.506610613877674;85
FPPWR;200;8;0.97365;71;259200;13000;31802;47;4;257110;255570;12971;7;85693;444402;0.3756364549992381;0.21909210385147349;85
TSPConcorde;200;12;8.05829;71;259200;13000;37838;3963;4;239940;234615;4846;28;765109;141926;3.1089062916761914;5.677807525065659;85
DADCA-lkh-cutted;200;12;8.04914;71;259200;13000;36728;2433;4;249430;230070;4522;7;765468;141357;3.1053786996551587;5.694193842191169;85
DADCA-lkh;200;12;8.07742;71;259200;13000;35724;2012;4;249775;232215;9152;7;753764;141926;3.11628893151768;5.691290468620144;85
DADCA-parted-nsn;200;12;5.82345;71;259200;13000;35694;31;4;252290;238120;5618;7;548017;188825;2.246700287446656;3.0840445624582196;85
DADCA-NSN;200;12;6.32798;71;259200;13000;35484;16;4;251035;236530;5796;7;574890;176073;2.441350433670555;3.593952692391269;85
FPPWR;200;12;1.36361;71;259200;13000;37201;31;4;256215;254135;12958;7;117402;444402;0.5260837893899569;0.3068413693229932;85
TSPConcorde;200;16;10.62352;71;259200;13000;41365;749;4;233445;224930;4376;7;1019259;142342;4.098581908007544;7.463379962031976;85
DADCA-lkh-cutted;200;16;10.66097;71;259200;13000;41520;2012;4;246255;221305;4532;7;1016113;141357;4.113027174068357;7.541873720569326;85
DADCA-lkh;200;16;10.68331;71;259200;13000;41766;2012;4;246585;223190;9136;7;997645;141926;4.121648936423564;7.527383314692078;85
DADCA-parted-nsn;200;16;7.69750;71;259200;13000;40469;16;4;250180;232000;5601;28;730999;188825;2.969715250390563;4.076526905342163;85
DADCA-NSN;200;16;8.11046;71;259200;13000;43613;16;4;251005;229710;5618;7;695474;176073;3.1290336600746853;4.606302639765088;85
FPPWR;200;16;1.76036;71;259200;13000;45871;31;4;255340;252720;12946;7;155097;444402;0.6791507701760381;0.3961185584890011;85
TSPConcorde;200;4;2.93384;71;259200;13000;32232;5788;4;252195;249950;4416;95;279889;136696;1.1318844604957305;2.146254844037085;86
DADCA-lkh-cutted;200;4;2.93368;71;259200;13000;28618;1778;4;255790;248460;4432;95;281306;137334;1.1318212019890246;2.1361647920802946;86
DADCA-lkh;200;4;2.94829;71;259200;13000;28908;1763;4;255490;248750;8972;95;272628;137461;1.1374586512631453;2.144821312280627;86
DADCA-parted-nsn;200;4;2.29719;71;259200;13000;26713;15;4;256895;251030;5314;57;218217;173510;0.8862628422210787;1.3239544043784426;86
DADCA-NSN;200;4;2.45109;71;259200;13000;27395;31;4;256155;250870;7551;57;226301;165683;0.9456365323978824;1.4793852670312049;86
FPPWR;200;4;0.63101;71;259200;13000;25904;31;4;257850;256880;12280;299;57058;420814;0.2434447814262328;0.14994959137690178;86
TSPConcorde;200;8;5.61769;71;259200;13000;37146;8486;4;245660;241355;4614;57;533987;137461;2.1673183037075128;4.086751182669901;86
DADCA-lkh-cutted;200;8;5.61819;71;259200;13000;31025;1779;4;252650;238095;4428;95;537445;137334;2.1675118003162646;4.090895616831781;86
DADCA-lkh;200;8;5.65188;71;259200;13000;30635;1794;4;251910;239700;8945;95;519580;137461;2.18050956290009;4.111624960561202;86
DADCA-parted-nsn;200;8;4.33396;71;259200;13000;29989;0;4;255380;243825;5309;57;408275;173510;1.6720525703494145;2.497815839055779;86
DADCA-NSN;200;8;4.63000;71;259200;13000;32445;16;4;253400;243110;6477;57;411484;165683;1.7862639436633148;2.7944907697080037;86
FPPWR;200;8;1.05548;71;259200;13000;30863;31;4;256895;255605;12304;299;95501;420814;0.407206170934308;0.2508182700817288;86
TSPConcorde;200;12;8.31780;71;259200;13000;35951;3309;4;239170;233185;4419;95;792756;136696;3.2090296234377402;6.084892596674828;86
DADCA-lkh-cutted;200;12;8.30855;71;259200;13000;35987;1779;4;249275;227740;4439;95;794773;137334;3.2054573783531475;6.049882421462535;86
DADCA-lkh;200;12;8.36805;71;259200;13000;34506;1779;4;248735;229830;8943;95;778916;137461;3.228412774110273;6.087578229820696;86
DADCA-parted-nsn;200;12;6.35248;71;259200;13000;34773;15;4;253430;236305;5330;57;598598;173510;2.450801998790201;3.661160037383552;86
DADCA-NSN;200;12;6.10976;71;259200;13000;36725;15;4;251010;236765;4973;57;343971;165683;2.357160803421733;3.687620819558514;86
FPPWR;200;12;1.49006;71;259200;13000;37134;31;4;255995;254020;12268;299;129573;420814;0.5748672613263989;0.35408896599400824;86
TSPConcorde;200;16;11.01177;71;259200;13000;40137;3900;4;232730;224780;4414;95;1047841;136696;4.248366888622163;8.055661449719558;86
DADCA-lkh-cutted;200;16;10.97984;71;259200;13000;39538;1781;4;246560;217030;4429;57;1042418;137334;4.236050085257584;7.9949916415364415;86
DADCA-lkh;200;16;11.06747;71;259200;13000;37713;1778;4;245500;220705;8919;95;1022404;137461;4.269856175459154;8.051350715322982;86
DADCA-parted-nsn;200;16;8.37703;71;259200;13000;38500;15;4;251480;229150;5331;57;794005;173510;3.2318771076245993;4.827978481334195;86
DADCA-NSN;200;16;8.52982;71;259200;13000;41446;16;4;248205;229700;6704;57;499449;165683;3.2908265936976058;5.148278659164908;86
FPPWR;200;16;1.92817;71;259200;13000;45576;31;4;254920;252405;12297;299;170913;420814;0.7438939912456165;0.45820082632912357;86
TSPConcorde;200;4;2.90768;71;259200;13000;27691;702;4;252265;250960;4604;70;277506;138603;1.1217891470431347;2.097845983951145;87
DADCA-lkh-cutted;200;4;2.90421;71;259200;13000;28892;2387;4;255695;248925;4450;60;278235;138874;1.120449555136413;2.0912519599878903;87
DADCA-lkh;200;4;2.92595;71;259200;13000;29945;2450;4;255805;249225;9047;70;273709;138805;1.128836888907942;2.107953759626372;87
DADCA-parted-nsn;200;4;2.42612;71;259200;13000;27119;0;4;256280;250285;5102;152;230289;164706;0.9360026339353762;1.472999664347683;87
DADCA-NSN;200;4;2.50435;71;259200;13000;27183;31;4;255870;249930;7631;60;233519;161315;0.9661843838115396;1.5524594258683386;87
FPPWR;200;4;0.58157;71;259200;13000;26456;31;4;257970;256970;12981;595;53122;439571;0.22437048110996818;0.1323036067067749;87
TSPConcorde;200;8;5.56902;71;259200;13000;31207;671;4;245880;243820;4495;60;526963;138805;2.1485416904816326;4.012117763573641;87
DADCA-lkh-cutted;200;8;5.57334;71;259200;13000;31473;2386;4;252635;239660;4458;70;530607;138874;2.150208738187777;4.0132357744305756;87
DADCA-lkh;200;8;5.61518;71;259200;13000;31744;2387;4;252800;240260;9040;70;523149;138805;2.16635082066377;4.045373961428256;87
DADCA-parted-nsn;200;8;4.58727;71;259200;13000;29434;0;4;253995;242545;5111;152;435242;164706;1.7697795210333784;2.7851253254395814;87
DADCA-NSN;200;8;4.74715;71;259200;13000;30872;31;4;252795;242560;7027;60;427634;161315;1.831460286160647;2.9427796929785806;87
FPPWR;200;8;0.97250;71;259200;13000;30840;32;4;257145;255605;12993;595;87816;439571;0.37519364545229483;0.22123887358637132;87
TSPConcorde;200;12;8.23473;71;259200;13000;34447;641;4;239370;236490;4608;70;785098;138603;3.1769798870694257;5.941236385420194;87
DADCA-lkh-cutted;200;12;8.22745;71;259200;13000;35604;2387;4;249630;230185;4465;70;783861;138874;3.17417046515394;5.924398984460023;87
DADCA-lkh;200;12;8.29008;71;259200;13000;35741;2403;4;249405;230495;9014;70;775249;138805;3.1983314936271166;5.972461533432863;87
DADCA-parted-nsn;200;12;6.75247;71;259200;13000;34816;0;4;251735;234835;5139;152;639433;164706;2.605119265355893;4.099710475515448;87
DADCA-NSN;200;12;6.47786;71;259200;13000;36574;15;4;250740;235345;4966;60;445049;161315;2.499176150977368;4.015661645434918;87
FPPWR;200;12;1.36525;71;259200;13000;37304;31;4;256170;254100;12972;595;122138;439571;0.5267163744570187;0.31058664984555223;87
TSPConcorde;200;16;10.90156;71;259200;13000;40180;686;4;232900;229330;4500;60;1036385;138805;4.2058497299382696;7.853868736716974;87
DADCA-lkh-cutted;200;16;10.89198;71;259200;13000;38768;2387;4;246805;220075;4466;70;1042983;138874;4.202154688928898;7.843069943764638;87
DADCA-lkh;200;16;10.96345;71;259200;13000;40039;2387;4;246715;221315;8999;70;1013116;138805;4.229727955675583;7.898458168733915;87
DADCA-parted-nsn;200;16;8.91154;71;259200;13000;37642;0;4;249200;226900;5138;152;844797;164706;3.4380923973098616;5.410571256558451;87
DADCA-NSN;200;16;8.98473;71;259200;13000;41107;15;4;246555;225540;5842;60;656300;161315;3.4663317389212756;5.569681596431792;87
FPPWR;200;16;1.76930;71;259200;13000;45366;31;4;255345;252540;12971;595;154062;439571;0.6826002193358478;0.4025060271306609;87
TSPConcorde;200;4;3.02083;71;259200;13000;27336;593;4;252070;250700;4391;130;287955;131752;1.1654449588477345;2.2928178193373365;88
DADCA-lkh-cutted;200;4;2.99757;71;259200;13000;28029;1422;4;255150;247975;4343;53;286108;133848;1.1564696930727036;2.2395324879299263;88
DADCA-lkh;200;4;3.06984;71;259200;13000;28600;1456;4;255440;248030;8691;53;290958;131752;1.1843518101756607;2.330013883641472;88
DADCA-parted-nsn;200;4;2.31797;71;259200;13000;26801;0;4;256340;250855;5323;53;219858;171157;0.8942780671296293;1.3542938646973242;88
DADCA-NSN;200;4;2.37147;71;259200;13000;26558;16;4;255950;250370;7438;53;215037;169000;0.914918945759031;1.4032366316020168;88
FPPWR;200;4;0.59769;71;259200;13000;26730;31;4;257955;256855;11381;298;53635;432546;0.2305884202103324;0.1381784099691551;88
TSPConcorde;200;8;5.80804;71;259200;13000;30779;655;4;245335;243030;4396;130;554792;131752;2.2407577089048925;4.4083156092366576;88
DADCA-lkh-cutted;200;8;5.75861;71;259200;13000;29961;1420;4;251485;238000;4335;53;548253;133848;2.2216871296772616;4.302352698675708;88
DADCA-lkh;200;8;5.88872;71;259200;13000;29786;1420;4;252525;238650;8660;53;554874;131752;2.2718808942043904;4.4695452651783505;88
DADCA-parted-nsn;200;8;4.37367;71;259200;13000;29901;0;4;254155;243440;5374;53;412504;171157;1.6873722922382262;2.555355014099033;88
