Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;mapName
DADCA-lkh;20;12;31.37076;71;259200;13000;6196;47;4;221250;152035;2919;398;302179;53607;12.1029151901387;58.51988765056711;94
DADCA-parted-nsn;20;12;27.30507;71;259200;13000;6187;0;4;223505;162140;1591;262;264391;60022;10.534364700026675;45.49177518654684;94
DADCA-NSN;20;12;30.89603;71;259200;13000;7129;0;4;217415;169370;1535;262;291492;52271;11.919763207780825;59.10739460612557;94
FPPWR;20;12;13.66387;71;259200;13000;6727;16;4;225635;222505;3232;821;131158;99884;5.27155462915333;13.67973809495558;94
TSPConcorde;20;16;38.21287;71;259200;13000;9066;187;4;164975;156910;1655;398;367968;50885;14.742618253219783;75.09652454032755;94
DADCA-lkh-cutted;20;16;38.00376;71;259200;13000;8341;47;4;211655;122690;1538;398;369414;57371;14.661945051726105;66.24211112595923;94
DADCA-lkh;20;16;41.72560;71;259200;13000;8280;31;4;208095;117515;2918;398;402988;53607;16.097838732186403;77.83609975157565;94
DADCA-parted-nsn;20;16;36.35233;71;259200;13000;8398;0;4;213705;129925;1587;339;353233;60022;14.024820256534824;60.565016335574064;94
DADCA-NSN;20;16;40.56308;71;259200;13000;9784;0;4;204815;143635;1513;261;380573;52271;15.649335919638775;77.60149739569495;94
FPPWR;20;16;18.14284;71;259200;13000;9518;15;4;214675;210770;3232;821;173232;99884;6.999553767051518;18.163913503862016;94
TSPConcorde;20;4;10.22830;71;259200;13000;3434;171;4;233615;231160;1433;61;98740;53273;3.9461028592249647;19.199779646558497;95
DADCA-lkh-cutted;20;4;10.56838;71;259200;13000;3419;46;4;246240;222320;1403;209;102342;51719;4.07730844431108;20.43423787709414;95
DADCA-lkh;20;4;11.16580;71;259200;13000;3603;46;4;245375;218980;2770;61;108001;50318;4.3077926740397805;22.19046585935671;95
DADCA-parted-nsn;20;4;10.29331;71;259200;13000;3356;0;4;246820;223190;1458;209;99747;52994;3.971182996589695;19.42353158312354;95
DADCA-NSN;20;4;9.91291;71;259200;13000;3557;0;4;246060;225545;1984;61;95012;56058;3.824423261031094;17.683301388905413;95
FPPWR;20;4;5.00887;71;259200;13000;3530;15;4;246940;245625;2988;685;48276;95356;1.9324357472184106;5.252814145717228;95
TSPConcorde;20;8;20.16223;71;259200;13000;4651;140;4;208715;204315;1432;61;194798;53273;7.778638093468984;37.8469955479729;95
DADCA-lkh-cutted;20;8;20.79022;71;259200;13000;4591;47;4;233805;185400;1401;209;201533;51719;8.020918174154092;40.19841819719524;95
DADCA-lkh;20;8;21.98708;71;259200;13000;4727;31;4;231700;180355;2762;61;212461;50318;8.482668062223745;43.69624312827208;95
DADCA-parted-nsn;20;8;20.44570;71;259200;13000;4658;0;4;235370;188220;1463;61;198263;52994;7.88800088829828;38.58115692808458;95
DADCA-NSN;20;8;19.30710;71;259200;13000;5102;0;4;234035;192295;1700;61;185152;56058;7.448726375552505;34.44129074428644;95
FPPWR;20;8;9.80170;71;259200;13000;4900;0;4;234980;232765;2986;685;94371;95356;3.7815191091297056;10.279056934921973;95
TSPConcorde;20;12;30.15548;71;259200;13000;6542;156;4;183575;177360;1431;61;291147;53273;11.634058022786162;56.60555702712768;95
DADCA-lkh-cutted;20;12;31.19001;71;259200;13000;6117;47;4;222220;148980;1400;209;302626;51719;12.033181989216581;60.306672047118816;95
DADCA-lkh;20;12;32.84983;71;259200;13000;6193;47;4;218470;142660;2761;61;316699;50318;12.673544131515776;65.28444371574564;95
DADCA-parted-nsn;20;12;30.40856;71;259200;13000;5977;0;4;225715;153000;1465;209;294777;52994;11.731699388431645;57.381146572847534;95
DADCA-NSN;20;12;28.71508;71;259200;13000;6804;0;4;221305;160035;1387;61;274077;56058;11.078350646814508;51.223883971142754;95
FPPWR;20;12;14.52016;71;259200;13000;6806;15;4;223270;219745;2992;685;139637;95356;5.60191287770538;15.227314672398531;95
TSPConcorde;20;16;40.08690;71;259200;13000;7940;140;4;158855;149930;1431;61;388056;53273;15.465625773986435;75.2480656358246;95
DADCA-lkh-cutted;20;16;41.58748;71;259200;13000;8053;47;4;212760;114755;1390;61;403494;51719;16.044552743007927;80.41045014380893;95
DADCA-lkh;20;16;43.73013;71;259200;13000;8114;46;4;205305;102750;2761;61;421002;50318;16.87119258211401;86.90753045200428;95
DADCA-parted-nsn;20;16;40.57822;71;259200;13000;7959;15;4;212475;117855;1459;61;393403;52994;15.655178028787532;76.57135043706322;95
DADCA-NSN;20;16;37.66136;71;259200;13000;9337;0;4;209600;133750;1373;61;357053;56058;14.529846405368847;67.18284969623613;95
FPPWR;20;16;19.29321;71;259200;13000;9300;0;4;211140;207015;2987;685;185848;95356;7.44336800792562;20.2328221365653;95
TSPConcorde;20;4;11.32369;71;259200;13000;3639;141;4;230995;228580;1345;70;109762;48340;4.368706894909312;23.42508951511158;96
DADCA-lkh-cutted;20;4;11.69734;71;259200;13000;3463;31;4;244415;217845;1281;70;113331;47182;4.512861868427069;24.791950241539066;96
DADCA-lkh;20;4;11.86526;71;259200;13000;3735;47;4;244875;218075;2632;70;114778;47782;4.5776460214715735;24.83206748912628;96
DADCA-parted-nsn;20;4;11.53906;71;259200;13000;3371;0;4;244470;218315;1309;98;111985;47647;4.451798804012344;24.21781539236467;96
DADCA-NSN;20;4;11.38870;71;259200;13000;3529;0;4;244800;220295;1871;70;109755;49144;4.393787032274043;23.174133134572518;96
FPPWR;20;4;6.07378;71;259200;13000;3525;16;4;244155;242690;2705;561;58386;79815;2.3432811428326463;7.60982863148809;96
TSPConcorde;20;8;22.34144;71;259200;13000;4684;141;4;203575;198750;1346;98;216532;47782;8.61938085848194;46.75701139589215;96
DADCA-lkh-cutted;20;8;23.11863;71;259200;13000;4791;47;4;231520;177070;1278;98;224473;47182;8.919226180269778;48.99884332851355;96
DADCA-lkh;20;8;23.41435;71;259200;13000;4823;47;4;230705;178470;2630;70;226228;47782;9.033314757658895;49.00245249644606;96
DADCA-parted-nsn;20;8;22.70149;71;259200;13000;4669;0;4;230360;178615;1310;98;220138;47647;8.758289097031705;47.64515150902718;96
DADCA-NSN;20;8;22.31105;71;259200;13000;5150;0;4;230085;185460;1580;70;213962;49144;8.607659429298124;45.399343237711086;96
FPPWR;20;8;11.93490;71;259200;13000;4773;15;4;229520;226670;2706;561;114864;79815;4.604512281378601;14.953199064503332;96
TSPConcorde;20;12;33.44030;71;259200;13000;6477;156;4;175645;169015;1346;70;324219;48340;12.901349177431031;69.17727982602655;96
DADCA-lkh-cutted;20;12;34.47222;71;259200;13000;6304;47;4;215660;136775;1285;98;335147;47182;13.299468449931414;73.06223183040613;96
DADCA-lkh;20;12;34.95650;71;259200;13000;6193;47;4;215735;138370;2631;70;337163;47782;13.48630431003277;73.15830390440948;96
DADCA-parted-nsn;20;12;33.71586;71;259200;13000;6226;0;4;217385;138555;1318;98;327392;47647;13.007660679583902;70.76176145713576;96
DADCA-NSN;20;12;32.88445;71;259200;13000;7028;0;4;214475;150440;1391;70;312820;49144;12.686902839696693;66.91448022239506;96
FPPWR;20;12;17.76476;71;259200;13000;6383;16;4;214775;210870;2703;561;170678;79815;6.853687092764062;22.257416456110317;96
TSPConcorde;20;16;44.47415;71;259200;13000;8148;156;4;148275;138870;1347;98;431145;47782;17.1582373590154;93.07720738890777;96
DADCA-lkh-cutted;20;16;45.89178;71;259200;13000;8021;31;4;205730;97280;1277;70;445982;47182;17.705162965820758;97.26544531263492;96
DADCA-lkh;20;16;46.64660;71;259200;13000;8366;31;4;202200;98895;2628;70;450756;47782;17.996375361987507;97.62380172088153;96
DADCA-parted-nsn;20;16;44.91937;71;259200;13000;8179;16;4;203845;99395;1311;98;436473;47647;17.330002810166135;94.27533167660215;96
DADCA-NSN;20;16;43.45930;71;259200;13000;9769;0;4;200615;115355;1295;70;411446;49144;16.76670441338973;88.43256112548058;96
FPPWR;20;16;23.62481;71;259200;13000;8756;16;4;200580;195115;2705;561;227175;79815;9.114508911560739;29.599457619201196;96
TSPConcorde;20;4;10.77672;71;259200;13000;3681;187;4;232440;229625;1291;135;104420;49348;4.157683958714372;21.83820381978531;97
DADCA-lkh-cutted;20;4;11.10079;71;259200;13000;3444;46;4;245035;219870;1340;91;108116;49580;4.28271253667505;22.38965489120962;97
DADCA-lkh;20;4;11.40268;71;259200;13000;3558;47;4;244980;219815;2713;91;109349;49348;4.399182610787226;23.106673679096396;97
DADCA-parted-nsn;20;4;10.86593;71;259200;13000;3345;0;4;244905;220530;1417;91;105486;50418;4.192104028539858;21.551695112807554;97
DADCA-NSN;20;4;11.65345;71;259200;13000;3606;0;4;243640;217365;1719;91;112537;48262;4.495930915161559;24.146228776467535;97
FPPWR;20;4;4.45756;71;259200;13000;3434;15;4;248430;244910;3014;649;42994;108909;1.7197383211400714;4.092923200465586;97
TSPConcorde;20;8;21.28945;71;259200;13000;4808;171;4;205935;201345;1521;91;206036;50232;8.213521721631613;42.382242997430204;97
DADCA-lkh-cutted;20;8;21.85571;71;259200;13000;4774;47;4;232130;181800;1340;91;212362;49580;8.431986835086112;44.081706084193634;97
DADCA-lkh;20;8;22.50193;71;259200;13000;4649;46;4;231240;180860;2714;91;217538;49348;8.681299773281511;45.598461968764035;97
DADCA-parted-nsn;20;8;21.42236;71;259200;13000;4666;0;4;231600;183610;1415;135;208231;50418;8.264798322950009;42.489502267218896;97
DADCA-NSN;20;8;22.76292;71;259200;13000;5273;0;4;228525;179690;1614;91;218832;48262;8.781992431603417;47.16531511896741;97
FPPWR;20;8;8.60050;71;259200;13000;4917;16;4;238050;231625;3033;649;82366;108909;3.318094731176652;7.896961264183751;97
TSPConcorde;20;12;31.74257;71;259200;13000;6089;171;4;179760;172720;1296;135;307317;49348;12.246363156816797;64.32393066075451;97
DADCA-lkh-cutted;20;12;32.72078;71;259200;13000;6318;47;4;219970;142900;1334;91;317062;49580;12.623755965649291;65.9959166255808;97
DADCA-lkh;20;12;33.57456;71;259200;13000;6211;47;4;217055;143255;2710;91;324249;49348;12.9531467311576;68.03630608567825;97
DADCA-parted-nsn;20;12;31.70448;71;259200;13000;6139;0;4;219395;146800;1421;135;307936;50418;12.231664856729157;62.88324667508029;97
DADCA-NSN;20;12;33.79369;71;259200;13000;7147;0;4;213205;141400;1441;91;323307;48262;13.037689864826245;70.02132553485066;97
FPPWR;20;12;12.77431;71;259200;13000;6881;0;4;227790;217810;3019;649;122471;108909;4.928358624828532;11.729338764983202;97
TSPConcorde;20;16;42.20428;71;259200;13000;8210;156;4;153065;144930;1520;91;408557;50232;16.282516360882486;84.01871796346434;97
DADCA-lkh-cutted;20;16;43.47483;71;259200;13000;8147;47;4;211415;106125;1326;135;421520;49580;16.772695366083678;87.68621700058267;97
DADCA-lkh;20;16;44.71113;71;259200;13000;8198;31;4;203800;104965;2711;91;431411;49348;17.24966450664914;90.60373348714147;97
DADCA-parted-nsn;20;16;42.22270;71;259200;13000;8083;0;4;208695;110790;1420;91;410282;50418;16.28962364016537;83.74529825718719;97
DADCA-NSN;20;16;44.29765;71;259200;13000;10160;0;4;197950;105250;1427;94;422658;48262;17.09014143709038;91.78576645173898;97
FPPWR;20;16;16.96094;71;259200;13000;9700;0;4;217350;204650;3022;649;162276;108909;6.543571566358023;15.573494844319566;97
TSPConcorde;20;4;11.00858;71;259200;13000;3526;140;4;232015;229520;1504;192;106626;47914;4.247138929374332;22.975715041403905;98
DADCA-lkh-cutted;20;4;11.16030;71;259200;13000;3448;47;4;244555;219520;1374;192;108167;49900;4.305671653520805;22.365332516885623;98
DADCA-lkh;20;4;11.88088;71;259200;13000;3651;47;4;243900;217960;2627;181;115163;47914;4.583674185051823;24.796267244760042;98
DADCA-parted-nsn;20;4;8.95939;71;259200;13000;3416;0;4;248305;226735;1841;181;86567;62729;3.45655643909084;14.282699054860522;98
DADCA-NSN;20;4;10.54610;71;259200;13000;3635;0;4;246065;222470;2187;181;102006;55495;4.0687127295762835;19.003700144268358;98
FPPWR;20;4;7.06202;71;259200;13000;3423;15;4;241780;240140;2452;806;68031;65063;2.7245438838401173;10.854122538022509;98
TSPConcorde;20;8;21.72454;71;259200;13000;4838;156;4;205870;200920;1294;181;210739;48142;8.381380029721079;45.125954544964976;98
DADCA-lkh-cutted;20;8;21.99884;71;259200;13000;4712;62;4;230075;180180;1370;192;213622;49900;8.487207790352082;44.08585689898316;98
DADCA-lkh;20;8;23.52122;71;259200;13000;4778;47;4;228980;177810;2627;181;227448;47914;9.074544419676881;49.09049366740927;98
DADCA-parted-nsn;20;8;17.62789;71;259200;13000;4695;0;4;237415;197100;1834;181;169338;62729;6.800884845107454;28.101665128598448;98
DADCA-NSN;20;8;20.55970;71;259200;13000;5213;0;4;232505;187805;1671;181;197043;55495;7.931984155902302;37.04784743147809;98
FPPWR;20;8;13.78916;71;259200;13000;4712;0;4;225245;221910;2454;806;133007;65063;5.3198915704542;21.19354925321194;98
TSPConcorde;20;12;32.50723;71;259200;13000;6231;172;4;178615;172210;1504;192;314465;47914;12.541371063385917;67.844959294353;98
DADCA-lkh-cutted;20;12;32.95399;71;259200;13000;6337;47;4;216360;141185;1372;181;320250;49900;12.713731888717419;66.0400662435983;98
DADCA-lkh;20;12;35.07263;71;259200;13000;6287;47;4;213040;136430;2632;181;338808;47914;13.531106217135347;73.19912199944655;98
DADCA-parted-nsn;20;12;26.19898;71;259200;13000;6375;0;4;227180;166490;1839;241;252404;62729;10.107630255963269;41.7653360064034;98
DADCA-NSN;20;12;30.43528;71;259200;13000;7085;0;4;219740;152665;1566;180;287566;55495;11.742006803936137;54.843286126322134;98
FPPWR;20;12;20.54331;71;259200;13000;6103;16;4;208075;203850;2453;806;197800;65063;7.925658305231672;31.574483696049207;98
TSPConcorde;20;16;43.12008;71;259200;13000;8065;172;4;152705;143950;1291;181;417993;48142;16.635833726280296;89.56852855826207;98
DADCA-lkh-cutted;20;16;43.78926;71;259200;13000;8302;62;4;204395;102655;1369;181;425813;49900;16.894002855414573;87.75401884014944;98
DADCA-lkh;20;16;46.79601;71;259200;13000;8021;47;4;198185;96955;2631;181;451081;47914;18.054015024862824;97.66666724640906;98
DADCA-parted-nsn;20;16;34.67708;71;259200;13000;8333;0;4;217095;135710;1842;241;333847;62729;13.378504372427985;55.28078453878324;98
DADCA-NSN;20;16;40.11854;71;259200;13000;9838;0;4;205705;117705;1490;181;377242;55495;15.477830944692121;72.29216651705916;98
FPPWR;20;16;27.32012;71;259200;13000;7973;16;4;191470;185970;2455;806;263187;65063;10.540169598289134;41.99025498173376;98
TSPConcorde;20;4;10.90972;71;259200;13000;3619;171;4;232290;229850;1412;272;105655;46609;4.208997770919066;23.406900431723955;99
DADCA-lkh-cutted;20;4;10.85262;71;259200;13000;3503;47;4;245370;219405;1386;108;105145;51099;4.186968926230756;21.23842630343083;99
DADCA-lkh;20;4;11.42216;71;259200;13000;3714;31;4;245370;219390;2742;272;110305;49887;4.4066992098193865;22.896073830560766;99
DADCA-parted-nsn;20;4;10.10176;71;259200;13000;3385;0;4;245960;224220;1471;282;98076;54983;3.8972821764022263;18.372506777066675;99
DADCA-NSN;20;4;11.93740;71;259200;13000;3605;0;4;243500;217965;1716;108;115568;47240;4.605479764422346;25.26969421969246;99
FPPWR;20;4;7.63407;71;259200;13000;3465;0;4;240955;237910;2286;594;73795;63068;2.94524165047249;12.10450047254502;99
TSPConcorde;20;8;21.53241;71;259200;13000;4885;141;4;205940;201105;1411;272;208473;46609;8.307255944215818;46.197960495628315;99
DADCA-lkh-cutted;20;8;21.44425;71;259200;13000;4774;47;4;232065;181940;1385;108;207759;51099;8.273245194139614;41.96608846202446;99
DADCA-lkh;20;8;22.42477;71;259200;13000;4681;46;4;232110;180465;2734;272;216285;49887;8.651531064243256;44.951126583114885;99
DADCA-parted-nsn;20;8;19.82176;71;259200;13000;4753;0;4;234110;189890;1476;108;191885;54983;7.647283664837679;36.0507052348167;99
DADCA-NSN;20;8;23.44599;71;259200;13000;5228;0;4;227595;179365;1510;108;221873;47240;9.045519928364579;49.631641943947905;99
FPPWR;20;8;14.96644;71;259200;13000;4870;0;4;222790;217360;2283;594;144450;63068;5.774087648605398;23.73063230986426;99
TSPConcorde;20;12;32.01080;71;259200;13000;6225;171;4;179620;172820;1403;108;309883;49887;12.349846631611037;64.1666215028681;99
DADCA-lkh-cutted;20;12;32.03559;71;259200;13000;6303;47;4;218020;142905;1387;272;311120;51099;12.359409829389575;62.6931843632513;99
DADCA-lkh;20;12;33.58941;71;259200;13000;6226;47;4;217660;141475;2731;272;324063;49887;12.958877207647461;67.33098747614052;99
DADCA-parted-nsn;20;12;29.58102;71;259200;13000;6210;0;4;221870;154550;1476;282;287071;54983;11.412429983996342;53.8002992170644;99
DADCA-NSN;20;12;34.57388;71;259200;13000;7242;0;4;211925;139500;1407;108;323888;47240;13.338688724089316;73.1877247519888;99
FPPWR;20;12;22.30768;71;259200;13000;6258;16;4;204580;195905;2282;594;214318;63068;8.606357048277701;35.37083381292542;99
TSPConcorde;20;16;42.85272;71;259200;13000;8087;156;4;153380;144290;1411;272;415304;46609;16.532685149462733;91.94086959043834;99
DADCA-lkh-cutted;20;16;42.57938;71;259200;13000;8289;46;4;206570;106555;1383;272;413441;51099;16.42722949769471;83.32722530387032;99
DADCA-lkh;20;16;44.62259;71;259200;13000;8214;47;4;204605;103095;2733;272;430500;49887;17.215504913027743;89.44732843139076;99
DADCA-parted-nsn;20;16;39.33796;71;259200;13000;8183;0;4;210560;121375;1475;108;381087;54983;15.176683241883858;71.54568314381346;99
DADCA-NSN;20;16;45.48746;71;259200;13000;9880;0;4;196605;107570;1361;108;421552;47240;17.549174930460293;96.29013848381261;99
FPPWR;20;16;29.60783;71;259200;13000;8582;16;4;186400;175920;2287;594;285600;63068;11.422774610387139;46.94588664635547;99
TSPConcorde;20;4;10.80112;71;259200;13000;3512;157;4;232835;230205;1274;109;104632;50357;4.167098312947721;21.449091143556;100
DADCA-lkh-cutted;20;4;10.57456;71;259200;13000;3469;31;4;246085;222540;1391;109;102659;52371;4.07968994103414;20.191625760746387;100
DADCA-lkh;20;4;11.35880;71;259200;13000;3588;46;4;244440;220335;2757;219;109487;50357;4.382251657521718;22.55653890481223;100
DADCA-parted-nsn;20;4;10.17207;71;259200;13000;3370;0;4;245660;222525;1494;219;98547;54673;3.924408912513338;18.60528579231901;100
DADCA-NSN;20;4;11.63976;71;259200;13000;3684;0;4;243485;219760;1722;109;112006;48391;4.490646969307271;24.053557364891084;100
FPPWR;20;4;5.88474;71;259200;13000;3402;0;4;244890;242985;2900;793;57253;79244;2.27034780568892;7.426103569160669;100
TSPConcorde;20;8;21.26206;71;259200;13000;4698;156;4;206785;201810;1275;109;205771;50357;8.20295382992303;42.22264298341938;100
DADCA-lkh-cutted;20;8;20.98929;71;259200;13000;4670;47;4;233760;184885;1391;109;203732;52371;8.097721443472794;40.07808516446408;100
DADCA-lkh;20;8;22.34375;71;259200;13000;4789;47;4;230575;182860;2757;219;216341;50357;8.620273919753085;44.37069325019361;100
DADCA-parted-nsn;20;8;20.09414;71;259200;13000;4730;0;4;232275;186715;1488;219;195145;54673;7.752367207742723;36.75330748718588;100
DADCA-NSN;20;8;22.83063;71;259200;13000;5215;0;4;228220;182340;1433;109;218136;48391;8.808114473784483;47.179501800023516;100
FPPWR;20;8;11.51495;71;259200;13000;4743;16;4;230675;228395;2893;793;111990;79244;4.4424960824378905;14.531005307252299;100
TSPConcorde;20;12;31.92795;71;259200;13000;6246;172;4;180170;173835;1557;219;308940;48158;12.317882480281206;66.29833337947773;100
DADCA-lkh-cutted;20;12;31.29003;71;259200;13000;6497;31;4;220845;147870;1392;219;303779;52371;12.071769678307422;59.74685800571469;100
DADCA-lkh;20;12;33.40345;71;259200;13000;6209;31;4;215605;144200;2755;219;322310;50357;12.887134618865266;66.33328620072436;100
DADCA-parted-nsn;20;12;29.77450;71;259200;13000;6162;0;4;220770;152885;1493;109;289199;54673;11.487075021909769;54.459236655735225;100
DADCA-NSN;20;12;33.57697;71;259200;13000;7208;0;4;213440;150565;1369;109;318025;48391;12.954077003315042;69.38680248929055;100
FPPWR;20;12;17.23785;71;259200;13000;6396;16;4;216950;212535;2896;793;166034;79244;6.650404020919068;21.752873684092453;100
TSPConcorde;20;16;42.52980;71;259200;13000;8145;156;4;153695;145040;1558;219;411577;48158;16.40810310213763;88.31305959703629;100
DADCA-lkh-cutted;20;16;41.65519;71;259200;13000;8177;48;4;210025;111060;1382;109;404413;52371;16.070674785188995;79.53865506331725;100
DADCA-lkh;20;16;44.41358;71;259200;13000;8227;47;4;201580;108140;2752;219;428666;50357;17.134868922420363;88.19743083764637;100
DADCA-parted-nsn;20;16;39.81202;71;259200;13000;8222;0;4;212375;117610;1484;219;387063;54673;15.359574748037646;72.81842545116159;100
DADCA-NSN;20;16;43.89101;71;259200;13000;9803;0;4;197465;121690;1303;123;411866;48391;16.93326034045877;90.70077246279088;100
FPPWR;20;16;22.81848;71;259200;13000;9144;0;4;202835;197975;2891;793;221939;79244;8.80342590211096;28.79521470177125;100
TSPConcorde;40;4;7.31554;71;259200;13000;5914;187;4;241495;239365;1951;85;141451;70909;2.8223526984739387;10.316797859854812;1
DADCA-lkh-cutted;40;4;7.50989;71;259200;13000;5788;78;4;250410;232380;1949;85;145375;69579;2.8973326343640458;10.793322968527296;1
DADCA-lkh;40;4;7.50241;71;259200;13000;5759;78;4;250125;233015;3983;85;144414;70929;2.8944487906759626;10.57735378397002;1
DADCA-parted-nsn;40;4;5.75043;71;259200;13000;5624;0;4;252315;239175;2480;84;111251;89903;2.218531646519203;6.396264894138987;1
DADCA-NSN;40;4;6.49334;71;259200;13000;5758;0;4;250700;237120;2895;84;124212;81888;2.5051484982281655;7.929543898260314;1
FPPWR;40;4;2.72873;71;259200;13000;5647;15;4;252735;251645;4992;620;51792;164783;1.0527517896947867;1.6559551888780317;1
TSPConcorde;40;8;14.32113;71;259200;13000;7693;203;4;223850;220315;1952;85;275928;70909;5.525128213829826;20.196494563802776;1
DADCA-lkh-cutted;40;8;14.75193;71;259200;13000;7569;78;4;241845;207655;1946;85;285271;69579;5.691330637479042;21.201697368955685;1
DADCA-lkh;40;8;14.72960;71;259200;13000;7583;78;4;240830;209075;3977;85;282928;70929;5.6827163173010975;20.766683154202717;1
DADCA-parted-nsn;40;8;11.24127;71;259200;13000;7581;0;4;245890;218485;2478;84;216996;89903;4.336910192567828;12.503777648282938;1
DADCA-NSN;40;8;12.59732;71;259200;13000;7944;0;4;243040;216755;2480;84;237162;81888;4.860076648472033;15.383595487543362;1
FPPWR;40;8;5.22097;71;259200;13000;7949;0;4;246790;244905;5004;620;99113;164783;2.014262486187319;3.168390164153785;1
TSPConcorde;40;12;21.34819;71;259200;13000;9471;187;4;206765;201545;1951;85;412085;70909;8.236183151386982;30.10645577909018;1
DADCA-lkh-cutted;40;12;21.99527;71;259200;13000;9481;78;4;233665;180875;1952;84;425938;69579;8.485830987559062;31.611943143409775;1
DADCA-lkh;40;12;21.94382;71;259200;13000;9557;63;4;232315;184565;3971;85;420176;70929;8.465978979719171;30.937722955958908;1
DADCA-parted-nsn;40;12;16.53024;71;259200;13000;9769;0;4;239510;198415;2510;223;318585;89903;6.377406353595108;18.38674712581173;1
DADCA-NSN;40;12;18.66874;71;259200;13000;10300;0;4;235335;196160;2264;84;351051;81888;7.202446124590383;22.797895118867565;1
FPPWR;40;12;7.66700;71;259200;13000;10700;16;4;240485;238360;4989;620;145352;164783;2.9579491681431938;4.652788360344913;1
TSPConcorde;40;16;28.46938;71;259200;13000;11236;203;4;189400;182375;2102;84;548909;70929;10.983555913970813;40.137851836360795;1
DADCA-lkh-cutted;40;16;29.14588;71;259200;13000;11236;78;4;226550;156190;1952;84;562775;69579;11.244553070463725;41.88890550114543;1
DADCA-lkh;40;16;29.15543;71;259200;13000;11377;78;4;224105;159915;3972;85;559325;70929;11.248236948207207;41.10509124582764;1
DADCA-parted-nsn;40;16;22.01264;71;259200;13000;12484;0;4;233840;178940;2504;223;424351;89903;8.492528947092671;24.484872619227616;1
DADCA-NSN;40;16;24.59380;71;259200;13000;13094;0;4;227015;177070;2190;84;460261;81888;9.48834808075179;30.033458168850917;1
FPPWR;40;16;10.11714;71;259200;13000;14731;16;4;234875;231610;4999;620;191645;164783;3.903217312766727;6.139674162195952;1
TSPConcorde;40;4;8.06621;71;259200;13000;5917;188;4;239560;237400;1848;38;156228;65178;3.111965026529871;12.375668705338343;2
DADCA-lkh-cutted;40;4;8.11077;71;259200;13000;5743;47;4;249200;230735;1827;24;156567;64919;3.129156455999468;12.493682179255105;2
DADCA-lkh;40;4;8.18634;71;259200;13000;5773;47;4;249075;232230;3697;24;156505;65178;3.158311185413807;12.559978202142728;2
DADCA-parted-nsn;40;4;7.76321;71;259200;13000;5650;0;4;249010;232640;1924;24;149670;67851;2.9950670272252693;11.441561265962031;2
DADCA-NSN;40;4;8.08391;71;259200;13000;5883;0;4;248475;232050;2630;24;155631;66827;3.118793224165522;12.096775310932756;2
FPPWR;40;4;3.21542;71;259200;13000;5595;0;4;251540;247720;4344;63;61095;142001;1.2405179219535916;2.264366063410616;2
TSPConcorde;40;8;15.90220;71;259200;13000;7771;188;4;220735;216480;1873;24;308189;65473;6.135107667466849;24.288178446190145;2
DADCA-lkh-cutted;40;8;15.95602;71;259200;13000;7491;63;4;239235;203580;1830;24;307853;64919;6.155871342021035;24.578349202111124;2
DADCA-lkh;40;8;16.10870;71;259200;13000;7863;46;4;239740;205570;3695;24;307102;65178;6.214776175030482;24.714934250328344;2
DADCA-parted-nsn;40;8;15.23032;71;259200;13000;7429;0;4;239910;206505;1922;199;294116;67851;5.875896633516233;22.446720128036546;2
DADCA-NSN;40;8;15.75752;71;259200;13000;8209;0;4;238525;205965;2064;24;296150;66827;6.079291338020118;23.579575842321436;2
FPPWR;40;8;6.14863;71;259200;13000;7756;16;4;244280;237695;4326;63;116446;142001;2.372156790599756;4.329990916426341;2
TSPConcorde;40;12;23.70727;71;259200;13000;9649;188;4;200770;194965;1871;24;458660;65473;9.146324219345374;36.20923491598553;2
DADCA-lkh-cutted;40;12;23.77421;71;259200;13000;9533;62;4;228890;175450;1832;24;459248;64919;9.172148574436063;36.621342141650786;2
DADCA-lkh;40;12;24.02349;71;259200;13000;9411;62;4;229790;178325;3690;24;460327;65178;9.26832011007278;36.858273842874354;2
DADCA-parted-nsn;40;12;22.42448;71;259200;13000;9612;0;4;231300;180315;1943;199;434650;67851;8.651419431584364;33.04959273506164;2
DADCA-NSN;40;12;23.24156;71;259200;13000;10727;0;4;228000;178985;1984;24;428529;66827;8.966651454856349;34.77869808758085;2
FPPWR;40;12;9.09090;71;259200;13000;10238;16;4;237375;227015;4342;63;172611;142001;3.5072934825579196;6.402000483651613;2
TSPConcorde;40;16;31.47666;71;259200;13000;11657;235;4;182405;174775;1847;38;609396;65178;12.143772743293706;48.293379592220205;2
DADCA-lkh-cutted;40;16;31.60200;71;259200;13000;11566;62;4;220910;148445;1827;38;611427;64919;12.192128290037722;48.67911786653796;2
DADCA-lkh;40;16;31.95018;71;259200;13000;11778;47;4;220045;152335;3690;24;614497;65178;12.326459589572854;49.01988900575783;2
DADCA-parted-nsn;40;16;29.89844;71;259200;13000;12017;0;4;222570;154980;1941;24;576404;67851;11.534891010802466;44.064844291167404;2
DADCA-NSN;40;16;30.66985;71;259200;13000;14439;15;4;218515;150245;1858;24;566118;66827;11.83250367941244;45.894398277697704;2
FPPWR;40;16;12.08705;71;259200;13000;13764;15;4;230055;216225;4341;63;229977;142001;4.663212454513413;8.511944762430382;2
