;;;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;memory;memory;memory;memory;memory;memory;memory;memory;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;mapName;mapName;mapName;mapName;mapName;mapName;mapName;mapName
;;;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max
Strategy;nUAV;nPOIs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DADCA-LKH;8;16;200.0;18.685854499999994;1.8537884563916684;15.140579999999998;17.266257500000002;18.45438;19.9060825;23.54782;200.0;0.0009397499999999999;0.00019932659873891416;0.0006833333333333333;0.0008;0.0008833333333333334;0.0010666666666666667;0.0016666666666666668;200.0;2941.54;353.2317393844199;2067.0;2708.5;2957.5;3205.25;3932.0;200.0;45286.575;4243.858494220778;36214.0;42239.75;45432.5;48367.75;55245.0;200.0;6004996.56;427473.4013816184;5201056.0;5851736.0;5851896.0;6501872.0;6518408.0;200.0;2887.33;308.16423719410903;2303.0;2650.5;2837.5;3092.5;3721.0;200.0;3352.815;305.8992194125149;2776.0;3116.0;3312.0;3561.25;4161.0;200.0;518827.155;72514.39061144843;359018.0;462330.5;512162.0;561973.5;710545.0;200.0;64852.96;9064.306947616184;44877.0;57791.0;64019.5;70246.5;88818.0;200.0;1297059.2;181286.13895232353;897540.0;1155820.0;1280390.0;1404930.0;1776360.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH;8;32;200.0;13.259173700000002;0.8119994569089388;11.50596;12.7766175;13.135185;13.681070000000002;16.039070000000002;200.0;0.0009975833333333327;0.0002189220169955612;0.0006666666666666668;0.0008500000000000001;0.0009166666666666668;0.0011333333333333334;0.0017666666666666668;200.0;3986.025;322.3000480606535;3227.0;3761.0;3982.0;4182.75;4810.0;200.0;61220.29;3407.7129609196986;50911.0;59225.0;61530.0;63272.0;69524.0;200.0;6275203.96;411002.1949052377;5851208.0;5851750.0;6501608.0;6502008.0;7168384.0;200.0;2710.915;9743.735910586414;1744.0;1944.5;2004.5;2090.25;139807.0;200.0;3163.76;9813.117761107667;2191.0;2392.0;2453.5;2538.5;141236.0;200.0;713705.65;67021.28300664488;542622.0;669543.75;712736.5;748526.25;892262.0;200.0;89212.825;8377.665235515611;67827.0;83692.75;89091.5;93565.5;111532.0;200.0;1784256.5;167553.30471031222;1356540.0;1673855.0;1781830.0;1871310.0;2230640.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH;8;48;200.0;10.7718235;0.5196986206420372;9.38465;10.446685;10.756115000000001;11.063184999999999;12.53605;200.0;0.000958833333333334;0.0001755259306118082;0.0007166666666666667;0.0008500000000000001;0.0009166666666666668;0.001;0.0016;200.0;4721.055;312.77323648661445;4010.0;4497.5;4713.0;4942.0;5589.0;200.0;72876.615;3226.4136906620424;63056.0;70883.5;72867.0;74856.5;82712.0;200.0;6664986.88;460018.0209584601;5851352.0;6501878.0;6502156.0;7152188.0;7168544.0;200.0;2684.755;14820.432587999992;1413.0;1580.0;1622.5;1689.25;211225.0;200.0;3137.385;14871.063578187926;1863.0;2025.75;2076.5;2138.25;212390.0;200.0;845406.71;63636.03667533532;564396.0;801184.75;842957.5;886594.0;1002588.0;200.0;105675.395;7954.5010764883455;70549.0;100147.5;105369.0;110823.75;125323.0;200.0;2113507.9;159090.0215297672;1410980.0;2002950.0;2107380.0;2216475.0;2506460.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH;8;50;200.0;10.552803050000009;0.5239422452637864;9.34167;10.215275;10.506115;10.806545;13.2098;200.0;0.0005005833333333329;9.837282374286412e-05;0.00038333333333333334;0.00043333333333333337;0.00048333333333333334;0.0005333333333333334;0.00095;200.0;4815.03;317.58578803816;4038.0;4594.75;4799.0;5029.75;5905.0;200.0;74214.66;3161.3443270499424;63903.0;72438.25;74346.5;76198.25;82727.0;200.0;185281.92;294206.38449828315;0.0;0.0;0.0;650112.0;650112.0;200.0;2230.44;8965.650442981181;1406.0;1546.75;1592.0;1646.5;128385.0;200.0;2680.01;8974.363243037913;1852.0;1994.0;2038.0;2096.5;128957.0;200.0;861970.8;62131.016962819536;674666.0;817808.25;862439.5;901529.25;1076651.0;200.0;107745.9;7766.365371615423;84333.0;102225.25;107804.5;112690.5;134581.0;200.0;2154918.0;155327.30743230841;1686660.0;2044505.0;2156090.0;2253810.0;2691620.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH;8;80;198.0;8.102608939393939;0.2886228841397078;7.3891800000000005;7.910002500000001;8.067575;8.27163;9.11391;198.0;0.001054882154882155;0.00025554485463663866;0.0007166666666666667;0.0008666666666666667;0.00095;0.0012333333333333335;0.0019333333333333333;198.0;5925.878787878788;301.81542995837674;5093.0;5717.5;5921.5;6122.75;7088.0;198.0;91567.62626262626;2923.4518071533853;82173.0;89716.25;91772.5;93569.25;99523.0;198.0;6963670.98989899;429814.328629536;6501432.0;6520704.0;7152064.0;7171032.0;7840000.0;198.0;1396.5959595959596;2458.4189212312563;1116.0;1191.25;1214.5;1253.0;35808.0;198.0;1845.6161616161617;2463.9600197291697;1537.0;1638.25;1661.5;1704.75;36334.0;198.0;1026244.2727272727;59542.368615648724;864317.0;983414.0;1025668.0;1064866.25;1242588.0;198.0;128280.11111111111;7442.789057339906;108039.0;122926.25;128208.5;133108.25;155323.0;198.0;2565602.222222222;148855.78114679817;2160780.0;2458525.0;2564170.0;2662165.0;3106460.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-LKH;8;160;197.0;5.276558324873096;0.1658107884243179;4.15913;5.1918;5.2756099999999995;5.38168;5.6168;197.0;0.0010303722504230127;0.0001935934713548012;0.0007666666666666667;0.0009000000000000001;0.0009666666666666667;0.00115;0.0019;197.0;8525.41116751269;362.3690734387448;6623.0;8340.0;8509.0;8712.0;9690.0;197.0;126014.8883248731;2726.918178598537;119240.0;124121.0;126042.0;128018.0;134082.0;197.0;7340613.319796954;465745.83393858414;6501632.0;7152064.0;7152456.0;7802424.0;8452712.0;197.0;4222.593908629442;34045.54549254967;717.0;769.0;786.0;805.0;354784.0;197.0;4675.705583756345;34112.774188585834;1146.0;1212.0;1231.0;1251.0;355784.0;197.0;1269153.187817259;92138.45157004076;471610.0;1239009.0;1272317.0;1312767.0;1417547.0;197.0;158643.71065989847;11517.321198717464;58951.0;154876.0;159039.0;164095.0;177193.0;197.0;3172874.2131979694;230346.42397434922;1179020.0;3097520.0;3180780.0;3281900.0;3543860.0;197.0;100.35532994923858;57.99881802558625;1.0;51.0;100.0;150.0;200.0
DADCA-LKH;8;250;196.0;3.890237653061223;0.09165423265564118;3.2762599999999997;3.84384;3.891845;3.9393024999999997;4.1434;196.0;0.000627976190476191;0.00010010500185311122;0.00043333333333333337;0.0005666666666666667;0.0006166666666666667;0.0007;0.0009666666666666667;196.0;11432.081632653062;342.9767032073196;10001.0;11226.0;11438.5;11643.25;12343.0;196.0;155522.1581632653;2621.759074867668;147536.0;154140.5;155511.5;157183.25;162851.0;196.0;421695.8775510204;311634.8362523286;0.0;0.0;650112.0;650138.0;666536.0;196.0;2027.75;17483.30892033445;526.0;553.0;565.0;581.0;244452.0;196.0;2476.3571428571427;17521.32317199349;941.0;997.0;1011.5;1029.25;245432.0;196.0;1386692.8520408163;69886.67801522432;692060.0;1356934.5;1389793.5;1421384.25;1545121.0;196.0;173336.1530612245;8735.855787825423;86507.0;169616.25;173723.5;177672.25;193140.0;196.0;3466723.06122449;174717.11575650843;1730140.0;3392325.0;3474470.0;3553445.0;3862800.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-LKH;8;320;196.0;3.2330039285714296;0.10504815307752917;2.6431299999999998;3.1990999999999996;3.24238;3.2818825000000005;3.52158;196.0;0.0009914965986394584;0.00013283550005115913;0.0008666666666666667;0.0009000000000000001;0.0009333333333333333;0.0010333333333333334;0.0013833333333333334;196.0;13729.755102040815;646.4017336423897;11053.0;13474.75;13673.0;13892.0;19933.0;196.0;174811.54081632654;2589.651681036412;166543.0;173188.0;174876.0;176513.25;181066.0;196.0;-14981335.510204082;455031.84601993824;-15825544.0;-15358888.0;-14966180.0;-14612554.0;-14165016.0;196.0;8236.204081632653;38681.73847217744;427.0;455.75;465.0;479.25;288726.0;196.0;8691.484693877552;38721.64690162498;863.0;901.0;911.5;928.25;289456.0;196.0;1394547.6734693877;93631.82532662382;679231.0;1372943.0;1400264.0;1440153.5;1602995.0;196.0;174318.01530612246;11704.024255752875;84903.0;171617.25;175032.5;180019.0;200374.0;196.0;3486360.3061224488;234080.4851150575;1698060.0;3432345.0;3500650.0;3600380.0;4007480.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-LKH;8;500;196.0;2.2535011224489803;0.055783518517756;1.97806;2.2298899999999997;2.2574;2.27562;2.4470099999999997;196.0;0.0006094387755102042;0.00010559921109239526;0.00046666666666666666;0.0005166666666666667;0.0006166666666666667;0.0006666666666666668;0.0010500000000000002;196.0;18788.51530612245;765.82845020875;16535.0;18281.5;18782.0;19283.0;20977.0;196.0;217040.17857142858;2556.355834496462;210491.0;215619.5;216979.0;218760.25;223169.0;196.0;1041221.387755102;129613.11901577552;975168.0;975328.0;975456.0;985606.0;1300608.0;196.0;5259.8622448979595;23326.254127856373;273.0;312.0;328.0;343.25;197897.0;196.0;5712.2704081632655;23375.819855817514;677.0;750.75;771.0;800.25;199158.0;196.0;1371736.2959183673;106215.77083969669;858476.0;1314987.25;1382771.5;1441453.75;1669614.0;196.0;171466.5969387755;13276.996303257318;107309.0;164372.75;172846.0;180181.5;208701.0;196.0;3429331.93877551;265539.92606514634;2146180.0;3287455.0;3456920.0;3603630.0;4174020.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-LKH;16;16;200.0;36.65822284999999;3.658396472021022;29.709559999999996;33.835755;36.22402;39.15027;46.07542;200.0;0.0009882500000000002;0.0002556824737032583;0.0007;0.0008;0.0009000000000000001;0.0011;0.0019166666666666668;200.0;2621.085;330.18995260152116;1788.0;2400.0;2619.0;2830.5;3606.0;200.0;45286.575;4243.858494220778;36214.0;42239.75;45432.5;48367.75;55245.0;200.0;6600140.6;450977.0822034796;5851360.0;6501736.0;6502032.0;7152122.0;7168704.0;200.0;13907.72;20529.417199334268;9780.0;11410.5;12271.0;13338.5;302060.0;200.0;17476.61;20961.90878324504;13251.0;14923.75;15809.5;16855.75;311713.0;200.0;2095703.81;298541.59855195;1123564.0;1879286.75;2066235.0;2277590.0;2890915.0;200.0;130981.005;18658.853493272087;70222.0;117454.75;129139.5;142348.75;180682.0;200.0;2619620.1;373177.0698654423;1404440.0;2349095.0;2582790.0;2846975.0;3613640.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH;16;32;200.0;26.127917999999994;1.6196541613036224;21.656779999999998;25.171969999999998;25.947535000000002;27.005235000000003;31.51874;200.0;0.0010537499999999998;0.0002216974103691277;0.0007;0.0008666666666666667;0.0010166666666666668;0.0011875000000000002;0.0017000000000000001;200.0;3555.85;305.2238119427849;2689.0;3381.5;3544.0;3732.75;4349.0;200.0;61220.29;3407.7129609196986;50911.0;59225.0;61530.0;63272.0;69524.0;200.0;6847299.68;380048.7612905084;5852104.0;6501952.0;6518552.0;7152232.0;7818448.0;200.0;10616.305;26697.799372017867;7472.0;8323.75;8576.5;8981.25;386020.0;200.0;14095.63;26916.328937476817;10979.0;11787.25;12054.5;12435.75;392568.0;200.0;2909753.605;292065.87256357184;1376275.0;2733541.5;2886016.0;3078455.25;3633107.0;200.0;181859.14;18254.10109081156;86017.0;170845.75;180375.5;192403.0;227069.0;200.0;3637182.8;365082.021816231;1720340.0;3416915.0;3607510.0;3848060.0;4541380.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH;16;48;200.0;21.173770399999988;1.0707657778946766;17.65621;20.542517500000002;21.118885;21.779685;24.71105;200.0;0.0010026666666666678;0.00019678771506826022;0.0007;0.0008833333333333334;0.0009333333333333333;0.0011;0.0018333333333333335;200.0;4221.335;302.02604429446274;3047.0;4038.0;4204.0;4419.25;4933.0;200.0;72876.615;3226.4136906620424;63056.0;70883.5;72867.0;74856.5;82712.0;200.0;7236829.36;437109.48832473083;6501496.0;7151854.0;7152172.0;7802154.0;7835520.0;200.0;15816.95;49754.32249455278;5987.0;6756.25;6963.5;7236.75;413055.0;200.0;19364.295;50237.433395215055;9446.0;10197.75;10424.0;10758.0;419647.0;200.0;3437347.16;292172.2849239689;2051733.0;3279773.25;3429492.5;3624938.5;4021635.0;200.0;214833.745;18260.736174319904;128233.0;204985.5;214342.5;226558.0;251352.0;200.0;4296674.9;365214.7234863984;2564660.0;4099710.0;4286850.0;4531160.0;5027040.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH;16;50;200.0;20.77066240000001;1.005553010770985;18.41177;20.12575;20.652335;21.28055;24.3169;200.0;0.0005228333333333328;9.893782627153628e-05;0.0004;0.00045000000000000004;0.0005;0.0005666666666666667;0.0008833333333333334;200.0;4331.155;283.86590183769994;3624.0;4137.5;4315.0;4544.5;5181.0;200.0;74214.66;3161.3443270499424;63903.0;72438.25;74346.5;76198.25;82727.0;200.0;835401.88;294217.5156270854;650112.0;650112.0;650112.0;1300224.0;1300456.0;200.0;10255.87;23109.673842758875;5968.0;6582.5;6779.5;7024.25;208792.0;200.0;13732.585;23279.926221687452;9426.0;10039.25;10224.5;10486.0;214420.0;200.0;3524418.045;257007.16822358186;2555585.0;3351113.25;3518223.5;3684144.0;4223996.0;200.0;220275.685;16062.946881201986;159724.0;209443.75;219888.5;230258.25;263999.0;200.0;4405513.7;321258.93762403977;3194480.0;4188875.0;4397770.0;4605165.0;5279980.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH;16;80;198.0;15.929571363636372;0.5827669926980544;14.221329999999998;15.532905;15.87336;16.279600000000002;17.89709;198.0;0.0011290404040404046;0.0002434878390073097;0.00075;0.0009333333333333333;0.0010583333333333334;0.0012791666666666667;0.0022;198.0;5424.10101010101;289.7672440684336;3595.0;5240.5;5438.0;5610.0;6222.0;198.0;91567.62626262626;2923.4518071533853;82173.0;89716.25;91772.5;93569.25;99523.0;198.0;7547335.757575758;423039.5365932087;6502000.0;7152126.0;7802040.0;7802358.0;8468984.0;198.0;10834.671717171717;42717.75950331494;4714.0;5080.25;5186.0;5383.75;365441.0;198.0;14341.752525252525;42891.18862552095;8148.0;8530.25;8665.5;8917.25;369905.0;198.0;4181613.5505050505;280078.1389522381;2451610.0;4016150.75;4180208.0;4345115.5;4949966.0;198.0;261350.34848484848;17504.878516949786;153225.0;251008.75;261262.5;271569.5;309372.0;198.0;5227006.96969697;350097.5703389957;3064500.0;5020175.0;5225250.0;5431390.0;6187440.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-LKH;16;160;197.0;10.30604497461929;0.33520527446051224;8.91001;10.134910000000001;10.31397;10.51746;11.179960000000001;197.0;0.0010642978003384102;0.0002117442553727147;0.0007666666666666667;0.0009166666666666668;0.0009833333333333335;0.0012000000000000001;0.00185;197.0;7676.868020304569;446.94447087251217;4999.0;7532.0;7716.0;7902.0;9356.0;197.0;126014.8883248731;2726.918178598537;119240.0;124121.0;126042.0;128018.0;134082.0;197.0;7920107.979695432;491590.3675405913;7151808.0;7802328.0;7822328.0;8472224.0;8492808.0;197.0;23395.46700507614;73548.84813582958;3023.0;3279.0;3354.0;3440.0;386298.0;197.0;26789.65989847716;73864.82546317407;6309.0;6584.0;6664.0;6746.0;390813.0;197.0;5050833.005076142;492540.40964626987;2723076.0;4959468.0;5140615.0;5312467.0;5732589.0;197.0;315676.61421319796;30783.785061251787;170192.0;309966.0;321288.0;332029.0;358286.0;197.0;6313532.284263959;615675.7012250356;3403840.0;6199320.0;6425760.0;6640580.0;7165720.0;197.0;100.35532994923858;57.99881802558625;1.0;51.0;100.0;150.0;200.0
DADCA-LKH;16;250;196.0;7.563464489795914;0.18744765140890057;6.72646;7.473772500000001;7.566155;7.6666575;8.07878;196.0;0.0006204931972789123;8.957535438405937e-05;0.00043333333333333337;0.0005666666666666667;0.0006166666666666667;0.0006833333333333333;0.0009000000000000001;196.0;9900.076530612245;439.82021881930433;6317.0;9706.75;9968.0;10150.5;10842.0;196.0;155522.1581632653;2621.759074867668;147536.0;154140.5;155511.5;157183.25;162851.0;196.0;255583.10204081633;318549.35653536854;0.0;0.0;0.0;650112.0;666536.0;196.0;12545.377551020409;46211.87667522785;2242.0;2363.5;2412.0;2468.5;355043.0;196.0;15830.295918367347;46369.06365443351;5463.0;5599.5;5660.0;5735.25;359783.0;196.0;5569799.204081632;417299.24731847196;2653715.0;5504550.0;5635265.0;5749075.5;6164492.0;196.0;348111.9846938776;26081.207874631968;165857.0;344033.75;352204.0;359316.75;385280.0;196.0;6962239.693877551;521624.1574926394;3317140.0;6880675.0;7044080.0;7186335.0;7705600.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-LKH;16;320;196.0;6.276832448979594;0.17322402611268944;5.29422;6.19857;6.280115;6.369755;6.70948;196.0;0.0009930272108843565;0.000135504196576928;0.0008666666666666667;0.0009000000000000001;0.0009333333333333333;0.0010166666666666668;0.0014;196.0;11464.581632653062;583.3508936281902;6542.0;11260.0;11485.0;11683.75;15595.0;196.0;174811.54081632654;2589.651681036412;166543.0;173188.0;174876.0;176513.25;181066.0;196.0;-14757388.285714285;497389.183293726;-16520232.0;-15170212.0;-14786452.0;-14413864.0;-13738936.0;196.0;17153.882653061224;57109.04201335892;1833.0;1929.75;1978.5;2045.25;457036.0;196.0;20431.70918367347;57222.70767800291;4817.0;5166.0;5229.0;5324.25;460795.0;196.0;5651113.510204081;459406.55213085946;2445108.0;5551540.0;5726705.5;5872114.25;6263328.0;196.0;353194.1224489796;28712.921518338437;152819.0;346971.0;357918.5;367006.75;391458.0;196.0;7063882.448979592;574258.4303667689;3056380.0;6939420.0;7158370.0;7340135.0;7829160.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-LKH;16;500;196.0;4.313907551020409;0.09965594939782567;3.62755;4.260795;4.318465;4.364717499999999;4.5239;196.0;0.0006092687074829932;0.00011801046994125868;0.00046666666666666666;0.0005;0.0006083333333333333;0.0006666666666666668;0.0011166666666666666;196.0;15785.5;721.5368675833905;8670.0;15463.75;15842.5;16197.5;17314.0;196.0;217040.17857142858;2556.355834496462;210491.0;215619.5;216979.0;218760.25;223169.0;196.0;964774.4489795918;98554.94196916805;650200.0;975320.0;975352.0;975464.0;1300680.0;196.0;13054.010204081633;41180.543276448945;1190.0;1288.75;1333.5;1403.25;369142.0;196.0;16403.464285714286;41285.24906044932;4140.0;4537.75;4645.0;4855.5;373596.0;196.0;5633210.9132653065;2564638.5720976666;2401781.0;5325868.5;5528846.5;5666466.0;40819325.0;196.0;352075.1887755102;160289.88370878075;150111.0;332866.5;345552.5;354153.75;2551207.0;196.0;7041503.775510204;3205797.674175613;3002220.0;6657330.0;6911050.0;7083075.0;51024140.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-LKH-Cut;2;16;200.0;4.566322049999999;0.3864059950353953;3.6594599999999997;4.275085000000001;4.523835;4.8299175000000005;5.756530000000001;200.0;0.0009398333333333328;0.00021382161196203608;0.0006833333333333333;0.0008;0.0008666666666666667;0.0010333333333333334;0.0021666666666666666;200.0;3541.03;4517.9942595967;1260.0;2580.5;3085.0;3338.5;51915.0;200.0;46857.9;3898.3154730778524;36706.0;43965.75;47048.0;49722.25;57955.0;200.0;6310973.88;385366.33663484716;5851360.0;5851896.0;6501880.0;6502144.0;7168840.0;200.0;98.325;9.850611541355873;76.0;92.0;98.0;104.0;136.0;200.0;109.96;10.197960186223463;88.0;103.75;108.5;114.5;161.0;200.0;8667.65;3544.3653516858494;486.0;7858.5;8821.5;9738.5;17696.0;200.0;4333.585;1772.1705320732378;243.0;3929.25;4410.5;4869.25;8848.0;200.0;86671.7;35443.41064146483;4860.0;78585.0;88210.0;97385.0;176960.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH-Cut;2;32;200.0;3.3674699499999985;0.19124427084267973;2.9868900000000003;3.2464375;3.3518999999999997;3.4836725;3.9662300000000004;200.0;0.0009676666666666673;0.0002245887115052017;0.0007;0.0008291666666666666;0.0009000000000000001;0.0010166666666666668;0.0020833333333333333;200.0;4094.87;459.66023403571575;2691.0;3898.0;4109.5;4297.25;8435.0;200.0;62318.905;3444.987076282548;53045.0;59977.25;62497.5;64437.5;70065.0;200.0;6567966.16;460727.72561883426;5851200.0;6501648.0;6501924.0;7151982.0;7168576.0;200.0;70.74;5.06762311346261;60.0;68.0;70.0;74.0;86.0;200.0;82.445;5.122320355966203;72.0;78.0;82.0;86.0;99.0;200.0;12569.62;2022.2574270120822;2090.0;11553.0;12461.0;13669.25;22385.0;200.0;6284.52;1011.118336820808;1045.0;5776.0;6230.0;6834.5;11192.0;200.0;125690.4;20222.366736416185;20900.0;115520.0;124600.0;136690.0;223840.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH-Cut;2;48;200.0;2.7844360999999997;0.12030576719297144;2.4976700000000003;2.7002774999999994;2.78045;2.8656625;3.18014;200.0;0.0010822500000000007;0.00024019044591134565;0.00075;0.0009000000000000001;0.0009916666666666667;0.0012166666666666667;0.0020333333333333336;200.0;4705.955;254.87904900779026;3951.0;4547.75;4723.5;4864.0;5297.0;200.0;73830.785;3154.1039149505727;64506.0;71753.0;73718.0;75871.75;82241.0;200.0;6980409.16;414973.6787562278;6501408.0;6501984.0;7151980.0;7152256.0;7819160.0;200.0;57.42;4.057823264786331;50.0;54.0;56.0;59.25;80.0;200.0;68.89;4.621111702483957;62.0;66.0;68.0;70.0;101.0;200.0;15405.69;1585.2860001943063;10433.0;14314.5;15324.0;16388.25;19450.0;200.0;7702.615;792.676571820161;5216.0;7157.25;7662.0;8194.0;9725.0;200.0;154052.3;15853.53143640324;104320.0;143145.0;153240.0;163880.0;194500.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH-Cut;2;50;200.0;2.7248632499999985;0.11490476289789124;2.4464900000000003;2.64684;2.7240200000000003;2.7919875000000003;3.10174;200.0;0.0005535833333333331;0.0001314871929487724;0.0004;0.00046666666666666666;0.0005166666666666667;0.0006000000000000001;0.0012666666666666668;200.0;4768.8;260.0033822740963;3886.0;4626.0;4770.0;4949.25;5422.0;200.0;75244.52;3107.175051975362;66014.0;73387.75;75171.5;77331.5;83354.0;200.0;377131.36;493689.13595011167;0.0;0.0;0.0;650272.0;1300672.0;200.0;56.12;3.7276098745556037;48.0;54.0;56.0;58.0;74.0;200.0;67.465;3.9301405859238185;60.0;64.0;67.0;70.0;88.0;200.0;15649.69;1516.266150481332;10290.0;14579.75;15582.0;16752.25;19998.0;200.0;7824.635;758.1078679662689;5145.0;7289.5;7791.0;8375.75;9999.0;200.0;156492.7;15162.157359325396;102900.0;145790.0;155820.0;167515.0;199980.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-LKH-Cut;2;80;198.0;2.1467828282828285;0.0710436687047213;1.9815099999999999;2.09208;2.1376999999999997;2.1968749999999995;2.3814599999999997;198.0;0.001125000000000001;0.0002651700281404879;0.0007333333333333333;0.0009333333333333333;0.001;0.0013083333333333334;0.0022333333333333333;198.0;5690.186868686868;211.2468194078719;5068.0;5551.5;5747.5;5844.5;6179.0;198.0;92370.57070707071;2964.8569328099074;83165.0;90187.75;92781.5;94589.25;99666.0;198.0;7264245.97979798;454399.99372752314;6501528.0;7151996.0;7152272.0;7802368.0;7818656.0;198.0;43.23232323232323;2.9004753079007215;38.0;42.0;42.0;44.0;62.0;198.0;53.77272727272727;3.454396688803692;48.0;52.0;54.0;55.75;81.0;198.0;19451.449494949495;1312.489158756191;16263.0;18492.25;19311.0;20389.25;22746.0;198.0;9725.494949494949;656.2323219565268;8131.0;9246.0;9655.5;10194.25;11373.0;198.0;194509.898989899;13124.646439130529;162620.0;184920.0;193110.0;203885.0;227460.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-LKH-Cut;2;160;197.0;1.4571855837563443;0.036911316835075474;1.20479;1.43469;1.45895;1.47833;1.5427;197.0;0.0011032148900169206;0.0002376921291458382;0.0007833333333333334;0.00095;0.0010166666666666668;0.0012666666666666668;0.0019500000000000001;197.0;7480.456852791878;210.21336201011476;6977.0;7353.0;7448.0;7628.0;8032.0;197.0;126573.538071066;2740.9079224984234;119801.0;124950.0;126411.0;128490.0;136745.0;197.0;7716649.055837563;485888.7579927075;7151584.0;7152336.0;7802304.0;7827504.0;8477512.0;197.0;397.02030456852793;5174.794364404387;24.0;26.0;28.0;28.0;72660.0;197.0;407.3756345177665;5174.769369899313;34.0;36.0;38.0;39.0;72670.0;197.0;24860.451776649745;1155.3593768843011;19040.0;24255.0;24753.0;25436.0;29596.0;197.0;12430.0;577.6947149433422;9520.0;12127.0;12376.0;12718.0;14798.0;197.0;248600.0;11553.894298866844;190400.0;242540.0;247520.0;254360.0;295960.0;197.0;100.35532994923858;57.99881802558625;1.0;51.0;100.0;150.0;200.0
