Strategy;nUAV;nPOIs;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;mapName
TSP-based;4;50;5.230845;0.0008833333333333334;4065.0;76625.0;1300512.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;80;4.078945;0.0033333333333333335;5083.5;93676.0;9767416.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;160;2.72837;0.008466666666666667;7165.0;127346.0;-11250836.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;250;2.0349;0.024900000000000002;9151.5;156687.0;-12172176.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;320;1.712915;0.05696666666666667;10475.5;175932.0;4339276.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;500;1.21989;0.17385833333333334;13521.0;217840.5;12582292.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;16;17.24929;0.00095;2558.5;49763.0;6502004.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;32;12.767890000000001;0.0009666666666666667;3370.0;64136.0;6834948.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;48;10.44076;0.0009916666666666667;3994.0;75462.0;7154124.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;50;10.258815;0.0006000000000000001;4059.5;76625.0;1302288.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;80;7.946289999999999;0.0010333333333333334;5080.0;93676.0;7802220.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;160;5.25182;0.0010333333333333334;7170.5;127346.0;7802560.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;250;3.8730649999999995;0.0007;9147.5;156687.0;650248.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;320;3.232175;0.0013833333333333334;10468.5;175932.0;-14523704.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;500;2.254365;0.0008666666666666667;13515.0;217840.5;975344.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;16;34.287229999999994;0.00095;2559.0;49763.0;6502128.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;32;25.30855;0.001;3370.0;64136.0;7151864.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;48;20.67688;0.001;3994.5;75462.0;7152448.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;50;20.29747;0.0006250000000000001;4062.0;76625.0;1300248.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;80;15.68873;0.001025;5083.0;93676.0;7802308.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;160;10.29329;0.0010833333333333333;7169.0;127346.0;7822204.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;250;7.551044999999999;0.0006666666666666668;9147.5;156687.0;0.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;320;6.27284;0.0014666666666666667;10465.5;175932.0;-14555232.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;500;4.321664999999999;0.0009000000000000001;13517.5;217840.5;975464.0;0.0;0.0;0.0;0.0;0.0;100.5
