;Strategy;mapName;nPOIs;nUAV;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy
249;TSP-based;76;50;4;4.85999;0.0010166666666666668;4034;81.997;1301416;0;0;0;0;0.0
250;DADCA-LKH;36;50;4;5.84198;0.0005833333333333334;5582;68.479;1300360;373;426;203729;50932;1018640.0
251;DADCA-Parted-NSN;33;50;4;4.35621;0.00035;3390;89.769;0;260;370;70976;17744;354880.0
252;TSP-based;77;50;4;5.04167;0.0009333333333333333;4056;79.641;1300528;0;0;0;0;0.0
253;DADCA-LKH-Cut;36;50;4;5.93422;0.0005333333333333334;4553;66.557;1300520;382;488;119525;29881;597620.0
254;FPPWR;34;50;4;1.61817;0.0005833333333333334;10771;213.596;650176;0;0;0;0;0.0
255;DADCA-NSN;34;50;4;5.28345;0.00036666666666666667;5828;74.964;0;336;420;157998;39499;789980.0
256;TSP-based;78;50;4;5.38272;0.0006333333333333334;3784;74.467;1300432;0;0;0;0;0.0
257;DADCA-LKH;37;50;4;5.2876199999999995;0.00048333333333333334;6015;75.184;650112;341;395;177548;44387;887740.0
258;DADCA-Parted-NSN;34;50;4;5.08854;0.00035;2836;77.693;0;311;417;85638;21409;428180.0
259;TSP-based;79;50;4;5.50509;0.0006333333333333334;4051;73.438;1300432;0;0;0;0;0.0
260;DADCA-LKH-Cut;37;50;4;5.35278;0.00048333333333333334;2917;73.44;1300544;328;430;81137;20284;405680.0
261;FPPWR;35;50;4;1.6851099999999999;0.0006666666666666668;11011;204.552;650176;0;0;0;0;0.0
262;TSP-based;80;50;4;5.64522;0.0006833333333333333;3546;71.126;1300480;0;0;0;0;0.0
263;DADCA-NSN;35;50;4;5.50791;0.00043333333333333337;5899;72.343;0;351;404;195841;48960;979200.0
264;DADCA-LKH;38;50;4;5.17836;0.0006333333333333334;6180;77.31;1300360;323;381;174179;43544;870880.0
265;DADCA-Parted-NSN;35;50;4;4.07461;0.00035;3623;94.32900000000001;0;256;383;62277;15569;311380.0
266;TSP-based;81;50;4;5.0745;0.0006000000000000001;3826;78.717;1300448;0;0;0;0;0.0
267;DADCA-LKH-Cut;38;50;4;5.02998;0.00048333333333333334;22127;77.76;1300520;354;464;84662;21165;423300.0
268;FPPWR;36;50;4;1.6871099999999999;0.0005166666666666667;11825;207.028;650176;0;0;0;0;0.0
269;TSP-based;82;50;4;5.623069999999999;0.0006666666666666668;3814;71.164;1300856;0;0;0;0;0.0
270;DADCA-NSN;36;50;4;5.20004;0.00036666666666666667;5866;77.468;0;325;382;151696;37924;758480.0
271;DADCA-LKH;39;50;4;5.54475;0.0005666666666666667;5568;71.903;1300440;372;442;190493;47623;952460.0
272;DADCA-Parted-NSN;36;50;4;5.26713;0.00035;9643;75.71000000000001;0;334;448;108253;27063;541260.0
273;TSP-based;83;50;4;5.23171;0.0007166666666666667;4493;76.885;1300904;0;0;0;0;0.0
274;DADCA-LKH-Cut;39;50;4;5.252619999999999;0.0005166666666666667;2990;74.586;1300600;324;426;83248;20812;416240.0
275;FPPWR;37;50;4;1.3522399999999999;0.0006166666666666667;14211;242.094;650176;0;0;0;0;0.0
276;TSP-based;84;50;4;5.06813;0.0008833333333333334;4530;79.48100000000001;1300400;0;0;0;0;0.0
277;DADCA-NSN;37;50;4;4.86524;0.00038333333333333334;6561;82.59100000000001;0;307;364;173729;43432;868640.0
278;DADCA-LKH;40;50;4;5.3841;0.0005333333333333334;6023;74.09400000000001;1316624;345;398;188378;47094;941880.0
279;DADCA-Parted-NSN;37;50;4;3.9858800000000003;0.00038333333333333334;3711;96.82300000000001;0;234;344;53802;13450;269000.0
280;TSP-based;85;50;4;5.1784;0.0006333333333333334;3666;77.348;1300616;0;0;0;0;0.0
281;DADCA-LKH-Cut;40;50;4;5.223380000000001;0.0005833333333333334;4946;75.415;1316784;316;428;104056;26014;520280.0
282;FPPWR;38;50;4;1.7813700000000001;0.0005333333333333334;10056;196.766;650136;0;0;0;0;0.0
283;TSP-based;86;50;4;4.93337;0.00055;3864;80.662;1300440;0;0;0;0;0.0
284;DADCA-NSN;38;50;4;4.67396;0.00038333333333333334;6315;85.203;0;289;347;141506;35376;707520.0
285;DADCA-LKH;41;50;4;5.1601099999999995;0.0005833333333333334;5940;77.257;650112;341;394;173639;43409;868180.0
286;TSP-based;87;50;4;5.36265;0.00055;4101;74.675;1300512;0;0;0;0;0.0
287;DADCA-Parted-NSN;38;50;4;4.00166;0.00035;5407;97.555;0;238;348;75767;18941;378820.0
288;DADCA-LKH-Cut;41;50;4;5.0414;0.0005833333333333334;4668;77.435;1300384;316;419;102906;25726;514520.0
289;FPPWR;39;50;4;2.08383;0.0005833333333333334;9514;174.366;650176;0;0;0;0;0.0
290;TSP-based;88;50;4;4.99483;0.0008666666666666667;4418;80.922;1316776;0;0;0;0;0.0
291;DADCA-NSN;39;50;4;5.29965;0.00038333333333333334;5711;75.33;0;332;388;159457;39864;797280.0
292;DADCA-LKH;42;50;4;5.08256;0.0005333333333333334;6586;77.993;1300360;319;372;194805;48701;974020.0
293;TSP-based;89;50;4;5.33985;0.0005666666666666667;4441;75.57600000000001;1300432;0;0;0;0;0.0
294;DADCA-Parted-NSN;39;50;4;4.91022;0.00035;4735;79.943;0;312;427;98866;24716;494320.0
295;DADCA-LKH-Cut;42;50;4;5.05783;0.00048333333333333334;5307;77.468;1300520;308;420;93277;23319;466380.0
296;FPPWR;40;50;4;1.3763100000000001;0.0005333333333333334;12107;239.392;650112;0;0;0;0;0.0
297;TSP-based;90;50;4;5.12535;0.0006333333333333334;3994;78.041;1316776;0;0;0;0;0.0
298;DADCA-NSN;40;50;4;4.74178;0.0004166666666666667;6818;83.251;0;298;357;151505;37876;757520.0
299;DADCA-LKH;43;50;4;5.08893;0.0005833333333333334;6347;78.248;1300368;317;370;174810;43702;874040.0
300;TSP-based;91;50;4;4.97446;0.0008;4531;80.678;1301416;0;0;0;0;0.0
301;DADCA-Parted-NSN;40;50;4;4.78113;0.00035;3078;81.753;0;294;398;75951;18987;379740.0
302;DADCA-LKH-Cut;43;50;4;4.98468;0.00046666666666666666;5303;78.932;1300384;308;418;85619;21404;428080.0
303;FPPWR;41;50;4;1.336;0.0007;13457;244.841;650176;0;0;0;0;0.0
304;TSP-based;92;50;4;5.4206;0.0010666666666666667;4040;74.175;1300480;0;0;0;0;0.0
305;DADCA-NSN;41;50;4;4.62573;0.00038333333333333334;6362;85.413;0;293;348;133784;33446;668920.0
306;DADCA-LKH;44;50;4;5.2603;0.0005833333333333334;5570;75.797;1300224;341;394;176295;44073;881460.0
307;TSP-based;93;50;4;5.61146;0.0006166666666666667;3582;71.711;1300480;0;0;0;0;0.0
308;DADCA-Parted-NSN;41;50;4;4.27269;0.00035;3791;91.33200000000001;0;255;365;75501;18875;377500.0
309;DADCA-LKH-Cut;44;50;4;5.25042;0.0005166666666666667;2857;74.97800000000001;1300384;318;422;91119;22779;455580.0
310;TSP-based;94;50;4;5.1933300000000004;0.0006166666666666667;4242;76.731;1300912;0;0;0;0;0.0
311;FPPWR;42;50;4;1.7174;0.00055;11473;205.32500000000002;650112;0;0;0;0;0.0
312;DADCA-NSN;42;50;4;4.38422;0.00036666666666666667;6482;90.194;0;271;324;127533;31883;637660.0
313;DADCA-LKH;45;50;4;5.23287;0.0005333333333333334;6369;76.071;1300360;326;380;189576;47394;947880.0
314;TSP-based;95;50;4;5.224;0.0006333333333333334;3785;76.65;1300376;0;0;0;0;0.0
315;DADCA-Parted-NSN;42;50;4;3.9110699999999996;0.00036666666666666667;3846;98.812;0;232;366;67271;16817;336340.0
316;TSP-based;96;50;4;5.1735;0.0006333333333333334;4495;77.749;1300400;0;0;0;0;0.0
317;DADCA-LKH-Cut;45;50;4;5.29155;0.0005;5011;74.593;1300520;320;430;90715;22678;453560.0
318;FPPWR;43;50;4;1.7275099999999999;0.0007333333333333333;10963;200.858;650112;0;0;0;0;0.0
319;DADCA-NSN;43;50;4;4.18708;0.00038333333333333334;7091;95.333;0;253;320;120436;30109;602180.0
320;TSP-based;97;50;4;5.16354;0.0006833333333333333;4007;77.272;1300848;0;0;0;0;0.0
321;DADCA-LKH;46;50;4;5.23341;0.0007;6405;75.82000000000001;650112;323;379;195031;48757;975140.0
322;DADCA-Parted-NSN;43;50;4;4.73264;0.00038333333333333334;3268;82.96000000000001;0;286;388;71594;17898;357960.0
323;TSP-based;98;50;4;4.8924;0.0006000000000000001;4152;81.393;1300592;0;0;0;0;0.0
324;DADCA-LKH-Cut;46;50;4;5.19676;0.0005833333333333334;3449;75.526;1300464;333;443;80275;20068;401360.0
325;FPPWR;44;50;4;1.54475;0.0005666666666666667;10455;216.469;650176;0;0;0;0;0.0
326;DADCA-NSN;44;50;4;5.26852;0.00036666666666666667;5994;75.8;0;323;382;175176;43794;875880.0
327;TSP-based;99;50;4;5.26887;0.0007;4100;76.35300000000001;1300456;0;0;0;0;0.0
328;DADCA-LKH;47;50;4;5.20046;0.00095;6062;76.941;650112;325;378;177116;44279;885580.0
329;DADCA-Parted-NSN;44;50;4;4.5479199999999995;0.00035;5573;85.998;0;277;385;84038;21009;420180.0
330;TSP-based;100;50;4;5.26829;0.0005333333333333334;4462;76.112;1300376;0;0;0;0;0.0
331;DADCA-LKH-Cut;47;50;4;5.02095;0.0005666666666666667;4716;78.015;1300384;331;432;97993;24498;489960.0
332;FPPWR;45;50;4;1.80023;0.0005333333333333334;10494;197.286;650136;0;0;0;0;0.0
333;TSP-based;101;50;4;5.12982;0.0005166666666666667;4173;77.929;1300376;0;0;0;0;0.0
334;DADCA-NSN;45;50;4;5.47431;0.00036666666666666667;5875;72.81700000000001;0;373;427;174285;43571;871420.0
335;DADCA-LKH;48;50;4;5.51524;0.0008;5807;72.376;1300376;359;417;188308;47077;941540.0
336;DADCA-Parted-NSN;45;50;4;4.25448;0.00035;3323;83.583;0;78762;78973;60246;15061;301220.0
337;TSP-based;102;50;4;5.66427;0.0005666666666666667;3443;70.928;1300376;0;0;0;0;0.0
338;DADCA-LKH-Cut;48;50;4;5.39973;0.0005833333333333334;2791;72.843;1300536;336;438;87595;21898;437960.0
339;FPPWR;46;50;4;1.462;0.00055;12440;230.65200000000002;650112;0;0;0;0;0.0
340;TSP-based;103;50;4;5.42812;0.0006000000000000001;4101;74.247;1300464;0;0;0;0;0.0
341;DADCA-NSN;46;50;4;4.50305;0.00036666666666666667;6860;87.682;0;280;337;133741;33435;668700.0
342;DADCA-LKH;49;50;4;5.25062;0.00048333333333333334;6167;76.19;1316624;332;385;193511;48377;967540.0
343;DADCA-Parted-NSN;46;50;4;4.67103;0.00036666666666666667;3361;84.203;0;280;395;74276;18569;371380.0
344;TSP-based;104;50;4;5.07164;0.0006166666666666667;4479;79.419;1300496;0;0;0;0;0.0
345;DADCA-LKH-Cut;49;50;4;5.02504;0.0006000000000000001;5211;77.854;1317312;308;418;97866;24466;489320.0
346;FPPWR;47;50;4;1.48966;0.00055;12012;224.585;650176;0;0;0;0;0.0
347;TSP-based;105;50;4;5.65185;0.00075;3935;71.744;1300512;0;0;0;0;0.0
348;DADCA-NSN;47;50;4;4.47824;0.00038333333333333334;6680;88.599;0;279;334;135576;33894;677880.0
349;DADCA-LKH;50;50;4;5.916980000000001;0.0005666666666666667;5552;67.52;1308432;389;442;211158;52789;1055780.0
350;DADCA-Parted-NSN;47;50;4;4.22357;0.00036666666666666667;3768;92.508;0;258;368;66048;16512;330240.0
351;TSP-based;106;50;4;5.32153;0.0008833333333333334;4207;75.623;1301072;0;0;0;0;0.0
352;DADCA-LKH-Cut;50;50;4;5.41339;0.00055;2906;72.421;1308592;336;438;86621;21655;433100.0
353;FPPWR;48;50;4;1.44163;0.0005333333333333334;13750;233.649;650136;0;0;0;0;0.0
354;TSP-based;107;50;4;5.19606;0.00055;3831;76.943;1300560;0;0;0;0;0.0
355;DADCA-NSN;48;50;4;5.43615;0.00036666666666666667;5541;73.367;0;345;405;174860;43715;874300.0
356;DADCA-LKH;51;50;4;5.3707199999999995;0.0005833333333333334;5933;74.07900000000001;650112;333;387;189120;47280;945600.0
357;TSP-based;108;50;4;5.02635;0.0007333333333333333;4278;79.66;1300376;0;0;0;0;0.0
358;DADCA-Parted-NSN;48;50;4;4.7182900000000005;0.00038333333333333334;5228;83.497;0;282;410;78756;19689;393780.0
359;DADCA-LKH-Cut;51;50;4;5.23067;0.0006833333333333333;4813;74.628;1300384;326;436;92333;23083;461660.0
360;FPPWR;49;50;4;1.46914;0.0005666666666666667;13352;230.943;650176;0;0;0;0;0.0
361;TSP-based;109;50;4;5.05081;0.0006500000000000001;4128;78.96600000000001;1316776;0;0;0;0;0.0
362;DADCA-NSN;49;50;4;4.874;0.0004;6492;83.339;0;307;373;149433;37358;747160.0
363;DADCA-LKH;52;50;4;5.5284699999999996;0.0005166666666666667;6125;72.383;1300360;355;408;207025;51756;1035120.0
364;TSP-based;110;50;4;5.1917800000000005;0.0008;4096;77.546;1300464;0;0;0;0;0.0
365;DADCA-Parted-NSN;49;50;4;4.5873099999999996;0.00036666666666666667;3478;86.316;0;276;386;74542;18635;372700.0
366;DADCA-LKH-Cut;52;50;4;5.11948;0.0005666666666666667;5185;77.01;1300520;318;430;101926;25481;509620.0
367;FPPWR;50;50;4;1.5425200000000001;0.00055;11604;217.574;650112;0;0;0;0;0.0
368;TSP-based;111;50;4;5.11273;0.0007;4290;78.685;1300456;0;0;0;0;0.0
369;DADCA-NSN;50;50;4;5.56597;0.00036666666666666667;5943;72.862;0;350;448;190437;47609;952180.0
370;DADCA-LKH;53;50;4;5.62716;0.0005666666666666667;5605;71.255;1300248;358;411;220527;55131;1102620.0
371;TSP-based;112;50;4;4.91289;0.0006833333333333333;4127;81.147;1300376;0;0;0;0;0.0
372;DADCA-Parted-NSN;50;50;4;4.88727;0.00035;3248;80.91;0;302;415;77047;19261;385220.0
373;DADCA-LKH-Cut;53;50;4;5.473730000000001;0.0006000000000000001;4720;71.96300000000001;1300384;346;456;104644;26161;523220.0
374;FPPWR;51;50;4;1.50085;0.0005333333333333334;11719;226.141;650136;0;0;0;0;0.0
375;TSP-based;113;50;4;5.43503;0.0006666666666666668;3985;73.863;1300376;0;0;0;0;0.0
376;DADCA-NSN;51;50;4;5.24718;0.00036666666666666667;5898;77.229;0;323;376;160071;40017;800340.0
377;DADCA-LKH;54;50;4;5.42133;0.00055;5860;73.471;1300272;341;394;178654;44663;893260.0
378;TSP-based;114;50;4;5.22346;0.0005333333333333334;4409;77.022;1300440;0;0;0;0;0.0
379;DADCA-Parted-NSN;51;50;4;4.918130000000001;0.00035;3026;79.72200000000001;0;304;406;72352;18088;361760.0
380;TSP-based;115;50;4;5.19988;0.0009666666666666667;4032;76.968;1316776;0;0;0;0;0.0
381;DADCA-LKH-Cut;54;50;4;5.22508;0.0008;2933;74.933;1300384;326;431;78190;19547;390940.0
382;FPPWR;52;50;4;1.68395;0.0005666666666666667;9782;206.824;650112;0;0;0;0;0.0
383;DADCA-NSN;52;50;4;4.8044400000000005;0.00036666666666666667;6580;82.721;0;303;356;166134;41533;830660.0
384;TSP-based;116;50;4;5.5252300000000005;0.0006166666666666667;3808;72.46000000000001;1300480;0;0;0;0;0.0
385;DADCA-LKH;55;50;4;5.51049;0.00045000000000000004;6090;72.508;1300376;351;406;211183;52795;1055900.0
386;DADCA-Parted-NSN;52;50;4;4.04769;0.00036666666666666667;3901;95.372;0;242;352;66068;16517;330340.0
387;TSP-based;117;50;4;5.202780000000001;0.0008833333333333334;4063;77.071;1300376;0;0;0;0;0.0
388;DADCA-LKH-Cut;55;50;4;5.352580000000001;0.0005166666666666667;4901;73.514;1300536;340;451;110196;27549;550980.0
389;FPPWR;53;50;4;1.20231;0.0005833333333333334;13462;257.18;650136;0;0;0;0;0.0
390;DADCA-NSN;53;50;4;5.46609;0.00036666666666666667;5741;73.174;0;339;392;174682;43670;873400.0
391;TSP-based;118;50;4;5.52562;0.00075;3938;72.964;1300480;0;0;0;0;0.0
392;DADCA-LKH;56;50;4;5.532369999999999;0.0005333333333333334;5954;72.043;650112;354;412;201590;50397;1007940.0
393;DADCA-Parted-NSN;53;50;4;5.4435199999999995;0.00036666666666666667;4922;72.822;0;342;452;101100;25275;505500.0
394;TSP-based;119;50;4;5.36925;0.0008166666666666667;4120;74.876;1300392;0;0;0;0;0.0
395;FPPWR;54;50;4;1.33507;0.0005666666666666667;12372;247.097;650112;0;0;0;0;0.0
396;DADCA-LKH-Cut;56;50;4;5.3066;0.00055;5015;73.773;1300432;340;442;101620;25405;508100.0
397;DADCA-NSN;54;50;4;5.10799;0.0004;5966;78.94500000000001;0;319;378;152599;38149;762980.0
398;TSP-based;120;50;4;5.22164;0.00095;3823;76.508;1300656;0;0;0;0;0.0
399;DADCA-LKH;57;50;4;5.68534;0.00045000000000000004;5794;70.188;650112;362;421;200386;50096;1001920.0
400;DADCA-Parted-NSN;54;50;4;4.96879;0.00036666666666666667;4959;78.956;0;311;425;102509;25627;512540.0
401;TSP-based;121;50;4;5.02546;0.0021000000000000003;4271;79.868;1300352;0;0;0;0;0.0
402;FPPWR;55;50;4;2.32083;0.0005833333333333334;9035;165.66400000000002;650112;0;0;0;0;0.0
403;DADCA-LKH-Cut;57;50;4;5.4439400000000004;0.0019833333333333335;4846;72.26;1300352;337;448;101503;25375;507500.0
404;DADCA-NSN;55;50;4;4.75664;0.00036666666666666667;6202;85.288;0;289;351;136626;34156;683120.0
405;TSP-based;122;50;4;4.95475;0.0042833333333333334;3854;80.33200000000001;1300352;0;0;0;0;0.0
406;DADCA-LKH;58;50;4;5.31088;0.00115;5806;74.7;1300352;363;424;186171;46542;930840.0
407;DADCA-Parted-NSN;55;50;4;5.28187;0.00035;2879;75.26;0;328;430;75946;18986;379720.0
408;TSP-based;123;50;4;5.25849;0.0014500000000000001;4196;76.35300000000001;1303552;0;0;0;0;0.0
409;FPPWR;56;50;4;1.83044;0.0005333333333333334;11356;195.647;650112;0;0;0;0;0.0
410;DADCA-LKH-Cut;58;50;4;5.20768;0.0005;2795;74.903;0;330;433;91867;22966;459320.0
411;TSP-based;124;50;4;5.34008;0.0017833333333333334;4096;74.85000000000001;1300352;0;0;0;0;0.0
412;DADCA-NSN;56;50;4;4.67569;0.00038333333333333334;6410;85.672;0;293;346;138690;34672;693440.0
413;DADCA-LKH;59;50;4;5.54645;0.0007333333333333333;6660;72.009;1300536;348;406;188037;47009;940180.0
414;DADCA-Parted-NSN;56;50;4;4.39309;0.00035;3662;88.429;0;264;377;62935;15733;314660.0
415;TSP-based;125;50;4;5.27882;0.0017666666666666668;4288;75.97200000000001;1300352;0;0;0;0;0.0
416;FPPWR;57;50;4;1.75255;0.0005333333333333334;11543;201.822;650112;0;0;0;0;0.0
417;DADCA-LKH-Cut;59;50;4;5.31431;0.0005166666666666667;5128;73.702;0;332;437;96281;24070;481400.0
418;TSP-based;126;50;4;4.87469;0.0017000000000000001;4238;81.57600000000001;1300352;0;0;0;0;0.0
419;DADCA-NSN;57;50;4;4.68391;0.00038333333333333334;6265;84.319;0;301;360;137822;34455;689100.0
420;DADCA-LKH;60;50;4;5.092630000000001;0.0022333333333333333;5757;78.161;650112;345;417;171262;42815;856300.0
421;DADCA-Parted-NSN;57;50;4;4.86246;0.00038333333333333334;3130;82.018;0;294;404;89178;22294;445880.0
422;TSP-based;127;50;4;6.039969999999999;0.0012166666666666667;3592;66.757;1300352;0;0;0;0;0.0
423;FPPWR;58;50;4;1.99938;0.0005166666666666667;10369;181.855;650136;0;0;0;0;0.0
424;DADCA-LKH-Cut;60;50;4;4.95721;0.0005166666666666667;3130;78.955;0;308;411;76316;19079;381580.0
425;TSP-based;128;50;4;5.04969;0.0019166666666666668;3996;79.277;1300352;0;0;0;0;0.0
426;DADCA-NSN;58;50;4;4.66296;0.0004;6249;86.416;0;285;342;128152;32038;640760.0
427;DADCA-LKH;61;50;4;5.301769999999999;0.002316666666666667;6291;75.08;652992;329;382;194739;48684;973680.0
428;DADCA-Parted-NSN;58;50;4;4.91165;0.00038333333333333334;4875;80.986;0;294;407;105287;26321;526420.0
429;TSP-based;129;50;4;5.50162;0.00175;3905;73.014;1300352;0;0;0;0;0.0
430;FPPWR;59;50;4;1.22361;0.00055;12701;255.238;650112;0;0;0;0;0.0
431;DADCA-LKH-Cut;61;50;4;5.34934;0.0005333333333333334;4805;73.81;0;328;438;95672;23918;478360.0
432;TSP-based;130;50;4;4.67014;0.004016666666666667;4756;85.237;653216;0;0;0;0;0.0
433;DADCA-NSN;59;50;4;4.47623;0.00036666666666666667;7094;88.48;0;278;340;131308;32827;656540.0
434;DADCA-LKH;62;50;4;5.45004;0.002116666666666667;5930;73.252;652976;341;398;186130;46532;930640.0
435;DADCA-Parted-NSN;59;50;4;4.3066;0.00036666666666666667;3665;90.51;0;262;399;77527;19381;387620.0
436;TSP-based;131;50;4;4.98792;0.0013666666666666666;4105;80.089;1303456;0;0;0;0;0.0
437;FPPWR;60;50;4;1.53646;0.0005333333333333334;10677;220.75300000000001;650176;0;0;0;0;0.0
438;DADCA-LKH-Cut;62;50;4;5.31431;0.0005;2893;73.985;0;334;439;83046;20761;415220.0
439;TSP-based;132;50;4;5.35899;0.0017000000000000001;3907;74.983;1950464;0;0;0;0;0.0
440;DADCA-NSN;60;50;4;4.3346800000000005;0.00036666666666666667;6767;91.32900000000001;0;261;316;122562;30640;612800.0
441;DADCA-LKH;63;50;4;5.12103;0.0014333333333333333;6304;77.498;650112;323;378;179631;44907;898140.0
442;DADCA-Parted-NSN;60;50;4;4.24749;0.00035;5666;91.395;0;262;372;72606;18151;363020.0
443;TSP-based;133;50;4;4.76208;0.0026333333333333334;4260;83.142;1950488;0;0;0;0;0.0
444;FPPWR;61;50;4;1.79483;0.0005333333333333334;10664;203.043;650112;0;0;0;0;0.0
445;DADCA-LKH-Cut;63;50;4;4.90451;0.0005166666666666667;5204;79.495;0;313;426;86003;21500;430000.0
446;TSP-based;134;50;4;5.00231;0.0025166666666666666;4161;79.861;1950464;0;0;0;0;0.0
447;DADCA-NSN;61;50;4;5.01161;0.00036666666666666667;6057;79.703;0;317;391;156014;39003;780060.0
448;DADCA-LKH;64;50;4;5.44996;0.0015666666666666667;5748;73.137;650112;361;427;180679;45169;903380.0
449;TSP-based;135;50;4;5.52566;0.0015;3881;72.964;1300224;0;0;0;0;0.0
450;DADCA-Parted-NSN;61;50;4;5.076890000000001;0.00035;5029;77.938;0;311;423;94211;23552;471040.0
451;FPPWR;62;50;4;1.6432900000000001;0.00055;11846;213.572;650176;0;0;0;0;0.0
452;DADCA-LKH-Cut;64;50;4;5.48198;0.00046666666666666666;5320;71.69500000000001;0;335;438;105019;26254;525080.0
453;TSP-based;136;50;4;5.06238;0.0013333333333333335;3896;79.023;1300352;0;0;0;0;0.0
454;DADCA-NSN;62;50;4;5.29664;0.00036666666666666667;6058;75.741;0;329;389;176776;44194;883880.0
455;DADCA-LKH;65;50;4;5.408530000000001;0.0013000000000000002;6080;74.176;650112;345;398;187243;46810;936200.0
456;TSP-based;137;50;4;5.4966;0.0016;3738;73.012;1950464;0;0;0;0;0.0
457;DADCA-Parted-NSN;62;50;4;4.86752;0.00035;2932;80.84100000000001;0;294;410;82130;20532;410640.0
458;FPPWR;63;50;4;1.1747299999999998;0.0005333333333333334;14801;267.134;650112;0;0;0;0;0.0
459;TSP-based;138;50;4;5.3983;0.0012333333333333335;4052;74.524;1953464;0;0;0;0;0.0
460;DADCA-LKH-Cut;65;50;4;5.17701;0.0005166666666666667;3176;76.019;0;315;426;85629;21407;428140.0
461;DADCA-NSN;63;50;4;4.37218;0.00036666666666666667;6726;91.325;0;263;316;128493;32123;642460.0
462;TSP-based;139;50;4;5.198230000000001;0.0033666666666666667;4210;77.118;1300360;0;0;0;0;0.0
463;DADCA-LKH;66;50;4;5.05135;0.0009666666666666667;6501;78.497;650112;319;373;182609;45652;913040.0
464;DADCA-Parted-NSN;63;50;4;4.46917;0.00038333333333333334;4205;88.631;0;274;384;75024;18756;375120.0
465;FPPWR;64;50;4;1.43935;0.0005666666666666667;11776;232.143;650112;0;0;0;0;0.0
466;TSP-based;140;50;4;5.11393;0.0032500000000000003;4170;78.242;1300304;0;0;0;0;0.0
467;DADCA-LKH-Cut;66;50;4;4.92427;0.00045000000000000004;5318;79.408;0;298;411;89488;22372;447440.0
468;DADCA-NSN;64;50;4;4.76377;0.00038333333333333334;5866;82.98;0;301;354;139212;34803;696060.0
469;TSP-based;141;50;4;5.24062;0.004416666666666667;3835;76.355;1950464;0;0;0;0;0.0
470;DADCA-LKH;67;50;4;5.16844;0.0016166666666666666;6049;76.8;1300352;331;384;177735;44433;888660.0
471;DADCA-Parted-NSN;64;50;4;4.66485;0.00035;8344;84.161;0;285;438;90868;22717;454340.0
472;FPPWR;65;50;4;1.5745799999999999;0.00055;11136;215.497;650112;0;0;0;0;0.0
473;TSP-based;142;50;4;5.10355;0.0020166666666666666;3858;78.34700000000001;1300272;0;0;0;0;0.0
474;DADCA-LKH-Cut;67;50;4;4.9629199999999996;0.0005833333333333334;3204;78.991;0;318;428;72141;18035;360700.0
475;DADCA-NSN;65;50;4;4.957990000000001;0.00038333333333333334;6285;82.138;0;308;390;150956;37739;754780.0
476;TSP-based;143;50;4;5.12789;0.0019500000000000001;3917;78.215;1950600;0;0;0;0;0.0
477;DADCA-LKH;68;50;4;5.080830000000001;0.0014166666666666668;6227;78.378;652896;319;377;169211;42302;846040.0
478;DADCA-Parted-NSN;65;50;4;4.42033;0.00036666666666666667;3624;89.407;0;268;381;73278;18319;366380.0
479;FPPWR;66;50;4;1.51636;0.0006166666666666667;10853;224.668;650136;0;0;0;0;0.0
480;TSP-based;144;50;4;4.78704;0.0020666666666666667;4707;83.368;1303168;0;0;0;0;0.0
481;DADCA-LKH-Cut;68;50;4;5.09861;0.0005166666666666667;3118;77.06400000000001;0;316;418;79119;19779;395580.0
482;DADCA-NSN;66;50;4;4.50845;0.00046666666666666666;6419;88.238;0;284;342;126877;31719;634380.0
