ZigZagOverNSN;100;10;57.0;3861.5;10935.0;19434.5;24283.0;11602.029822926375
ZigZagOverNSN;100;10;48.0;4717.5;11678.5;19936.5;25592.0;12394.987781954887
ZigZagOverNSN;100;10;112.0;4549.5;12084.5;19374.5;24703.0;11946.608656174334
ZigZagOverNSN;100;10;47.0;4567.0;11170.0;18760.0;23854.0;11721.98098742717
ZigZagOverNSN;100;10;154.0;4182.5;10706.5;18825.5;24583.0;11689.75
ZigZagOverNSN;100;10;119.0;4693.0;11812.0;18380.0;24107.0;11701.008
ZigZagOverNSN;100;10;138.0;4708.5;11509.5;17797.5;23221.0;11297.449876237624
ZigZagOverNSN;100;10;57.0;5189.0;11906.0;18271.0;24154.0;11714.988667687596
ZigZagOverNSN;100;10;127.0;4940.5;10536.5;16963.5;22333.0;10858.96254681648
ZigZagOverNSN;100;10;98.0;3779.0;11867.0;20908.0;25922.0;12430.321751824818
ZigZagOverNSN;100;10;133.0;4780.5;11313.5;17877.5;23526.0;11386.844696969696
ZigZagOverNSN;100;10;119.0;4948.5;12251.5;20238.5;25847.0;12489.852959309494
ZigZagOverNSN;100;10;101.0;4001.5;10545.0;17473.5;23049.0;10962.196253345228
ZigZagOverNSN;100;10;176.0;631.5;1136.0;1536.5;1978.0;1110.1795665634675
ZigZagOverNSN;100;10;70.0;4134.5;10952.5;18094.0;23223.0;11078.811824729892
ZigZagOverNSN;100;10;180.0;3971.0;10177.0;20094.0;25008.0;11997.374583963692
ZigZagOverNSN;100;10;48.0;4384.5;10704.0;17908.5;23196.0;11250.347125038028
ZigZagOverNSN;100;10;51.0;4761.5;11801.0;20996.5;26282.0;12749.828719196836
ZigZagOverNSN;100;10;216.0;4222.0;10934.5;18077.0;23097.0;11145.440048691418
ZigZagOverNSN;100;10;53.0;3954.0;11293.0;19238.0;24295.0;11579.285150318858
ZigZagOverNSN;100;10;94.0;4723.0;10974.0;19294.0;24903.0;11998.623166716552
ZigZagOverNSN;100;10;168.0;4627.0;11002.0;20649.0;26709.0;12726.175917767989
ZigZagOverNSN;100;10;79.0;4502.5;10716.5;16932.5;22830.0;11082.906687898088
ZigZagOverNSN;100;10;6.0;4460.5;10551.0;17930.5;23722.0;11231.015765069551
ZigZagOverNSN;100;10;147.0;4979.5;10713.0;17588.5;23109.0;11231.554809160305
ZigZagOverNSN;100;10;180.0;4868.0;11159.0;18257.0;23762.0;11541.096589194083
ZigZagOverNSN;100;10;215.0;4144.5;11393.5;18422.5;23681.0;11400.56394640682
ZigZagOverNSN;100;10;57.0;3270.0;5836.0;9080.5;17697.0;6307.744704549922
ZigZagOverNSN;100;10;48.0;3888.0;6495.0;10040.0;19268.0;7014.322060407586
ZigZagOverNSN;100;10;111.0;3459.0;6294.0;9797.0;19304.0;6738.62200136298
ZigZagOverNSN;100;10;47.0;3473.0;6119.0;9217.0;17833.0;6470.055673799278
ZigZagOverNSN;100;10;154.0;3568.0;6210.0;9944.0;19476.0;6832.149876569497
ZigZagOverNSN;100;10;118.0;3298.0;6473.0;9327.0;18344.0;6629.430655979672
ZigZagOverNSN;100;10;138.0;3620.0;6459.0;10022.0;19625.0;6694.933045323769
ZigZagOverNSN;100;10;57.0;3662.0;6747.0;9433.0;18089.0;6730.125753561785
ZigZagOverNSN;100;10;126.0;3558.0;6183.0;8964.0;17073.0;6387.362731456706
ZigZagOverNSN;100;10;98.0;3152.0;5924.0;10329.0;21094.0;6767.030880624223
