Strategy;nPOIs;nUAV;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData;msgAVGDelayOnGS
TSPbasedMobility;20;2;3,28375;10;3750000;3000;50;4;3634685;3561755;436
TSPbasedMobility;20;4;6,23920;10;3750000;3000;69;4;3525340;3432190;563
TSPbasedMobility;20;8;12,15490;10;3750000;3000;63;4;3306240;3276285;304
TSPbasedMobility;20;16;26,65453;10;3750000;3000;135;4;2779120;2741770;560
TSPbasedMobility;20;2;3,15163;10;3750000;3000;79;4;3634210;3628155;76
TSPbasedMobility;20;4;6,48740;10;3750000;3000;380;4;3511930;3502265;448
TSPbasedMobility;20;8;11,52567;10;3750000;3000;100;4;3344565;3062440;596
TSPbasedMobility;20;16;26,03026;10;3750000;3000;115;4;2787485;2749930;762
TSPbasedMobility;20;2;3,19601;10;3750000;3000;280;4;3632750;3627605;1215
TSPbasedMobility;20;4;6,40677;10;3750000;3000;51;4;3513460;3503665;682
TSPbasedMobility;20;8;12,53971;10;3750000;3000;776;4;3305915;3013915;1460
TSPbasedMobility;20;16;23,43180;10;3750000;3000;207;4;2887190;2853490;491
TSPbasedMobility;20;2;3,25845;10;3750000;3000;110;4;3630440;3624705;588
TSPbasedMobility;20;4;7,01188;10;3750000;3000;60;4;3492090;3481930;430
TSPbasedMobility;20;8;14,71727;10;3750000;3000;79;4;3208610;3185405;793
TSPbasedMobility;20;16;28,56165;10;3750000;3000;79;4;2730175;2059170;634
TSPbasedMobility;20;2;3,24492;10;3750000;3000;176;4;3630970;3625870;1233
TSPbasedMobility;20;4;7,27583;10;3750000;3000;86;4;3484465;3473295;244
TSPbasedMobility;20;8;11,90950;10;3750000;3000;61;4;3336200;3078970;710
TSPbasedMobility;20;16;28,05859;10;3750000;3000;104;4;2724170;2684020;138
TSPbasedMobility;20;2;3,12373;10;3750000;3000;85;4;3636260;3630475;1128
TSPbasedMobility;20;4;7,14547;10;3750000;3000;76;4;3487650;3476830;609
TSPbasedMobility;20;8;14,83234;10;3750000;3000;90;4;3200640;3177820;416
TSPbasedMobility;20;16;25,77905;10;3750000;3000;194;4;2805850;2768610;849
TSPbasedMobility;20;2;2,88822;10;3750000;3000;108;4;3648580;3577135;1256
TSPbasedMobility;20;4;6,37129;10;3750000;3000;133;4;3516645;3506485;1177
TSPbasedMobility;20;8;14,02255;10;3750000;3000;218;4;3234920;3215450;498
TSPbasedMobility;20;16;28,48707;10;3750000;3000;161;4;2700555;2661075;77
TSPbasedMobility;20;2;2,96060;10;3750000;3000;66;4;3641565;3636460;640
TSPbasedMobility;20;4;6,75719;10;3750000;3000;55;4;3502095;3491465;1196
TSPbasedMobility;20;8;13,31693;10;3750000;3000;108;4;3260570;3239965;70
TSPbasedMobility;20;16;24,76473;10;3750000;3000;910;4;2843070;2808630;661
TSPbasedMobility;20;2;3,57153;10;3750000;3000;44;4;3619570;3613540;411
TSPbasedMobility;20;4;7,02971;10;3750000;3000;75;4;3494320;3457980;129
TSPbasedMobility;20;8;12,15657;10;3750000;3000;65;4;3301830;3283855;534
TSPbasedMobility;20;16;28,60994;10;3750000;3000;79;4;2699430;2658660;573
TSPbasedMobility;20;2;3,14717;10;3750000;3000;82;4;3638620;3561620;331
TSPbasedMobility;20;4;5,83335;10;3750000;3000;56;4;3536180;3526785;297
TSPbasedMobility;20;8;12,23886;10;3750000;3000;110;4;3324195;3058815;2579
TSPbasedMobility;20;16;27,82802;10;3750000;3000;94;4;2729470;2687890;245
TSPbasedMobility;20;2;3,34006;10;3750000;3000;53;4;3633745;3556990;336
TSPbasedMobility;20;4;7,12883;10;3750000;3000;233;4;3489770;3478150;542
TSPbasedMobility;20;8;12,58385;10;3750000;3000;98;4;3289660;3270745;1092
TSPbasedMobility;20;16;26,14217;10;3750000;3000;222;4;2790275;2752630;1121
TSPbasedMobility;20;2;3,09433;10;3750000;3000;553;4;3636320;3631320;505
TSPbasedMobility;20;4;6,70719;10;3750000;3000;563;4;3504005;3493210;331
TSPbasedMobility;20;8;11,06727;10;3750000;3000;60;4;3342240;3325240;783
TSPbasedMobility;20;16;24,57020;10;3750000;3000;78;4;2842215;2809100;328
TSPbasedMobility;20;2;3,89010;10;3750000;3000;279;4;3607680;3601005;458
TSPbasedMobility;20;4;6,86397;10;3750000;3000;96;4;3497595;3487510;240
TSPbasedMobility;20;8;15,06505;10;3750000;3000;76;4;3200110;3177120;963
TSPbasedMobility;20;16;26,53855;10;3750000;3000;917;4;2774270;2737985;283
TSPbasedMobility;20;2;3,38529;10;3750000;3000;123;4;3633540;3556075;1011
TSPbasedMobility;20;4;5,94505;10;3750000;3000;867;4;3532180;3521920;1592
TSPbasedMobility;20;8;13,79441;10;3750000;3000;122;4;3241520;3222165;383
TSPbasedMobility;20;16;26,87871;10;3750000;3000;65;4;2763575;2723200;327
TSPbasedMobility;20;2;3,57013;10;3750000;3000;361;4;3623110;3538795;107
TSPbasedMobility;20;4;6,46603;10;3750000;3000;618;4;3513740;3502590;1198
TSPbasedMobility;20;8;13,03205;10;3750000;3000;87;4;3284570;2976720;1313
