Strategy;nUAV;nPOIs;;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData;globalAvgDelay;nMsgs;tourSize;mapa
ZigZagOverNSN;15;60;std;0.923088494489;0.0;0.0;0.0;2700.66000334;0.0;1859.93217744;4941.35726534;315.547102296;30100.0990153;12320.686826;19.4850369942
ZigZagOverNSN;15;60;min;8.51539;71.0;360000.0;30000.0;26599.0;1.0;335270.0;298105.0;3925.0;318894.0;144782.0;1.0
ZigZagOverNSN;15;60;25%;9.821275;71.0;360000.0;30000.0;28058.5;1.0;339520.0;306980.0;4388.5;352617.0;161782.5;17.5
ZigZagOverNSN;15;60;50%;10.27294;71.0;360000.0;30000.0;30493.0;1.0;341160.0;311125.0;4633.0;368026.0;173483.0;34.0
ZigZagOverNSN;15;60;75%;11.087735;71.0;360000.0;30000.0;31427.5;1.0;342030.0;313990.0;4817.0;391111.0;179819.5;50.5
ZigZagOverNSN;15;60;max;12.73338;71.0;360000.0;30000.0;42381.0;1.0;344190.0;320695.0;5257.0;434971.0;200737.0;67.0
ZigZagOverNSN;20;40;count;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
ZigZagOverNSN;20;40;mean;17.9445632;71.0;360000.0;30000.0;31986.72;1.0;327054.3;277440.7;3559.69;415511.75;140227.51;50.5
ZigZagOverNSN;20;40;std;1.67642502132;0.0;0.0;0.0;1341.77139121;0.0;3352.74650116;9355.71048595;274.097147675;39906.344231;11248.9861204;29.0114919759
ZigZagOverNSN;20;40;min;13.94976;71.0;360000.0;30000.0;29660.0;1.0;316710.0;251970.0;2766.0;343201.0;111807.0;1.0
ZigZagOverNSN;20;40;25%;16.5926675;71.0;360000.0;30000.0;31053.5;1.0;324585.0;270592.5;3371.0;383358.25;131066.25;25.75
ZigZagOverNSN;20;40;50%;17.872775;71.0;360000.0;30000.0;31873.0;1.0;327620.0;277637.5;3554.0;412297.5;140375.5;50.5
ZigZagOverNSN;20;40;75%;19.2227375;71.0;360000.0;30000.0;32685.0;1.0;329450.0;284448.75;3746.0;448084.0;148989.75;75.25
ZigZagOverNSN;20;40;max;22.99135;71.0;360000.0;30000.0;38463.0;1.0;338355.0;299340.0;4228.0;524864.0;172272.0;100.0
ZigZagOverNSN;30;60;count;67.0;67.0;67.0;67.0;67.0;67.0;67.0;67.0;67.0;67.0;67.0;67.0
ZigZagOverNSN;30;60;mean;20.5375067164;71.0;360000.0;30000.0;75477.7313433;1.0;322210.746269;264504.328358;4123.1641791;658439.298507;171279.791045;34.0
ZigZagOverNSN;30;60;std;1.8244865985;0.0;0.0;0.0;7289.27532995;0.0;3561.90952084;10648.8110695;297.070423087;56534.3954348;12320.686826;19.4850369942
ZigZagOverNSN;30;60;min;16.64727;71.0;360000.0;30000.0;65169.0;1.0;313305.0;234850.0;3571.0;552297.0;144782.0;1.0
ZigZagOverNSN;30;60;25%;19.25802;71.0;360000.0;30000.0;70979.5;1.0;319960.0;257652.5;3864.0;613136.0;161782.5;17.5
ZigZagOverNSN;30;60;50%;20.1953;71.0;360000.0;30000.0;74096.0;1.0;322735.0;265640.0;4141.0;658535.0;173483.0;34.0
ZigZagOverNSN;30;60;75%;21.780105;71.0;360000.0;30000.0;77986.0;1.0;324850.0;272357.5;4278.0;699889.5;179819.5;50.5
ZigZagOverNSN;30;60;max;25.08236;71.0;360000.0;30000.0;103855.0;1.0;329745.0;286250.0;4681.0;812463.0;200737.0;67.0
