Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;pathTime;globalAvgDelay;nMsgs;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;mapName
DADCA-LKH-Cut;250;2;1.14860;71;259200;13000;52;8715;134112;151133;658320;20;30;28165;14082;281640.0;25
FPPWR;250;16;0.97982;71;259200;13000;57;28660;99794;535594;0;0;0;0;0;0.0;29
TSP-based;250;8;3.90721;71;259200;13000;41;9404;461394;155650;650248;0;0;0;0;0.0;110
DADCA-LKH-Cut;250;8;3.99947;71;259200;13000;31;6833;251085;151133;650112;546;1415;830316;103789;2075780.0;25
DADCA-NSN;250;2;0.97340;71;259200;13000;52;16345;113965;181592;1300224;19;26;37306;18653;373060.0;29
DADCA-NSN;250;8;3.26900;71;259200;13000;76;11906;364427;181592;650160;449;931;1000418;125052;2501040.0;29
TSP-based;250;16;7.62127;71;259200;13000;44;9401;899242;155650;650112;0;0;0;0;0.0;110
DADCA-NSN;250;4;1.74945;71;259200;13000;46;15609;210340;181592;1300368;101;158;224532;56133;1122660.0;29
DADCA-LKH-Cut;250;16;7.78869;71;259200;13000;35;5179;474381;151133;0;2303;9390;3776254;236015;4720300.0;25
DADCA-NSN;250;16;6.32832;71;259200;13000;52;10247;660153;181592;650184;1891;5427;3943029;246439;4928780.0;29
TSP-based;250;4;2.06525;71;259200;13000;617;9016;247433;154591;-12390016;0;0;0;0;0.0;111
DADCA-LKH;250;4;2.05046;71;259200;13000;4943;13983;239413;155344;-12544368;125;180;307970;76992;1539840.0;26
DADCA-Parted-NSN;250;2;0.95349;71;259200;13000;30;10468;110584;183047;0;22;32;22744;11372;227440.0;29
DADCA-Parted-NSN;250;8;3.18093;71;259200;13000;42;8868;237247;183047;0;406;1244;602303;75287;1505740.0;29
TSP-based;250;2;1.13120;71;259200;13000;56;9028;138045;154591;650248;0;0;0;0;0.0;111
DADCA-LKH;250;2;1.12492;71;259200;13000;39;14373;132460;155344;650328;21;26;52892;26446;528920.0;26
DADCA-Parted-NSN;250;4;1.69424;71;259200;13000;26;10519;196924;183047;0;92;193;125376;31344;626880.0;29
TSP-based;250;8;3.93620;71;259200;13000;49;9033;472272;154591;650248;0;0;0;0;0.0;111
DADCA-Parted-NSN;250;16;6.17044;71;259200;13000;37;5577;353779;183047;0;1691;8714;3151386;196961;3939220.0;29
DADCA-LKH;250;8;3.90340;71;259200;13000;41;11289;434548;155344;0;547;991;1386891;173361;3467220.0;26
FPPWR;250;2;0.22402;71;259200;13000;66;28960;24256;542224;650112;0;0;0;0;0.0;30
FPPWR;250;8;0.54495;71;259200;13000;98;28974;59761;542224;650112;0;0;0;0;0.0;30
TSP-based;250;16;7.66951;71;259200;13000;45;9028;909274;154591;0;0;0;0;0;0.0;111
DADCA-LKH;250;16;7.58973;71;259200;13000;29;9970;841602;155344;0;2401;5641;5794970;362185;7243700.0;26
FPPWR;250;4;0.32992;71;259200;13000;50;29067;35975;542224;650112;0;0;0;0;0.0;30
TSP-based;250;4;2.03448;71;259200;13000;755;9152;241211;156141;-12027464;0;0;0;0;0.0;112
FPPWR;250;16;0.98231;71;259200;13000;55;29019;95901;542224;0;0;0;0;0;0.0;30
DADCA-LKH-Cut;250;4;2.01665;71;259200;13000;50;9640;229232;156744;650112;119;219;149798;37449;748980.0;26
TSP-based;250;2;1.11539;71;259200;13000;37;9142;132035;156141;650112;0;0;0;0;0.0;112
DADCA-NSN;250;2;0.94483;71;259200;13000;54;16312;108568;186971;1300224;17;22;36302;18151;363020.0;30
DADCA-LKH-Cut;250;2;1.10679;71;259200;13000;45;9054;128701;156744;650328;20;30;26349;13174;263480.0;26
DADCA-NSN;250;8;3.15140;71;259200;13000;52;11871;345877;186971;650160;417;881;930365;116295;2325900.0;30
TSP-based;250;8;3.87306;71;259200;13000;47;9150;459641;156141;650248;0;0;0;0;0.0;112
DADCA-NSN;250;4;1.67415;71;259200;13000;46;16377;193262;186971;1300368;99;155;211022;52755;1055100.0;30
DADCA-LKH-Cut;250;8;3.82910;71;259200;13000;28;6443;253358;156744;650112;511;1364;707191;88398;1767960.0;26
DADCA-NSN;250;16;6.07971;71;259200;13000;51;10447;594555;186971;650112;1853;5246;3808445;238027;4760540.0;30
TSP-based;250;16;7.55586;71;259200;13000;51;9154;891399;156141;0;0;0;0;0;0.0;112
DADCA-Parted-NSN;250;2;0.88162;71;259200;13000;37;11207;99759;197407;0;18;30;21950;10975;219500.0;30
DADCA-LKH-Cut;250;16;7.44497;71;259200;13000;35;4954;448426;156744;0;2216;9318;3620034;226252;4525040.0;26
DADCA-Parted-NSN;250;8;2.88916;71;259200;13000;38;7704;198307;197407;0;344;1227;589650;73706;1474120.0;30
TSP-based;250;4;2.02724;71;259200;13000;3677;9018;236202;157002;-12002464;0;0;0;0;0.0;113
DADCA-LKH;250;4;2.05868;71;259200;13000;1363;13823;251368;154836;-12690424;125;178;313449;78362;1567240.0;27
DADCA-Parted-NSN;250;4;1.55518;71;259200;13000;27;11292;175961;197407;0;82;189;121787;30446;608920.0;30
TSP-based;250;2;1.11145;71;259200;13000;57;9017;132418;157002;650112;0;0;0;0;0.0;113
DADCA-Parted-NSN;250;16;5.57245;71;259200;13000;32;6194;385523;197407;0;1499;9026;2311781;144486;2889720.0;30
DADCA-LKH;250;2;1.13093;71;259200;13000;27;14300;135081;154836;658320;23;30;53338;26669;533380.0;27
TSP-based;250;8;3.85356;71;259200;13000;36;9022;454662;157002;650248;0;0;0;0;0.0;113
FPPWR;250;2;0.23506;71;259200;13000;83;27938;23702;518886;650112;0;0;0;0;0.0;31
FPPWR;250;8;0.58525;71;259200;13000;81;27922;59066;518886;650112;0;0;0;0;0.0;31
DADCA-LKH;250;8;3.91937;71;259200;13000;38;11350;457074;154836;0;563;1011;1424571;178071;3561420.0;27
FPPWR;250;4;0.35151;71;259200;13000;51;27938;35366;518886;650112;0;0;0;0;0.0;31
TSP-based;250;16;7.51164;71;259200;13000;37;9023;886340;157002;0;0;0;0;0;0.0;113
FPPWR;250;16;1.05292;71;259200;13000;68;28005;106339;518886;0;0;0;0;0;0.0;31
DADCA-LKH;250;16;7.61609;71;259200;13000;40;9665;809183;154836;0;2408;5651;5623644;351477;7029540.0;27
TSP-based;250;4;2.04654;71;259200;13000;3643;8864;241638;155609;-12113960;0;0;0;0;0.0;114
DADCA-NSN;250;2;0.93473;71;259200;13000;83;17012;112649;187258;1300224;17;22;37639;18819;376380.0;31
DADCA-NSN;250;8;3.10941;71;259200;13000;51;12215;338681;187258;650184;412;885;921052;115131;2302620.0;31
DADCA-LKH-Cut;250;4;2.04463;71;259200;13000;48;9001;241398;154984;650112;114;214;163293;40823;816460.0;27
TSP-based;250;2;1.12142;71;259200;13000;47;8878;132234;155609;650112;0;0;0;0;0.0;114
DADCA-NSN;250;4;1.66448;71;259200;13000;49;16751;187320;187258;1300368;91;146;213816;53454;1069080.0;31
DADCA-LKH-Cut;250;2;1.11870;71;259200;13000;44;8993;131862;154984;658320;24;34;28944;14472;289440.0;27
DADCA-NSN;250;16;6.02230;71;259200;13000;51;11017;646801;187258;650184;1873;5498;3982782;248923;4978460.0;31
TSP-based;250;8;3.89645;71;259200;13000;45;8872;460529;155609;650248;0;0;0;0;0.0;114
DADCA-LKH-Cut;250;8;3.88263;71;259200;13000;37;6292;256883;154984;650112;520;1364;833056;104132;2082640.0;27
DADCA-Parted-NSN;250;2;0.90767;71;259200;13000;30;11146;107189;191700;0;14;26;22251;11125;222500.0;31
DADCA-Parted-NSN;250;8;3.00172;71;259200;13000;33;7731;249214;191700;0;394;1261;634926;79365;1587300.0;31
TSP-based;250;16;7.59291;71;259200;13000;34;8873;898262;155609;0;0;0;0;0;0.0;114
DADCA-Parted-NSN;250;4;1.60394;71;259200;13000;28;11079;191141;191700;0;78;188;126376;31594;631880.0;31
DADCA-LKH-Cut;250;16;7.57076;71;259200;13000;44;4753;459655;154984;0;2245;9285;3667510;229219;4584380.0;27
TSP-based;250;4;2.05623;71;259200;13000;789;8955;247408;155014;-13079464;0;0;0;0;0.0;115
DADCA-Parted-NSN;250;16;5.79633;71;259200;13000;47;6266;415185;191700;0;1576;9208;2862070;178879;3577580.0;31
DADCA-LKH;250;4;2.02698;71;259200;13000;1175;14289;217871;156923;-12413480;127;180;312416;78104;1562080.0;28
TSP-based;250;2;1.12807;71;259200;13000;40;8960;138374;155014;650112;0;0;0;0;0.0;115
FPPWR;250;2;0.25233;71;259200;13000;66;26198;23711;498556;650112;0;0;0;0;0.0;32
FPPWR;250;8;0.62927;71;259200;13000;69;26153;59356;498556;650112;0;0;0;0;0.0;32
DADCA-LKH;250;2;1.10991;71;259200;13000;27;14620;134143;156923;658320;21;26;54890;27445;548900.0;28
TSP-based;250;8;3.91711;71;259200;13000;41;8956;466491;155014;650248;0;0;0;0;0.0;115
FPPWR;250;4;0.37880;71;259200;13000;56;26155;35681;498556;650112;0;0;0;0;0.0;32
DADCA-LKH;250;8;3.85015;71;259200;13000;32;11667;413841;156923;0;555;997;1430750;178843;3576860.0;28
FPPWR;250;16;1.13802;71;259200;13000;85;26196;113368;498556;0;0;0;0;0;0.0;32
TSP-based;250;16;7.63718;71;259200;13000;37;8955;903635;155014;0;0;0;0;0;0.0;115
DADCA-NSN;250;2;0.97675;71;259200;13000;55;16465;112971;180119;1300224;17;24;38294;19147;382940.0;32
DADCA-NSN;250;8;3.28904;71;259200;13000;51;11862;368964;180119;650184;451;916;1032247;129030;2580600.0;32
DADCA-LKH;250;16;7.49074;71;259200;13000;36;10175;818502;156923;0;2315;5545;5672613;354538;7090760.0;28
TSP-based;250;4;2.07315;71;259200;13000;3264;8829;253473;153865;-12009376;0;0;0;0;0.0;116
DADCA-NSN;250;4;1.76033;71;259200;13000;46;14416;191694;180119;1300368;97;153;233521;58380;1167600.0;32
DADCA-LKH-Cut;250;4;1.99819;71;259200;13000;53;9091;235085;157582;650112;102;202;146383;36595;731900.0;28
TSP-based;250;2;1.13554;71;259200;13000;36;8836;138276;153865;650112;0;0;0;0;0.0;116
DADCA-NSN;250;16;6.37946;71;259200;13000;51;10531;706647;180119;650112;1940;5343;4236741;264796;5295920.0;32
DADCA-LKH-Cut;250;2;1.09758;71;259200;13000;29;9153;132019;157582;658320;22;32;26705;13352;267040.0;28
DADCA-Parted-NSN;250;2;0.92323;71;259200;13000;26;10981;108712;192689;0;16;26;22423;11211;224220.0;32
DADCA-Parted-NSN;250;8;3.02652;71;259200;13000;35;11313;263714;192689;0;381;1328;774752;96844;1936880.0;32
TSP-based;250;8;3.95003;71;259200;13000;39;8834;472426;153865;650248;0;0;0;0;0.0;116
DADCA-LKH-Cut;250;8;3.79653;71;259200;13000;35;7034;255320;157582;650112;540;1386;803566;100445;2008900.0;28
DADCA-Parted-NSN;250;4;1.63025;71;259200;13000;34;11044;193602;192689;0;76;180;126553;31638;632760.0;32
DADCA-Parted-NSN;250;16;5.93185;71;259200;13000;29;5977;387480;192689;0;10350;18232;3017130;188570;3771400.0;32
TSP-based;250;16;7.70410;71;259200;13000;47;8837;910626;153865;0;0;0;0;0;0.0;116
DADCA-LKH-Cut;250;16;7.38676;71;259200;13000;38;5550;454378;157582;0;2201;9358;3666353;229147;4582940.0;28
FPPWR;250;2;0.23948;71;259200;13000;65;27301;23826;512976;650152;0;0;0;0;0.0;33
FPPWR;250;8;0.59645;71;259200;13000;56;27248;59456;512976;650112;0;0;0;0;0.0;33
TSP-based;250;4;2.05343;71;259200;13000;5068;9254;242172;155577;-12722176;0;0;0;0;0.0;117
DADCA-LKH;250;4;2.08366;71;259200;13000;3760;13527;251157;153141;-12471600;125;180;305950;76487;1529740.0;29
TSP-based;250;2;1.12358;71;259200;13000;31;9242;138057;155577;650248;0;0;0;0;0.0;117
FPPWR;250;4;0.35818;71;259200;13000;56;27259;35624;512976;650176;0;0;0;0;0.0;33
FPPWR;250;16;1.07355;71;259200;13000;54;27292;106859;512976;0;0;0;0;0;0.0;33
DADCA-LKH;250;2;1.14012;71;259200;13000;45;14075;134504;153141;650248;21;26;52071;26035;520700.0;29
TSP-based;250;8;3.90988;71;259200;13000;36;9258;461261;155577;650248;0;0;0;0;0.0;117
DADCA-NSN;250;2;0.95149;71;259200;13000;73;16623;112502;183954;1300224;17;22;37130;18565;371300.0;33
DADCA-NSN;250;8;3.17922;71;259200;13000;61;11897;334075;183954;650184;453;907;960656;120082;2401640.0;33
DADCA-LKH;250;8;3.96525;71;259200;13000;36;10992;445839;153141;0;571;1017;1373171;171646;3432920.0;29
TSP-based;250;16;7.61623;71;259200;13000;52;9251;898053;155577;0;0;0;0;0;0.0;117
DADCA-NSN;250;4;1.69543;71;259200;13000;47;15972;199390;183954;1300368;95;158;223088;55772;1115440.0;33
DADCA-NSN;250;16;6.13917;71;259200;13000;53;10725;657470;183954;650184;1857;5260;3947942;246746;4934920.0;33
DADCA-LKH;250;16;7.72849;71;259200;13000;40;9480;835482;153141;0;2422;5677;5649094;353068;7061360.0;29
TSP-based;250;4;2.22924;71;259200;13000;899;8965;264803;155681;-12642600;0;0;0;0;0.0;118
DADCA-Parted-NSN;250;2;0.92273;71;259200;13000;43;10672;110653;187862;0;14;24;21434;10717;214340.0;33
DADCA-Parted-NSN;250;8;3.07542;71;259200;13000;33;8343;222555;187862;0;378;1272;560873;70109;1402180.0;33
DADCA-LKH-Cut;250;4;2.06533;71;259200;13000;51;8824;232808;152963;650248;122;223;166836;41709;834180.0;29
TSP-based;250;2;1.24433;71;259200;13000;48;9186;148411;155681;650248;0;0;0;0;0.0;118
DADCA-Parted-NSN;250;4;1.64324;71;259200;13000;25;10914;194999;187862;0;78;188;121182;30295;605900.0;33
DADCA-LKH-Cut;250;2;1.13111;71;259200;13000;44;8880;132222;152963;650136;20;30;29214;14607;292140.0;29
TSP-based;250;8;4.11130;71;259200;13000;33;8966;487610;155681;0;0;0;0;0;0.0;118
DADCA-Parted-NSN;250;16;5.91393;71;259200;13000;32;5756;373390;187862;0;1693;8927;2515788;157236;3144720.0;33
DADCA-LKH-Cut;250;8;3.92788;71;259200;13000;36;7324;292788;152963;650136;558;1395;842241;105280;2105600.0;29
FPPWR;250;2;0.26375;71;259200;13000;59;26163;29471;484942;650112;0;0;0;0;0.0;34
FPPWR;250;8;0.65659;71;259200;13000;54;26263;64724;484942;650112;0;0;0;0;0.0;34
TSP-based;250;16;7.81861;71;259200;13000;51;8919;923005;155681;650144;0;0;0;0;0.0;118
FPPWR;250;4;0.39380;71;259200;13000;51;26280;41198;484942;650176;0;0;0;0;0.0;34
DADCA-LKH-Cut;250;16;7.65065;71;259200;13000;38;4743;479194;152963;650136;2258;9322;3711098;231943;4638860.0;29
TSP-based;250;4;2.07766;71;259200;13000;465;9008;248581;154125;-12646504;0;0;0;0;0.0;119
FPPWR;250;16;1.18272;71;259200;13000;51;26252;123340;484942;0;0;0;0;0;0.0;34
DADCA-LKH;250;4;2.08429;71;259200;13000;2081;13798;251527;153222;-12481120;123;177;316648;79162;1583240.0;30
TSP-based;250;2;1.13760;71;259200;13000;38;9012;138702;154125;650248;0;0;0;0;0.0;119
DADCA-NSN;250;2;0.96239;71;259200;13000;47;16529;113113;183399;1300224;19;24;35478;17739;354780.0;34
DADCA-NSN;250;8;3.23581;71;259200;13000;73;11637;370733;183399;650184;450;912;974237;121779;2435580.0;34
DADCA-LKH;250;2;1.14188;71;259200;13000;33;14231;134743;153222;650248;23;28;54148;27074;541480.0;30
TSP-based;250;8;3.95828;71;259200;13000;47;9024;474272;154125;650248;0;0;0;0;0.0;119
DADCA-NSN;250;4;1.72542;71;259200;13000;46;15857;202343;183399;1300368;98;169;209574;52393;1047860.0;34
DADCA-LKH;250;8;3.96998;71;259200;13000;34;11346;469761;153222;0;578;1027;1445698;180712;3614240.0;30
DADCA-NSN;250;16;6.25617;71;259200;13000;61;10166;696309;183399;650184;1883;5324;3806020;237876;4757520.0;34
TSP-based;250;16;7.71204;71;259200;13000;45;9018;912498;154125;0;0;0;0;0;0.0;119
DADCA-Parted-NSN;250;2;0.95627;71;259200;13000;33;10370;111109;182623;0;24;41;22682;11341;226820.0;34
DADCA-Parted-NSN;250;8;3.19904;71;259200;13000;30;7423;216877;182623;0;398;1286;630359;78794;1575880.0;34
TSP-based;250;4;2.08436;71;259200;13000;960;9031;253871;153768;-12739072;0;0;0;0;0.0;120
DADCA-LKH;250;16;7.71823;71;259200;13000;33;9582;789676;153222;0;2528;5786;5504732;344045;6880900.0;30
DADCA-Parted-NSN;250;4;1.70338;71;259200;13000;31;10309;196745;182623;0;88;206;126720;31680;633600.0;34
TSP-based;250;2;1.14040;71;259200;13000;53;9025;138525;153768;650248;0;0;0;0;0.0;120
DADCA-LKH-Cut;250;4;2.06970;71;259200;13000;46;8802;233164;152945;650248;118;219;167030;41757;835140.0;30
DADCA-Parted-NSN;250;16;6.20358;71;259200;13000;30;6068;399181;182623;0;1727;9605;2699140;168696;3373920.0;34
DADCA-LKH-Cut;250;2;1.13221;71;259200;13000;32;8888;132384;152945;650112;20;30;29022;14511;290220.0;30
FPPWR;250;2;0.23425;71;259200;13000;68;28569;23500;516052;650112;0;0;0;0;0.0;35
TSP-based;250;8;3.97103;71;259200;13000;39;9028;484591;153768;650248;0;0;0;0;0.0;120
FPPWR;250;8;0.58981;71;259200;13000;85;28483;58766;516052;650112;0;0;0;0;0.0;35
DADCA-LKH-Cut;250;8;3.93461;71;259200;13000;30;6603;253899;152945;650112;522;1367;848742;106092;2121840.0;30
FPPWR;250;4;0.35046;71;259200;13000;47;28430;34888;516052;650176;0;0;0;0;0.0;35
TSP-based;250;16;7.74542;71;259200;13000;38;9022;916330;153768;0;0;0;0;0;0.0;120
FPPWR;250;16;1.05458;71;259200;13000;70;28452;105045;516052;0;0;0;0;0;0.0;35
TSP-based;250;4;2.00816;71;259200;13000;1217;8921;235760;157856;-12066632;0;0;0;0;0.0;121
DADCA-LKH-Cut;250;16;7.67964;71;259200;13000;35;5004;479468;152945;0;2332;9298;3787607;236725;4734500.0;30
DADCA-NSN;250;2;0.92455;71;259200;13000;78;17892;104693;190451;1300224;17;22;37231;18615;372300.0;35
DADCA-NSN;250;8;3.19231;71;259200;13000;54;13345;347365;190451;650184;22512;23108;982625;122828;2456560.0;35
TSP-based;250;2;1.10305;71;259200;13000;48;8915;132322;157856;650112;0;0;0;0;0.0;121
DADCA-LKH;250;4;2.07640;71;259200;13000;1514;13359;221247;153290;-13436320;131;184;314457;78614;1572280.0;31
DADCA-NSN;250;4;1.63272;71;259200;13000;45;17128;184343;190451;1300344;91;158;203898;50974;1019480.0;35
TSP-based;250;8;3.82047;71;259200;13000;50;8913;443065;157856;650248;0;0;0;0;0.0;121
DADCA-NSN;250;16;5.94066;71;259200;13000;51;10887;617683;190451;650112;1791;5306;3818330;238645;4772900.0;35
DADCA-LKH;250;2;1.14134;71;259200;13000;31;14239;129002;153290;650248;21;26;55108;27554;551080.0;31
DADCA-Parted-NSN;250;2;0.96789;71;259200;13000;43;10148;111983;179878;0;16;26;22801;11400;228000.0;35
DADCA-Parted-NSN;250;8;3.25156;71;259200;13000;29;7215;212269;179878;0;422;1291;694896;86862;1737240.0;35
DADCA-LKH;250;8;3.96251;71;259200;13000;40;11399;456630;153290;0;589;1040;1480788;185098;3701960.0;31
TSP-based;250;16;7.43566;71;259200;13000;45;8911;879393;157856;0;0;0;0;0;0.0;121
DADCA-Parted-NSN;250;4;1.73174;71;259200;13000;30;10213;198508;179878;0;92;196;134653;33663;673260.0;35
TSP-based;250;4;2.03801;71;259200;13000;8208;9124;242353;156471;-12912336;0;0;0;0;0.0;122
DADCA-Parted-NSN;250;16;6.31664;71;259200;13000;26;5749;370581;179878;0;1773;9361;3073388;192086;3841720.0;35
DADCA-LKH;250;16;7.71688;71;259200;13000;35;10019;855098;153290;0;2425;5696;5945085;371567;7431340.0;31
TSP-based;250;2;1.11666;71;259200;13000;39;9111;132467;156471;650112;0;0;0;0;0.0;122
FPPWR;250;2;0.26159;71;259200;13000;85;25382;29535;485588;650112;0;0;0;0;0.0;36
FPPWR;250;8;0.65391;71;259200;13000;87;25503;64624;485588;650112;0;0;0;0;0.0;36
DADCA-LKH-Cut;250;4;2.07060;71;259200;13000;39;8984;241634;152875;650248;122;222;167312;41828;836560.0;31
TSP-based;250;8;3.88132;71;259200;13000;38;9121;456346;156471;650248;0;0;0;0;0.0;122
FPPWR;250;4;0.39150;71;259200;13000;47;25415;40903;485588;650112;0;0;0;0;0.0;36
DADCA-LKH-Cut;250;2;1.13565;71;259200;13000;44;8919;132536;152875;650136;22;32;28800;14400;288000.0;31
FPPWR;250;16;1.17076;71;259200;13000;49;25447;122919;485588;0;0;0;0;0;0.0;36
DADCA-LKH-Cut;250;8;3.94528;71;259200;13000;35;6824;252704;152875;650112;563;1427;798279;99784;1995680.0;31
TSP-based;250;16;7.55533;71;259200;13000;36;9123;893687;156471;0;0;0;0;0;0.0;122
DADCA-NSN;250;2;1.00955;71;259200;13000;79;15639;113209;173610;1300224;21;26;42407;21203;424060.0;36
DADCA-NSN;250;8;3.42650;71;259200;13000;49;11590;370552;173610;650160;482;931;1102554;137819;2756380.0;36
TSP-based;250;4;1.96242;71;259200;13000;976;9550;230495;162118;-12668728;0;0;0;0;0.0;123
DADCA-LKH-Cut;250;16;7.72888;71;259200;13000;45;5481;479715;152875;650112;15207;22471;3571297;223206;4464120.0;31
DADCA-NSN;250;4;1.82346;71;259200;13000;47;15235;201608;173610;1300368;107;167;254767;63691;1273820.0;36
DADCA-NSN;250;16;6.64316;71;259200;13000;53;10408;740511;173610;650112;2049;5417;4468376;279273;5585460.0;36
TSP-based;250;2;1.07852;71;259200;13000;47;9551;126726;162118;650112;0;0;0;0;0.0;123
DADCA-LKH;250;4;2.05737;71;259200;13000;3305;13782;251415;154928;-12461272;125;179;309326;77331;1546620.0;32
DADCA-Parted-NSN;250;2;0.95044;71;259200;13000;27;10506;111384;184578;0;18;28;22546;11273;225460.0;36
DADCA-Parted-NSN;250;8;3.18046;71;259200;13000;34;6781;212192;184578;0;402;1257;669290;83661;1673220.0;36
TSP-based;250;8;3.72660;71;259200;13000;47;9548;437814;162118;650248;0;0;0;0;0.0;123
DADCA-LKH;250;2;1.12507;71;259200;13000;30;14243;134316;154928;650248;23;28;51915;25957;519140.0;32
DADCA-Parted-NSN;250;4;1.69346;71;259200;13000;26;10510;198009;184578;0;86;198;119678;29919;598380.0;36
TSP-based;250;16;7.26385;71;259200;13000;42;9551;854068;162118;0;0;0;0;0;0.0;123
DADCA-Parted-NSN;250;16;6.14583;71;259200;13000;29;5357;371578;184578;0;1723;8858;3053756;190859;3817180.0;36
DADCA-LKH;250;8;3.90823;71;259200;13000;42;11307;412827;154928;0;618;1063;1345558;168194;3363880.0;32
FPPWR;250;2;0.24274;71;259200;13000;68;28951;23579;511420;650152;0;0;0;0;0.0;37
TSP-based;250;4;2.00059;71;259200;13000;1507;9214;235470;158447;-12313040;0;0;0;0;0.0;124
FPPWR;250;8;0.60550;71;259200;13000;71;28885;58982;511420;650112;0;0;0;0;0.0;37
DADCA-LKH;250;16;7.61605;71;259200;13000;38;10842;866399;154928;0;2360;5660;5783370;361460;7229200.0;32
TSP-based;250;2;1.10046;71;259200;13000;38;9211;132276;158447;650112;0;0;0;0;0.0;124
FPPWR;250;4;0.36287;71;259200;13000;47;28893;35296;511420;650112;0;0;0;0;0.0;37
DADCA-LKH-Cut;250;4;2.02965;71;259200;13000;44;9034;232090;155574;650248;108;208;157668;39417;788340.0;32
FPPWR;250;16;1.08995;71;259200;13000;82;28900;106499;511420;0;0;0;0;0;0.0;37
TSP-based;250;8;3.81296;71;259200;13000;40;9223;443885;158447;650248;0;0;0;0;0.0;124
DADCA-LKH-Cut;250;2;1.11430;71;259200;13000;35;9042;132008;155574;650248;22;32;28759;14379;287580.0;32
DADCA-NSN;250;2;0.96844;71;259200;13000;54;16514;113511;182468;1300224;17;22;38305;19152;383040.0;37
DADCA-NSN;250;8;3.23970;71;259200;13000;49;11960;358330;182468;650160;443;926;969371;121171;2423420.0;37
TSP-based;250;16;7.41683;71;259200;13000;39;9217;879873;158447;0;0;0;0;0;0.0;124
DADCA-LKH-Cut;250;8;3.86877;71;259200;13000;47;6443;252363;155574;650136;497;1339;851304;106413;2128260.0;32
DADCA-NSN;250;4;1.73040;71;259200;13000;47;16486;210970;182468;1300344;102;159;233591;58397;1167940.0;37
DADCA-NSN;250;16;6.26436;71;259200;13000;52;10449;702125;182468;650112;1868;5240;3959076;247442;4948840.0;37
TSP-based;250;4;2.01346;71;259200;13000;3720;9125;235770;158016;-12013528;0;0;0;0;0.0;125
DADCA-LKH-Cut;250;16;6.81041;71;259200;13000;43;5333;388188;155574;650112;275239;283435;2714787;169674;3393480.0;32
DADCA-Parted-NSN;250;2;0.90286;71;259200;13000;41;10993;107614;193013;0;16;31;21833;10916;218320.0;37
DADCA-Parted-NSN;250;8;2.97832;71;259200;13000;30;7246;214841;193013;0;360;1247;622227;77778;1555560.0;37
TSP-based;250;2;1.10652;71;259200;13000;42;9118;132509;158016;650112;0;0;0;0;0.0;125
DADCA-LKH;250;4;2.05258;71;259200;13000;2567;14072;244228;155291;-12748800;135;188;316426;79106;1582120.0;33
DADCA-Parted-NSN;250;4;1.59657;71;259200;13000;26;10947;191413;193013;0;78;201;123117;30779;615580.0;37
TSP-based;250;8;3.83207;71;259200;13000;40;9117;449328;158016;650248;0;0;0;0;0.0;125
DADCA-Parted-NSN;250;16;5.77489;71;259200;13000;32;5896;398141;193013;0;1559;8878;2837004;177312;3546240.0;37
