Strategy;nUAV;nPOIs;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;mapName
FPPWR;2;80;0.5659210999999996;0.000842416666666667;16460.03;311851.92;650125.76;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;2;250;0.2515897499999999;0.001158833333333333;27143.26;507365.76;659878.12;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;2;320;0.22672330000000007;0.0011512500000000004;28779.88;532228.42;663130.92;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;2;500;0.20186874999999996;0.0013919999999999994;31597.28;567781.585;653427.0;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;4;16;4.947295499999999;0.0004509166666666671;4900.22;88503.08;650138.6;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;4;32;2.5557416;0.000515916666666667;8177.795;152993.735;650154.72;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;4;48;1.6226409999999996;0.000562833333333332;11333.01;214180.53;650146.6;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;4;50;1.5433805445544555;0.0005635313531353117;11708.742574257425;221686.301980198;650141.7821782178;0.0;0.0;0.0;0.0;0.0;99.51980198019803
FPPWR;4;80;0.9057139000000002;0.0006459166666666673;16421.045;311851.92;650141.48;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;4;250;0.37371045;0.0008383333333333323;27079.92;507365.76;650135.44;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;4;320;0.33573760000000014;0.0008653333333333317;28728.14;532228.42;650121.52;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;4;500;0.2945421000000001;0.0010121666666666697;31550.875;567781.585;650126.96;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;8;16;9.705157050000004;0.0005284166666666672;4900.115;88503.08;650220.0;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;8;32;4.90424275;0.0007001666666666674;8179.025;152993.735;650191.76;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;8;48;3.0287137500000005;0.0007995833333333332;11331.795;214180.53;650179.32;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;8;50;2.871597128712872;0.0008119636963696368;11708.762376237624;221686.301980198;650181.2277227723;0.0;0.0;0.0;0.0;0.0;99.51980198019803
FPPWR;8;80;1.593326350000001;0.0009147500000000007;16411.975;311851.92;650204.6;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;8;250;0.6177140500000001;0.0012135833333333337;27074.23;507365.76;643611.12;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;8;320;0.5540015499999998;0.0012075000000000013;28714.06;532228.42;656613.72;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;8;500;0.4793520499999997;0.0014502500000000002;31542.005;567781.585;658255.2;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;16;16;19.216558149999997;0.0005005833333333339;4900.235;88503.08;650114.36;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;16;32;9.598553549999998;0.0006457500000000006;8178.33;152993.735;650279.16;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;16;48;5.842124149999998;0.0007372499999999996;11331.465;214180.53;650112.0;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;16;50;5.5251838613861395;0.0007405940594059403;11707.826732673268;221686.301980198;650115.0099009901;0.0;0.0;0.0;0.0;0.0;99.51980198019803
FPPWR;16;80;2.9754423000000014;0.0008803333333333336;16416.305;311851.92;650112.0;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;16;250;1.1046653499999999;0.0010885833333333331;27046.275;507365.76;13003.88;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;16;320;0.9916911500000003;0.0010317500000000036;28698.465;532228.42;650115.36;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;16;500;0.8488270500000002;0.0012239999999999979;31514.42;567781.585;650381.72;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;2;16;4.4961625;0.001058833333333334;2592.03;49631.78;6333455.08;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;2;32;3.357741650000001;0.0010637499999999998;3373.815;64115.64;6613770.84;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;2;48;2.7816788;0.001107583333333334;4007.48;75326.7;7012895.88;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;2;50;2.7253547499999997;0.0006428333333333334;4076.34;76668.62;650271.8;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;2;80;2.1536012000000015;0.0011215833333333342;5081.94;93447.955;7299103.2;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;2;160;1.4664922000000007;0.0011304166666666667;7192.105;127331.845;7669958.32;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;2;250;1.1188293000000002;0.0006920000000000002;9148.54;156660.345;651355.44;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;2;320;0.9559379500000001;0.0014548333333333338;10475.605;175798.445;-14808099.36;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;2;500;0.7045970999999998;0.0008592500000000004;13524.51;217806.845;999769.8;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;16;8.79094915;0.0015098333333333333;2592.305;49631.78;7674126.08;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;32;6.50669775;0.0020169166666666664;3374.17;64115.64;8317720.32;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;48;5.354196449999998;0.0026364999999999995;4006.92;75326.7;8944964.04;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;50;5.240018949999996;0.0014267500000000012;4075.925;76668.62;1454602.64;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;80;4.098133300000001;0.0042941666666666675;5080.54;93447.955;9960577.32;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;160;2.729462599999999;0.014002999999999995;7190.435;127331.845;-11283878.28;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;250;2.0395190000000003;0.05074116666666664;9144.405;156660.345;-12331032.52;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;320;1.7171178999999994;0.09407183333333334;10471.555;175798.445;4246165.92;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;4;500;1.2223177500000002;0.30917958333333323;13519.525;217806.845;12478695.48;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;16;17.3816968;0.0010413333333333344;2591.645;49631.78;6580333.48;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;32;12.80006704999999;0.0010590000000000003;3373.945;64115.64;6879490.68;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;48;10.497477350000004;0.0011135833333333336;4007.155;75326.7;7232217.44;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;50;10.270046450000002;0.0006461666666666667;4075.855;76668.62;1042618.48;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;80;7.985693399999995;0.0011489166666666672;5080.575;93447.955;7572254.64;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;160;5.253366700000002;0.0011272500000000006;7190.185;127331.845;7898363.24;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;250;3.87880015;0.0007084166666666665;9143.89;156660.345;767290.68;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;320;3.2384146499999997;0.0014534999999999997;10471.74;175798.445;-14495440.28;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;8;500;2.2563873999999995;0.000865666666666667;13516.245;217806.845;919822.84;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;16;34.558667299999996;0.0010289166666666673;2591.87;49631.78;6635525.88;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;32;25.393371849999994;0.001091333333333334;3373.82;64115.64;6921985.36;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;48;20.7875013;0.0010960833333333345;4007.18;75326.7;7311837.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;50;20.329566399999997;0.0006587499999999996;4075.835;76668.62;1040217.48;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;80;15.760175350000006;0.0011636666666666672;5080.73;93447.955;7624961.88;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;160;10.301042149999999;0.0011773333333333336;7190.985;127331.845;7982251.96;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;250;7.556372200000001;0.0006836666666666668;9143.92;156660.345;247069.0;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;320;6.280360799999996;0.00151825;10469.585;175798.445;-14537848.2;0.0;0.0;0.0;0.0;0.0;100.5
TSP-based;16;500;4.3237564499999985;0.000876166666666667;13511.72;217806.845;986233.0;0.0;0.0;0.0;0.0;0.0;100.5
