Strategy;nUAV;nPOIs;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;mapName
DADCA-NSN;16;250;6.047178163265308;0.0008832482993197275;10756.107142857143;187082.9642857143;650125.9591836735;14251.234693877552;17709.566326530614;3771821.285714286;235738.3826530612;4714767.653061224;99.95408163265306
DADCA-NSN;16;320;4.906160102040817;0.0010528061224489794;12488.163265306122;212058.08673469388;650128.0408163265;6297.801020408163;9675.862244897959;3746714.663265306;234169.1887755102;4683383.775510204;99.95408163265306
DADCA-NSN;16;500;3.2330285714285742;0.0021925170068027282;16928.586734693876;264343.20408163266;2603989.9183673467;7851.811224489796;11235.198979591836;3276883.8928571427;204804.75510204083;4096095.102040816;99.95408163265306
DADCA-Parted-NSN;2;16;4.464076100000001;0.0003576666666666679;3278.69;48201.0;0.0;96.375;108.26;9867.465;4933.46;98669.2;100.5
DADCA-Parted-NSN;2;32;3.0519704000000005;0.00037291666666666766;4547.485;69397.875;0.0;63.385;76.165;11294.405;5646.97;112939.4;100.5
DADCA-Parted-NSN;2;48;2.4484564499999997;0.00038375000000000046;5416.195;84710.245;0.0;49.875;62.235;13426.37;6712.96;134259.2;100.5
DADCA-Parted-NSN;2;50;2.389193613861385;0.0003881188118811886;5531.237623762377;86584.24257425743;0.0;48.01980198019802;60.33168316831683;13495.762376237624;6747.653465346535;134953.0693069307;99.51980198019803
DADCA-Parted-NSN;2;80;1.8187962626262615;0.0004202861952861954;6726.949494949495;109868.06565656565;0.0;35.36363636363637;47.42424242424242;15977.636363636364;7988.565656565656;159771.31313131313;100.44444444444444
DADCA-Parted-NSN;2;250;0.8992327551020406;0.0005795068027210888;11043.44387755102;193238.89285714287;0.0;1699.9030612244899;1711.530612244898;21374.331632653062;10686.897959183674;213737.95918367346;99.95408163265306
DADCA-Parted-NSN;2;320;0.7626316326530612;0.0005895408163265307;12275.65306122449;219086.44897959183;0.0;11.928571428571429;23.918367346938776;21368.867346938776;10684.158163265307;213683.16326530612;99.95408163265306
DADCA-Parted-NSN;2;500;0.5579713775510203;0.0008080782312925177;15319.520408163266;272884.85204081633;325065.02040816325;6.857142857142857;18.43877551020408;19354.352040816328;9676.92857142857;193538.57142857142;99.95408163265306
DADCA-Parted-NSN;4;16;8.696071300000002;0.00035266666666666807;3325.495;48201.0;0.0;568.18;680.905;52020.14;13004.675;260093.5;100.5
DADCA-Parted-NSN;4;32;5.877888650000002;0.000357166666666668;3701.42;69397.875;0.0;368.55;484.35;65004.17;16250.675;325013.5;100.5
DADCA-Parted-NSN;4;48;4.6756610499999995;0.0003633333333333344;5177.83;84710.245;0.0;286.8;404.95;76848.435;19211.74;384234.8;100.5
DADCA-Parted-NSN;4;50;4.555536930693068;0.0003626237623762387;5290.212871287129;86584.24257425743;0.0;666.6138613861386;784.7871287128713;77581.74752475247;19395.064356435643;387901.28712871287;99.51980198019803
DADCA-Parted-NSN;4;80;3.419230151515152;0.0003751683501683505;6581.520202020202;109868.06565656565;0.0;201.26767676767676;317.6212121212121;94715.45454545454;23678.5202020202;473570.404040404;100.44444444444444
DADCA-Parted-NSN;4;250;1.5981008673469383;0.0004683673469387752;11036.505102040815;193238.89285714287;0.0;1003.6428571428571;1114.6020408163265;119079.67857142857;29769.525510204083;595390.5102040817;99.95408163265306
DADCA-Parted-NSN;4;320;1.3189163775510206;0.0004943027210884363;12118.683673469388;219086.44897959183;650121.7142857143;533.4795918367347;643.9948979591836;113565.40816326531;28390.994897959183;567819.8979591837;99.95408163265306
DADCA-Parted-NSN;4;500;0.9167746428571429;0.0006165816326530618;15019.285714285714;272884.85204081633;325066.1632653061;623.5102040816327;731.2091836734694;91703.51020408163;22925.494897959183;458509.89795918367;99.95408163265306
DADCA-Parted-NSN;8;16;16.99067625;0.000366250000000001;2656.56;48201.0;3252.44;2646.63;3585.125;252364.49;31545.12;630902.4;100.5
DADCA-Parted-NSN;8;32;11.491002250000001;0.0003759166666666672;3090.085;69397.875;0.0;1724.28;2680.33;318242.2;39779.85;795597.0;100.5
DADCA-Parted-NSN;8;48;9.099448899999997;0.00039391666666666687;3085.24;84710.245;0.0;4018.315;4969.735;365280.905;45659.67;913193.4;100.5
DADCA-Parted-NSN;8;50;8.879958308457711;0.0003961857379767831;3165.07960199005;86582.65671641791;0.0;1302.5870646766168;2244.0696517412935;374962.0248756219;46869.845771144275;937396.9154228856;100.0049751243781
DADCA-Parted-NSN;8;80;6.613144040404037;0.00042979797979797956;3594.121212121212;109868.06565656565;0.0;934.7373737373738;1868.6969696969697;439038.5;54879.36363636364;1097587.2727272727;100.44444444444444
DADCA-Parted-NSN;8;250;2.985121479591836;0.0005673469387755105;7566.066326530612;193238.89285714287;0.0;911.295918367347;1801.392857142857;601650.3928571428;75205.87755102041;1504117.551020408;99.95408163265306
DADCA-Parted-NSN;8;320;2.4327141836734696;0.000614200680272109;9223.719387755102;219086.44897959183;0.0;1479.704081632653;2360.6071428571427;626554.6530612245;78318.89795918367;1566377.9591836734;99.95408163265306
DADCA-Parted-NSN;8;500;1.6269168367346936;0.0008335034013605447;14050.05612244898;272884.85204081633;325069.71428571426;6457.122448979592;7336.408163265306;637328.3214285715;79665.61224489796;1593312.2448979593;99.95408163265306
DADCA-Parted-NSN;16;16;33.36140404999999;0.00036550000000000124;3916.345;48201.0;0.0;11936.055;19260.33;1100868.52;68803.77;1376075.4;100.5
DADCA-Parted-NSN;16;32;22.643353900000008;0.00037433333333333416;2736.655;69397.875;650141.32;13970.735;21551.06;1399538.075;87470.65;1749413.0;100.5
DADCA-Parted-NSN;16;48;17.9085422;0.0003919166666666669;2865.625;84710.245;650286.72;10998.9;19003.65;1622849.17;101427.635;2028552.7;100.5
DADCA-Parted-NSN;16;50;17.43853432835821;0.0003824212271973468;2762.3333333333335;86582.65671641791;650237.2935323383;11090.36815920398;18694.900497512437;1620783.6616915422;101298.52736318408;2025970.5472636817;100.0049751243781
DADCA-Parted-NSN;16;80;12.969796565656562;0.00043872053872053853;3483.949494949495;109868.06565656565;650143.6767676767;10190.318181818182;17775.969696969696;1902099.702020202;118880.75252525252;2377615.0505050505;100.44444444444444
DADCA-Parted-NSN;16;250;5.75005913265306;0.0005215986394557817;6322.2959183673465;193238.89285714287;0.0;10312.010204081633;17806.79591836735;2660749.4591836734;166296.39285714287;3325927.8571428573;99.95408163265306
DADCA-Parted-NSN;16;320;4.657140969387752;0.0005215986394557832;7646.331632653061;219086.44897959183;0.0;6229.7295918367345;13617.80612244898;2713099.8724489794;169568.26530612246;3391365.3061224488;99.95408163265306
DADCA-Parted-NSN;16;500;3.0450235204081633;0.00070093537414966;9598.576530612245;272884.85204081633;325073.387755102;7278.857142857143;14533.770408163266;2697291.086734694;168580.23979591837;3371604.7959183673;99.95408163265306
FPPWR;2;16;2.5697439999999996;0.0005205833333333339;4900.615;88503.08;650153.96;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;2;32;1.3822454000000002;0.0006778333333333338;8176.91;152993.735;653399.0;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;2;48;0.91869885;0.0007793333333333329;11328.76;214180.53;653393.64;0.0;0.0;0.0;0.0;0.0;100.5
FPPWR;2;50;0.8802983663366336;0.0007813531353135314;11710.277227722772;221686.301980198;650130.4950495049;0.0;0.0;0.0;0.0;0.0;99.51980198019803
