ZigZagOverNSN;20;16;26.08285%;71;259200;12649;11592MiliSegs;1_TSP_thread;225365;163535;1636;123;240240;54523;10.062828348860691;47.83825372823746;map_5.txt
FPPWRMobility;800;2;0.22976%;71;259200;12649;107730MiliSegs;1_TSP_thread;258945;258035;27768;172;72442;545987;0.0886409825221952;0.04208111671111765;map_5.txt
FPPWRMobility;800;4;0.28137%;71;259200;12649;112439MiliSegs;1_TSP_thread;258855;257925;26548;16389;92511;545987;0.10855438832447604;0.05153473883756242;map_5.txt
FPPWRMobility;800;8;0.26669%;71;259200;12649;119535MiliSegs;1_TSP_thread;258870;257915;18431;172;77757;545987;0.1028899611577887;0.04884562806824857;map_5.txt
FPPWRMobility;800;16;0.42282%;71;259200;12649;152004MiliSegs;1_TSP_thread;258745;257170;18454;172;124750;545987;0.1631232228080696;0.07744056058450409;map_5.txt
ZigZagOverNSN;800;2;0.41367%;71;259200;12649;110610MiliSegs;1_TSP_thread;258655;257450;31254;36;160284;327028;0.159593770242722;0.12649285457793688;map_5.txt
ZigZagOverNSN;800;4;0.55545%;71;259200;12649;116265MiliSegs;1_TSP_thread;258785;256745;24572;26;196433;327028;0.2142947033726761;0.1698484139406951;map_5.txt
ZigZagOverNSN;800;8;0.63524%;71;259200;12649;120537MiliSegs;1_TSP_thread;258490;256460;27371;34;190682;327028;0.24507740906254816;0.19424656123944276;map_5.txt
ZigZagOverNSN;800;16;1.16438%;71;259200;12649;147852MiliSegs;1_TSP_thread;258005;254295;14982;26;385306;327028;0.449219122108862;0.35604778933491027;map_5.txt
FPPWRMobility;20;2;2.67409%;71;259200;12649;3590MiliSegs;1_TSP_thread;252635;250955;2585;671;25446;76973;1.0316718226070707;3.4740667041657822;map_6.txt
FPPWRMobility;20;4;4.66686%;71;259200;12649;4316MiliSegs;1_TSP_thread;247735;244730;2582;671;44615;76973;1.8004859444063417;6.062982562588489;map_6.txt
FPPWRMobility;20;8;7.59298%;71;259200;12649;5965MiliSegs;1_TSP_thread;240660;235935;2590;671;72333;76973;2.929389812909619;9.864469872632913;map_6.txt
FPPWRMobility;20;16;14.89911%;71;259200;12649;11774MiliSegs;1_TSP_thread;222310;213020;2584;671;141989;76973;5.748114449969517;19.356284222157104;map_6.txt
ZigZagOverNSN;20;2;4.64419%;71;259200;12649;3827MiliSegs;1_TSP_thread;253645;243270;2386;1571;44822;54719;1.7917413861263514;8.487351144647203;map_6.txt
ZigZagOverNSN;20;4;8.40982%;71;259200;12649;4809MiliSegs;1_TSP_thread;252580;223750;1779;244;79814;54719;3.2445288089658595;15.369101542132546;map_6.txt
ZigZagOverNSN;20;8;13.45293%;71;259200;12649;6446MiliSegs;1_TSP_thread;246265;214430;1711;245;126044;54719;5.190174420819998;24.585486026362755;map_6.txt
ZigZagOverNSN;20;16;26.09722%;71;259200;12649;11485MiliSegs;1_TSP_thread;233170;175385;1527;244;241307;54719;10.068372770919067;47.69316365836771;map_6.txt
FPPWRMobility;800;4;0.27632%;71;259200;12649;108085MiliSegs;1_TSP_thread;258880;257985;24475;15318;84111;554786;0.1066054681546255;0.04980683965651428;map_6.txt
FPPWRMobility;800;2;0.22602%;71;259200;12649;110336MiliSegs;1_TSP_thread;258965;258135;27639;112;71336;554786;0.08719906067815565;0.04074002683517238;map_6.txt
FPPWRMobility;800;8;0.25919%;71;259200;12649;120272MiliSegs;1_TSP_thread;258900;257890;19624;112;76864;554786;0.09999495420381749;0.046718360105751575;map_6.txt
FPPWRMobility;800;16;0.40598%;71;259200;12649;138853MiliSegs;1_TSP_thread;258730;257150;19904;112;123095;554786;0.15662992314910074;0.07317862397437375;map_6.txt
ZigZagOverNSN;800;4;0.53014%;71;259200;12649;115957MiliSegs;1_TSP_thread;258630;256970;26025;557;165803;334132;0.20453056680812828;0.15866281265088902;map_6.txt
ZigZagOverNSN;800;2;0.40925%;71;259200;12649;118696MiliSegs;1_TSP_thread;258780;257320;26313;8335;142279;334132;0.15789137219459493;0.12248286208097102;map_6.txt
ZigZagOverNSN;800;8;0.61001%;71;259200;12649;120586MiliSegs;1_TSP_thread;258440;256750;26164;7;175904;334132;0.23534211093488153;0.18256460067973523;map_6.txt
ZigZagOverNSN;800;16;1.13485%;71;259200;12649;150669MiliSegs;1_TSP_thread;257950;254730;14868;7;319823;334132;0.4378288698131;0.3396419470615072;map_6.txt
FPPWRMobility;20;2;2.05922%;71;259200;12649;3501MiliSegs;1_TSP_thread;254160;253440;3296;626;19772;97363;0.794452422458465;2.1149930456254853;map_7.txt
FPPWRMobility;20;4;3.64545%;71;259200;12649;4110MiliSegs;1_TSP_thread;250220;248990;3274;626;34973;97363;1.4064226585124222;3.7441815996468866;map_7.txt
FPPWRMobility;20;8;5.72116%;71;259200;12649;5983MiliSegs;1_TSP_thread;245115;243155;3267;626;54709;97363;2.2072381425278147;5.8761144022186;map_7.txt
FPPWRMobility;20;16;11.13281%;71;259200;12649;11116MiliSegs;1_TSP_thread;231770;228055;3269;626;106737;97363;4.295066550925926;11.434335938703613;map_7.txt
ZigZagOverNSN;20;2;4.43673%;71;259200;12649;4230MiliSegs;1_TSP_thread;254090;243935;2811;181;42747;57453;1.711700769699741;7.722361573915598;map_7.txt
ZigZagOverNSN;20;4;7.40577%;71;259200;12649;4919MiliSegs;1_TSP_thread;252620;229865;1942;181;71013;57453;2.8571634826055488;12.890132363694814;map_7.txt
ZigZagOverNSN;20;8;12.29601%;71;259200;12649;6875MiliSegs;1_TSP_thread;246350;215980;1920;181;117218;57453;4.743829839677642;21.401853592405004;map_7.txt
ZigZagOverNSN;20;16;23.88590%;71;259200;12649;12091MiliSegs;1_TSP_thread;235545;176550;1734;180;221963;57453;9.215238780768939;41.57467655257878;map_7.txt
FPPWRMobility;800;2;0.23313%;71;259200;12649;101401MiliSegs;1_TSP_thread;258945;258150;28145;36;73183;546004;0.08994336354261995;0.04269807516107408;map_7.txt
FPPWRMobility;800;8;0.27068%;71;259200;12649;109506MiliSegs;1_TSP_thread;258890;257965;19634;36;78265;546004;0.1044277010340448;0.0495741058820529;map_7.txt
FPPWRMobility;800;4;0.28532%;71;259200;12649;109811MiliSegs;1_TSP_thread;258870;257855;25001;16694;85942;546004;0.1100763135740535;0.0522556253770937;map_7.txt
FPPWRMobility;800;16;0.42962%;71;259200;12649;150838MiliSegs;1_TSP_thread;258770;257055;19228;69;126207;546004;0.1657493811085374;0.07868484403655082;map_7.txt
ZigZagOverNSN;800;2;0.42005%;71;259200;12649;104602MiliSegs;1_TSP_thread;258585;257240;31480;4;161676;324722;0.16205527037132317;0.12935596011433462;map_7.txt
ZigZagOverNSN;800;4;0.57003%;71;259200;12649;108554MiliSegs;1_TSP_thread;258675;256625;25252;4;188626;324722;0.21992005910874757;0.1755448639789955;map_7.txt
ZigZagOverNSN;800;8;0.65516%;71;259200;12649;112577MiliSegs;1_TSP_thread;258630;256420;25738;3;183962;324722;0.2527623873552038;0.20176030820969576;map_7.txt
ZigZagOverNSN;800;16;1.19287%;71;259200;12649;143175MiliSegs;1_TSP_thread;257735;253640;14105;4;400987;324722;0.46021214819339784;0.36735111514381136;map_7.txt
FPPWRMobility;20;2;2.36796%;71;259200;12649;3319MiliSegs;1_TSP_thread;253390;252675;3482;837;22818;83982;0.9135644694977879;2.819603135122129;map_8.txt
FPPWRMobility;20;4;4.10185%;71;259200;12649;4037MiliSegs;1_TSP_thread;249250;248025;3344;837;39554;83982;1.5825045724737101;4.884203581543494;map_8.txt
FPPWRMobility;20;8;6.66966%;71;259200;12649;6019MiliSegs;1_TSP_thread;242765;240905;3234;837;64059;83982;2.573169998380582;7.941769231266782;map_8.txt
FPPWRMobility;20;16;13.05295%;71;259200;12649;12785MiliSegs;1_TSP_thread;226795;223685;3232;837;125720;83982;5.035860875342936;15.542558392142233;map_8.txt
ZigZagOverNSN;20;2;5.17216%;71;259200;12649;4082MiliSegs;1_TSP_thread;252725;240520;2321;243;50452;47328;1.995433777720621;10.928339147759994;map_8.txt
ZigZagOverNSN;20;4;9.07311%;71;259200;12649;4792MiliSegs;1_TSP_thread;251250;224605;1645;243;86928;47328;3.5004280740359714;19.170701419669623;map_8.txt
ZigZagOverNSN;20;8;15.08111%;71;259200;12649;6419MiliSegs;1_TSP_thread;244100;203315;1540;242;143350;47328;5.818331392413504;31.865100932082072;map_8.txt
ZigZagOverNSN;20;16;30.00868%;71;259200;12649;11338MiliSegs;1_TSP_thread;223770;152125;1370;243;279778;47328;11.577423053840878;63.40576520359102;map_8.txt
FPPWRMobility;800;2;0.22398%;71;259200;12649;110012MiliSegs;1_TSP_thread;258950;258170;27024;104;70877;555322;0.08641391097727238;0.04033423081619133;map_8.txt
FPPWRMobility;800;4;0.27413%;71;259200;12649;114585MiliSegs;1_TSP_thread;258915;258000;23820;14728;83427;555322;0.10575985076350801;0.04936406862667295;map_8.txt
FPPWRMobility;800;8;0.25640%;71;259200;12649;115923MiliSegs;1_TSP_thread;258895;257975;19036;104;76491;555322;0.09892048986196986;0.046171754355531724;map_8.txt
FPPWRMobility;800;16;0.39974%;71;259200;12649;146157MiliSegs;1_TSP_thread;258740;257290;18710;104;122184;555322;0.15422237880563258;0.07198425523645735;map_8.txt
ZigZagOverNSN;800;2;0.42574%;71;259200;12649;106422MiliSegs;1_TSP_thread;258585;257165;29220;81;158627;316356;0.1642497823907356;0.1345747942055111;map_8.txt
ZigZagOverNSN;800;4;0.58461%;71;259200;12649;111563MiliSegs;1_TSP_thread;258640;256520;29204;7312;177672;316356;0.2255454148448233;0.18479615220757056;map_8.txt
ZigZagOverNSN;800;8;0.68206%;71;259200;12649;123043MiliSegs;1_TSP_thread;258685;255880;20521;46;199819;316356;0.26314143381582433;0.21559970300883077;map_8.txt
ZigZagOverNSN;800;16;1.24203%;71;259200;12649;146010MiliSegs;1_TSP_thread;258015;253310;13640;1739;399591;316356;0.47917853693939644;0.3926054090160817;map_8.txt
FPPWRMobility;20;2;2.63059%;71;259200;12649;3324MiliSegs;1_TSP_thread;252780;251910;3017;744;25000;77026;1.0148897128867542;3.4152028351497763;map_9.txt
FPPWRMobility;20;4;4.58507%;71;259200;12649;4086MiliSegs;1_TSP_thread;247905;246620;2928;744;43749;77026;1.7689311128257887;5.952625664638491;map_9.txt
FPPWRMobility;20;8;7.44676%;71;259200;12649;5805MiliSegs;1_TSP_thread;240595;238995;2834;744;71020;77026;2.8729781092821223;9.667851451794538;map_9.txt
FPPWRMobility;20;16;14.61285%;71;259200;12649;11949MiliSegs;1_TSP_thread;223140;219415;2821;744;139306;77026;5.637672539437586;18.97131776571836;map_9.txt
ZigZagOverNSN;20;2;4.95862%;71;259200;12649;4021MiliSegs;1_TSP_thread;253945;242260;2298;3585;47291;50818;1.9130488754572483;9.757610856753882;map_9.txt
ZigZagOverNSN;20;4;8.74016%;71;259200;12649;4869MiliSegs;1_TSP_thread;251540;226315;1773;95;84223;50818;3.3719760945358934;17.198949264113182;map_9.txt
ZigZagOverNSN;20;8;14.32813%;71;259200;12649;6433MiliSegs;1_TSP_thread;245570;209245;1682;95;135387;50818;5.527826003086422;28.194980125152515;map_9.txt
ZigZagOverNSN;20;16;27.94068%;71;259200;12649;11499MiliSegs;1_TSP_thread;229900;163160;1495;95;251324;50818;10.779584440729309;54.98186247071976;map_9.txt
FPPWRMobility;800;4;0.27333%;71;259200;12649;106943MiliSegs;1_TSP_thread;258890;257950;25808;14540;90385;558470;0.105451930679393;0.04894289833312204;map_9.txt
FPPWRMobility;800;8;0.25532%;71;259200;12649;114301MiliSegs;1_TSP_thread;258890;257990;19318;210;76794;558470;0.09850279766327422;0.045717630587714074;map_9.txt
FPPWRMobility;800;2;0.22372%;71;259200;12649;115177MiliSegs;1_TSP_thread;258950;258160;27167;210;71017;558470;0.0863115810399503;0.04005937974386291;map_9.txt
FPPWRMobility;800;16;0.39744%;71;259200;12649;143526MiliSegs;1_TSP_thread;258755;257225;18353;210;122696;558470;0.15333303862311262;0.0711657270956556;map_9.txt
ZigZagOverNSN;800;2;0.41418%;71;259200;12649;108424MiliSegs;1_TSP_thread;258665;257270;26221;8111;143340;332909;0.15979005766794177;0.12441112420370283;map_9.txt
ZigZagOverNSN;800;4;0.53232%;71;259200;12649;114691MiliSegs;1_TSP_thread;258630;256910;26495;8790;165625;332909;0.20536967229414457;0.1598990086138923;map_9.txt
ZigZagOverNSN;800;8;0.62030%;71;259200;12649;117478MiliSegs;1_TSP_thread;258570;256760;21028;38;208293;332909;0.23931437304717226;0.186328052091794;map_9.txt
ZigZagOverNSN;800;16;1.12291%;71;259200;12649;148315MiliSegs;1_TSP_thread;257605;254650;16107;4826;386738;332909;0.4332230923615859;0.33730366418487656;map_9.txt
FPPWRMobility;20;2;2.14892%;71;259200;12649;3533MiliSegs;1_TSP_thread;254095;252975;3084;596;20454;94157;0.8290585467154398;2.2822729622719713;map_10.txt
FPPWRMobility;20;4;3.81964%;71;259200;12649;4298MiliSegs;1_TSP_thread;250080;248305;3015;820;36776;94157;1.4736255191662873;4.05666848527355;map_10.txt
FPPWRMobility;20;8;6.02903%;71;259200;12649;5885MiliSegs;1_TSP_thread;244780;241845;2932;824;57668;94157;2.32601529159046;6.403168788090607;map_10.txt
FPPWRMobility;20;16;11.74257%;71;259200;12649;11251MiliSegs;1_TSP_thread;230925;225765;2914;434;111952;94157;4.530313774100749;12.471269584278536;map_10.txt
ZigZagOverNSN;20;2;5.42921%;71;259200;12649;4053MiliSegs;1_TSP_thread;252555;240290;2081;256;52361;44946;2.094600789704314;12.079395823685271;map_10.txt
ZigZagOverNSN;20;4;9.80864%;71;259200;12649;4873MiliSegs;1_TSP_thread;249525;224025;1770;256;92325;44946;3.7841982929431484;21.823169971318116;map_10.txt
ZigZagOverNSN;20;8;16.21933%;71;259200;12649;6507MiliSegs;1_TSP_thread;241795;203065;1569;255;149477;44946;6.257457061614084;36.0862561823159;map_10.txt
ZigZagOverNSN;20;16;31.65326%;71;259200;12649;10724MiliSegs;1_TSP_thread;217745;155975;1491;256;288535;44946;12.211905876105012;70.42508795190716;map_10.txt
FPPWRMobility;800;2;0.22185%;71;259200;12649;112941MiliSegs;1_TSP_thread;258950;258115;27769;36;70515;563612;0.0855896898457732;0.03936191494862497;map_10.txt
FPPWRMobility;800;4;0.27189%;71;259200;12649;118078MiliSegs;1_TSP_thread;258885;257890;24517;13985;83189;563612;0.1048956279292399;0.04824053916392657;map_10.txt
FPPWRMobility;800;8;0.25353%;71;259200;12649;135973MiliSegs;1_TSP_thread;258880;257890;18879;36;76463;563612;0.09781067517813558;0.04498223424301247;map_10.txt
FPPWRMobility;800;16;0.39302%;71;259200;12649;151085MiliSegs;1_TSP_thread;258740;257095;18964;36;121817;563612;0.1516297103028325;0.06973311588556344;map_10.txt
ZigZagOverNSN;800;2;0.41144%;71;259200;12649;105965MiliSegs;1_TSP_thread;258710;257375;28360;7078;127114;335606;0.15873326849708316;0.12259513594644898;map_10.txt
ZigZagOverNSN;800;4;0.52507%;71;259200;12649;111211MiliSegs;1_TSP_thread;258350;257085;27843;27;194341;335606;0.20257513473317654;0.15645570973951406;map_10.txt
ZigZagOverNSN;800;8;0.60176%;71;259200;12649;124176MiliSegs;1_TSP_thread;258425;256855;28943;25;174240;335606;0.23216058015641788;0.1793055618092153;map_10.txt
ZigZagOverNSN;800;16;1.07498%;71;259200;12649;148385MiliSegs;1_TSP_thread;257785;254840;15054;25;362698;335606;0.4147283515994116;0.32030890012266616;map_10.txt
