Strategy;mapName;nPOIs;nUAV;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy
DADCA-Parted-NSN;98;48;4.0;4.72588;0.00036666666666666667;3121.0;82.52;0.0;330.0;440.0;81597.0;20399.0;407980.0
DADCA-Parted-NSN;98;50;4.0;4.57573;0.00036666666666666667;3420.0;85.162;0.0;281.0;392.0;77044.0;19261.0;385220.0
DADCA-Parted-NSN;98;80;4.0;3.38349;0.00036666666666666667;4526.0;109.921;0.0;204.0;308.0;78096.0;19524.0;390480.0
DADCA-Parted-NSN;98;250;4.0;1.57528;0.00045000000000000004;11395.0;194.816;0.0;82.0;184.0;122056.0;30514.0;610280.0
DADCA-Parted-NSN;98;320;4.0;1.28724;0.00046666666666666666;12531.0;224.811;650112.0;52.0;158.0;102141.0;25535.0;510700.0
DADCA-Parted-NSN;98;500;4.0;0.8428899999999999;0.0005666666666666667;16315.0;286.06;325088.0;31.0;140.0;84403.0;21100.0;422000.0
DADCA-Parted-NSN;99;16;4.0;8.020710000000001;0.00035;1828.0;51.707;0.0;510.0;620.0;46272.0;11568.0;231360.0
DADCA-Parted-NSN;99;32;4.0;6.29099;0.00036666666666666667;2396.0;65.2;0.0;388.0;498.0;69593.0;17398.0;347960.0
DADCA-Parted-NSN;99;48;4.0;5.044969999999999;0.00035;3016.0;78.133;0.0;308.0;418.0;82023.0;20505.0;410100.0
DADCA-Parted-NSN;99;50;4.0;4.56073;0.00035;3428.0;85.495;0.0;278.0;407.0;71935.0;17983.0;359660.0
DADCA-Parted-NSN;99;80;4.0;3.49033;0.00038333333333333334;7295.0;107.187;0.0;202.0;312.0;89916.0;22479.0;449580.0
DADCA-Parted-NSN;99;250;4.0;1.6686900000000002;0.00043333333333333337;10879.0;189.70000000000002;0.0;82.0;184.0;126415.0;31603.0;632060.0
DADCA-Parted-NSN;99;320;4.0;1.33796;0.00048333333333333334;11820.0;214.639;650144.0;62.0;178.0;120099.0;30024.0;600480.0
DADCA-Parted-NSN;99;500;4.0;0.8978;0.0006166666666666667;15068.0;276.772;325056.0;28.0;132.0;86012.0;21503.0;430060.0
DADCA-Parted-NSN;100;16;4.0;9.57863;0.00035;1787.0;43.534;0.0;624.0;723.0;45745.0;11436.0;228720.0
DADCA-Parted-NSN;100;32;4.0;6.09779;0.00035;4960.0;66.23;0.0;387.0;499.0;66142.0;16535.0;330700.0
DADCA-Parted-NSN;100;48;4.0;4.69096;0.00035;9796.0;83.394;0.0;297.0;458.0;76748.0;19187.0;383740.0
DADCA-Parted-NSN;100;50;4.0;4.38326;0.00036666666666666667;3248.0;88.277;0.0;260.0;370.0;58556.0;14639.0;292780.0
DADCA-Parted-NSN;100;80;4.0;3.2457599999999998;0.0004;6796.0;115.741;0.0;183.0;370.0;88271.0;22067.0;441340.0
DADCA-Parted-NSN;100;250;4.0;1.60818;0.00048333333333333334;10724.0;189.78900000000002;0.0;78.0;186.0;109991.0;27497.0;549940.0
DADCA-Parted-NSN;100;320;4.0;1.3240399999999999;0.00048333333333333334;11951.0;217.104;650112.0;62.0;164.0;119290.0;29822.0;596440.0
DADCA-Parted-NSN;100;500;4.0;0.9161600000000001;0.0005833333333333334;14972.0;274.124;325056.0;28.0;130.0;85939.0;21484.0;429680.0
DADCA-Parted-NSN;101;16;4.0;9.1985;0.00038333333333333334;1966.0;45.386;0.0;612.0;724.0;45742.0;11435.0;228700.0
DADCA-Parted-NSN;101;32;4.0;5.0938;0.00035;2839.0;79.397;0.0;312.0;422.0;41488.0;10372.0;207440.0
DADCA-Parted-NSN;101;48;4.0;4.0404800000000005;0.00035;3585.0;96.252;0.0;248.0;359.0;49077.0;12269.0;245380.0
DADCA-Parted-NSN;101;50;4.0;3.9458300000000004;0.00036666666666666667;3701.0;98.075;0.0;246.0;358.0;50524.0;12631.0;252620.0
DADCA-Parted-NSN;101;80;4.0;3.23599;0.00036666666666666667;7633.0;114.575;0.0;188.0;304.0;85991.0;21497.0;429940.0
DADCA-Parted-NSN;101;250;4.0;1.53235;0.00043333333333333337;11887.0;200.81;0.0;76.0;184.0;116720.0;29180.0;583600.0
DADCA-Parted-NSN;101;320;4.0;1.3024200000000001;0.00046666666666666666;11985.0;221.04500000000002;650112.0;54.0;175.0;99687.0;24921.0;498420.0
DADCA-Parted-NSN;101;500;4.0;0.91253;0.0005666666666666667;14730.0;273.402;325088.0;28.0;131.0;83754.0;20938.0;418760.0
DADCA-Parted-NSN;102;16;4.0;9.531130000000001;0.00035;1617.0;43.451;0.0;634.0;736.0;51496.0;12874.0;257480.0
DADCA-Parted-NSN;102;32;4.0;5.4454199999999995;0.00035;2454.0;73.596;0.0;332.0;447.0;50738.0;12684.0;253680.0
DADCA-Parted-NSN;102;48;4.0;4.7489099999999995;0.00035;20122.0;82.575;0.0;291.0;410.0;68463.0;17115.0;342300.0
DADCA-Parted-NSN;102;50;4.0;4.53329;0.00038333333333333334;3352.0;86.641;0.0;302.0;489.0;72606.0;18151.0;363020.0
DADCA-Parted-NSN;102;80;4.0;3.50711;0.00035;4131.0;107.99600000000001;0.0;208.0;322.0;71503.0;17875.0;357500.0
DADCA-Parted-NSN;102;250;4.0;1.53168;0.00045000000000000004;11674.0;199.88400000000001;0.0;74.0;182.0;121237.0;30309.0;606180.0
DADCA-Parted-NSN;102;320;4.0;1.2543799999999998;0.00045000000000000004;12513.0;226.46;650112.0;57.0;164.0;109957.0;27489.0;549780.0
DADCA-Parted-NSN;102;500;4.0;0.91053;0.0006166666666666667;15020.0;273.91;325056.0;30.0;137.0;85011.0;21252.0;425040.0
DADCA-Parted-NSN;103;16;4.0;9.28783;0.00036666666666666667;2710.0;44.715;0.0;614.0;769.0;73520.0;18380.0;367600.0
DADCA-Parted-NSN;103;32;4.0;5.79029;0.00035;4432.0;71.913;0.0;352.0;462.0;69508.0;17377.0;347540.0
DADCA-Parted-NSN;103;48;4.0;4.84234;0.00038333333333333334;5101.0;81.33200000000001;0.0;318.0;460.0;84997.0;21249.0;424980.0
DADCA-Parted-NSN;103;50;4.0;4.70027;0.00035;5491.0;83.57300000000001;0.0;297.0;466.0;90875.0;22718.0;454360.0
DADCA-Parted-NSN;103;80;4.0;3.29521;0.0004;7125.0;113.178;0.0;190.0;308.0;94404.0;23601.0;472020.0
DADCA-Parted-NSN;103;250;4.0;1.57769;0.00048333333333333334;11293.0;195.296;0.0;78.0;183.0;124365.0;31091.0;621820.0
DADCA-Parted-NSN;103;320;4.0;1.35722;0.00046666666666666666;11798.0;214.596;650112.0;66.0;171.0;127892.0;31973.0;639460.0
DADCA-Parted-NSN;103;500;4.0;0.97405;0.0006166666666666667;14392.0;261.41700000000003;325056.0;44.0;165.0;119934.0;29983.0;599660.0
DADCA-Parted-NSN;104;16;4.0;8.41532;0.00036666666666666667;1630.0;49.509;0.0;538.0;644.0;51739.0;12934.0;258680.0
DADCA-Parted-NSN;104;32;4.0;5.79831;0.00035;2448.0;69.886;0.0;356.0;466.0;63059.0;15764.0;315280.0
DADCA-Parted-NSN;104;48;4.0;4.399430000000001;0.00035;3374.0;90.599;0.0;266.0;385.0;75287.0;18821.0;376420.0
DADCA-Parted-NSN;104;50;4.0;4.24977;0.00038333333333333334;3477.0;92.405;0.0;248.0;358.0;69209.0;17302.0;346040.0
DADCA-Parted-NSN;104;80;4.0;3.5282400000000003;0.00038333333333333334;4244.0;106.031;0.0;206.0;314.0;91042.0;22760.0;455200.0
DADCA-Parted-NSN;104;250;4.0;1.53608;0.00043333333333333337;11686.0;199.387;0.0;78.0;186.0;117454.0;29363.0;587260.0
DADCA-Parted-NSN;104;320;4.0;1.2121899999999999;0.00048333333333333334;13117.0;232.175;650112.0;63.0;178.0;104948.0;26237.0;524740.0
DADCA-Parted-NSN;104;500;4.0;0.9718600000000001;0.0005666666666666667;14110.0;261.793;325088.0;44.0;156.0;118696.0;29674.0;593480.0
DADCA-Parted-NSN;105;16;4.0;9.97396;0.00036666666666666667;2509.0;41.907000000000004;0.0;661.0;801.0;55159.0;13789.0;275780.0
DADCA-Parted-NSN;105;32;4.0;5.89452;0.00036666666666666667;2849.0;69.641;0.0;358.0;468.0;52151.0;13037.0;260740.0
DADCA-Parted-NSN;105;48;4.0;4.87976;0.00038333333333333334;3917.0;82.054;0.0;302.0;415.0;64429.0;16107.0;322140.0
DADCA-Parted-NSN;105;50;4.0;4.81995;0.00038333333333333334;3361.0;82.809;0.0;286.0;400.0;78716.0;19679.0;393580.0
DADCA-Parted-NSN;105;80;4.0;3.38766;0.00036666666666666667;6643.0;112.37100000000001;0.0;188.0;350.0;91488.0;22872.0;457440.0
DADCA-Parted-NSN;105;250;4.0;1.73022;0.00043333333333333337;10344.0;182.891;0.0;88.0;194.0;127953.0;31988.0;639760.0
DADCA-Parted-NSN;105;320;4.0;1.38605;0.00045000000000000004;11676.0;211.399;650136.0;66.0;168.0;128893.0;32223.0;644460.0
DADCA-Parted-NSN;105;500;4.0;0.9277700000000001;0.0006166666666666667;14655.0;269.271;325056.0;30.0;130.0;86916.0;21729.0;434580.0
DADCA-Parted-NSN;106;16;4.0;9.30905;0.00035;2392.0;44.674;0.0;619.0;733.0;60747.0;15186.0;303720.0
DADCA-Parted-NSN;106;32;4.0;6.27695;0.00035;2786.0;64.311;0.0;410.0;520.0;63861.0;15965.0;319300.0
DADCA-Parted-NSN;106;48;4.0;4.392519999999999;0.00036666666666666667;5779.0;88.33800000000001;0.0;268.0;384.0;61771.0;15442.0;308840.0
DADCA-Parted-NSN;106;50;4.0;4.56578;0.00036666666666666667;5665.0;86.581;0.0;268.0;378.0;88551.0;22137.0;442740.0
DADCA-Parted-NSN;106;80;4.0;3.55975;0.00038333333333333334;6833.0;106.08200000000001;0.0;208.0;312.0;103452.0;25863.0;517260.0
DADCA-Parted-NSN;106;250;4.0;1.57569;0.00045000000000000004;9318.0;195.354;0.0;81.0;187.0;108102.0;27025.0;540500.0
DADCA-Parted-NSN;106;320;4.0;1.2793299999999999;0.00048333333333333334;12437.0;224.68800000000002;650136.0;58.0;159.0;107316.0;26829.0;536580.0
DADCA-Parted-NSN;106;500;4.0;0.95247;0.0005666666666666667;14599.0;268.303;325056.0;30.0;130.0;93905.0;23476.0;469520.0
DADCA-Parted-NSN;107;16;4.0;9.2589;0.00035;10533.0;44.652;0.0;620.0;730.0;42468.0;10617.0;212340.0
DADCA-Parted-NSN;107;32;4.0;5.62699;0.00035;2850.0;72.46600000000001;0.0;348.0;458.0;62383.0;15595.0;311900.0
DADCA-Parted-NSN;107;48;4.0;4.25729;0.00036666666666666667;3879.0;91.367;0.0;262.0;388.0;61136.0;15284.0;305680.0
DADCA-Parted-NSN;107;50;4.0;4.35872;0.00035;3753.0;89.3;0.0;262.0;378.0;67056.0;16764.0;335280.0
DADCA-Parted-NSN;107;80;4.0;3.59635;0.00036666666666666667;6849.0;104.278;0.0;210.0;312.0;108196.0;27049.0;540980.0
DADCA-Parted-NSN;107;250;4.0;1.6649200000000002;0.00055;10821.0;186.041;0.0;80.0;181.0;124511.0;31127.0;622540.0
DADCA-Parted-NSN;107;320;4.0;1.27434;0.00046666666666666666;15121.0;223.85;650112.0;61.0;170.0;136052.0;34013.0;680260.0
DADCA-Parted-NSN;107;500;4.0;0.90735;0.0006500000000000001;14903.0;275.081;325056.0;30.0;130.0;85269.0;21317.0;426340.0
DADCA-Parted-NSN;108;16;4.0;8.00769;0.00035;2465.0;51.547000000000004;0.0;516.0;632.0;40422.0;10105.0;202100.0
DADCA-Parted-NSN;108;32;4.0;5.32353;0.00036666666666666667;3072.0;75.437;0.0;339.0;453.0;51541.0;12885.0;257700.0
DADCA-Parted-NSN;108;48;4.0;3.94527;0.00036666666666666667;3708.0;98.16;0.0;238.0;350.0;50456.0;12614.0;252280.0
DADCA-Parted-NSN;108;50;4.0;3.7342199999999997;0.00036666666666666667;3727.0;102.336;0.0;223.0;337.0;55846.0;13961.0;279220.0
DADCA-Parted-NSN;108;80;4.0;3.23286;0.0004166666666666667;7531.0;115.08500000000001;0.0;196.0;306.0;88618.0;22154.0;443080.0
DADCA-Parted-NSN;108;250;4.0;1.52769;0.0005333333333333334;11441.0;200.463;0.0;72.0;179.0;102057.0;25514.0;510280.0
DADCA-Parted-NSN;108;320;4.0;1.31952;0.00046666666666666666;11528.0;218.44400000000002;650136.0;60.0;162.0;111204.0;27801.0;556020.0
DADCA-Parted-NSN;108;500;4.0;0.93834;0.0005833333333333334;14578.0;267.97;325056.0;28.0;129.0;87264.0;21816.0;436320.0
DADCA-Parted-NSN;109;16;4.0;9.22369;0.00035;1699.0;44.726;0.0;610.0;720.0;39913.0;9978.0;199560.0
DADCA-Parted-NSN;109;32;4.0;5.93581;0.00035;2656.0;68.174;0.0;376.0;486.0;56965.0;14241.0;284820.0
DADCA-Parted-NSN;109;48;4.0;4.56529;0.00036666666666666667;3647.0;86.999;0.0;268.0;390.0;67477.0;16869.0;337380.0
DADCA-Parted-NSN;109;50;4.0;4.45737;0.00036666666666666667;3689.0;88.34100000000001;0.0;268.0;378.0;68777.0;17194.0;343880.0
DADCA-Parted-NSN;109;80;4.0;3.46829;0.00036666666666666667;6473.0;107.20100000000001;0.0;198.0;308.0;106285.0;26571.0;531420.0
DADCA-Parted-NSN;109;250;4.0;1.5397299999999998;0.00043333333333333337;11460.0;198.326;0.0;74.0;180.0;124191.0;31047.0;620940.0
DADCA-Parted-NSN;109;320;4.0;1.26645;0.00046666666666666666;12722.0;226.72;650112.0;54.0;162.0;106766.0;26691.0;533820.0
DADCA-Parted-NSN;109;500;4.0;0.83905;0.0006000000000000001;15651.0;289.873;325056.0;29.0;133.0;83394.0;20848.0;416960.0
DADCA-Parted-NSN;110;16;4.0;9.00403;0.00036666666666666667;1786.0;45.971000000000004;0.0;593.0;707.0;43410.0;10852.0;217040.0
DADCA-Parted-NSN;110;32;4.0;6.19321;0.00036666666666666667;5153.0;65.039;0.0;393.0;503.0;62920.0;15730.0;314600.0
DADCA-Parted-NSN;110;48;4.0;4.555680000000001;0.00036666666666666667;6571.0;85.503;0.0;290.0;428.0;71711.0;17927.0;358540.0
DADCA-Parted-NSN;110;50;4.0;4.2684;0.00036666666666666667;3403.0;90.498;0.0;262.0;373.0;66520.0;16630.0;332600.0
DADCA-Parted-NSN;110;80;4.0;3.8353099999999998;0.00036666666666666667;6237.0;98.471;0.0;236.0;347.0;116371.0;29092.0;581840.0
DADCA-Parted-NSN;110;250;4.0;1.60279;0.00045000000000000004;11259.0;194.06;0.0;80.0;194.0;126238.0;31559.0;631180.0
DADCA-Parted-NSN;110;320;4.0;1.28416;0.0005;12425.0;223.416;650144.0;52.0;158.0;107299.0;26824.0;536480.0
DADCA-Parted-NSN;110;500;4.0;0.8327899999999999;0.0005666666666666667;16198.0;288.558;325056.0;35.0;145.0;99917.0;24979.0;499580.0
DADCA-Parted-NSN;111;16;4.0;9.18379;0.00035;1647.0;45.115;0.0;598.0;708.0;53149.0;13287.0;265740.0
DADCA-Parted-NSN;111;32;4.0;4.78763;0.00035;3082.0;83.166;0.0;290.0;402.0;36177.0;9044.0;180880.0
DADCA-Parted-NSN;111;48;4.0;4.26577;0.00036666666666666667;5876.0;90.886;0.0;269.0;379.0;76428.0;19107.0;382140.0
DADCA-Parted-NSN;111;50;4.0;4.26007;0.00036666666666666667;5531.0;91.054;0.0;270.0;384.0;71063.0;17765.0;355300.0
DADCA-Parted-NSN;111;80;4.0;3.2905300000000004;0.00038333333333333334;6761.0;112.60900000000001;0.0;195.0;337.0;89202.0;22300.0;446000.0
DADCA-Parted-NSN;111;250;4.0;1.7213599999999998;0.00043333333333333337;10246.0;180.514;0.0;90.0;190.0;132982.0;33245.0;664900.0
DADCA-Parted-NSN;111;320;4.0;1.36542;0.00048333333333333334;11698.0;213.104;650112.0;64.0;166.0;127372.0;31843.0;636860.0
DADCA-Parted-NSN;111;500;4.0;0.88102;0.0006166666666666667;15347.0;279.014;325056.0;30.0;134.0;86899.0;21724.0;434480.0
DADCA-Parted-NSN;112;16;4.0;9.672310000000001;0.00035;1603.0;42.939;0.0;630.0;732.0;53034.0;13258.0;265160.0
DADCA-Parted-NSN;112;32;4.0;5.82749;0.00036666666666666667;2615.0;70.115;0.0;356.0;475.0;52912.0;13228.0;264560.0
DADCA-Parted-NSN;112;48;4.0;4.324319999999999;0.00036666666666666667;3624.0;92.048;0.0;257.0;372.0;65187.0;16296.0;325920.0
DADCA-Parted-NSN;112;50;4.0;4.56543;0.00035;3284.0;85.60300000000001;0.0;278.0;388.0;67678.0;16919.0;338380.0
DADCA-Parted-NSN;112;80;4.0;2.99805;0.00036666666666666667;4966.0;123.074;0.0;182.0;306.0;79372.0;19843.0;396860.0
DADCA-Parted-NSN;112;250;4.0;1.6573900000000001;0.0004166666666666667;10733.0;186.947;0.0;78.0;185.0;122241.0;30560.0;611200.0
DADCA-Parted-NSN;112;320;4.0;1.3927;0.00046666666666666666;11636.0;209.761;650144.0;66.0;168.0;123576.0;30894.0;617880.0
DADCA-Parted-NSN;112;500;4.0;0.9631299999999999;0.0005666666666666667;14580.0;262.26800000000003;325056.0;40.0;142.0;109328.0;27332.0;546640.0
DADCA-Parted-NSN;113;16;4.0;10.4415;0.0003333333333333334;1357.0;39.758;0.0;691.0;794.0;57002.0;14250.0;285000.0
DADCA-Parted-NSN;113;32;4.0;6.16645;0.00035;2100.0;65.4;0.0;393.0;507.0;67250.0;16812.0;336240.0
DADCA-Parted-NSN;113;48;4.0;4.62424;0.00038333333333333334;3338.0;84.565;0.0;286.0;408.0;62005.0;15501.0;310020.0
DADCA-Parted-NSN;113;50;4.0;4.585459999999999;0.00036666666666666667;3335.0;85.047;0.0;274.0;387.0;63427.0;15856.0;317120.0
DADCA-Parted-NSN;113;80;4.0;3.4393300000000004;0.00038333333333333334;4446.0;109.892;0.0;202.0;322.0;82209.0;20552.0;411040.0
DADCA-Parted-NSN;113;250;4.0;1.53103;0.00043333333333333337;11662.0;199.071;0.0;74.0;184.0;122212.0;30553.0;611060.0
DADCA-Parted-NSN;113;320;4.0;1.24884;0.00048333333333333334;12583.0;227.947;650144.0;54.0;172.0;103531.0;25882.0;517640.0
DADCA-Parted-NSN;113;500;4.0;0.94763;0.0006166666666666667;14543.0;267.257;325056.0;30.0;144.0;91677.0;22919.0;458380.0
DADCA-Parted-NSN;114;16;4.0;10.57485;0.00036666666666666667;14014.0;39.426;0.0;691.0;796.0;66472.0;16618.0;332360.0
DADCA-Parted-NSN;114;32;4.0;5.72398;0.00036666666666666667;2615.0;70.176;0.0;366.0;479.0;44398.0;11099.0;221980.0
DADCA-Parted-NSN;114;48;4.0;4.84371;0.00035;3200.0;81.455;0.0;298.0;410.0;68068.0;17017.0;340340.0
DADCA-Parted-NSN;114;50;4.0;4.76497;0.00036666666666666667;3250.0;82.49;0.0;290.0;402.0;69931.0;17482.0;349640.0
DADCA-Parted-NSN;114;80;4.0;3.309;0.00036666666666666667;4645.0;113.69800000000001;0.0;186.0;289.0;72674.0;18168.0;363360.0
DADCA-Parted-NSN;114;250;4.0;1.55124;0.00043333333333333337;11918.0;197.751;0.0;80.0;186.0;134198.0;33549.0;670980.0
DADCA-Parted-NSN;114;320;4.0;1.28146;0.00048333333333333334;12470.0;222.11100000000002;650112.0;58.0;164.0;111304.0;27826.0;556520.0
DADCA-Parted-NSN;114;500;4.0;0.88669;0.0006333333333333334;15474.0;280.982;325056.0;30.0;130.0;87582.0;21895.0;437900.0
DADCA-Parted-NSN;115;16;4.0;8.42798;0.00035;1917.0;48.755;0.0;550.0;660.0;41563.0;10390.0;207800.0
DADCA-Parted-NSN;115;32;4.0;5.48153;0.00036666666666666667;2741.0;72.875;0.0;347.0;449.0;59593.0;14898.0;297960.0
DADCA-Parted-NSN;115;48;4.0;4.51823;0.00035;3160.0;87.452;0.0;270.0;374.0;79344.0;19836.0;396720.0
DADCA-Parted-NSN;115;50;4.0;4.61076;0.00036666666666666667;3122.0;84.565;0.0;288.0;391.0;79414.0;19853.0;397060.0
DADCA-Parted-NSN;115;80;4.0;3.25169;0.00036666666666666667;6777.0;114.36500000000001;0.0;190.0;342.0;102585.0;25646.0;512920.0
DADCA-Parted-NSN;115;250;4.0;1.6644400000000001;0.00043333333333333337;7469.0;185.499;0.0;86.0;192.0;123081.0;30770.0;615400.0
DADCA-Parted-NSN;115;320;4.0;1.27931;0.00048333333333333334;12309.0;224.56300000000002;650112.0;52.0;158.0;106358.0;26589.0;531780.0
DADCA-Parted-NSN;115;500;4.0;0.94637;0.00055;14375.0;263.067;325056.0;46.0;148.0;112838.0;28209.0;564180.0
DADCA-Parted-NSN;116;16;4.0;11.23312;0.00035;7902.0;36.958;0.0;748.0;863.0;60007.0;15001.0;300020.0
DADCA-Parted-NSN;116;32;4.0;7.1070199999999994;0.00035;3860.0;56.899;0.0;452.0;568.0;91324.0;22831.0;456620.0
DADCA-Parted-NSN;116;48;4.0;5.41156;0.00036666666666666667;4764.0;73.465;0.0;336.0;468.0;100835.0;25208.0;504160.0
DADCA-Parted-NSN;116;50;4.0;5.1211;0.00036666666666666667;4875.0;77.31400000000001;0.0;314.0;441.0;94006.0;23501.0;470020.0
DADCA-Parted-NSN;116;80;4.0;3.4250300000000005;0.00038333333333333334;6764.0;108.417;0.0;202.0;317.0;108160.0;27040.0;540800.0
DADCA-Parted-NSN;116;250;4.0;1.63078;0.00046666666666666666;10831.0;188.55100000000002;0.0;80.0;184.0;117043.0;29260.0;585200.0
DADCA-Parted-NSN;116;320;4.0;1.2362;0.0005;12763.0;228.684;650112.0;56.0;161.0;95928.0;23982.0;479640.0
DADCA-Parted-NSN;116;500;4.0;0.93021;0.0005666666666666667;14927.0;268.427;325056.0;36.0;145.0;87902.0;21975.0;439500.0
DADCA-Parted-NSN;117;16;4.0;7.7062800000000005;0.00035;2160.0;53.480000000000004;0.0;499.0;614.0;45693.0;11423.0;228460.0
DADCA-Parted-NSN;117;32;4.0;5.86866;0.00035;4317.0;68.766;0.0;367.0;478.0;68662.0;17165.0;343300.0
DADCA-Parted-NSN;117;48;4.0;4.696219999999999;0.00036666666666666667;3105.0;83.678;0.0;294.0;406.0;97595.0;24398.0;487960.0
DADCA-Parted-NSN;117;50;4.0;4.69626;0.00036666666666666667;3163.0;83.718;0.0;286.0;407.0;73780.0;18445.0;368900.0
DADCA-Parted-NSN;117;80;4.0;3.01278;0.00038333333333333334;7471.0;120.836;0.0;187.0;327.0;88791.0;22197.0;443940.0
DADCA-Parted-NSN;117;250;4.0;1.6622;0.00043333333333333337;10928.0;186.845;0.0;79.0;179.0;126134.0;31533.0;630660.0
DADCA-Parted-NSN;117;320;4.0;1.30062;0.00046666666666666666;12284.0;221.161;650112.0;58.0;177.0;106368.0;26592.0;531840.0
DADCA-Parted-NSN;117;500;4.0;0.9501299999999999;0.0006166666666666667;15703.0;266.396;325056.0;40.0;184.0;95629.0;23907.0;478140.0
DADCA-Parted-NSN;118;16;4.0;7.4389899999999995;0.00036666666666666667;2164.0;55.235;0.0;485.0;598.0;41315.0;10328.0;206560.0
DADCA-Parted-NSN;118;32;4.0;6.27936;0.00035;2497.0;64.69800000000001;0.0;410.0;520.0;77745.0;19436.0;388720.0
DADCA-Parted-NSN;118;48;4.0;4.9162099999999995;0.0004;3377.0;82.462;0.0;290.0;400.0;79181.0;19795.0;395900.0
DADCA-Parted-NSN;118;50;4.0;4.76454;0.00036666666666666667;3482.0;83.973;0.0;282.0;392.0;78738.0;19684.0;393680.0
DADCA-Parted-NSN;118;80;4.0;3.53557;0.00036666666666666667;6404.0;105.798;0.0;206.0;316.0;106353.0;26588.0;531760.0
DADCA-Parted-NSN;119;16;4.0;7.86724;0.00035;1648.0;52.199;0.0;516.0;627.0;39333.0;9833.0;196660.0
DADCA-Parted-NSN;119;32;4.0;5.3003800000000005;0.00035;34992.0;76.055;0.0;329.0;446.0;53145.0;13286.0;265720.0
DADCA-Parted-NSN;119;48;4.0;4.6424900000000004;0.00036666666666666667;3318.0;84.871;0.0;282.0;412.0;65384.0;16346.0;326920.0
DADCA-Parted-NSN;119;50;4.0;4.46605;0.00035;3454.0;88.33200000000001;0.0;270.0;400.0;70346.0;17586.0;351720.0
DADCA-Parted-NSN;119;80;4.0;3.36343;0.00035;4431.0;111.611;0.0;194.0;304.0;82260.0;20565.0;411300.0
DADCA-Parted-NSN;119;250;4.0;1.53472;0.00045000000000000004;11621.0;198.97;0.0;74.0;196.0;117634.0;29408.0;588160.0
DADCA-Parted-NSN;119;320;4.0;1.33441;0.00046666666666666666;11933.0;215.846;650144.0;70.0;185.0;119506.0;29876.0;597520.0
DADCA-Parted-NSN;119;500;4.0;0.8933;0.00055;16687.0;278.01300000000003;325056.0;39.0;147.0;84673.0;21168.0;423360.0
DADCA-Parted-NSN;120;16;4.0;9.095289999999999;0.00036666666666666667;1605.0;45.074;0.0;610.0;724.0;56743.0;14185.0;283700.0
DADCA-Parted-NSN;120;32;4.0;5.7868;0.00036666666666666667;2950.0;69.96900000000001;0.0;368.0;478.0;56280.0;14070.0;281400.0
DADCA-Parted-NSN;120;48;4.0;4.39947;0.00036666666666666667;3497.0;88.613;0.0;270.0;394.0;58810.0;14702.0;294040.0
DADCA-Parted-NSN;120;50;4.0;4.58673;0.00035;3489.0;85.633;0.0;287.0;403.0;70706.0;17676.0;353520.0
DADCA-Parted-NSN;120;80;4.0;3.0755;0.00035;7632.0;120.04;0.0;180.0;290.0;86598.0;21649.0;432980.0
DADCA-Parted-NSN;120;250;4.0;1.41743;0.0005166666666666667;10356.0;186.733;0.0;113868.0;114015.0;94903.0;23725.0;474500.0
DADCA-Parted-NSN;120;320;4.0;1.34664;0.00048333333333333334;10098.0;216.684;650112.0;68.0;192.0;102234.0;25558.0;511160.0
DADCA-Parted-NSN;120;500;4.0;0.94339;0.0005666666666666667;14733.0;267.928;325056.0;31.0;139.0;89005.0;22251.0;445020.0
DADCA-Parted-NSN;121;16;4.0;9.00282;0.00035;1785.0;46.185;0.0;586.0;696.0;50167.0;12541.0;250820.0
DADCA-Parted-NSN;121;32;4.0;6.19147;0.00035;4088.0;65.549;0.0;388.0;499.0;77056.0;19264.0;385280.0
DADCA-Parted-NSN;121;48;4.0;4.49713;0.00036666666666666667;12280.0;86.708;0.0;270.0;393.0;64418.0;16104.0;322080.0
DADCA-Parted-NSN;121;50;4.0;4.38218;0.00036666666666666667;3618.0;89.418;0.0;262.0;373.0;65672.0;16418.0;328360.0
DADCA-Parted-NSN;121;80;4.0;3.75846;0.00036666666666666667;6442.0;99.375;0.0;224.0;334.0;108995.0;27248.0;544960.0
DADCA-Parted-NSN;121;250;4.0;1.618;0.00043333333333333337;10951.0;190.007;0.0;84.0;186.0;117637.0;29409.0;588180.0
DADCA-Parted-NSN;121;320;4.0;1.3491799999999998;0.00048333333333333334;12077.0;215.004;650144.0;69.0;183.0;112136.0;28034.0;560680.0
DADCA-Parted-NSN;121;500;4.0;0.93935;0.0005666666666666667;14778.0;269.44;325056.0;30.0;145.0;85525.0;21381.0;427620.0
DADCA-Parted-NSN;122;16;4.0;9.48893;0.00035;1244.0;43.725;0.0;624.0;736.0;50946.0;12736.0;254720.0
DADCA-Parted-NSN;122;32;4.0;5.33486;0.00036666666666666667;2692.0;75.09100000000001;0.0;336.0;446.0;58739.0;14684.0;293680.0
DADCA-Parted-NSN;122;48;4.0;4.5202;0.00035;3233.0;87.16;0.0;272.0;393.0;69919.0;17479.0;349580.0
DADCA-Parted-NSN;122;50;4.0;4.40305;0.00035;3519.0;90.81400000000001;0.0;260.0;372.0;69783.0;17445.0;348900.0
