Strategy;mapName;nPOIs;nUAV;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy
DADCA-LKH;113;16;4.0;10.077160000000001;0.00115;3161.0;42.605000000000004;7804064.0;653.0;706.0;116367.0;29091.0;581820.0
DADCA-LKH;113;32;4.0;6.99978;0.0011333333333333334;4850.0;59.363;8452344.0;459.0;519.0;166582.0;41645.0;832900.0
DADCA-LKH;113;48;4.0;5.507569999999999;0.0019;5838.0;72.83800000000001;8452416.0;343.0;396.0;174279.0;43569.0;871380.0
DADCA-LKH;113;50;4.0;5.48337;0.0009333333333333333;5993.0;72.936;1300224.0;350.0;404.0;180798.0;45199.0;903980.0
DADCA-LKH;113;80;4.0;4.27534;0.0027333333333333333;7282.0;89.203;9127448.0;277.0;332.0;231546.0;57886.0;1157720.0
DADCA-LKH;113;160;4.0;2.68412;0.015183333333333333;10941.0;128.30700000000002;-11347680.0;157.0;210.0;261339.0;65334.0;1306680.0
DADCA-LKH;113;250;4.0;2.03538;0.0632;14093.0;156.233;-12627528.0;121.0;174.0;307879.0;76969.0;1539380.0
DADCA-LKH;113;320;4.0;1.6749;0.03278333333333334;17000.0;178.96;3829784.0;108.0;179.0;303035.0;75758.0;1515160.0
DADCA-LKH;113;500;4.0;1.21527;0.10758333333333334;23620.0;218.3;11220256.0;69.0;122.0;311090.0;77772.0;1555440.0
DADCA-LKH;114;16;4.0;9.152439999999999;0.0009833333333333335;3488.0;47.1;7802632.0;576.0;629.0;123328.0;30832.0;616640.0
DADCA-LKH;114;32;4.0;6.44145;0.0018833333333333334;5093.0;64.159;8453584.0;405.0;458.0;151297.0;37824.0;756480.0
DADCA-LKH;114;48;4.0;5.37515;0.0019166666666666668;6247.0;74.403;8453144.0;339.0;392.0;191823.0;47955.0;959100.0
DADCA-LKH;114;50;4.0;5.2777;0.00115;6350.0;74.896;1300312.0;338.0;402.0;195947.0;48986.0;979720.0
DADCA-LKH;114;80;4.0;4.16662;0.0024833333333333335;7911.0;91.489;9133456.0;267.0;320.0;240299.0;60074.0;1201480.0
DADCA-LKH;114;160;4.0;2.8868;0.025483333333333334;10108.0;120.333;-11380728.0;183.0;236.0;290475.0;72618.0;1452360.0
DADCA-LKH;114;250;4.0;2.05113;0.032600000000000004;16279.0;155.03300000000002;-13292624.0;137.0;196.0;323279.0;80819.0;1616380.0
DADCA-LKH;114;320;4.0;1.68124;0.029766666666666667;16688.0;178.13;3732880.0;101.0;158.0;317448.0;79362.0;1587240.0
DADCA-LKH;114;500;4.0;1.20834;0.22745;21290.0;218.923;10939960.0;66.0;119.0;296724.0;74181.0;1483620.0
DADCA-LKH;115;16;4.0;9.179210000000001;0.0017666666666666668;3556.0;46.342;7152336.0;599.0;652.0;108465.0;27116.0;542320.0
DADCA-LKH;115;32;4.0;6.70591;0.0017666666666666668;5029.0;61.762;7802376.0;421.0;476.0;163327.0;40831.0;816620.0
DADCA-LKH;115;48;4.0;5.59699;0.0022500000000000003;5906.0;71.64;8452544.0;347.0;408.0;190030.0;47507.0;950140.0
DADCA-LKH;115;50;4.0;5.565930000000001;0.0018666666666666666;5978.0;71.94800000000001;1300224.0;353.0;407.0;195874.0;48968.0;979360.0
DADCA-LKH;115;80;4.0;4.14144;0.0030166666666666666;7555.0;91.773;9133424.0;257.0;311.0;208874.0;52218.0;1044360.0
DADCA-LKH;115;160;4.0;2.77185;0.011916666666666667;10672.0;125.086;-11413880.0;171.0;224.0;284765.0;71191.0;1423820.0
DADCA-LKH;115;250;4.0;2.06239;0.023266666666666668;13546.0;154.183;-12652144.0;135.0;190.0;318035.0;79508.0;1590160.0
DADCA-LKH;115;320;4.0;1.72272;0.04241666666666667;16496.0;174.808;3725144.0;103.0;156.0;317210.0;79302.0;1586040.0
DADCA-LKH;115;500;4.0;1.22284;0.22396666666666668;20835.0;216.761;10399224.0;70.0;128.0;302514.0;75628.0;1512560.0
DADCA-LKH;116;16;4.0;11.60771;0.0011166666666666666;2915.0;37.151;7802024.0;762.0;815.0;136607.0;34151.0;683020.0
DADCA-LKH;116;32;4.0;7.5865;0.0009000000000000001;4301.0;54.705;8453000.0;479.0;539.0;168845.0;42211.0;844220.0
DADCA-LKH;116;48;4.0;5.88968;0.0030333333333333336;5156.0;68.249;8452424.0;375.0;428.0;199161.0;49790.0;995800.0
DADCA-LKH;116;50;4.0;5.66991;0.0017333333333333335;5829.0;70.544;1303424.0;359.0;412.0;197625.0;49406.0;988120.0
DADCA-LKH;116;80;4.0;4.36943;0.0037166666666666667;7080.0;87.29;9792296.0;280.0;333.0;235619.0;58904.0;1178080.0
DADCA-LKH;116;160;4.0;2.85039;0.00555;10140.0;121.818;-11361296.0;182.0;236.0;292404.0;73101.0;1462020.0
DADCA-LKH;116;250;4.0;2.0739400000000003;0.07878333333333333;13556.0;153.592;-13289808.0;129.0;182.0;308651.0;77162.0;1543240.0
DADCA-LKH;116;320;4.0;1.7365400000000002;0.10195;16274.0;173.543;3795592.0;105.0;161.0;309269.0;77317.0;1546340.0
DADCA-LKH;116;500;4.0;1.22995;0.38685;23309.0;216.304;11146360.0;71.0;124.0;316653.0;79163.0;1583260.0
DADCA-LKH;117;16;4.0;8.285110000000001;0.0010500000000000002;3909.0;51.911;7152232.0;520.0;573.0;97051.0;24262.0;485240.0
DADCA-LKH;117;32;4.0;6.37725;0.0013833333333333334;4895.0;64.506;7805176.0;407.0;460.0;138684.0;34671.0;693420.0
DADCA-LKH;117;48;4.0;5.30595;0.0016666666666666668;6205.0;75.203;8452416.0;335.0;391.0;178997.0;44749.0;894980.0
DADCA-LKH;117;50;4.0;5.23804;0.001;6070.0;76.223;1300224.0;338.0;394.0;175541.0;43885.0;877700.0
DADCA-LKH;117;80;4.0;4.15584;0.00265;7515.0;91.88;9786656.0;261.0;316.0;224370.0;56092.0;1121840.0
DADCA-LKH;117;160;4.0;2.7508;0.008450000000000001;10760.0;125.531;-12313992.0;169.0;225.0;279626.0;69906.0;1398120.0
DADCA-LKH;117;250;4.0;2.0641700000000003;0.0392;13572.0;154.233;-13309744.0;125.0;180.0;298430.0;74607.0;1492140.0
DADCA-LKH;117;320;4.0;1.7312900000000002;0.16073333333333334;16259.0;173.881;3737424.0;101.0;156.0;308499.0;77124.0;1542480.0
DADCA-LKH;117;500;4.0;1.22918;0.09895000000000001;22706.0;216.296;11048216.0;86.0;142.0;318276.0;79569.0;1591380.0
DADCA-LKH;118;16;4.0;8.6697;0.0011166666666666666;3784.0;49.222;7803696.0;551.0;606.0;101895.0;25473.0;509460.0
DADCA-LKH;118;32;4.0;7.17442;0.0013333333333333335;4714.0;57.964;7801968.0;451.0;504.0;173446.0;43361.0;867220.0
DADCA-LKH;118;48;4.0;5.92898;0.0011333333333333334;6283.0;67.792;8453768.0;376.0;432.0;200901.0;50225.0;1004500.0
DADCA-LKH;118;50;4.0;5.8223400000000005;0.0008666666666666667;5529.0;69.06;1300224.0;383.0;440.0;208686.0;52171.0;1043420.0
DADCA-LKH;118;80;4.0;4.26107;0.002266666666666667;7605.0;89.569;9127320.0;265.0;322.0;241742.0;60435.0;1208700.0
DADCA-LKH;119;16;4.0;8.83789;0.0009666666666666667;3804.0;48.227000000000004;7802496.0;571.0;630.0;106936.0;26734.0;534680.0
DADCA-LKH;119;32;4.0;6.6268199999999995;0.0017000000000000001;4872.0;62.026;8453448.0;448.0;522.0;148692.0;37173.0;743460.0
DADCA-LKH;119;48;4.0;5.53494;0.0028;5983.0;72.397;8452400.0;356.0;413.0;188690.0;47172.0;943440.0
DADCA-LKH;119;50;4.0;5.39533;0.00235;5498.0;74.123;1950488.0;344.0;402.0;191741.0;47935.0;958700.0
DADCA-LKH;119;80;4.0;4.19956;0.00265;7278.0;91.001;9127864.0;261.0;315.0;223068.0;55767.0;1115340.0
DADCA-LKH;119;160;4.0;2.7962599999999997;0.01941666666666667;10593.0;124.01;-11411744.0;171.0;224.0;289022.0;72255.0;1445100.0
DADCA-LKH;119;250;4.0;2.08528;0.0337;13925.0;153.371;-12634760.0;131.0;184.0;315349.0;78837.0;1576740.0
DADCA-LKH;119;320;4.0;1.7325;0.04891666666666667;16166.0;174.088;3685480.0;103.0;156.0;311530.0;77882.0;1557640.0
DADCA-LKH;119;500;4.0;1.22265;0.13895000000000002;23532.0;217.386;10982896.0;65.0;118.0;322293.0;80573.0;1611460.0
DADCA-LKH;120;16;4.0;9.799619999999999;0.0017166666666666667;3196.0;43.761;7802704.0;627.0;680.0;113141.0;28285.0;565700.0
DADCA-LKH;120;32;4.0;6.57878;0.0012333333333333335;4807.0;62.671;7802160.0;417.0;470.0;143707.0;35926.0;718520.0
DADCA-LKH;120;48;4.0;5.40614;0.0016166666666666666;5996.0;73.897;8452400.0;343.0;396.0;185685.0;46421.0;928420.0
DADCA-LKH;120;50;4.0;5.23086;0.0014500000000000001;6282.0;76.162;1300224.0;331.0;384.0;187704.0;46926.0;938520.0
DADCA-LKH;120;80;4.0;4.2065;0.00175;7525.0;90.589;9127608.0;259.0;315.0;221603.0;55400.0;1108000.0
DADCA-LKH;120;160;4.0;2.8161;0.027116666666666667;10628.0;122.955;-12331736.0;173.0;226.0;298798.0;74699.0;1493980.0
DADCA-LKH;120;250;4.0;2.10135;0.03821666666666667;13458.0;152.004;-12643448.0;125.0;179.0;315811.0;78952.0;1579040.0
DADCA-LKH;120;320;4.0;1.7804;0.0194;16128.0;169.768;3736280.0;107.0;163.0;337512.0;84378.0;1687560.0
DADCA-LKH;120;500;4.0;1.26705;0.16901666666666668;18455.0;210.491;10987928.0;80.0;133.0;344537.0;86134.0;1722680.0
DADCA-LKH;121;16;4.0;9.065389999999999;0.0012333333333333335;3691.0;47.57;7803776.0;573.0;626.0;114006.0;28501.0;570020.0
DADCA-LKH;121;32;4.0;7.0469800000000005;0.0023333333333333335;4542.0;58.757;7804880.0;462.0;518.0;164215.0;41053.0;821060.0
DADCA-LKH;121;48;4.0;5.3200199999999995;0.0016;6095.0;75.07600000000001;8452320.0;337.0;390.0;184515.0;46128.0;922560.0
DADCA-LKH;121;50;4.0;5.1914;0.0038333333333333336;6228.0;76.93;1950488.0;331.0;384.0;182168.0;45542.0;910840.0
DADCA-LKH;121;80;4.0;4.06723;0.004016666666666667;7552.0;93.56400000000001;9777848.0;261.0;318.0;213334.0;53333.0;1066660.0
DADCA-LKH;121;160;4.0;2.72703;0.017866666666666666;10820.0;126.805;-11706864.0;168.0;223.0;266975.0;66743.0;1334860.0
DADCA-LKH;121;250;4.0;2.01264;0.0201;14620.0;157.474;-13304792.0;119.0;173.0;307906.0;76976.0;1539520.0
DADCA-LKH;121;320;4.0;1.6879099999999998;0.03671666666666667;16108.0;177.525;3785096.0;113.0;169.0;311777.0;77944.0;1558880.0
DADCA-LKH;121;500;4.0;1.21656;0.04903333333333334;23519.0;217.95600000000002;10385200.0;73.0;126.0;306918.0;76729.0;1534580.0
DADCA-LKH;122;16;4.0;10.551219999999999;0.0012166666666666667;3102.0;40.931;7152472.0;681.0;735.0;121427.0;30356.0;607120.0
DADCA-LKH;122;32;4.0;6.339519999999999;0.0011;5061.0;64.906;8455096.0;395.0;448.0;139741.0;34935.0;698700.0
DADCA-LKH;122;48;4.0;5.24892;0.00335;5896.0;75.949;8452904.0;323.0;377.0;159959.0;39989.0;799780.0
DADCA-LKH;122;50;4.0;5.1272400000000005;0.005166666666666667;5945.0;77.149;1302328.0;327.0;380.0;162223.0;40555.0;811100.0
DADCA-LKH;122;80;4.0;4.01423;0.002316666666666667;7778.0;94.861;9777856.0;251.0;304.0;206784.0;51696.0;1033920.0
DADCA-LKH;122;160;4.0;2.69918;0.008583333333333333;11130.0;128.37800000000001;-12443008.0;159.0;212.0;276221.0;69055.0;1381100.0
DADCA-LKH;122;250;4.0;2.0399700000000003;0.02876666666666667;14184.0;156.118;-13306896.0;123.0;178.0;314407.0;78601.0;1572020.0
DADCA-LKH;122;320;4.0;1.73859;0.025066666666666668;16577.0;173.18800000000002;3740240.0;101.0;158.0;307070.0;76767.0;1535340.0
DADCA-LKH;122;500;4.0;1.25082;0.0984;21180.0;213.20000000000002;10966968.0;80.0;130.0;330710.0;82677.0;1653540.0
DADCA-LKH;123;16;4.0;8.69321;0.00115;4062.0;49.154;7152256.0;559.0;613.0;117082.0;29270.0;585400.0
DADCA-LKH;123;32;4.0;6.50559;0.0017666666666666668;5441.0;63.423;7802240.0;463.0;519.0;148839.0;37209.0;744180.0
DADCA-LKH;123;48;4.0;5.34891;0.0012000000000000001;6076.0;74.901;9102968.0;335.0;390.0;179425.0;44856.0;897120.0
DADCA-LKH;123;50;4.0;5.37226;0.0007166666666666667;6171.0;74.35300000000001;1951816.0;339.0;393.0;196830.0;49207.0;984140.0
DADCA-LKH;123;80;4.0;4.145980000000001;0.0022500000000000003;7442.0;91.629;9780712.0;253.0;306.0;205423.0;51355.0;1027100.0
DADCA-LKH;123;160;4.0;2.6080799999999997;0.025400000000000002;10842.0;132.053;-11697912.0;161.0;216.0;248393.0;62098.0;1241960.0
DADCA-LKH;123;250;4.0;1.9807400000000002;0.04616666666666667;14602.0;159.927;-12653192.0;121.0;175.0;294898.0;73724.0;1474480.0
DADCA-LKH;123;320;4.0;1.6923599999999999;0.06838333333333334;16642.0;176.93800000000002;3768232.0;99.0;153.0;315956.0;78989.0;1579780.0
DADCA-LKH;123;500;4.0;1.22561;0.34905;22949.0;216.76;10969248.0;86.0;156.0;328334.0;82083.0;1641660.0
DADCA-LKH;124;16;4.0;8.12946;0.0012666666666666668;4112.0;52.505;7152336.0;519.0;572.0;101275.0;25318.0;506360.0
DADCA-LKH;124;32;4.0;6.601560000000001;0.00115;5053.0;62.499;8452784.0;429.0;483.0;160844.0;40211.0;804220.0
DADCA-LKH;124;48;4.0;5.620340000000001;0.00185;5270.0;71.296;8453416.0;362.0;422.0;193844.0;48461.0;969220.0
DADCA-LKH;124;50;4.0;5.46609;0.0015833333333333335;6126.0;72.962;1300248.0;344.0;397.0;195401.0;48850.0;977000.0
DADCA-LKH;124;80;4.0;4.12502;0.005783333333333334;7769.0;92.581;9130496.0;261.0;315.0;230897.0;57724.0;1154480.0
DADCA-LKH;124;160;4.0;2.70487;0.026016666666666667;10985.0;127.515;-12330640.0;163.0;216.0;268235.0;67058.0;1341160.0
DADCA-LKH;124;250;4.0;2.0026900000000003;0.0252;14408.0;158.291;-13218344.0;121.0;177.0;295357.0;73839.0;1476780.0
DADCA-LKH;124;320;4.0;1.69008;0.057300000000000004;16349.0;177.531;3789448.0;99.0;153.0;310947.0;77736.0;1554720.0
DADCA-LKH;124;500;4.0;1.1993;0.18421666666666667;25245.0;219.79;11086808.0;60.0;113.0;293608.0;73402.0;1468040.0
DADCA-LKH;125;16;4.0;8.84356;0.0010500000000000002;3899.0;48.215;7802216.0;572.0;629.0;105493.0;26373.0;527460.0
DADCA-LKH;125;32;4.0;6.91895;0.0013166666666666667;4332.0;59.93;8452344.0;447.0;500.0;168563.0;42140.0;842800.0
DADCA-LKH;125;48;4.0;5.52345;0.0019500000000000001;5891.0;72.478;8452512.0;349.0;402.0;189616.0;47404.0;948080.0
DADCA-LKH;125;50;4.0;5.3783199999999995;0.00235;6182.0;74.342;1300224.0;351.0;414.0;201320.0;50330.0;1006600.0
DADCA-LKH;125;80;4.0;3.95286;0.003966666666666667;7844.0;96.056;9133552.0;241.0;294.0;213493.0;53373.0;1067460.0
DADCA-LKH;125;160;4.0;2.6604099999999997;0.010150000000000001;11041.0;129.708;-12265056.0;157.0;212.0;260251.0;65062.0;1301240.0
DADCA-LKH;125;250;4.0;2.02883;0.030516666666666668;13695.0;156.604;-12590320.0;125.0;178.0;299002.0;74750.0;1495000.0
DADCA-LKH;125;320;4.0;1.728;0.08018333333333334;18638.0;174.281;3784848.0;103.0;162.0;320303.0;80075.0;1601500.0
DADCA-LKH;125;500;4.0;1.21105;0.26838333333333336;23562.0;218.666;11155680.0;65.0;118.0;318313.0;79578.0;1591560.0
DADCA-LKH;126;16;4.0;8.023;0.0010333333333333334;4296.0;53.002;7802472.0;519.0;572.0;102656.0;25664.0;513280.0
DADCA-LKH;126;32;4.0;5.986330000000001;0.0015333333333333334;5488.0;68.752;8452560.0;377.0;430.0;144939.0;36234.0;724680.0
DADCA-LKH;126;48;4.0;5.29972;0.0028833333333333337;6077.0;75.187;8452560.0;329.0;386.0;178479.0;44619.0;892380.0
DADCA-LKH;126;50;4.0;5.1669;0.0011833333333333333;6291.0;76.93900000000001;1302224.0;323.0;376.0;184160.0;46040.0;920800.0
DADCA-LKH;126;80;4.0;3.98676;0.0028333333333333335;7934.0;94.96000000000001;9133536.0;253.0;306.0;211177.0;52794.0;1055880.0
DADCA-LKH;126;160;4.0;2.64967;0.01225;11190.0;129.903;-11374560.0;163.0;216.0;262353.0;65588.0;1311760.0
DADCA-LKH;126;250;4.0;1.9710900000000002;0.04505;14761.0;160.412;-13592408.0;119.0;172.0;299484.0;74871.0;1497420.0
DADCA-LKH;126;320;4.0;1.6635900000000001;0.037483333333333334;17945.0;179.936;3777496.0;97.0;150.0;308166.0;77041.0;1540820.0
DADCA-LKH;126;500;4.0;1.20081;0.1332;23209.0;220.166;10975344.0;164.0;244.0;289726.0;72431.0;1448620.0
DADCA-LKH;127;16;4.0;9.81108;0.0014500000000000001;3742.0;43.704;7152200.0;631.0;686.0;124223.0;31055.0;621100.0
DADCA-LKH;127;32;4.0;7.255439999999999;0.0012333333333333335;4318.0;57.079;8453744.0;469.0;523.0;158512.0;39628.0;792560.0
DADCA-LKH;127;48;4.0;6.2029;0.00135;5281.0;64.892;9103256.0;397.0;454.0;203703.0;50925.0;1018500.0
DADCA-LKH;127;50;4.0;6.12215;0.0010333333333333334;5352.0;65.577;1952456.0;387.0;440.0;214732.0;53683.0;1073660.0
DADCA-LKH;127;80;4.0;4.2555;0.0038666666666666667;7436.0;89.60600000000001;9783808.0;270.0;323.0;233615.0;58403.0;1168060.0
DADCA-LKH;127;160;4.0;2.80346;0.019483333333333335;10225.0;123.545;-11344096.0;174.0;230.0;286200.0;71550.0;1431000.0
DADCA-LKH;127;250;4.0;2.02371;0.08433333333333334;14173.0;156.906;-13253944.0;121.0;176.0;308632.0;77158.0;1543160.0
DADCA-LKH;127;320;4.0;1.71902;0.041183333333333336;16228.0;175.053;3761760.0;109.0;163.0;322921.0;80730.0;1614600.0
DADCA-LKH;127;500;4.0;1.21084;0.42896666666666666;26795.0;218.12;11110896.0;62.0;115.0;300565.0;75141.0;1502820.0
DADCA-LKH;128;16;4.0;10.25065;0.00125;3347.0;41.5;7152224.0;665.0;718.0;126185.0;31546.0;630920.0
DADCA-LKH;128;32;4.0;6.786689999999999;0.0013000000000000002;5109.0;60.495000000000005;7805168.0;459.0;512.0;174178.0;43544.0;870880.0
DADCA-LKH;128;48;4.0;5.37973;0.0025833333333333333;6003.0;74.42;8452752.0;346.0;400.0;178756.0;44689.0;893780.0
DADCA-LKH;128;50;4.0;5.20405;0.0015833333333333335;6219.0;76.453;1950688.0;332.0;385.0;176716.0;44179.0;883580.0
DADCA-LKH;128;80;4.0;4.15709;0.0018666666666666666;7728.0;91.399;9789344.0;264.0;319.0;222444.0;55611.0;1112220.0
DADCA-LKH;128;160;4.0;2.6600099999999998;0.040016666666666666;11094.0;129.748;-11340912.0;163.0;216.0;257150.0;64287.0;1285740.0
DADCA-LKH;128;250;4.0;2.01325;0.019983333333333336;14193.0;157.714;-12915128.0;121.0;174.0;293032.0;73258.0;1465160.0
DADCA-LKH;128;320;4.0;1.69442;0.04105;16567.0;177.279;3820496.0;101.0;154.0;310922.0;77730.0;1554600.0
DADCA-LKH;128;500;4.0;1.2111;0.34731666666666666;23641.0;218.949;11049832.0;69.0;122.0;322871.0;80717.0;1614340.0
DADCA-LKH;129;16;4.0;10.4075;0.00125;3249.0;41.160000000000004;7152216.0;675.0;731.0;134226.0;33556.0;671120.0
DADCA-LKH;129;32;4.0;7.3442300000000005;0.0025333333333333336;4372.0;56.351;7802128.0;478.0;531.0;163423.0;40855.0;817100.0
DADCA-LKH;129;48;4.0;5.70714;0.0010500000000000002;5281.0;70.35000000000001;8452728.0;378.0;433.0;196391.0;49097.0;981940.0
DADCA-LKH;129;50;4.0;5.59529;0.0006833333333333333;5469.0;71.29;1950464.0;383.0;451.0;195706.0;48926.0;978520.0
DADCA-LKH;129;80;4.0;4.21079;0.002916666666666667;7640.0;90.492;9783952.0;263.0;316.0;238234.0;59558.0;1191160.0
DADCA-LKH;129;160;4.0;2.8323;0.028183333333333335;10302.0;122.651;-11343344.0;173.0;226.0;283226.0;70806.0;1416120.0
DADCA-LKH;129;250;4.0;2.05952;0.029383333333333334;14276.0;154.53;-12553616.0;123.0;178.0;306466.0;76616.0;1532320.0
DADCA-LKH;129;320;4.0;1.74249;0.10188333333333334;16344.0;173.26500000000001;3759264.0;97.0;150.0;314673.0;78668.0;1573360.0
DADCA-LKH;129;500;4.0;1.2237200000000001;0.08943333333333334;22170.0;217.044;10647784.0;92.0;145.0;324634.0;81158.0;1623160.0
DADCA-LKH;130;16;4.0;8.6996;0.0019333333333333333;3785.0;48.721000000000004;7803816.0;571.0;625.0;109830.0;27457.0;549140.0
DADCA-LKH;130;32;4.0;6.72032;0.00125;4575.0;61.443;8452208.0;423.0;477.0;152102.0;38025.0;760500.0
DADCA-LKH;130;48;4.0;4.95845;0.0017833333333333334;6259.0;80.252;8452616.0;309.0;362.0;159970.0;39992.0;799840.0
DADCA-LKH;130;50;4.0;4.88966;0.00115;6486.0;81.365;1950488.0;308.0;361.0;165462.0;41365.0;827300.0
DADCA-LKH;130;80;4.0;3.8036300000000005;0.0036000000000000003;8033.0;99.523;9783840.0;231.0;284.0;199135.0;49783.0;995660.0
DADCA-LKH;130;160;4.0;2.6319;0.0038833333333333337;11046.0;130.82;-11633872.0;159.0;212.0;256988.0;64247.0;1284940.0
DADCA-LKH;130;250;4.0;2.0187;0.09818333333333334;14273.0;157.702;-12340704.0;123.0;178.0;295780.0;73945.0;1478900.0
DADCA-LKH;130;320;4.0;1.6949400000000001;0.08195000000000001;16341.0;177.484;3778448.0;97.0;152.0;298407.0;74601.0;1492020.0
DADCA-LKH;130;500;4.0;1.211;0.13396666666666668;22923.0;218.726;11002688.0;76.0;135.0;321767.0;80441.0;1608820.0
DADCA-LKH;131;16;4.0;10.24137;0.0009666666666666667;3292.0;41.915;7152360.0;663.0;716.0;124421.0;31105.0;622100.0
DADCA-LKH;131;32;4.0;6.7066300000000005;0.002266666666666667;5095.0;61.954;7802232.0;417.0;470.0;166500.0;41625.0;832500.0
DADCA-LKH;131;48;4.0;5.12997;0.0012166666666666667;6202.0;77.83200000000001;9102504.0;315.0;372.0;161936.0;40484.0;809680.0
DADCA-LKH;131;50;4.0;5.0287;0.0011666666666666668;6456.0;79.077;1952376.0;313.0;366.0;180757.0;45189.0;903780.0
DADCA-LKH;131;80;4.0;4.09052;0.005933333333333334;7467.0;92.96900000000001;10402808.0;273.0;327.0;212252.0;53063.0;1061260.0
DADCA-LKH;131;160;4.0;2.83567;0.005533333333333334;10526.0;122.388;-11692552.0;175.0;229.0;298296.0;74574.0;1491480.0
DADCA-LKH;131;250;4.0;2.0543;0.04318333333333334;13848.0;154.947;-12647712.0;121.0;174.0;313128.0;78282.0;1565640.0
DADCA-LKH;131;320;4.0;1.753;0.08488333333333334;16450.0;171.90200000000002;3767584.0;101.0;156.0;323035.0;80758.0;1615160.0
DADCA-LKH;131;500;4.0;1.22689;0.2950166666666667;23351.0;216.296;11054808.0;71.0;124.0;314348.0;78587.0;1571740.0
DADCA-LKH;132;16;4.0;9.54716;0.0019;3511.0;45.087;7152040.0;612.0;665.0;119120.0;29780.0;595600.0
DADCA-LKH;132;32;4.0;6.9571;0.0011166666666666666;4491.0;59.57;7802472.0;435.0;488.0;146077.0;36519.0;730380.0
DADCA-LKH;132;48;4.0;5.81059;0.0035833333333333333;5751.0;69.291;8452560.0;369.0;425.0;191308.0;47827.0;956540.0
DADCA-LKH;132;50;4.0;5.48681;0.0012666666666666668;5946.0;72.861;1950464.0;351.0;412.0;193987.0;48496.0;969920.0
DADCA-LKH;132;80;4.0;4.11265;0.004083333333333334;7645.0;92.498;9130168.0;259.0;312.0;221510.0;55377.0;1107540.0
DADCA-LKH;132;160;4.0;2.79261;0.011366666666666667;10635.0;124.295;-11385144.0;183.0;239.0;288894.0;72223.0;1444460.0
DADCA-LKH;132;250;4.0;2.14387;0.017383333333333334;13526.0;149.566;-12543736.0;129.0;182.0;318427.0;79606.0;1592120.0
DADCA-LKH;132;320;4.0;1.76778;0.022683333333333333;16429.0;170.577;3797192.0;111.0;164.0;342262.0;85565.0;1711300.0
DADCA-LKH;132;500;4.0;1.2201;0.08918333333333334;23553.0;217.36100000000002;10849672.0;67.0;121.0;321126.0;80281.0;1605620.0
DADCA-LKH;133;16;4.0;10.237630000000001;0.0014500000000000001;3349.0;41.852000000000004;7152248.0;668.0;722.0;128558.0;32139.0;642780.0
DADCA-LKH;133;32;4.0;5.9069400000000005;0.0017666666666666668;5621.0;69.524;8452152.0;379.0;432.0;140895.0;35223.0;704460.0
DADCA-LKH;133;48;4.0;4.8683;0.0017000000000000001;6578.0;81.644;9102536.0;303.0;356.0;165625.0;41406.0;828120.0
DADCA-LKH;133;50;4.0;4.81049;0.002466666666666667;6729.0;82.392;1950464.0;303.0;358.0;173000.0;43250.0;865000.0
DADCA-LKH;133;80;4.0;4.01505;0.00575;7902.0;94.558;9752584.0;266.0;320.0;216990.0;54247.0;1084940.0
DADCA-LKH;133;160;4.0;2.76304;0.0094;10683.0;125.33200000000001;-11376512.0;171.0;226.0;278479.0;69619.0;1392380.0
DADCA-LKH;133;250;4.0;2.0550200000000003;0.03986666666666667;13805.0;154.754;-12308576.0;140.0;194.0;311360.0;77840.0;1556800.0
DADCA-LKH;133;320;4.0;1.7245599999999999;0.09153333333333334;16309.0;174.199;3759232.0;101.0;154.0;317394.0;79348.0;1586960.0
DADCA-LKH;133;500;4.0;1.2197200000000001;0.13058333333333333;22333.0;217.248;11048600.0;70.0;122.0;330808.0;82702.0;1654040.0
DADCA-LKH;134;16;4.0;9.43661;0.0019333333333333333;3620.0;45.429;7804496.0;603.0;656.0;119021.0;29755.0;595100.0
DADCA-LKH;134;32;4.0;6.62772;0.00205;5140.0;62.370000000000005;7804792.0;423.0;476.0;166046.0;41511.0;830220.0
DADCA-LKH;134;48;4.0;5.2519;0.005016666666666667;6085.0;76.236;8452968.0;327.0;385.0;180316.0;45079.0;901580.0
DADCA-LKH;134;50;4.0;5.17542;0.0023;6785.0;76.75;1966888.0;334.0;387.0;185394.0;46348.0;926960.0
DADCA-LKH;134;80;4.0;4.208819999999999;0.0046;7365.0;90.537;10408600.0;269.0;322.0;227060.0;56765.0;1135300.0
DADCA-LKH;134;160;4.0;2.8149;0.01711666666666667;10806.0;123.409;-11660616.0;168.0;226.0;285394.0;71348.0;1426960.0
DADCA-LKH;134;250;4.0;2.02062;0.09308333333333334;14371.0;157.332;-12630696.0;119.0;172.0;307794.0;76948.0;1538960.0
DADCA-LKH;134;320;4.0;1.72888;0.11113333333333333;16327.0;174.037;3818784.0;101.0;155.0;318465.0;79616.0;1592320.0
DADCA-LKH;134;500;4.0;1.2271100000000001;0.16068333333333334;23384.0;216.626;10717888.0;71.0;124.0;318450.0;79612.0;1592240.0
DADCA-LKH;135;16;4.0;8.54372;0.0018666666666666666;3525.0;49.79;7802344.0;551.0;606.0;90919.0;22729.0;454580.0
DADCA-LKH;135;32;4.0;6.837689999999999;0.001966666666666667;4771.0;60.592;7804832.0;446.0;499.0;151976.0;37994.0;759880.0
