Strategy;nUAV;nPOIs;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;mapName
DADCA-parted-nsn;16;20;7.910728333333333;71.0;259200.0;13000.0;10766.3;2.933333333333333;4.0;258890.66666666666;230391.33333333334;21152.933333333334;8404.9;73841.53333333334;54702.0;3.051978597092034;14.624378220060423;15.5
DADCA-parted-nsn;16;200;1.5009556666666664;71.0;259200.0;13000.0;47690.9;15.466666666666667;4.0;259200.0;229746.0;37066.566666666666;18465.966666666667;127560.13333333333;167006.76666666666;0.5790723395506273;0.9031333839924448;15.5
DADCA-parted-nsn;20;200;1.8654493333333333;71.0;259200.0;13000.0;53276.13333333333;12.566666666666666;4.0;259200.0;222341.16666666666;35718.4;13977.2;160086.66666666666;167006.76666666666;0.7196952557409945;1.1225009594996542;15.5
DADCA-parted-nsn;24;200;2.334819333333333;71.0;259200.0;13000.0;63999.433333333334;13.066666666666666;4.0;259200.0;213371.0;35216.933333333334;15622.866666666667;201195.33333333334;167006.76666666666;0.9007788089658585;1.4050143427068023;15.5
TSPConcorde;4;20;3.8682310000000006;71.0;259200.0;13000.0;5299.766666666666;565.6;4.0;250422.83333333334;244401.83333333334;28239.333333333332;3992.2;35388.9;49700.73333333333;1.4923736040460043;7.8310367552250995;15.5
TSPConcorde;4;200;1.0897459999999997;71.0;259200.0;13000.0;34055.7;2451.7;4.0;259200.0;251412.33333333334;53070.4;16348.066666666668;61430.3;135944.33333333334;0.4204268267270617;0.8025600829953229;15.5
TSPConcorde;8;20;6.284760666666667;71.0;259200.0;13000.0;6803.433333333333;514.1666666666666;4.0;245679.66666666666;235767.16666666666;26689.566666666666;4231.966666666666;55520.03333333333;49771.166666666664;2.4246762355205003;12.708492749150983;15.5
TSPConcorde;8;200;1.5716240000000004;71.0;259200.0;13000.0;37602.1;2480.9;4.0;259200.0;247674.33333333334;48399.066666666666;13804.3;122829.53333333334;136185.13333333333;0.606336879977328;1.1550876666276015;15.5
TSPConcorde;12;20;8.91133933333333;71.0;259200.0;13000.0;8570.7;511.43333333333334;4.0;239604.83333333334;225838.66666666666;26981.866666666665;4553.0;79880.7;49944.53333333333;3.4380167351743887;17.94227741102005;15.5
TSPConcorde;12;200;2.18744;71.0;259200.0;13000.0;42866.8;2298.6666666666665;4.0;259200.0;243212.16666666666;46207.86666666667;21229.933333333334;162643.06666666668;135987.33333333334;0.8439193343399126;1.6103568557094576;15.5
TSPConcorde;16;20;11.778108;71.0;259200.0;13000.0;11179.666666666666;514.9333333333333;4.0;233420.33333333334;214387.16666666666;26940.966666666667;4428.633333333333;105359.16666666667;49721.066666666666;4.5440235049757405;23.785878487836793;15.5
TSPConcorde;16;200;2.858436;71.0;259200.0;13000.0;48720.433333333334;2383.6;4.0;259200.0;238173.83333333334;44976.53333333333;14942.1;226028.53333333333;136093.93333333332;1.102791873261507;2.1028036977213564;15.5
TSPConcorde;20;200;3.586218666666667;71.0;259200.0;13000.0;53947.5;2225.8;4.0;259200.0;232650.5;43690.9;17360.6;284711.26666666666;136032.93333333332;1.383571949382081;2.6389553272350077;15.5
TSPConcorde;24;200;4.460055666666666;71.0;259200.0;13000.0;64057.36666666667;2504.4666666666667;4.0;259200.0;226761.66666666666;42565.2;14012.366666666667;356231.1666666667;136089.6;1.7207002225508687;3.2817338469281734;15.5
