Strategy;nPOIs;nUAV;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData;msgAVGDelayOnGS
TSPbasedMobility;20;4;6.73091;10;3750000;3000;56;4;3501280;3490725;185
ZigZagOverNSNMobility;20;2;2.98699;10;3750000;3000;34;4;3696085;3570875;185
KingstonImprovedOverNSNMobility;20;2;3.22705;10;3750000;3000;34;4;3708960;3581045;185
TSPbasedMobility;20;2;3.37042;10;3750000;3000;51;4;3625775;3619595;185
ZigZagOverNSNMobility;20;16;37.55515;10;3750000;3000;64;4;3012435;2248760;350
KingstonImprovedOverNSNMobility;20;16;34.94687;10;3750000;3000;83;4;3285300;1850585;351
TSPbasedMobility;20;16;31.01333;10;3750000;3000;290;4;2609085;2565390;991
ZigZagOverNSNMobility;20;8;18.98343;10;3750000;3000;48;4;3387070;2947935;351
KingstonImprovedOverNSNMobility;20;8;18.07283;10;3750000;3000;55;4;3513805;2835805;351
TSPbasedMobility;20;8;15.34213;10;3750000;3000;268;4;3183915;3161250;351
ZigZagOverNSNMobility;20;4;9.64127;10;3750000;3000;39;4;3569905;3317675;351
KingstonImprovedOverNSNMobility;20;4;9.12545;10;3750000;3000;41;4;3647370;2545885;351
TSPbasedMobility;20;4;7.69936;10;3750000;3000;264;4;3467570;3455530;351
ZigZagOverNSNMobility;20;2;4.83725;10;3750000;3000;34;4;3660625;3533005;351
KingstonImprovedOverNSNMobility;20;2;4.66372;10;3750000;3000;35;4;3684675;3482240;351
TSPbasedMobility;20;2;3.85283;10;3750000;3000;247;4;3609275;3602290;351
ZigZagOverNSNMobility;20;16;33.51863;10;3750000;3000;62;4;3087585;2328850;160
KingstonImprovedOverNSNMobility;20;16;32.39776;10;3750000;3000;86;4;3318335;2013125;160
TSPbasedMobility;20;16;25.55228;10;3750000;3000;1729;4;2844025;2213400;160
ZigZagOverNSNMobility;20;8;16.93038;10;3750000;3000;47;4;3420495;2987410;160
KingstonImprovedOverNSNMobility;20;8;15.93191;10;3750000;3000;55;4;3517095;2826300;160
TSPbasedMobility;20;8;12.77051;10;3750000;3000;1722;4;3297600;2982745;160
ZigZagOverNSNMobility;20;4;8.52635;10;3750000;3000;39;4;3585855;3363755;160
KingstonImprovedOverNSNMobility;20;4;7.75303;10;3750000;3000;41;4;3647590;3338760;160
TSPbasedMobility;20;4;6.53984;10;3750000;3000;1437;4;3510675;3500855;160
ZigZagOverNSNMobility;20;2;4.26129;10;3750000;3000;33;4;3668160;3555330;160
KingstonImprovedOverNSNMobility;20;2;4.40838;10;3750000;3000;35;4;3685125;3487990;160
TSPbasedMobility;20;2;3.14375;10;3750000;3000;1944;4;3635580;3629580;622
ZigZagOverNSNMobility;20;16;22.39004;10;3750000;3000;62;4;3323575;2816725;483
KingstonImprovedOverNSNMobility;20;16;20.37946;10;3750000;3000;73;4;3478830;2653320;483
TSPbasedMobility;20;16;24.97927;10;3750000;3000;83;4;2860270;2247150;507
ZigZagOverNSNMobility;20;8;11.30620;10;3750000;3000;46;4;3538775;3270495;483
KingstonImprovedOverNSNMobility;20;8;10.50631;10;3750000;3000;53;4;3622085;3209775;483
TSPbasedMobility;20;8;12.71428;10;3750000;3000;65;4;3282840;3262810;523
ZigZagOverNSNMobility;20;4;5.68445;10;3750000;3000;39;4;3644510;3491210;483
KingstonImprovedOverNSNMobility;20;4;5.55281;10;3750000;3000;42;4;3683985;3470275;483
TSPbasedMobility;20;4;6.39567;10;3750000;3000;56;4;3515490;3505275;483
ZigZagOverNSNMobility;20;2;2.85661;10;3750000;3000;34;4;3697535;3620095;483
KingstonImprovedOverNSNMobility;20;2;2.90715;10;3750000;3000;34;4;3713720;3599625;483
TSPbasedMobility;20;2;3.20651;10;3750000;3000;53;4;3632755;3627385;507
ZigZagOverNSNMobility;20;16;27.02671;10;3750000;3000;65;4;3210750;2602415;188
KingstonImprovedOverNSNMobility;20;16;25.99395;10;3750000;3000;77;4;3404340;2374790;188
TSPbasedMobility;20;16;26.96826;10;3750000;3000;256;4;2765340;2725180;947
ZigZagOverNSNMobility;20;8;13.67411;10;3750000;3000;48;4;3481560;3147450;188
KingstonImprovedOverNSNMobility;20;8;13.22897;10;3750000;3000;56;4;3577070;3059525;188
TSPbasedMobility;20;8;12.41659;10;3750000;3000;251;4;3295105;3276370;947
ZigZagOverNSNMobility;20;4;6.91593;10;3750000;3000;40;4;3617755;3435350;188
KingstonImprovedOverNSNMobility;20;4;7.39359;10;3750000;3000;42;4;3739275;2636635;188
TSPbasedMobility;20;4;6.68929;10;3750000;3000;230;4;3505535;3495200;947
ZigZagOverNSNMobility;20;2;3.46221;10;3750000;3000;33;4;3683805;3593600;188
KingstonImprovedOverNSNMobility;20;2;3.59949;10;3750000;3000;34;4;3700545;3551295;188
TSPbasedMobility;20;2;3.36773;10;3750000;3000;220;4;3626695;3621035;188
ZigZagOverNSNMobility;20;16;24.68502;10;3750000;3000;61;4;3280160;2682380;107
KingstonImprovedOverNSNMobility;20;16;22.88924;10;3750000;3000;72;4;3429365;2466975;107
TSPbasedMobility;20;16;22.06097;10;3750000;3000;85;4;2985740;2482725;1231
ZigZagOverNSNMobility;20;8;12.41731;10;3750000;3000;47;4;3514865;3194125;107
KingstonImprovedOverNSNMobility;20;8;11.61132;10;3750000;3000;50;4;3593955;3095060;107
TSPbasedMobility;20;8;10.90933;10;3750000;3000;68;4;3361955;3103855;1231
ZigZagOverNSNMobility;20;4;6.28454;10;3750000;3000;39;4;3632130;3466770;107
KingstonImprovedOverNSNMobility;20;4;5.85196;10;3750000;3000;42;4;3668320;3406265;107
TSPbasedMobility;20;4;6.09621;10;3750000;3000;60;4;3526220;3516420;107
ZigZagOverNSNMobility;20;2;3.14076;10;3750000;3000;35;4;3691410;3609410;107
KingstonImprovedOverNSNMobility;20;2;3.12981;10;3750000;3000;36;4;3706505;3569775;107
TSPbasedMobility;20;2;3.06213;10;3750000;3000;56;4;3637495;3632035;785
ZigZagOverNSNMobility;20;16;30.46527;10;3750000;3000;65;4;3139030;2504350;441
KingstonImprovedOverNSNMobility;20;16;31.38443;10;3750000;3000;78;4;3295855;1926370;441
TSPbasedMobility;20;16;25.92607;10;3750000;3000;71;4;2788355;2752020;441
ZigZagOverNSNMobility;20;8;15.37470;10;3750000;3000;46;4;3447050;3113525;441
KingstonImprovedOverNSNMobility;20;8;15.91297;10;3750000;3000;56;4;3530825;2912470;441
TSPbasedMobility;20;8;13.73565;10;3750000;3000;53;4;3242200;3222565;441
ZigZagOverNSNMobility;20;4;7.79731;10;3750000;3000;39;4;3599330;3395400;441
KingstonImprovedOverNSNMobility;20;4;8.05597;10;3750000;3000;41;4;3633200;3291740;441
TSPbasedMobility;20;4;7.36375;10;3750000;3000;45;4;3478065;3466220;494
ZigZagOverNSNMobility;20;2;3.91199;10;3750000;3000;34;4;3674665;3573260;441
KingstonImprovedOverNSNMobility;20;2;4.09806;10;3750000;3000;35;4;3749115;3442285;441
TSPbasedMobility;20;2;3.43518;10;3750000;3000;39;4;3623625;3617960;441
ZigZagOverNSNMobility;20;16;25.37462;10;3750000;3000;64;4;3267230;2639335;155
KingstonImprovedOverNSNMobility;20;16;23.72234;10;3750000;3000;70;4;3430030;2497505;155
TSPbasedMobility;20;16;27.71283;10;3750000;3000;71;4;2729870;2691000;155
ZigZagOverNSNMobility;20;8;12.79008;10;3750000;3000;47;4;3510845;3163940;155
KingstonImprovedOverNSNMobility;20;8;11.94471;10;3750000;3000;51;4;3592645;3122505;155
TSPbasedMobility;20;8;13.55101;10;3750000;3000;54;4;3253565;3234055;155
ZigZagOverNSNMobility;20;4;6.44483;10;3750000;3000;38;4;3630630;3457930;155
KingstonImprovedOverNSNMobility;20;4;6.07607;10;3750000;3000;41;4;3671585;3432175;155
TSPbasedMobility;20;4;6.13742;10;3750000;3000;45;4;3524890;3515815;1325
ZigZagOverNSNMobility;20;2;3.22573;10;3750000;3000;34;4;3690175;3604065;155
KingstonImprovedOverNSNMobility;20;2;3.28407;10;3750000;3000;35;4;3704595;3561880;155
TSPbasedMobility;20;2;3.06378;10;3750000;3000;40;4;3637740;3632265;1325
ZigZagOverNSNMobility;20;16;26.67933;10;3750000;3000;61;4;3236910;2684225;560
KingstonImprovedOverNSNMobility;20;16;27.26321;10;3750000;3000;77;4;3374715;2195930;560
TSPbasedMobility;20;16;26.33142;10;3750000;3000;431;4;2783430;2747355;560
ZigZagOverNSNMobility;20;8;13.46879;10;3750000;3000;47;4;3494660;3189035;560
KingstonImprovedOverNSNMobility;20;8;13.80705;10;3750000;3000;53;4;3562195;2965190;560
TSPbasedMobility;20;8;12.78663;10;3750000;3000;468;4;3280695;3259580;807
ZigZagOverNSNMobility;20;4;6.79275;10;3750000;3000;39;4;3623220;3443750;560
KingstonImprovedOverNSNMobility;20;4;6.96283;10;3750000;3000;41;4;3662965;3294115;560
TSPbasedMobility;20;4;6.58675;10;3750000;3000;462;4;3508440;3498650;560
KingstonImprovedOverNSNMobility;20;2;3.78067;10;3750000;3000;33;4;3690805;3508735;560
ZigZagOverNSNMobility;20;2;3.40865;10;3750000;3000;34;4;3686585;3596725;560
TSPbasedMobility;20;2;3.29213;10;3750000;3000;446;4;3629930;3624080;560
ZigZagOverNSNMobility;20;16;28.28943;10;3750000;3000;67;4;3180545;2523120;253
KingstonImprovedOverNSNMobility;20;16;29.23812;10;3750000;3000;75;4;3326485;2125645;253
TSPbasedMobility;20;16;26.61642;10;3750000;3000;190;4;2770920;2733720;253
ZigZagOverNSNMobility;20;8;15.13074;10;3750000;3000;49;4;3454080;3085435;253
KingstonImprovedOverNSNMobility;20;8;14.68306;10;3750000;3000;51;4;3546890;2961300;253
TSPbasedMobility;20;8;13.01311;10;3750000;3000;185;4;3273825;3253205;253
ZigZagOverNSNMobility;20;4;7.63541;10;3750000;3000;38;4;3601825;3410155;253
KingstonImprovedOverNSNMobility;20;4;7.24921;10;3750000;3000;43;4;3641575;3323205;253
TSPbasedMobility;20;4;6.65371;10;3750000;3000;157;4;3506505;3494805;253
ZigZagOverNSNMobility;20;2;3.82076;10;3750000;3000;34;4;3676975;3578990;253
KingstonImprovedOverNSNMobility;20;2;3.89734;10;3750000;3000;35;4;3689960;3509245;253
TSPbasedMobility;20;2;2.95015;10;3750000;3000;167;4;3641945;3637090;2699
ZigZagOverNSNMobility;20;16;21.87602;10;3750000;3000;61;4;3333530;2843860;266
KingstonImprovedOverNSNMobility;20;16;20.09151;10;3750000;3000;73;4;3460670;2617050;266
TSPbasedMobility;20;16;26.19019;10;3750000;3000;75;4;2788120;2751595;751
ZigZagOverNSNMobility;20;8;10.98517;10;3750000;3000;47;4;3542740;3294905;266
KingstonImprovedOverNSNMobility;20;8;10.28570;10;3750000;3000;50;4;3610550;3185790;266
TSPbasedMobility;20;8;13.09503;10;3750000;3000;60;4;3269665;3250250;751
ZigZagOverNSNMobility;20;4;5.55966;10;3750000;3000;39;4;3646545;3503490;266
KingstonImprovedOverNSNMobility;20;4;5.18626;10;3750000;3000;41;4;3679455;3458465;266
TSPbasedMobility;20;4;6.44134;10;3750000;3000;53;4;3514255;3503595;751
ZigZagOverNSNMobility;20;2;2.78313;10;3750000;3000;35;4;3698515;3624650;266
KingstonImprovedOverNSNMobility;20;2;2.92911;10;3750000;3000;36;4;3711900;3593645;266
TSPbasedMobility;20;2;3.27508;10;3750000;3000;48;4;3630615;3624715;751
ZigZagOverNSNMobility;20;16;27.31477;10;3750000;3000;65;4;3211575;2559875;103
KingstonImprovedOverNSNMobility;20;16;27.43816;10;3750000;3000;79;4;3358555;2238645;103
TSPbasedMobility;20;16;23.16837;10;3750000;3000;81;4;2899010;2865305;2168
ZigZagOverNSNMobility;20;8;13.78689;10;3750000;3000;49;4;3481185;3135250;103
KingstonImprovedOverNSNMobility;20;8;13.66531;10;3750000;3000;57;4;3541515;2938600;103
TSPbasedMobility;20;8;10.54422;10;3750000;3000;61;4;3361575;3346235;2168
ZigZagOverNSNMobility;20;4;6.95099;10;3750000;3000;39;4;3616690;3434015;103
KingstonImprovedOverNSNMobility;20;4;6.81936;10;3750000;3000;42;4;3652790;3364505;103
TSPbasedMobility;20;4;6.13057;10;3750000;3000;52;4;3525080;3515645;1065
ZigZagOverNSNMobility;20;2;3.48025;10;3750000;3000;35;4;3682845;3591520;103
KingstonImprovedOverNSNMobility;20;2;3.65464;10;3750000;3000;36;4;3690815;3520460;103
TSPbasedMobility;20;2;3.12129;10;3750000;3000;48;4;3635535;3630415;103
ZigZagOverNSNMobility;20;16;26.70974;10;3750000;3000;62;4;3241370;2676405;507
KingstonImprovedOverNSNMobility;20;16;27.22519;10;3750000;3000;74;4;3398215;2187200;507
TSPbasedMobility;20;16;27.80053;10;3750000;3000;135;4;2761125;2110040;907
ZigZagOverNSNMobility;20;8;13.47351;10;3750000;3000;47;4;3496740;3197485;507
KingstonImprovedOverNSNMobility;20;8;13.89356;10;3750000;3000;53;4;3568180;2976455;507
TSPbasedMobility;20;8;13.15970;10;3750000;3000;114;4;3283400;2975275;1001
ZigZagOverNSNMobility;20;4;6.80631;10;3750000;3000;39;4;3623785;3444685;507
KingstonImprovedOverNSNMobility;20;4;7.52268;10;3750000;3000;40;4;3675975;3167400;507
TSPbasedMobility;20;4;5.42337;10;3750000;3000;105;4;3557225;3436535;1001
ZigZagOverNSNMobility;20;2;3.42243;10;3750000;3000;33;4;3687215;3595205;507
KingstonImprovedOverNSNMobility;20;2;3.49784;10;3750000;3000;34;4;3695405;3524965;507
TSPbasedMobility;20;2;3.37174;10;3750000;3000;98;4;3625900;3620135;907
ZigZagOverNSNMobility;20;16;25.62605;10;3750000;3000;62;4;3255855;2187320;709
KingstonImprovedOverNSNMobility;20;16;26.15717;10;3750000;3000;70;4;3422310;1782335;709
TSPbasedMobility;20;16;26.00679;10;3750000;3000;159;4;2799415;2761245;709
ZigZagOverNSNMobility;20;8;12.93139;10;3750000;3000;47;4;3504860;2965255;709
KingstonImprovedOverNSNMobility;20;8;13.15909;10;3750000;3000;55;4;3580245;2811730;708
TSPbasedMobility;20;8;11.38217;10;3750000;3000;133;4;3331885;3315275;969
ZigZagOverNSNMobility;20;4;6.52228;10;3750000;3000;38;4;3628770;3356310;709
KingstonImprovedOverNSNMobility;20;4;6.61936;10;3750000;3000;42;4;3669160;3313380;709
TSPbasedMobility;20;4;6.47211;10;3750000;3000;134;4;3512685;3502660;709
KingstonImprovedOverNSNMobility;20;2;3.33203;10;3750000;3000;34;4;3700210;3488345;709
ZigZagOverNSNMobility;20;2;3.28293;10;3750000;3000;34;4;3689070;3552455;709
TSPbasedMobility;20;2;3.29695;10;3750000;3000;127;4;3629525;3624485;709
ZigZagOverNSNMobility;20;16;23.95279;10;3750000;3000;63;4;3277855;2757945;488
KingstonImprovedOverNSNMobility;20;16;22.80544;10;3750000;3000;73;4;3453585;2509960;488
TSPbasedMobility;20;16;25.88174;10;3750000;3000;156;4;2795945;2759350;488
ZigZagOverNSNMobility;20;8;12.06043;10;3750000;3000;46;4;3515855;3228360;488
KingstonImprovedOverNSNMobility;20;8;11.50547;10;3750000;3000;55;4;3594130;3117165;488
TSPbasedMobility;20;8;12.94591;10;3750000;3000;137;4;3273330;3254565;488
ZigZagOverNSNMobility;20;4;6.08686;10;3750000;3000;39;4;3632440;3470545;488
KingstonImprovedOverNSNMobility;20;4;6.37971;10;3750000;3000;41;4;3689740;3310725;488
TSPbasedMobility;20;4;6.54363;10;3750000;3000;129;4;3509760;3499855;488
ZigZagOverNSNMobility;20;2;3.05993;10;3750000;3000;33;4;3691565;3611160;488
KingstonImprovedOverNSNMobility;20;2;3.25239;10;3750000;3000;34;4;3706745;3576090;488
TSPbasedMobility;20;2;3.27118;10;3750000;3000;125;4;3630105;3624665;488
ZigZagOverNSNMobility;20;16;28.85555;10;3750000;3000;62;4;3175895;2579015;371
KingstonImprovedOverNSNMobility;20;16;28.62973;10;3750000;3000;76;4;3343680;2109700;371
TSPbasedMobility;20;16;27.07723;10;3750000;3000;84;4;2753250;2715775;688
ZigZagOverNSNMobility;20;8;14.60733;10;3750000;3000;47;4;3464350;3097150;371
KingstonImprovedOverNSNMobility;20;8;14.61311;10;3750000;3000;52;4;3550150;2943960;371
TSPbasedMobility;20;8;13.53941;10;3750000;3000;68;4;3253990;3233430;688
ZigZagOverNSNMobility;20;4;7.36449;10;3750000;3000;39;4;3607445;3417715;371
KingstonImprovedOverNSNMobility;20;4;7.37739;10;3750000;3000;41;4;3644625;3332385;371
TSPbasedMobility;20;4;6.76851;10;3750000;3000;59;4;3501285;3490890;688
KingstonImprovedOverNSNMobility;20;2;3.78424;10;3750000;3000;34;4;3691595;3517925;371
ZigZagOverNSNMobility;20;2;3.70134;10;3750000;3000;34;4;3679630;3583915;371
TSPbasedMobility;20;2;3.06018;10;3750000;3000;54;4;3637830;3633160;1233
ZigZagOverNSNMobility;20;16;26.00743;10;3750000;3000;65;4;3251215;2593135;252
KingstonImprovedOverNSNMobility;20;16;23.51052;10;3750000;3000;79;4;3374755;2425385;252
TSPbasedMobility;20;16;24.20851;10;3750000;3000;467;4;2859785;2825425;309
ZigZagOverNSNMobility;20;8;13.14163;10;3750000;3000;48;4;3502860;3150605;252
KingstonImprovedOverNSNMobility;20;8;11.81990;10;3750000;3000;56;4;3572605;3081350;251
TSPbasedMobility;20;8;11.44026;10;3750000;3000;466;4;3331340;3313215;1423
ZigZagOverNSNMobility;20;4;6.60180;10;3750000;3000;39;4;3626000;3446390;252
KingstonImprovedOverNSNMobility;20;4;5.88057;10;3750000;3000;41;4;3664890;3399170;252
TSPbasedMobility;20;4;6.20666;10;3750000;3000;436;4;3521545;3510950;753
ZigZagOverNSNMobility;20;2;3.30850;10;3750000;3000;33;4;3688785;3598265;252
KingstonImprovedOverNSNMobility;20;2;3.26665;10;3750000;3000;34;4;3702495;3557055;252
TSPbasedMobility;20;2;3.10751;10;3750000;3000;435;4;3635590;3630245;753
ZigZagOverNSNMobility;20;16;28.39903;10;3750000;3000;63;4;3204595;2572260;172
KingstonImprovedOverNSNMobility;20;16;30.32475;10;3750000;3000;79;4;3351745;2006085;173
TSPbasedMobility;20;16;25.27659;10;3750000;3000;71;4;2822880;2787760;1130
ZigZagOverNSNMobility;20;8;14.36640;10;3750000;3000;48;4;3478430;3100060;173
KingstonImprovedOverNSNMobility;20;8;15.28153;10;3750000;3000;57;4;3552340;2916710;173
TSPbasedMobility;20;8;12.36397;10;3750000;3000;57;4;3296785;3278355;1130
ZigZagOverNSNMobility;20;4;7.21951;10;3750000;3000;37;4;3615470;3424175;173
KingstonImprovedOverNSNMobility;20;4;7.87141;10;3750000;3000;41;4;3642275;3301435;173
TSPbasedMobility;20;4;6.63423;10;3750000;3000;45;4;3505975;3496470;173
ZigZagOverNSNMobility;20;2;3.62610;10;3750000;3000;34;4;3682410;3587110;173
KingstonImprovedOverNSNMobility;20;2;3.78264;10;3750000;3000;34;4;3685260;3482855;173
TSPbasedMobility;20;2;3.25037;10;3750000;3000;40;4;3631360;3625170;173
ZigZagOverNSNMobility;20;16;29.08516;10;3750000;3000;63;4;3168930;2510225;176
KingstonImprovedOverNSNMobility;20;16;26.39555;10;3750000;3000;73;4;3402025;2281740;176
TSPbasedMobility;20;16;31.17569;10;3750000;3000;144;4;2601655;2555400;176
ZigZagOverNSNMobility;20;8;14.71220;10;3750000;3000;47;4;3463310;3087770;176
KingstonImprovedOverNSNMobility;20;8;13.75451;10;3750000;3000;51;4;3576660;3016220;176
TSPbasedMobility;20;8;15.70611;10;3750000;3000;124;4;3169460;3147670;176
ZigZagOverNSNMobility;20;4;7.40209;10;3750000;3000;39;4;3605870;3414205;176
KingstonImprovedOverNSNMobility;20;4;7.45619;10;3750000;3000;41;4;3656680;3348960;176
TSPbasedMobility;20;4;7.04360;10;3750000;3000;115;4;3492140;3479680;614
KingstonImprovedOverNSNMobility;20;2;3.74095;10;3750000;3000;34;4;3702990;3548265;176
ZigZagOverNSNMobility;20;2;3.72605;10;3750000;3000;35;4;3678660;3582535;176
TSPbasedMobility;20;2;3.86282;10;3750000;3000;122;4;3607955;3601900;419
ZigZagOverNSNMobility;20;16;23.63756;10;3750000;3000;59;4;3296595;2797825;492
KingstonImprovedOverNSNMobility;20;16;23.18991;10;3750000;3000;72;4;3441520;2436615;492
TSPbasedMobility;20;16;23.08615;10;3750000;3000;80;4;2928975;2388130;574
ZigZagOverNSNMobility;20;8;11.90773;10;3750000;3000;46;4;3525830;3250060;492
KingstonImprovedOverNSNMobility;20;8;11.78292;10;3750000;3000;51;4;3594690;3111875;492
TSPbasedMobility;20;8;12.91091;10;3750000;3000;63;4;3276520;3255980;574
ZigZagOverNSNMobility;20;4;6.04019;10;3750000;3000;38;4;3638085;3481765;492
KingstonImprovedOverNSNMobility;20;4;5.79900;10;3750000;3000;40;4;3688650;3380065;492
TSPbasedMobility;20;4;6.32889;10;3750000;3000;53;4;3517415;3507680;574
ZigZagOverNSNMobility;20;2;3.02214;10;3750000;3000;34;4;3694370;3616590;492
KingstonImprovedOverNSNMobility;20;2;3.13681;10;3750000;3000;34;4;3703120;3555270;492
TSPbasedMobility;20;2;3.01321;10;3750000;3000;48;4;3639585;3634315;574
ZigZagOverNSNMobility;20;16;26.18644;10;3750000;3000;62;4;3242595;2719420;719
KingstonImprovedOverNSNMobility;20;16;26.74737;10;3750000;3000;78;4;3397665;2229275;719
TSPbasedMobility;20;16;27.09373;10;3750000;3000;90;4;2746085;2709490;719
ZigZagOverNSNMobility;20;8;13.20231;10;3750000;3000;47;4;3496455;3216765;719
KingstonImprovedOverNSNMobility;20;8;13.61947;10;3750000;3000;53;4;3572005;3017900;719
TSPbasedMobility;20;8;12.43914;10;3750000;3000;72;4;3308865;3002180;803
ZigZagOverNSNMobility;20;4;6.65459;10;3750000;3000;38;4;3624380;3449690;719
KingstonImprovedOverNSNMobility;20;4;6.88069;10;3750000;3000;41;4;3663200;3388950;719
TSPbasedMobility;20;4;6.77491;10;3750000;3000;65;4;3500615;3488835;719
ZigZagOverNSNMobility;20;2;3.36163;10;3750000;3000;33;4;3687010;3600055;719
KingstonImprovedOverNSNMobility;20;2;3.34313;10;3750000;3000;35;4;3695400;3525060;719
TSPbasedMobility;20;2;2.61679;10;3750000;3000;58;4;3660125;3597290;803
ZigZagOverNSNMobility;20;16;31.44091;10;3750000;3000;62;4;3146010;2346535;587
KingstonImprovedOverNSNMobility;20;16;29.04971;10;3750000;3000;81;4;3221990;2144300;588
TSPbasedMobility;20;16;26.96430;10;3750000;3000;508;4;2775140;2365535;893
ZigZagOverNSNMobility;20;8;15.80124;10;3750000;3000;47;4;3452430;3021710;588
KingstonImprovedOverNSNMobility;20;8;14.73006;10;3750000;3000;56;4;3543375;2947690;588
TSPbasedMobility;20;8;13.91199;10;3750000;3000;477;4;3271470;2955060;893
ZigZagOverNSNMobility;20;4;7.96646;10;3750000;3000;39;4;3600670;3390615;588
KingstonImprovedOverNSNMobility;20;4;7.79789;10;3750000;3000;42;4;3641135;3323145;588
TSPbasedMobility;20;4;7.14195;10;3750000;3000;484;4;3486840;3475885;908
ZigZagOverNSNMobility;20;2;3.99493;10;3750000;3000;34;4;3675285;3570335;588
KingstonImprovedOverNSNMobility;20;2;4.01398;10;3750000;3000;35;4;3691850;3510120;588
TSPbasedMobility;20;2;3.57043;10;3750000;3000;510;4;3618670;3613045;908
ZigZagOverNSNMobility;20;16;27.99582;10;3750000;3000;61;4;3196650;2475015;523
KingstonImprovedOverNSNMobility;20;16;27.36569;10;3750000;3000;78;4;3342755;2246715;522
TSPbasedMobility;20;16;26.52055;10;3750000;3000;86;4;2774650;2736990;1015
ZigZagOverNSNMobility;20;8;14.15529;10;3750000;3000;47;4;3475810;3099425;523
KingstonImprovedOverNSNMobility;20;8;14.03904;10;3750000;3000;57;4;3514700;3017665;523
TSPbasedMobility;20;8;13.60482;10;3750000;3000;67;4;3260490;3055815;1015
ZigZagOverNSNMobility;20;4;7.14147;10;3750000;3000;39;4;3612780;3424305;523
KingstonImprovedOverNSNMobility;20;4;6.98633;10;3750000;3000;43;4;3670975;3301295;523
TSPbasedMobility;20;4;6.83711;10;3750000;3000;59;4;3497875;3487635;1015
ZigZagOverNSNMobility;20;2;3.57071;10;3750000;3000;34;4;3681355;3587685;523
KingstonImprovedOverNSNMobility;20;2;3.57831;10;3750000;3000;34;4;3693975;3531155;523
TSPbasedMobility;20;2;3.41695;10;3750000;3000;53;4;3625010;3619020;1015
ZigZagOverNSNMobility;20;16;22.95561;10;3750000;3000;60;4;3317970;2829550;350
KingstonImprovedOverNSNMobility;20;16;21.20473;10;3750000;3000;77;4;3479575;2578445;350
TSPbasedMobility;20;16;26.00426;10;3750000;3000;73;4;2797160;2759790;618
ZigZagOverNSNMobility;20;8;11.61944;10;3750000;3000;47;4;3536370;3260780;350
KingstonImprovedOverNSNMobility;20;8;10.88679;10;3750000;3000;50;4;3615000;3169985;350
TSPbasedMobility;20;8;12.12336;10;3750000;3000;57;4;3306565;3288420;1156
ZigZagOverNSNMobility;20;4;5.83111;10;3750000;3000;38;4;3640950;3490610;350
KingstonImprovedOverNSNMobility;20;4;5.65849;10;3750000;3000;41;4;3684605;3471310;350
TSPbasedMobility;20;4;6.48039;10;3750000;3000;49;4;3511815;3502085;770
ZigZagOverNSNMobility;20;2;2.94264;10;3750000;3000;33;4;3695685;3618700;350
KingstonImprovedOverNSNMobility;20;2;3.04473;10;3750000;3000;34;4;3712480;3592935;350
TSPbasedMobility;20;2;3.30077;10;3750000;3000;44;4;3629165;3623550;618
ZigZagOverNSNMobility;20;16;28.95651;10;3750000;3000;66;4;3191040;2611250;656
KingstonImprovedOverNSNMobility;20;16;28.48557;10;3750000;3000;79;4;3390010;2250245;656
TSPbasedMobility;20;16;25.12986;10;3750000;3000;285;4;2848720;2348445;669
ZigZagOverNSNMobility;20;8;14.60473;10;3750000;3000;49;4;3471590;3163530;656
KingstonImprovedOverNSNMobility;20;8;14.80677;10;3750000;3000;52;4;3577180;2840745;656
TSPbasedMobility;20;8;10.88301;10;3750000;3000;273;4;3351280;3334020;2071
ZigZagOverNSNMobility;20;4;7.40333;10;3750000;3000;41;4;3611515;3418000;656
KingstonImprovedOverNSNMobility;20;4;7.35201;10;3750000;3000;44;4;3653050;3303375;656
TSPbasedMobility;20;4;6.30983;10;3750000;3000;266;4;3517870;3508340;656
ZigZagOverNSNMobility;20;2;3.72281;10;3750000;3000;36;4;3681375;3582035;656
KingstonImprovedOverNSNMobility;20;2;3.66223;10;3750000;3000;36;4;3697610;3531060;656
TSPbasedMobility;20;2;2.76487;10;3750000;3000;261;4;3648640;3644050;2071
ZigZagOverNSNMobility;20;16;31.58534;10;3750000;3000;63;4;3159225;1876390;425
KingstonImprovedOverNSNMobility;20;16;30.88865;10;3750000;3000;81;4;3347005;1966615;425
TSPbasedMobility;20;16;28.96965;10;3750000;3000;163;4;2688300;2644800;487
ZigZagOverNSNMobility;20;8;15.94187;10;3750000;3000;49;4;3457010;2790610;425
KingstonImprovedOverNSNMobility;20;8;15.76741;10;3750000;3000;53;4;3547225;2888670;425
TSPbasedMobility;20;8;14.38421;10;3750000;3000;138;4;3224405;3203380;1337
ZigZagOverNSNMobility;20;4;8.03997;10;3750000;3000;39;4;3604095;3240680;425
KingstonImprovedOverNSNMobility;20;4;7.86861;10;3750000;3000;41;4;3639290;3264010;425
TSPbasedMobility;20;4;7.24578;10;3750000;3000;120;4;3484345;3473315;487
ZigZagOverNSNMobility;20;2;4.04444;10;3750000;3000;34;4;3676920;3495520;425
KingstonImprovedOverNSNMobility;20;2;4.38253;10;3750000;3000;35;4;3690465;3503295;425
TSPbasedMobility;20;2;3.61550;10;3750000;3000;131;4;3617575;3611605;487
