ZigZagOverNSN;800;16;1,73958%;71;259200;13000;133499MiliSegs;226MiliSegs;4_TSP_thread;257095;251330;47446;24;559986;338210;0.6711355452674919;0.5143500586420682;map_4.txt
TSPConcorde;20;4;6,86400%;71;259200;13000;3558MiliSegs;187MiliSegs;4_TSP_thread;242070;240655;4864;487;67454;47923;2.64814993427069;14.322986101933576;map_5.txt
FPPWRMobility;20;4;3,03848%;71;259200;13000;3369MiliSegs;16MiliSegs;4_TSP_thread;251975;250980;12875;3422;28154;91679;1.1722545510402387;3.3142636768467133;map_5.txt
ZigZagOverNSN;20;4;6,27189%;71;259200;13000;3307MiliSegs;0MiliSegs;4_TSP_thread;251045;240240;6653;487;61735;54523;2.419712303288372;11.503208352664856;map_5.txt
TSPConcorde;20;16;27,12905%;71;259200;13000;7303MiliSegs;141MiliSegs;4_TSP_thread;190505;187610;5411;833;268174;46196;10.466454832533149;58.7259739499652;map_5.txt
FPPWRMobility;20;16;11,67014%;71;259200;13000;8808MiliSegs;0MiliSegs;4_TSP_thread;230280;227895;12872;3422;110479;91679;4.502368398491086;12.729347930157282;map_5.txt
ZigZagOverNSN;20;16;24,48457%;71;259200;13000;8561MiliSegs;0MiliSegs;4_TSP_thread;226915;187410;5594;487;240963;54523;9.446206752019508;44.906861143434085;map_5.txt
TSPConcorde;200;4;2,09622%;71;259200;13000;30184MiliSegs;1341MiliSegs;4_TSP_thread;254430;253180;15462;236;193805;135594;0.8087265184423104;1.5459527234261607;map_5.txt
FPPWRMobility;200;4;0,36964%;71;259200;13000;28897MiliSegs;29MiliSegs;4_TSP_thread;258675;257515;51129;3071;22974;445206;0.14260700064776546;0.08302613749118568;map_5.txt
ZigZagOverNSN;200;4;1,75812%;71;259200;13000;27956MiliSegs;19MiliSegs;4_TSP_thread;256910;251475;21461;115;161620;159580;0.6782874776139315;1.1017177227568056;map_5.txt
TSPConcorde;200;16;7,78421%;71;259200;13000;38605MiliSegs;2052MiliSegs;4_TSP_thread;240835;235840;14004;115;729768;136196;3.003167837172306;5.715447615165362;map_5.txt
FPPWRMobility;200;16;1,10582%;71;259200;13000;48401MiliSegs;30MiliSegs;4_TSP_thread;257355;254600;50969;3071;68655;445206;0.4266265324931419;0.2483829894974964;map_5.txt
ZigZagOverNSN;200;16;6,47978%;71;259200;13000;40101MiliSegs;15MiliSegs;4_TSP_thread;250540;230125;17509;115;585422;159580;2.499916647614691;4.060523844226895;map_5.txt
TSPConcorde;800;4;0,76657%;71;259200;13000;137908MiliSegs;26049MiliSegs;4_TSP_thread;257600;256050;31047;93;268506;265057;0.295742821573501;0.28920775286769057;map_5.txt
FPPWRMobility;800;4;0,23866%;71;259200;13000;115427MiliSegs;56MiliSegs;4_TSP_thread;258695;258170;62899;650;90802;545987;0.09207740787179813;0.04371251352206202;map_5.txt
ZigZagOverNSN;800;4;0,56487%;71;259200;13000;109333MiliSegs;253MiliSegs;4_TSP_thread;258450;256000;57134;93;178400;327028;0.21792927669181344;0.17272915015998033;map_5.txt
TSPConcorde;800;16;2,59472%;71;259200;13000;148578MiliSegs;23202MiliSegs;4_TSP_thread;254140;247885;31048;93;805933;265060;1.0010481934561215;0.9789168178669987;map_5.txt
FPPWRMobility;800;16;0,70651%;71;259200;13000;131759MiliSegs;46MiliSegs;4_TSP_thread;258150;255510;62921;650;181853;545987;0.27257253294800526;0.1294001515422949;map_5.txt
ZigZagOverNSN;800;16;1,83351%;71;259200;13000;128034MiliSegs;219MiliSegs;4_TSP_thread;256710;248095;48139;93;545444;327028;0.7073742971607778;0.5606596922100664;map_5.txt
TSPConcorde;20;4;6,23486%;71;259200;13000;3541MiliSegs;172MiliSegs;4_TSP_thread;243675;242480;4963;968;61267;50807;2.405423322950009;12.271650073978828;map_6.txt
FPPWRMobility;20;4;3,78173%;71;259200;13000;3324MiliSegs;0MiliSegs;4_TSP_thread;249790;244755;10069;2673;38121;76973;1.4590016408512432;4.913063350897617;map_6.txt
ZigZagOverNSN;20;4;6,19927%;71;259200;13000;3419MiliSegs;0MiliSegs;4_TSP_thread;251065;241075;7713;968;61601;54719;2.3916925059061103;11.329276805695715;map_6.txt
TSPConcorde;20;16;24,74315%;71;259200;13000;7987MiliSegs;141MiliSegs;4_TSP_thread;197115;192590;6383;2061;244052;45339;9.545969138183967;54.57366065897536;map_6.txt
FPPWRMobility;20;16;14,78588%;71;259200;13000;8205MiliSegs;16MiliSegs;4_TSP_thread;223345;202665;10072;2673;142564;76973;5.704428869455875;19.209176762799462;map_6.txt
ZigZagOverNSN;20;16;23,75984%;71;259200;13000;11535MiliSegs;0MiliSegs;4_TSP_thread;226420;193755;5065;932;234251;54719;9.166604152377683;43.421550033741404;map_6.txt
TSPConcorde;200;4;2,06934%;71;259200;13000;27333MiliSegs;1029MiliSegs;4_TSP_thread;254460;253225;14716;223;193421;136300;0.79835584443111;1.518223293298193;map_6.txt
FPPWRMobility;200;4;0,37203%;71;259200;13000;26610MiliSegs;31MiliSegs;4_TSP_thread;258675;257275;46367;921;23046;437580;0.14352983062795316;0.08501972690425855;map_6.txt
ZigZagOverNSN;200;4;1,70626%;71;259200;13000;26186MiliSegs;15MiliSegs;4_TSP_thread;257110;251660;22050;223;163652;164121;0.6582791840515915;1.0396351746953316;map_6.txt
TSPConcorde;200;16;7,78423%;71;259200;13000;38262MiliSegs;908MiliSegs;4_TSP_thread;240815;237125;14887;355;729086;135638;3.0031752793495645;5.73897456765366;map_6.txt
FPPWRMobility;200;16;1,12282%;71;259200;13000;46011MiliSegs;31MiliSegs;4_TSP_thread;257365;253885;46440;921;76606;437580;0.4331868117474462;0.25659770008898497;map_6.txt
ZigZagOverNSN;200;16;6,30454%;71;259200;13000;39139MiliSegs;16MiliSegs;4_TSP_thread;251085;231435;18270;223;567232;164121;2.4323081883001847;3.8413992262258203;map_6.txt
TSPConcorde;800;4;0,75673%;71;259200;13000;247793MiliSegs;145889MiliSegs;4_TSP_thread;257605;256640;30838;15;267877;267395;0.29194917171544094;0.2830016466599685;map_6.txt
FPPWRMobility;800;4;0,23432%;71;259200;13000;109107MiliSegs;62MiliSegs;4_TSP_thread;258710;258145;63045;276;60984;554786;0.09040198771624186;0.04223645732958274;map_6.txt
ZigZagOverNSN;800;4;0,54589%;71;259200;13000;111054MiliSegs;219MiliSegs;4_TSP_thread;258435;255960;57659;15;179696;334132;0.2106071045405631;0.163376634075497;map_6.txt
TSPConcorde;800;16;2,55732%;71;259200;13000;313864MiliSegs;185934MiliSegs;4_TSP_thread;254220;248950;31131;173;804208;266601;0.9866206025663016;0.9592314364356674;map_6.txt
FPPWRMobility;800;16;0,68648%;71;259200;13000;137203MiliSegs;47MiliSegs;4_TSP_thread;258130;255450;63206;276;152868;554786;0.26484476213610875;0.12373737323162333;map_6.txt
ZigZagOverNSN;800;16;1,76961%;71;259200;13000;134893MiliSegs;230MiliSegs;4_TSP_thread;256815;249965;47303;15;544630;334132;0.6827183638998443;0.5296128473861816;map_6.txt
TSPConcorde;20;4;6,38002%;71;259200;13000;3604MiliSegs;172MiliSegs;4_TSP_thread;243120;242280;5150;767;62873;50659;2.461425706828226;12.594041398564444;map_7.txt
FPPWRMobility;20;4;2,98910%;71;259200;13000;3416MiliSegs;16MiliSegs;4_TSP_thread;252115;250930;12863;2493;28244;97363;1.153202577255754;3.0700585235119235;map_7.txt
ZigZagOverNSN;20;4;6,09269%;71;259200;13000;3449MiliSegs;0MiliSegs;4_TSP_thread;251730;233615;7276;711;59110;57453;2.3505744765470196;10.604649092666833;map_7.txt
TSPConcorde;20;16;24,95322%;71;259200;13000;7583MiliSegs;156MiliSegs;4_TSP_thread;195950;192160;5149;767;245681;50659;9.627014448540617;49.2572325758844;map_7.txt
FPPWRMobility;20;16;11,40673%;71;259200;13000;8954MiliSegs;0MiliSegs;4_TSP_thread;231575;227710;12844;2493;108255;97363;4.400745468011735;11.715674592079553;map_7.txt
ZigZagOverNSN;20;16;23,55488%;71;259200;13000;8518MiliSegs;0MiliSegs;4_TSP_thread;228185;160555;5881;699;231336;57453;9.087531018994817;40.99852122819446;map_7.txt
TSPConcorde;200;4;2,19934%;71;259200;13000;29937MiliSegs;2747MiliSegs;4_TSP_thread;254025;252970;14411;283;207912;129126;0.8485123980719415;1.7032542910045012;map_7.txt
FPPWRMobility;200;4;0,38238%;71;259200;13000;26619MiliSegs;31MiliSegs;4_TSP_thread;258660;257635;47666;886;23028;431160;0.1475225587277092;0.08868598019812188;map_7.txt
ZigZagOverNSN;200;4;1,81513%;71;259200;13000;27209MiliSegs;16MiliSegs;4_TSP_thread;256960;251080;20548;29;160389;153487;0.7002828325045724;1.1825972895762191;map_7.txt
TSPConcorde;200;16;8,24950%;71;259200;13000;42471MiliSegs;5787MiliSegs;4_TSP_thread;239620;235490;13802;29;773975;130393;3.1826768737616233;6.326642117897531;map_7.txt
FPPWRMobility;200;16;1,15924%;71;259200;13000;46763MiliSegs;31MiliSegs;4_TSP_thread;257290;254855;47725;886;76547;431160;0.4472376424135053;0.26886537924107196;map_7.txt
ZigZagOverNSN;200;16;6,73906%;71;259200;13000;39943MiliSegs;16MiliSegs;4_TSP_thread;250015;229720;16991;29;612829;153487;2.599946952160495;4.390640575423328;map_7.txt
TSPConcorde;800;4;0,76202%;71;259200;13000;148604MiliSegs;39828MiliSegs;4_TSP_thread;257570;256600;31354;275;268033;265443;0.2939901888288745;0.2870757825387909;map_7.txt
FPPWRMobility;800;4;0,24115%;71;259200;13000;103665MiliSegs;47MiliSegs;4_TSP_thread;258715;257795;63815;7;92030;546004;0.09303651846612554;0.044166463224481395;map_7.txt
ZigZagOverNSN;800;4;0,58211%;71;259200;13000;112704MiliSegs;234MiliSegs;4_TSP_thread;258450;255550;56897;4;179999;324722;0.22457886207323735;0.17926361949416153;map_7.txt
TSPConcorde;800;16;2,57607%;71;259200;13000;158679MiliSegs;28176MiliSegs;4_TSP_thread;254155;250720;31342;275;803703;265442;0.9938543988625982;0.9704834208044901;map_7.txt
FPPWRMobility;800;16;0,71645%;71;259200;13000;137689MiliSegs;56MiliSegs;4_TSP_thread;258155;254915;63844;7;184302;546004;0.27640804505315314;0.131216923827989;map_7.txt
ZigZagOverNSN;800;16;1,89025%;71;259200;13000;128358MiliSegs;234MiliSegs;4_TSP_thread;256895;248745;51878;4;591409;324722;0.7292626707533141;0.5821129589595377;map_7.txt
TSPConcorde;20;4;6,88715%;71;259200;13000;3448MiliSegs;156MiliSegs;4_TSP_thread;241915;240810;4855;1521;66876;43240;2.6570805469821694;15.927735378764531;map_8.txt
FPPWRMobility;20;4;3,35716%;71;259200;13000;3263MiliSegs;16MiliSegs;4_TSP_thread;251255;250130;12383;3334;31442;83982;1.2951993193682374;3.9974716436884945;map_8.txt
ZigZagOverNSN;20;4;7,25019%;71;259200;13000;3448MiliSegs;16MiliSegs;4_TSP_thread;249420;237200;5888;960;69473;47328;2.7971423230071624;15.319035034724825;map_8.txt
TSPConcorde;20;16;26,99556%;71;259200;13000;7226MiliSegs;171MiliSegs;4_TSP_thread;191340;187240;5516;960;266288;46046;10.41495496589697;58.62737973245221;map_8.txt
FPPWRMobility;20;16;12,88561%;71;259200;13000;8441MiliSegs;0MiliSegs;4_TSP_thread;227390;224840;12372;3334;122238;83982;4.9712999876162165;15.343299240195796;map_8.txt
ZigZagOverNSN;20;16;27,94637%;71;259200;13000;8409MiliSegs;0MiliSegs;4_TSP_thread;220445;180525;4635;948;273169;47328;10.78177988302088;59.04828739179792;map_8.txt
TSPConcorde;200;4;2,12049%;71;259200;13000;27857MiliSegs;546MiliSegs;4_TSP_thread;254410;253155;14353;225;193758;133628;0.8180887774348412;1.5868576279755053;map_8.txt
FPPWRMobility;200;4;0,34072%;71;259200;13000;27173MiliSegs;32MiliSegs;4_TSP_thread;258665;257250;48311;1616;23130;460437;0.13145117693568184;0.0739995809670568;map_8.txt
ZigZagOverNSN;200;4;1,76979%;71;259200;13000;26710MiliSegs;16MiliSegs;4_TSP_thread;256900;251375;20874;225;162409;158184;0.6827899948559663;1.118818380282876;map_8.txt
TSPConcorde;200;16;7,95093%;71;259200;13000;37226MiliSegs;452MiliSegs;4_TSP_thread;240690;236690;14346;225;743623;133628;3.0674868541380875;5.950044845336248;map_8.txt
FPPWRMobility;200;16;1,02550%;71;259200;13000;45975MiliSegs;32MiliSegs;4_TSP_thread;257585;253855;48598;1616;69563;460437;0.3956410274729446;0.22272353073490456;map_8.txt
ZigZagOverNSN;200;16;6,52891%;71;259200;13000;38803MiliSegs;16MiliSegs;4_TSP_thread;250560;229970;17186;225;572371;158184;2.518868152006173;4.1274125385626865;map_8.txt
TSPConcorde;800;4;0,76127%;71;259200;13000;381909MiliSegs;277247MiliSegs;4_TSP_thread;257545;256100;30385;171;268541;265679;0.2936980833714382;0.2865357939840062;map_8.txt
FPPWRMobility;800;4;0,23319%;71;259200;13000;105416MiliSegs;47MiliSegs;4_TSP_thread;258695;258190;60997;238;60641;555322;0.08996569007439986;0.04199204581717354;map_8.txt
ZigZagOverNSN;800;4;0,60735%;71;259200;13000;104814MiliSegs;234MiliSegs;4_TSP_thread;258470;255530;55314;170;180216;316356;0.23431602074521868;0.19198217380786417;map_8.txt
TSPConcorde;800;16;2,58382%;71;259200;13000;425201MiliSegs;306244MiliSegs;4_TSP_thread;254185;247065;31384;170;805690;265683;0.9968452238487858;0.9725209442139892;map_8.txt
FPPWRMobility;800;16;0,67200%;71;259200;13000;129417MiliSegs;62MiliSegs;4_TSP_thread;258145;255645;61012;238;151008;555322;0.2592594081028062;0.12101094244464898;map_8.txt
ZigZagOverNSN;800;16;1,77698%;71;259200;13000;131661MiliSegs;218MiliSegs;4_TSP_thread;257050;248245;46585;170;493088;316356;0.6855631361573117;0.561702527823007;map_8.txt
TSPConcorde;20;4;6,41155%;71;259200;13000;3387MiliSegs;171MiliSegs;4_TSP_thread;243305;241785;5809;589;63862;50974;2.473593666647613;12.578088405757077;map_9.txt
FPPWRMobility;20;4;3,67390%;71;259200;13000;3354MiliSegs;16MiliSegs;4_TSP_thread;249940;249315;10844;2963;34161;77026;1.4173998699702797;4.769688758293258;map_9.txt
ZigZagOverNSN;20;4;6,72058%;71;259200;13000;3401MiliSegs;0MiliSegs;4_TSP_thread;250185;239095;6988;366;66445;50818;2.5928173463458313;13.224807276414644;map_9.txt
