Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;memory;mapName
FPPWR;50;2;0.00000;71;2;13000;178;117;4;2;2;-1;0;0;158164;0.0;0.0;-1;39
DADCA-NSN;50;2;0.00000;71;2;13000;89;33;4;2;2;-1;0;0;73948;0.0;0.0;-1;39
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;94;31;4;2;2;-1;0;0;73151;0.0;0.0;-1;39
DADCA-LKH;50;2;0.00000;71;2;13000;334;275;4;2;2;-1;0;0;70518;0.0;0.0;-1;39
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;355;287;4;2;2;-1;0;0;71184;0.0;0.0;-1;39
TSP-based;50;2;0.00000;71;2;13000;2625;2571;4;2;2;-1;0;0;75131;0.0;0.0;-1;40
FPPWR;50;2;0.00000;71;2;13000;165;111;4;2;2;-1;0;0;198615;0.0;0.0;-1;40
DADCA-NSN;50;2;0.00000;71;2;13000;86;32;4;2;2;-1;0;0;88553;0.0;0.0;-1;40
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;104;35;4;2;2;-1;0;0;80882;0.0;0.0;-1;40
DADCA-LKH;50;2;0.00000;71;2;13000;354;277;4;2;2;-1;0;0;75131;0.0;0.0;-1;40
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;341;278;4;2;2;-1;0;0;77680;0.0;0.0;-1;40
TSP-based;50;2;0.00000;71;2;13000;3788;3720;4;2;2;-1;0;0;72430;0.0;0.0;-1;41
FPPWR;50;2;0.00000;71;2;13000;170;113;4;2;2;-1;0;0;188986;0.0;0.0;-1;41
DADCA-NSN;50;2;0.00000;71;2;13000;100;36;4;2;2;-1;0;0;83697;0.0;0.0;-1;41
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;92;31;4;2;2;-1;0;0;83048;0.0;0.0;-1;41
DADCA-LKH;50;2;0.00000;71;2;13000;299;242;4;2;2;-1;0;0;71488;0.0;0.0;-1;41
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;310;254;4;2;2;-1;0;0;71037;0.0;0.0;-1;41
TSP-based;50;2;0.00000;71;2;13000;3127;3051;4;2;2;-1;0;0;77279;0.0;0.0;-1;42
FPPWR;50;2;0.00000;71;2;13000;164;109;4;2;2;-1;0;0;258866;0.0;0.0;-1;42
DADCA-NSN;50;2;0.00000;71;2;13000;91;31;4;2;2;-1;0;0;83310;0.0;0.0;-1;42
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;87;31;4;2;2;-1;0;0;84228;0.0;0.0;-1;42
DADCA-LKH;50;2;0.00000;71;2;13000;266;195;4;2;2;-1;0;0;77279;0.0;0.0;-1;42
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;266;200;4;2;2;-1;0;0;76422;0.0;0.0;-1;42
TSP-based;50;2;0.00000;71;2;13000;2244;2188;4;2;2;-1;0;0;72270;0.0;0.0;-1;43
FPPWR;50;2;0.00000;71;2;13000;162;106;4;2;2;-1;0;0;227688;0.0;0.0;-1;43
DADCA-NSN;50;2;0.00000;71;2;13000;90;32;4;2;2;-1;0;0;77358;0.0;0.0;-1;43
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;106;36;4;2;2;-1;0;0;80416;0.0;0.0;-1;43
DADCA-LKH;50;2;0.00000;71;2;13000;148;91;4;2;2;-1;0;0;74004;0.0;0.0;-1;43
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;158;101;4;2;2;-1;0;0;73455;0.0;0.0;-1;43
TSP-based;50;2;0.00000;71;2;13000;4404;4348;4;2;2;-1;0;0;77539;0.0;0.0;-1;44
FPPWR;50;2;0.00000;71;2;13000;181;115;4;2;2;-1;0;0;223427;0.0;0.0;-1;44
DADCA-NSN;50;2;0.00000;71;2;13000;85;32;4;2;2;-1;0;0;79089;0.0;0.0;-1;44
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;96;35;4;2;2;-1;0;0;84053;0.0;0.0;-1;44
DADCA-LKH;50;2;0.00000;71;2;13000;536;467;4;2;2;-1;0;0;77539;0.0;0.0;-1;44
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;540;468;4;2;2;-1;0;0;78544;0.0;0.0;-1;44
TSP-based;50;2;0.00000;71;2;13000;4269;4211;4;2;2;-1;0;0;83003;0.0;0.0;-1;45
FPPWR;50;2;0.00000;71;2;13000;182;119;4;2;2;-1;0;0;253788;0.0;0.0;-1;45
DADCA-NSN;50;2;0.00000;71;2;13000;102;32;4;2;2;-1;0;0;105512;0.0;0.0;-1;45
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;95;30;4;2;2;-1;0;0;97361;0.0;0.0;-1;45
DADCA-LKH;50;2;0.00000;71;2;13000;422;357;4;2;2;-1;0;0;83003;0.0;0.0;-1;45
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;417;354;4;2;2;-1;0;0;84747;0.0;0.0;-1;45
TSP-based;50;2;0.00000;71;2;13000;2163;2101;4;2;2;-1;0;0;76256;0.0;0.0;-1;46
FPPWR;50;2;0.00000;71;2;13000;190;121;4;2;2;-1;0;0;200919;0.0;0.0;-1;46
DADCA-NSN;50;2;0.00000;71;2;13000;91;32;4;2;2;-1;0;0;88481;0.0;0.0;-1;46
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;109;30;4;2;2;-1;0;0;83968;0.0;0.0;-1;46
DADCA-LKH;50;2;0.00000;71;2;13000;153;97;4;2;2;-1;0;0;76256;0.0;0.0;-1;46
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;176;109;4;2;2;-1;0;0;78620;0.0;0.0;-1;46
TSP-based;50;2;0.00000;71;2;13000;2848;2793;4;2;2;-1;0;0;75014;0.0;0.0;-1;47
FPPWR;50;2;0.00000;71;2;13000;165;107;4;2;2;-1;0;0;256803;0.0;0.0;-1;47
DADCA-NSN;50;2;0.00000;71;2;13000;88;32;4;2;2;-1;0;0;85199;0.0;0.0;-1;47
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;87;32;4;2;2;-1;0;0;83296;0.0;0.0;-1;47
DADCA-LKH;50;2;0.00000;71;2;13000;253;188;4;2;2;-1;0;0;75022;0.0;0.0;-1;47
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;269;203;4;2;2;-1;0;0;77254;0.0;0.0;-1;47
TSP-based;50;2;0.00000;71;2;13000;2958;2895;4;2;2;-1;0;0;76545;0.0;0.0;-1;48
FPPWR;50;2;0.00000;71;2;13000;181;117;4;2;2;-1;0;0;219295;0.0;0.0;-1;48
DADCA-NSN;50;2;0.00000;71;2;13000;88;32;4;2;2;-1;0;0;96623;0.0;0.0;-1;48
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;86;31;4;2;2;-1;0;0;93068;0.0;0.0;-1;48
DADCA-LKH;50;2;0.00000;71;2;13000;269;205;4;2;2;-1;0;0;76545;0.0;0.0;-1;48
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;285;212;4;2;2;-1;0;0;79793;0.0;0.0;-1;48
TSP-based;50;2;0.00000;71;2;13000;2228;2167;4;2;2;-1;0;0;71494;0.0;0.0;-1;49
FPPWR;50;2;0.00000;71;2;13000;177;110;4;2;2;-1;0;0;221611;0.0;0.0;-1;49
DADCA-NSN;50;2;0.00000;71;2;13000;94;32;4;2;2;-1;0;0;76831;0.0;0.0;-1;49
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;92;31;4;2;2;-1;0;0;78984;0.0;0.0;-1;49
DADCA-LKH;50;2;0.00000;71;2;13000;329;258;4;2;2;-1;0;0;71494;0.0;0.0;-1;49
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;320;253;4;2;2;-1;0;0;72837;0.0;0.0;-1;49
TSP-based;50;2;0.00000;71;2;13000;4699;4641;4;2;2;-1;0;0;69378;0.0;0.0;-1;50
FPPWR;50;2;0.00000;71;2;13000;172;114;4;2;2;-1;0;0;158152;0.0;0.0;-1;50
DADCA-NSN;50;2;0.00000;71;2;13000;98;32;4;2;2;-1;0;0;84917;0.0;0.0;-1;50
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;104;33;4;2;2;-1;0;0;82188;0.0;0.0;-1;50
DADCA-LKH;50;2;0.00000;71;2;13000;295;231;4;2;2;-1;0;0;69379;0.0;0.0;-1;50
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;301;232;4;2;2;-1;0;0;70214;0.0;0.0;-1;50
TSP-based;50;2;0.00000;71;2;13000;2012;1944;4;2;2;-1;0;0;74091;0.0;0.0;-1;51
FPPWR;50;2;0.00000;71;2;13000;179;122;4;2;2;-1;0;0;211159;0.0;0.0;-1;51
DADCA-NSN;50;2;0.00000;71;2;13000;91;32;4;2;2;-1;0;0;85429;0.0;0.0;-1;51
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;84;30;4;2;2;-1;0;0;82100;0.0;0.0;-1;51
DADCA-LKH;50;2;0.00000;71;2;13000;244;165;4;2;2;-1;0;0;76059;0.0;0.0;-1;51
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;238;170;4;2;2;-1;0;0;76187;0.0;0.0;-1;51
TSP-based;50;2;0.00000;71;2;13000;3761;3689;4;2;2;-1;0;0;71688;0.0;0.0;-1;52
FPPWR;50;2;0.00000;71;2;13000;177;108;4;2;2;-1;0;0;236907;0.0;0.0;-1;52
DADCA-NSN;50;2;0.00000;71;2;13000;92;33;4;2;2;-1;0;0;78379;0.0;0.0;-1;52
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;96;34;4;2;2;-1;0;0;74792;0.0;0.0;-1;52
DADCA-LKH;50;2;0.00000;71;2;13000;299;229;4;2;2;-1;0;0;69470;0.0;0.0;-1;52
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;292;222;4;2;2;-1;0;0;72074;0.0;0.0;-1;52
TSP-based;50;2;0.00000;71;2;13000;2445;2389;4;2;2;-1;0;0;69846;0.0;0.0;-1;53
FPPWR;50;2;0.00000;71;2;13000;170;112;4;2;2;-1;0;0;169410;0.0;0.0;-1;53
DADCA-NSN;50;2;0.00000;71;2;13000;100;34;4;2;2;-1;0;0;79966;0.0;0.0;-1;53
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;110;31;4;2;2;-1;0;0;89325;0.0;0.0;-1;53
DADCA-LKH;50;2;0.00000;71;2;13000;257;200;4;2;2;-1;0;0;75325;0.0;0.0;-1;53
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;278;213;4;2;2;-1;0;0;73958;0.0;0.0;-1;53
TSP-based;50;2;0.00000;71;2;13000;3218;3163;4;2;2;-1;0;0;77416;0.0;0.0;-1;54
FPPWR;50;2;0.00000;71;2;13000;184;113;4;2;2;-1;0;0;215605;0.0;0.0;-1;54
DADCA-NSN;50;2;0.00000;71;2;13000;104;32;4;2;2;-1;0;0;82174;0.0;0.0;-1;54
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;101;34;4;2;2;-1;0;0;89066;0.0;0.0;-1;54
DADCA-LKH;50;2;0.00000;71;2;13000;718;646;4;2;2;-1;0;0;77416;0.0;0.0;-1;54
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;713;652;4;2;2;-1;0;0;77954;0.0;0.0;-1;54
TSP-based;50;2;0.00000;71;2;13000;2765;2708;4;2;2;-1;0;0;70031;0.0;0.0;-1;55
FPPWR;50;2;0.00000;71;2;13000;176;112;4;2;2;-1;0;0;232255;0.0;0.0;-1;55
DADCA-NSN;50;2;0.00000;71;2;13000;89;33;4;2;2;-1;0;0;87103;0.0;0.0;-1;55
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;85;31;4;2;2;-1;0;0;87911;0.0;0.0;-1;55
DADCA-LKH;50;2;0.00000;71;2;13000;148;89;4;2;2;-1;0;0;70031;0.0;0.0;-1;55
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;147;93;4;2;2;-1;0;0;71227;0.0;0.0;-1;55
TSP-based;50;2;0.00000;71;2;13000;3937;3882;4;2;2;-1;0;0;70712;0.0;0.0;-1;56
FPPWR;50;2;0.00000;71;2;13000;172;110;4;2;2;-1;0;0;186739;0.0;0.0;-1;56
DADCA-NSN;50;2;0.00000;71;2;13000;105;32;4;2;2;-1;0;0;74419;0.0;0.0;-1;56
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;102;35;4;2;2;-1;0;0;86480;0.0;0.0;-1;56
DADCA-LKH;50;2;0.00000;71;2;13000;315;256;4;2;2;-1;0;0;70712;0.0;0.0;-1;56
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;311;250;4;2;2;-1;0;0;74222;0.0;0.0;-1;56
TSP-based;50;2;0.00000;71;2;13000;3209;3143;4;2;2;-1;0;0;72210;0.0;0.0;-1;57
FPPWR;50;2;0.00000;71;2;13000;164;110;4;2;2;-1;0;0;187358;0.0;0.0;-1;57
DADCA-NSN;50;2;0.00000;71;2;13000;97;31;4;2;2;-1;0;0;79872;0.0;0.0;-1;57
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;103;32;4;2;2;-1;0;0;75733;0.0;0.0;-1;57
DADCA-LKH;50;2;0.00000;71;2;13000;275;221;4;2;2;-1;0;0;74367;0.0;0.0;-1;57
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;281;225;4;2;2;-1;0;0;72355;0.0;0.0;-1;57
TSP-based;50;2;0.00000;71;2;13000;2542;2480;4;2;2;-1;0;0;75618;0.0;0.0;-1;58
FPPWR;50;2;0.00000;71;2;13000;176;115;4;2;2;-1;0;0;193291;0.0;0.0;-1;58
DADCA-NSN;50;2;0.00000;71;2;13000;106;34;4;2;2;-1;0;0;88068;0.0;0.0;-1;58
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;88;32;4;2;2;-1;0;0;92656;0.0;0.0;-1;58
DADCA-LKH;50;2;0.00000;71;2;13000;146;90;4;2;2;-1;0;0;78760;0.0;0.0;-1;58
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;179;105;4;2;2;-1;0;0;80965;0.0;0.0;-1;58
TSP-based;50;2;0.00000;71;2;13000;1952;1896;4;2;2;-1;0;0;73740;0.0;0.0;-1;59
FPPWR;50;2;0.00000;71;2;13000;177;113;4;2;2;-1;0;0;213990;0.0;0.0;-1;59
DADCA-NSN;50;2;0.00000;71;2;13000;93;34;4;2;2;-1;0;0;88368;0.0;0.0;-1;59
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;107;35;4;2;2;-1;0;0;83314;0.0;0.0;-1;59
DADCA-LKH;50;2;0.00000;71;2;13000;321;254;4;2;2;-1;0;0;74279;0.0;0.0;-1;59
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;314;247;4;2;2;-1;0;0;75573;0.0;0.0;-1;59
TSP-based;50;2;0.00000;71;2;13000;22770;22708;4;2;2;-1;0;0;72331;0.0;0.0;-1;60
FPPWR;50;2;0.00000;71;2;13000;178;115;4;2;2;-1;0;0;225853;0.0;0.0;-1;60
DADCA-NSN;50;2;0.00000;71;2;13000;93;32;4;2;2;-1;0;0;78068;0.0;0.0;-1;60
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;96;37;4;2;2;-1;0;0;76663;0.0;0.0;-1;60
DADCA-LKH;50;2;0.00000;71;2;13000;515;438;4;2;2;-1;0;0;72331;0.0;0.0;-1;60
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;516;451;4;2;2;-1;0;0;73762;0.0;0.0;-1;60
TSP-based;50;2;0.00000;71;2;13000;2342;2285;4;2;2;-1;0;0;76073;0.0;0.0;-1;61
FPPWR;50;2;0.00000;71;2;13000;165;112;4;2;2;-1;0;0;200184;0.0;0.0;-1;61
DADCA-NSN;50;2;0.00000;71;2;13000;86;32;4;2;2;-1;0;0;85560;0.0;0.0;-1;61
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;92;32;4;2;2;-1;0;0;86191;0.0;0.0;-1;61
DADCA-LKH;50;2;0.00000;71;2;13000;223;162;4;2;2;-1;0;0;76073;0.0;0.0;-1;61
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;220;164;4;2;2;-1;0;0;78571;0.0;0.0;-1;61
TSP-based;50;2;0.00000;71;2;13000;2978;2915;4;2;2;-1;0;0;73457;0.0;0.0;-1;62
FPPWR;50;2;0.00000;71;2;13000;168;112;4;2;2;-1;0;0;193995;0.0;0.0;-1;62
DADCA-NSN;50;2;0.00000;71;2;13000;94;33;4;2;2;-1;0;0;78225;0.0;0.0;-1;62
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;87;31;4;2;2;-1;0;0;79351;0.0;0.0;-1;62
DADCA-LKH;50;2;0.00000;71;2;13000;306;253;4;2;2;-1;0;0;73457;0.0;0.0;-1;62
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;316;256;4;2;2;-1;0;0;73444;0.0;0.0;-1;62
TSP-based;50;2;0.00000;71;2;13000;2079;2001;4;2;2;-1;0;0;68232;0.0;0.0;-1;63
FPPWR;50;2;0.00000;71;2;13000;169;112;4;2;2;-1;0;0;237060;0.0;0.0;-1;63
DADCA-NSN;50;2;0.00000;71;2;13000;103;32;4;2;2;-1;0;0;80180;0.0;0.0;-1;63
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;106;30;4;2;2;-1;0;0;83045;0.0;0.0;-1;63
DADCA-LKH;50;2;0.00000;71;2;13000;210;149;4;2;2;-1;0;0;68232;0.0;0.0;-1;63
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;220;160;4;2;2;-1;0;0;71085;0.0;0.0;-1;63
TSP-based;50;2;0.00000;71;2;13000;4585;4528;4;2;2;-1;0;0;67519;0.0;0.0;-1;64
FPPWR;50;2;0.00000;71;2;13000;168;112;4;2;2;-1;0;0;188721;0.0;0.0;-1;64
DADCA-NSN;50;2;0.00000;71;2;13000;93;32;4;2;2;-1;0;0;75380;0.0;0.0;-1;64
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;88;31;4;2;2;-1;0;0;77583;0.0;0.0;-1;64
DADCA-LKH;50;2;0.00000;71;2;13000;326;269;4;2;2;-1;0;0;67519;0.0;0.0;-1;64
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;350;272;4;2;2;-1;0;0;70246;0.0;0.0;-1;64
TSP-based;50;2;0.00000;71;2;13000;3369;3301;4;2;2;-1;0;0;70716;0.0;0.0;-1;65
FPPWR;50;2;0.00000;71;2;13000;175;115;4;2;2;-1;0;0;207443;0.0;0.0;-1;65
DADCA-NSN;50;2;0.00000;71;2;13000;90;31;4;2;2;-1;0;0;74124;0.0;0.0;-1;65
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;91;35;4;2;2;-1;0;0;76405;0.0;0.0;-1;65
DADCA-LKH;50;2;0.00000;71;2;13000;448;385;4;2;2;-1;0;0;70716;0.0;0.0;-1;65
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;435;379;4;2;2;-1;0;0;71940;0.0;0.0;-1;65
TSP-based;50;2;0.00000;71;2;13000;2604;2544;4;2;2;-1;0;0;69431;0.0;0.0;-1;66
FPPWR;50;2;0.00000;71;2;13000;164;108;4;2;2;-1;0;0;187075;0.0;0.0;-1;66
DADCA-NSN;50;2;0.00000;71;2;13000;87;31;4;2;2;-1;0;0;83723;0.0;0.0;-1;66
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;104;32;4;2;2;-1;0;0;83404;0.0;0.0;-1;66
DADCA-LKH;50;2;0.00000;71;2;13000;292;219;4;2;2;-1;0;0;69431;0.0;0.0;-1;66
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;285;225;4;2;2;-1;0;0;72092;0.0;0.0;-1;66
TSP-based;50;2;0.00000;71;2;13000;3195;3138;4;2;2;-1;0;0;69358;0.0;0.0;-1;67
FPPWR;50;2;0.00000;71;2;13000;163;109;4;2;2;-1;0;0;193903;0.0;0.0;-1;67
DADCA-NSN;50;2;0.00000;71;2;13000;89;32;4;2;2;-1;0;0;85068;0.0;0.0;-1;67
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;85;32;4;2;2;-1;0;0;87299;0.0;0.0;-1;67
DADCA-LKH;50;2;0.00000;71;2;13000;506;450;4;2;2;-1;0;0;69358;0.0;0.0;-1;67
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;491;437;4;2;2;-1;0;0;72541;0.0;0.0;-1;67
TSP-based;50;2;0.00000;71;2;13000;3897;3838;4;2;2;-1;0;0;73850;0.0;0.0;-1;68
FPPWR;50;2;0.00000;71;2;13000;171;115;4;2;2;-1;0;0;210765;0.0;0.0;-1;68
DADCA-NSN;50;2;0.00000;71;2;13000;92;31;4;2;2;-1;0;0;80381;0.0;0.0;-1;68
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;89;32;4;2;2;-1;0;0;86339;0.0;0.0;-1;68
DADCA-LKH;50;2;0.00000;71;2;13000;558;496;4;2;2;-1;0;0;73850;0.0;0.0;-1;68
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;566;493;4;2;2;-1;0;0;73697;0.0;0.0;-1;68
TSP-based;50;2;0.00000;71;2;13000;2618;2555;4;2;2;-1;0;0;76237;0.0;0.0;-1;69
FPPWR;50;2;0.00000;71;2;13000;168;113;4;2;2;-1;0;0;198479;0.0;0.0;-1;69
DADCA-NSN;50;2;0.00000;71;2;13000;104;34;4;2;2;-1;0;0;80688;0.0;0.0;-1;69
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;93;35;4;2;2;-1;0;0;91686;0.0;0.0;-1;69
DADCA-LKH;50;2;0.00000;71;2;13000;226;168;4;2;2;-1;0;0;76303;0.0;0.0;-1;69
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;238;178;4;2;2;-1;0;0;77481;0.0;0.0;-1;69
TSP-based;50;2;0.00000;71;2;13000;3205;3147;4;2;2;-1;0;0;73465;0.0;0.0;-1;70
FPPWR;50;2;0.00000;71;2;13000;161;109;4;2;2;-1;0;0;205941;0.0;0.0;-1;70
DADCA-NSN;50;2;0.00000;71;2;13000;101;35;4;2;2;-1;0;0;87362;0.0;0.0;-1;70
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;101;32;4;2;2;-1;0;0;84589;0.0;0.0;-1;70
DADCA-LKH;50;2;0.00000;71;2;13000;305;233;4;2;2;-1;0;0;72144;0.0;0.0;-1;70
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;314;241;4;2;2;-1;0;0;76024;0.0;0.0;-1;70
TSP-based;50;2;0.00000;71;2;13000;1894;1821;4;2;2;-1;0;0;76851;0.0;0.0;-1;71
FPPWR;50;2;0.00000;71;2;13000;167;110;4;2;2;-1;0;0;209583;0.0;0.0;-1;71
DADCA-NSN;50;2;0.00000;71;2;13000;92;32;4;2;2;-1;0;0;89451;0.0;0.0;-1;71
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;96;32;4;2;2;-1;0;0;79529;0.0;0.0;-1;71
DADCA-LKH;50;2;0.00000;71;2;13000;232;174;4;2;2;-1;0;0;76284;0.0;0.0;-1;71
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;234;165;4;2;2;-1;0;0;78639;0.0;0.0;-1;71
TSP-based;50;2;0.00000;71;2;13000;1839;1776;4;2;2;-1;0;0;74922;0.0;0.0;-1;72
FPPWR;50;2;0.00000;71;2;13000;165;109;4;2;2;-1;0;0;187251;0.0;0.0;-1;72
DADCA-NSN;50;2;0.00000;71;2;13000;92;35;4;2;2;-1;0;0;85425;0.0;0.0;-1;72
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;90;35;4;2;2;-1;0;0;91698;0.0;0.0;-1;72
DADCA-LKH;50;2;0.00000;71;2;13000;168;99;4;2;2;-1;0;0;75222;0.0;0.0;-1;72
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;153;93;4;2;2;-1;0;0;73547;0.0;0.0;-1;72
TSP-based;50;2;0.00000;71;2;13000;2185;2121;4;2;2;-1;0;0;71529;0.0;0.0;-1;73
FPPWR;50;2;0.00000;71;2;13000;189;113;4;2;2;-1;0;0;218228;0.0;0.0;-1;73
DADCA-NSN;50;2;0.00000;71;2;13000;84;31;4;2;2;-1;0;0;76320;0.0;0.0;-1;73
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;88;31;4;2;2;-1;0;0;80119;0.0;0.0;-1;73
DADCA-LKH;50;2;0.00000;71;2;13000;247;182;4;2;2;-1;0;0;72392;0.0;0.0;-1;73
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;247;183;4;2;2;-1;0;0;72210;0.0;0.0;-1;73
TSP-based;50;2;0.00000;71;2;13000;2476;2401;4;2;2;-1;0;0;74362;0.0;0.0;-1;74
FPPWR;50;2;0.00000;71;2;13000;179;109;4;2;2;-1;0;0;294001;0.0;0.0;-1;74
DADCA-NSN;50;2;0.00000;71;2;13000;92;34;4;2;2;-1;0;0;99972;0.0;0.0;-1;74
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;87;30;4;2;2;-1;0;0;91658;0.0;0.0;-1;74
DADCA-LKH;50;2;0.00000;71;2;13000;155;97;4;2;2;-1;0;0;74362;0.0;0.0;-1;74
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;157;99;4;2;2;-1;0;0;74838;0.0;0.0;-1;74
TSP-based;50;2;0.00000;71;2;13000;3175;3115;4;2;2;-1;0;0;71002;0.0;0.0;-1;75
FPPWR;50;2;0.00000;71;2;13000;170;114;4;2;2;-1;0;0;195696;0.0;0.0;-1;75
DADCA-NSN;50;2;0.00000;71;2;13000;99;35;4;2;2;-1;0;0;94596;0.0;0.0;-1;75
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;92;31;4;2;2;-1;0;0;81425;0.0;0.0;-1;75
DADCA-LKH;50;2;0.00000;71;2;13000;311;257;4;2;2;-1;0;0;71002;0.0;0.0;-1;75
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;329;263;4;2;2;-1;0;0;74556;0.0;0.0;-1;75
TSP-based;50;2;0.00000;71;2;13000;3193;3126;4;2;2;-1;0;0;74136;0.0;0.0;-1;76
FPPWR;50;2;0.00000;71;2;13000;170;113;4;2;2;-1;0;0;210791;0.0;0.0;-1;76
DADCA-NSN;50;2;0.00000;71;2;13000;99;34;4;2;2;-1;0;0;92303;0.0;0.0;-1;76
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;104;35;4;2;2;-1;0;0;89504;0.0;0.0;-1;76
DADCA-LKH;50;2;0.00000;71;2;13000;282;221;4;2;2;-1;0;0;74136;0.0;0.0;-1;76
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;291;234;4;2;2;-1;0;0;74434;0.0;0.0;-1;76
TSP-based;50;2;0.00000;71;2;13000;2432;2368;4;2;2;-1;0;0;74997;0.0;0.0;-1;77
FPPWR;50;2;0.00000;71;2;13000;176;120;4;2;2;-1;0;0;230004;0.0;0.0;-1;77
DADCA-NSN;50;2;0.00000;71;2;13000;102;33;4;2;2;-1;0;0;74338;0.0;0.0;-1;77
DADCA-Parted-NSN;50;2;0.00000;71;2;13000;106;35;4;2;2;-1;0;0;81610;0.0;0.0;-1;77
DADCA-LKH;50;2;0.00000;71;2;13000;241;185;4;2;2;-1;0;0;74997;0.0;0.0;-1;77
DADCA-LKH-Cutted;50;2;0.00000;71;2;13000;247;188;4;2;2;-1;0;0;74429;0.0;0.0;-1;77
TSP-based;50;2;0.00000;71;2;13000;2183;2106;4;2;2;-1;0;0;78155;0.0;0.0;-1;78
FPPWR;50;2;0.00000;71;2;13000;164;111;4;2;2;-1;0;0;253207;0.0;0.0;-1;78
DADCA-NSN;50;2;0.00000;71;2;13000;92;32;4;2;2;-1;0;0;94180;0.0;0.0;-1;78
