;;;nUAV;nUAV;nUAV;nUAV;nUAV;nUAV;nUAV;nUAV;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;simumationTimeMS;simumationTimeMS;simumationTimeMS;simumationTimeMS;simumationTimeMS;simumationTimeMS;simumationTimeMS;simumationTimeMS;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;memory;memory;memory;memory;memory;memory;memory;memory
;;;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max
Strategy;mapName;nPOIs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DADCA-LKH;50;300;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.19445;;0.19445;0.19445;0.19445;0.19445;0.19445;1.0;0.19303333333333333;;0.19303333333333333;0.19303333333333333;0.19303333333333333;0.19303333333333333;0.19303333333333333;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;167.31;;167.31;167.31;167.31;167.31;167.31;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;50;400;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.5033;;0.5033;0.5033;0.5033;0.5033;0.5033;1.0;0.5016666666666667;;0.5016666666666667;0.5016666666666667;0.5016666666666667;0.5016666666666667;0.5016666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;192.872;;192.872;192.872;192.872;192.872;192.872;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;50;500;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.8045666666666667;;0.8045666666666667;0.8045666666666667;0.8045666666666667;0.8045666666666667;0.8045666666666667;1.0;0.8027833333333334;;0.8027833333333334;0.8027833333333334;0.8027833333333334;0.8027833333333334;0.8027833333333334;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;219.071;;219.071;219.071;219.071;219.071;219.071;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;51;50;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.004066666666666667;;0.004066666666666667;0.004066666666666667;0.004066666666666667;0.004066666666666667;0.004066666666666667;1.0;0.0027500000000000003;;0.0027500000000000003;0.0027500000000000003;0.0027500000000000003;0.0027500000000000003;0.0027500000000000003;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;76.059;;76.059;76.059;76.059;76.059;76.059;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;51;100;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0064;;0.0064;0.0064;0.0064;0.0064;0.0064;1.0;0.005050000000000001;;0.005050000000000001;0.005050000000000001;0.005050000000000001;0.005050000000000001;0.005050000000000001;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;102.796;;102.796;102.796;102.796;102.796;102.796;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;51;200;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.08978333333333334;;0.08978333333333334;0.08978333333333334;0.08978333333333334;0.08978333333333334;0.08978333333333334;1.0;0.08843333333333334;;0.08843333333333334;0.08843333333333334;0.08843333333333334;0.08843333333333334;0.08843333333333334;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;141.433;;141.433;141.433;141.433;141.433;141.433;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;51;300;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.35691666666666666;;0.35691666666666666;0.35691666666666666;0.35691666666666666;0.35691666666666666;0.35691666666666666;1.0;0.35535;;0.35535;0.35535;0.35535;0.35535;0.35535;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;168.925;;168.925;168.925;168.925;168.925;168.925;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;51;400;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.5959833333333333;;0.5959833333333333;0.5959833333333333;0.5959833333333333;0.5959833333333333;0.5959833333333333;1.0;0.5941833333333334;;0.5941833333333334;0.5941833333333334;0.5941833333333334;0.5941833333333334;0.5941833333333334;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;192.986;;192.986;192.986;192.986;192.986;192.986;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;51;500;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;1.3261666666666667;;1.3261666666666667;1.3261666666666667;1.3261666666666667;1.3261666666666667;1.3261666666666667;1.0;1.3241;;1.3241;1.3241;1.3241;1.3241;1.3241;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;215.46800000000002;;215.46800000000002;215.46800000000002;215.46800000000002;215.46800000000002;215.46800000000002;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;52;50;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0049833333333333335;;0.0049833333333333335;0.0049833333333333335;0.0049833333333333335;0.0049833333333333335;0.0049833333333333335;1.0;0.003816666666666667;;0.003816666666666667;0.003816666666666667;0.003816666666666667;0.003816666666666667;0.003816666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;69.47;;69.47;69.47;69.47;69.47;69.47;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;52;100;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.010816666666666667;;0.010816666666666667;0.010816666666666667;0.010816666666666667;0.010816666666666667;0.010816666666666667;1.0;0.00935;;0.00935;0.00935;0.00935;0.00935;0.00935;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;95.093;;95.093;95.093;95.093;95.093;95.093;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;52;200;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.06303333333333333;;0.06303333333333333;0.06303333333333333;0.06303333333333333;0.06303333333333333;0.06303333333333333;1.0;0.06168333333333333;;0.06168333333333333;0.06168333333333333;0.06168333333333333;0.06168333333333333;0.06168333333333333;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;134.925;;134.925;134.925;134.925;134.925;134.925;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;52;300;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.4162;;0.4162;0.4162;0.4162;0.4162;0.4162;1.0;0.41483333333333333;;0.41483333333333333;0.41483333333333333;0.41483333333333333;0.41483333333333333;0.41483333333333333;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;165.292;;165.292;165.292;165.292;165.292;165.292;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;52;400;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;1.0219500000000001;;1.0219500000000001;1.0219500000000001;1.0219500000000001;1.0219500000000001;1.0219500000000001;1.0;1.0202666666666667;;1.0202666666666667;1.0202666666666667;1.0202666666666667;1.0202666666666667;1.0202666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;192.03300000000002;;192.03300000000002;192.03300000000002;192.03300000000002;192.03300000000002;192.03300000000002;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;52;500;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;1.3579166666666667;;1.3579166666666667;1.3579166666666667;1.3579166666666667;1.3579166666666667;1.3579166666666667;1.0;1.3561333333333334;;1.3561333333333334;1.3561333333333334;1.3561333333333334;1.3561333333333334;1.3561333333333334;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;215.247;;215.247;215.247;215.247;215.247;215.247;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;53;50;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0042833333333333334;;0.0042833333333333334;0.0042833333333333334;0.0042833333333333334;0.0042833333333333334;0.0042833333333333334;1.0;0.0033333333333333335;;0.0033333333333333335;0.0033333333333333335;0.0033333333333333335;0.0033333333333333335;0.0033333333333333335;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;75.325;;75.325;75.325;75.325;75.325;75.325;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;53;100;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.00755;;0.00755;0.00755;0.00755;0.00755;0.00755;1.0;0.006366666666666667;;0.006366666666666667;0.006366666666666667;0.006366666666666667;0.006366666666666667;0.006366666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;102.071;;102.071;102.071;102.071;102.071;102.071;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;53;200;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.09895000000000001;;0.09895000000000001;0.09895000000000001;0.09895000000000001;0.09895000000000001;0.09895000000000001;1.0;0.09768333333333334;;0.09768333333333334;0.09768333333333334;0.09768333333333334;0.09768333333333334;0.09768333333333334;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;139.469;;139.469;139.469;139.469;139.469;139.469;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;53;300;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.33663333333333334;;0.33663333333333334;0.33663333333333334;0.33663333333333334;0.33663333333333334;0.33663333333333334;1.0;0.33521666666666666;;0.33521666666666666;0.33521666666666666;0.33521666666666666;0.33521666666666666;0.33521666666666666;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;170.156;;170.156;170.156;170.156;170.156;170.156;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;53;400;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.51235;;0.51235;0.51235;0.51235;0.51235;0.51235;1.0;0.5106;;0.5106;0.5106;0.5106;0.5106;0.5106;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;197.847;;197.847;197.847;197.847;197.847;197.847;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;53;500;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;1.4146333333333334;;1.4146333333333334;1.4146333333333334;1.4146333333333334;1.4146333333333334;1.4146333333333334;1.0;1.4126666666666667;;1.4126666666666667;1.4126666666666667;1.4126666666666667;1.4126666666666667;1.4126666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;217.681;;217.681;217.681;217.681;217.681;217.681;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;54;50;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.011966666666666667;;0.011966666666666667;0.011966666666666667;0.011966666666666667;0.011966666666666667;0.011966666666666667;1.0;0.010766666666666667;;0.010766666666666667;0.010766666666666667;0.010766666666666667;0.010766666666666667;0.010766666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;77.416;;77.416;77.416;77.416;77.416;77.416;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;54;100;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.008516666666666667;;0.008516666666666667;0.008516666666666667;0.008516666666666667;0.008516666666666667;0.008516666666666667;1.0;0.007416666666666667;;0.007416666666666667;0.007416666666666667;0.007416666666666667;0.007416666666666667;0.007416666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;103.673;;103.673;103.673;103.673;103.673;103.673;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;54;200;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0379;;0.0379;0.0379;0.0379;0.0379;0.0379;1.0;0.03655;;0.03655;0.03655;0.03655;0.03655;0.03655;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;137.094;;137.094;137.094;137.094;137.094;137.094;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;54;300;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.2727;;0.2727;0.2727;0.2727;0.2727;0.2727;1.0;0.2712833333333333;;0.2712833333333333;0.2712833333333333;0.2712833333333333;0.2712833333333333;0.2712833333333333;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;167.51500000000001;;167.51500000000001;167.51500000000001;167.51500000000001;167.51500000000001;167.51500000000001;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;54;400;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.6007333333333333;;0.6007333333333333;0.6007333333333333;0.6007333333333333;0.6007333333333333;0.6007333333333333;1.0;0.5990333333333333;;0.5990333333333333;0.5990333333333333;0.5990333333333333;0.5990333333333333;0.5990333333333333;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;188.901;;188.901;188.901;188.901;188.901;188.901;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;54;500;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;1.4077333333333335;;1.4077333333333335;1.4077333333333335;1.4077333333333335;1.4077333333333335;1.4077333333333335;1.0;1.4052833333333334;;1.4052833333333334;1.4052833333333334;1.4052833333333334;1.4052833333333334;1.4052833333333334;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;212.306;;212.306;212.306;212.306;212.306;212.306;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;55;50;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.002466666666666667;;0.002466666666666667;0.002466666666666667;0.002466666666666667;0.002466666666666667;0.002466666666666667;1.0;0.0014833333333333335;;0.0014833333333333335;0.0014833333333333335;0.0014833333333333335;0.0014833333333333335;0.0014833333333333335;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;70.031;;70.031;70.031;70.031;70.031;70.031;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;55;100;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.009483333333333333;;0.009483333333333333;0.009483333333333333;0.009483333333333333;0.009483333333333333;0.009483333333333333;1.0;0.008333333333333333;;0.008333333333333333;0.008333333333333333;0.008333333333333333;0.008333333333333333;0.008333333333333333;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;99.527;;99.527;99.527;99.527;99.527;99.527;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;55;200;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.13633333333333333;;0.13633333333333333;0.13633333333333333;0.13633333333333333;0.13633333333333333;0.13633333333333333;1.0;0.13490000000000002;;0.13490000000000002;0.13490000000000002;0.13490000000000002;0.13490000000000002;0.13490000000000002;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;135.505;;135.505;135.505;135.505;135.505;135.505;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;55;300;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.30241666666666667;;0.30241666666666667;0.30241666666666667;0.30241666666666667;0.30241666666666667;0.30241666666666667;1.0;0.3007666666666667;;0.3007666666666667;0.3007666666666667;0.3007666666666667;0.3007666666666667;0.3007666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;166.729;;166.729;166.729;166.729;166.729;166.729;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;55;400;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.7649666666666667;;0.7649666666666667;0.7649666666666667;0.7649666666666667;0.7649666666666667;0.7649666666666667;1.0;0.7632;;0.7632;0.7632;0.7632;0.7632;0.7632;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;191.715;;191.715;191.715;191.715;191.715;191.715;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;55;500;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.5669333333333334;;0.5669333333333334;0.5669333333333334;0.5669333333333334;0.5669333333333334;0.5669333333333334;1.0;0.5649000000000001;;0.5649000000000001;0.5649000000000001;0.5649000000000001;0.5649000000000001;0.5649000000000001;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;214.568;;214.568;214.568;214.568;214.568;214.568;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;56;50;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.00525;;0.00525;0.00525;0.00525;0.00525;0.00525;1.0;0.004266666666666667;;0.004266666666666667;0.004266666666666667;0.004266666666666667;0.004266666666666667;0.004266666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;70.712;;70.712;70.712;70.712;70.712;70.712;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;56;100;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.007533333333333334;;0.007533333333333334;0.007533333333333334;0.007533333333333334;0.007533333333333334;0.007533333333333334;1.0;0.0064;;0.0064;0.0064;0.0064;0.0064;0.0064;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;96.979;;96.979;96.979;96.979;96.979;96.979;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;56;200;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.10756666666666667;;0.10756666666666667;0.10756666666666667;0.10756666666666667;0.10756666666666667;0.10756666666666667;1.0;0.10626666666666668;;0.10626666666666668;0.10626666666666668;0.10626666666666668;0.10626666666666668;0.10626666666666668;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;143.217;;143.217;143.217;143.217;143.217;143.217;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;56;300;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.23481666666666667;;0.23481666666666667;0.23481666666666667;0.23481666666666667;0.23481666666666667;0.23481666666666667;1.0;0.2333;;0.2333;0.2333;0.2333;0.2333;0.2333;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;166.54;;166.54;166.54;166.54;166.54;166.54;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;56;400;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.36528333333333335;;0.36528333333333335;0.36528333333333335;0.36528333333333335;0.36528333333333335;0.36528333333333335;1.0;0.3636166666666667;;0.3636166666666667;0.3636166666666667;0.3636166666666667;0.3636166666666667;0.3636166666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;193.489;;193.489;193.489;193.489;193.489;193.489;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;56;500;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.7861833333333333;;0.7861833333333333;0.7861833333333333;0.7861833333333333;0.7861833333333333;0.7861833333333333;1.0;0.7844333333333333;;0.7844333333333333;0.7844333333333333;0.7844333333333333;0.7844333333333333;0.7844333333333333;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;216.973;;216.973;216.973;216.973;216.973;216.973;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;57;50;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.004583333333333333;;0.004583333333333333;0.004583333333333333;0.004583333333333333;0.004583333333333333;0.004583333333333333;1.0;0.0036833333333333336;;0.0036833333333333336;0.0036833333333333336;0.0036833333333333336;0.0036833333333333336;0.0036833333333333336;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;74.367;;74.367;74.367;74.367;74.367;74.367;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;57;100;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.01955;;0.01955;0.01955;0.01955;0.01955;0.01955;1.0;0.018366666666666667;;0.018366666666666667;0.018366666666666667;0.018366666666666667;0.018366666666666667;0.018366666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;103.86;;103.86;103.86;103.86;103.86;103.86;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;57;200;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.12316666666666667;;0.12316666666666667;0.12316666666666667;0.12316666666666667;0.12316666666666667;0.12316666666666667;1.0;0.12188333333333334;;0.12188333333333334;0.12188333333333334;0.12188333333333334;0.12188333333333334;0.12188333333333334;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;142.418;;142.418;142.418;142.418;142.418;142.418;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;57;300;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.13536666666666666;;0.13536666666666666;0.13536666666666666;0.13536666666666666;0.13536666666666666;0.13536666666666666;1.0;0.1338;;0.1338;0.1338;0.1338;0.1338;0.1338;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;167.791;;167.791;167.791;167.791;167.791;167.791;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;57;400;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.23368333333333335;;0.23368333333333335;0.23368333333333335;0.23368333333333335;0.23368333333333335;0.23368333333333335;1.0;0.23205;;0.23205;0.23205;0.23205;0.23205;0.23205;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;194.928;;194.928;194.928;194.928;194.928;194.928;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;57;500;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;1.29855;;1.29855;1.29855;1.29855;1.29855;1.29855;1.0;1.2965;;1.2965;1.2965;1.2965;1.2965;1.2965;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;217.833;;217.833;217.833;217.833;217.833;217.833;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;58;50;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0024333333333333334;;0.0024333333333333334;0.0024333333333333334;0.0024333333333333334;0.0024333333333333334;0.0024333333333333334;1.0;0.0015;;0.0015;0.0015;0.0015;0.0015;0.0015;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;78.76;;78.76;78.76;78.76;78.76;78.76;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;58;100;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.048516666666666666;;0.048516666666666666;0.048516666666666666;0.048516666666666666;0.048516666666666666;0.048516666666666666;1.0;0.04736666666666667;;0.04736666666666667;0.04736666666666667;0.04736666666666667;0.04736666666666667;0.04736666666666667;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;103.163;;103.163;103.163;103.163;103.163;103.163;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
DADCA-LKH;58;200;1.0;2.0;;2.0;2.0;2.0;2.0;2.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.6383500000000001;;0.6383500000000001;0.6383500000000001;0.6383500000000001;0.6383500000000001;0.6383500000000001;1.0;0.6369833333333333;;0.6369833333333333;0.6369833333333333;0.6369833333333333;0.6369833333333333;0.6369833333333333;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;140.778;;140.778;140.778;140.778;140.778;140.778;1.0;-1.0;;-1.0;-1.0;-1.0;-1.0;-1.0
