AntiTSPbasedMobility;1;5.30787500000000000000;2.06847500000000000000
AntiTSPbasedMobility;2;10.09130000000000000000;2.89405000000000000000
AntiTSPbasedMobility;4;21.02490000000000000000;3.49080000000000000000
AntiTSPbasedMobility;6;27.35002500000000000000;7.95287500000000000000
TSPbasedMobility;1;9.80402500000000000000;1.55497500000000000000
TSPbasedMobility;2;20.45995000000000000000;3.36870000000000000000
TSPbasedMobility;4;40.96255000000000000000;9.01860000000000000000
TSPbasedMobility;6;64.34222500000000000000;8.69262500000000000000
NaiveOrderedMobility;1;7.31055000000000000000;1.89875000000000000000
NaiveOrderedMobility;2;10.97755000000000000000;2.33585000000000000000
NaiveOrderedMobility;4;22.73735000000000000000;5.55885000000000000000
NaiveOrderedMobility;6;35.73917500000000000000;9.42662500000000000000
RandomSafeMobility;1;.65422500000000000000;.19837500000000000000
RandomSafeMobility;2;1.22040000000000000000;0.48300000000000000000
RandomSafeMobility;4;2.45225000000000000000;1.01565000000000000000
RandomSafeMobility;6;3.42227500000000000000;0.85922500000000000000
