Strategy;nUAV;nPOIs;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData;globalAvgDelay;nMsgs;tourSize;mapa
FPPWRMobility;5;100;0.167546;71.0;86400.0;30000.0;5622.3;1.0;86346.0;86155.0;25388.4;1568.7;963648.4;5.5
FPPWRMobility;10;100;0.168576;71.0;86400.0;30000.0;8846.4;1.0;86345.5;86153.0;25215.2;1591.1;963648.4;5.5
FPPWRMobility;25;100;0.278228;71.0;86400.0;30000.0;31913.4;1.0;86304.5;85960.5;25261.2;2053.4;963648.4;5.5
FPPWRMobility;50;100;0.464855;71.0;86400.0;30000.0;121254.1;1.0;86235.5;85642.0;25345.8;3662.0;963648.4;5.5
ZigZagOverNSN;5;100;1.01092;71.0;86400.0;30000.0;5632.4;1.0;85956.0;85142.5;11103.3;13033.7;222792.4;5.5
ZigZagOverNSN;10;100;1.65868;71.0;86400.0;30000.0;8105.4;1.0;85636.0;84414.5;9426.4;21224.9;222792.4;5.5
ZigZagOverNSN;25;100;3.609541;71.0;86400.0;30000.0;20756.8;1.0;84692.5;82137.5;7067.0;46980.1;222792.4;5.5
ZigZagOverNSN;50;100;6.867477;71.0;86400.0;30000.0;78632.9;1.0;83171.5;78554.0;6242.7;85886.5;222792.4;5.5
