[lac2];[Fri Aug 24 02:28:09 -03 2018]; Testes = 1185 ; 395% ; Size= 100 ; Map=98.txt 
[lac2];[Fri Aug 24 02:29:10 -03 2018]; Testes = 1186 ; 395% ; Size= 100 ; Map=98.txt 
[lac2];[Fri Aug 24 02:30:08 -03 2018]; Testes = 1187 ; 395% ; Size= 100 ; Map=98.txt 
[lac2];[Fri Aug 24 02:42:52 -03 2018]; Testes = 1200 ; 400% ; Size= 100 ; Map=100.txt 
[lac2];[Fri Aug 24 02:44:33 -03 2018]; Testes = 1201 ; 400% ; Size= 200 ; Map=1.txt 
[lac2];[Fri Aug 24 02:46:25 -03 2018]; Testes = 1202 ; 400% ; Size= 200 ; Map=1.txt 
[lac2];[Fri Aug 24 03:08:03 -03 2018]; Testes = 1215 ; 405% ; Size= 200 ; Map=3.txt 
[lac2];[Fri Aug 24 03:09:44 -03 2018]; Testes = 1216 ; 405% ; Size= 200 ; Map=3.txt 
[lac2];[Fri Aug 24 03:11:23 -03 2018]; Testes = 1217 ; 405% ; Size= 200 ; Map=3.txt 
[lac2];[Fri Aug 24 03:32:20 -03 2018]; Testes = 1230 ; 410% ; Size= 200 ; Map=5.txt 
[lac2];[Fri Aug 24 03:33:58 -03 2018]; Testes = 1231 ; 410% ; Size= 200 ; Map=6.txt 
[lac2];[Fri Aug 24 03:35:42 -03 2018]; Testes = 1232 ; 410% ; Size= 200 ; Map=6.txt 
[lac2];[Fri Aug 24 03:57:16 -03 2018]; Testes = 1245 ; 415% ; Size= 200 ; Map=8.txt 
[lac2];[Fri Aug 24 03:58:58 -03 2018]; Testes = 1246 ; 415% ; Size= 200 ; Map=8.txt 
[lac2];[Fri Aug 24 04:00:42 -03 2018]; Testes = 1247 ; 415% ; Size= 200 ; Map=8.txt 
[lac2];[Fri Aug 24 04:22:18 -03 2018]; Testes = 1260 ; 420% ; Size= 200 ; Map=10.txt 
[lac2];[Fri Aug 24 04:23:55 -03 2018]; Testes = 1261 ; 420% ; Size= 200 ; Map=11.txt 
[lac2];[Fri Aug 24 04:25:43 -03 2018]; Testes = 1262 ; 420% ; Size= 200 ; Map=11.txt 
[lac2];[Fri Aug 24 04:47:21 -03 2018]; Testes = 1275 ; 425% ; Size= 200 ; Map=13.txt 
[lac2];[Fri Aug 24 04:49:02 -03 2018]; Testes = 1276 ; 425% ; Size= 200 ; Map=13.txt 
[lac2];[Fri Aug 24 04:50:43 -03 2018]; Testes = 1277 ; 425% ; Size= 200 ; Map=13.txt 
[lac2];[Fri Aug 24 05:12:25 -03 2018]; Testes = 1290 ; 430% ; Size= 200 ; Map=15.txt 
[lac2];[Fri Aug 24 05:14:06 -03 2018]; Testes = 1291 ; 430% ; Size= 200 ; Map=16.txt 
[lac2];[Fri Aug 24 05:15:53 -03 2018]; Testes = 1292 ; 430% ; Size= 200 ; Map=16.txt 
[lac2];[Fri Aug 24 05:37:36 -03 2018]; Testes = 1305 ; 435% ; Size= 200 ; Map=18.txt 
[lac2];[Fri Aug 24 05:39:17 -03 2018]; Testes = 1306 ; 435% ; Size= 200 ; Map=18.txt 
[lac2];[Fri Aug 24 05:40:58 -03 2018]; Testes = 1307 ; 435% ; Size= 200 ; Map=18.txt 
[lac2];[Fri Aug 24 06:02:39 -03 2018]; Testes = 1320 ; 440% ; Size= 200 ; Map=20.txt 
[lac2];[Fri Aug 24 06:04:20 -03 2018]; Testes = 1321 ; 440% ; Size= 200 ; Map=21.txt 
[lac2];[Fri Aug 24 06:06:13 -03 2018]; Testes = 1322 ; 440% ; Size= 200 ; Map=21.txt 
[lac2];[Fri Aug 24 06:28:01 -03 2018]; Testes = 1335 ; 445% ; Size= 200 ; Map=23.txt 
[lac2];[Fri Aug 24 06:29:42 -03 2018]; Testes = 1336 ; 445% ; Size= 200 ; Map=23.txt 
[lac2];[Fri Aug 24 06:31:24 -03 2018]; Testes = 1337 ; 445% ; Size= 200 ; Map=23.txt 
[lac2];[Fri Aug 24 06:53:13 -03 2018]; Testes = 1350 ; 450% ; Size= 200 ; Map=25.txt 
[lac2];[Fri Aug 24 06:54:53 -03 2018]; Testes = 1351 ; 450% ; Size= 200 ; Map=26.txt 
[lac2];[Fri Aug 24 06:56:38 -03 2018]; Testes = 1352 ; 450% ; Size= 200 ; Map=26.txt 
[lac2];[Fri Aug 24 07:18:15 -03 2018]; Testes = 1365 ; 455% ; Size= 200 ; Map=28.txt 
[lac2];[Fri Aug 24 07:19:55 -03 2018]; Testes = 1366 ; 455% ; Size= 200 ; Map=28.txt 
[lac2];[Fri Aug 24 07:21:36 -03 2018]; Testes = 1367 ; 455% ; Size= 200 ; Map=28.txt 
[lac2];[Fri Aug 24 07:43:20 -03 2018]; Testes = 1380 ; 460% ; Size= 200 ; Map=30.txt 
[lac2];[Fri Aug 24 07:45:10 -03 2018]; Testes = 1381 ; 460% ; Size= 200 ; Map=31.txt 
[lac2];[Fri Aug 24 07:46:54 -03 2018]; Testes = 1382 ; 460% ; Size= 200 ; Map=31.txt 
[lac2];[Fri Aug 24 08:08:36 -03 2018]; Testes = 1395 ; 465% ; Size= 200 ; Map=33.txt 
[lac2];[Fri Aug 24 08:10:17 -03 2018]; Testes = 1396 ; 465% ; Size= 200 ; Map=33.txt 
[lac2];[Fri Aug 24 08:11:57 -03 2018]; Testes = 1397 ; 465% ; Size= 200 ; Map=33.txt 
[lac2];[Fri Aug 24 08:33:25 -03 2018]; Testes = 1410 ; 470% ; Size= 200 ; Map=35.txt 
[lac2];[Fri Aug 24 08:35:08 -03 2018]; Testes = 1411 ; 470% ; Size= 200 ; Map=36.txt 
[lac2];[Fri Aug 24 08:36:54 -03 2018]; Testes = 1412 ; 470% ; Size= 200 ; Map=36.txt 
[lac2];[Fri Aug 24 08:58:40 -03 2018]; Testes = 1425 ; 475% ; Size= 200 ; Map=38.txt 
[lac2];[Fri Aug 24 09:00:20 -03 2018]; Testes = 1426 ; 475% ; Size= 200 ; Map=38.txt 
[lac2];[Fri Aug 24 09:02:02 -03 2018]; Testes = 1427 ; 475% ; Size= 200 ; Map=38.txt 
[lac2];[Fri Aug 24 09:23:53 -03 2018]; Testes = 1440 ; 480% ; Size= 200 ; Map=40.txt 
[lac2];[Fri Aug 24 09:25:40 -03 2018]; Testes = 1441 ; 480% ; Size= 200 ; Map=41.txt 
[lac2];[Fri Aug 24 09:27:24 -03 2018]; Testes = 1442 ; 480% ; Size= 200 ; Map=41.txt 
[lac2];[Fri Aug 24 09:49:20 -03 2018]; Testes = 1455 ; 485% ; Size= 200 ; Map=43.txt 
[lac2];[Fri Aug 24 09:51:01 -03 2018]; Testes = 1456 ; 485% ; Size= 200 ; Map=43.txt 
[lac2];[Fri Aug 24 09:52:42 -03 2018]; Testes = 1457 ; 485% ; Size= 200 ; Map=43.txt 
[lac2];[Fri Aug 24 10:14:34 -03 2018]; Testes = 1470 ; 490% ; Size= 200 ; Map=45.txt 
[lac2];[Fri Aug 24 10:16:26 -03 2018]; Testes = 1471 ; 490% ; Size= 200 ; Map=46.txt 
[lac2];[Fri Aug 24 10:18:24 -03 2018]; Testes = 1472 ; 490% ; Size= 200 ; Map=46.txt 
[lac2];[Fri Aug 24 10:42:49 -03 2018]; Testes = 1485 ; 495% ; Size= 200 ; Map=48.txt 
[lac2];[Fri Aug 24 10:44:42 -03 2018]; Testes = 1486 ; 495% ; Size= 200 ; Map=48.txt 
[lac2];[Fri Aug 24 10:46:23 -03 2018]; Testes = 1487 ; 495% ; Size= 200 ; Map=48.txt 
[lac2];[Fri Aug 24 11:08:01 -03 2018]; Testes = 1500 ; 500% ; Size= 200 ; Map=50.txt 
[lac2];[Fri Aug 24 11:09:28 -03 2018]; Testes = 1501 ; 500% ; Size= 200 ; Map=51.txt 
[lac2];[Fri Aug 24 11:11:13 -03 2018]; Testes = 1502 ; 500% ; Size= 200 ; Map=51.txt 
[lac2];[Fri Aug 24 11:33:02 -03 2018]; Testes = 1515 ; 505% ; Size= 200 ; Map=53.txt 
[lac2];[Fri Aug 24 11:34:46 -03 2018]; Testes = 1516 ; 505% ; Size= 200 ; Map=53.txt 
[lac2];[Fri Aug 24 11:36:29 -03 2018]; Testes = 1517 ; 505% ; Size= 200 ; Map=53.txt 
[lac2];[Fri Aug 24 11:58:09 -03 2018]; Testes = 1530 ; 510% ; Size= 200 ; Map=55.txt 
[lac2];[Fri Aug 24 11:59:47 -03 2018]; Testes = 1531 ; 510% ; Size= 200 ; Map=56.txt 
[lac2];[Fri Aug 24 12:01:32 -03 2018]; Testes = 1532 ; 510% ; Size= 200 ; Map=56.txt 
[lac2];[Fri Aug 24 12:23:26 -03 2018]; Testes = 1545 ; 515% ; Size= 200 ; Map=58.txt 
[lac2];[Fri Aug 24 12:25:07 -03 2018]; Testes = 1546 ; 515% ; Size= 200 ; Map=58.txt 
[lac2];[Fri Aug 24 12:26:53 -03 2018]; Testes = 1547 ; 515% ; Size= 200 ; Map=58.txt 
[lac2];[Fri Aug 24 12:48:38 -03 2018]; Testes = 1560 ; 520% ; Size= 200 ; Map=60.txt 
[lac2];[Fri Aug 24 12:50:18 -03 2018]; Testes = 1561 ; 520% ; Size= 200 ; Map=61.txt 
[lac2];[Fri Aug 24 12:52:06 -03 2018]; Testes = 1562 ; 520% ; Size= 200 ; Map=61.txt 
[lac2];[Fri Aug 24 13:13:42 -03 2018]; Testes = 1575 ; 525% ; Size= 200 ; Map=63.txt 
[lac2];[Fri Aug 24 13:15:23 -03 2018]; Testes = 1576 ; 525% ; Size= 200 ; Map=63.txt 
[lac2];[Fri Aug 24 13:17:04 -03 2018]; Testes = 1577 ; 525% ; Size= 200 ; Map=63.txt 
[lac2];[Fri Aug 24 13:38:55 -03 2018]; Testes = 1590 ; 530% ; Size= 200 ; Map=65.txt 
[lac2];[Fri Aug 24 13:40:34 -03 2018]; Testes = 1591 ; 530% ; Size= 200 ; Map=66.txt 
[lac2];[Fri Aug 24 13:42:20 -03 2018]; Testes = 1592 ; 530% ; Size= 200 ; Map=66.txt 
[lac2];[Fri Aug 24 14:03:48 -03 2018]; Testes = 1605 ; 535% ; Size= 200 ; Map=68.txt 
[lac2];[Fri Aug 24 14:05:27 -03 2018]; Testes = 1606 ; 535% ; Size= 200 ; Map=68.txt 
[lac2];[Fri Aug 24 14:07:09 -03 2018]; Testes = 1607 ; 535% ; Size= 200 ; Map=68.txt 
[lac2];[Fri Aug 24 14:28:54 -03 2018]; Testes = 1620 ; 540% ; Size= 200 ; Map=70.txt 
[lac2];[Fri Aug 24 14:30:31 -03 2018]; Testes = 1621 ; 540% ; Size= 200 ; Map=71.txt 
[lac2];[Fri Aug 24 14:32:16 -03 2018]; Testes = 1622 ; 540% ; Size= 200 ; Map=71.txt 
[lac2];[Fri Aug 24 14:53:55 -03 2018]; Testes = 1635 ; 545% ; Size= 200 ; Map=73.txt 
[lac2];[Fri Aug 24 14:55:35 -03 2018]; Testes = 1636 ; 545% ; Size= 200 ; Map=73.txt 
[lac2];[Fri Aug 24 14:57:20 -03 2018]; Testes = 1637 ; 545% ; Size= 200 ; Map=73.txt 
[lac2];[Fri Aug 24 15:19:02 -03 2018]; Testes = 1650 ; 550% ; Size= 200 ; Map=75.txt 
[lac2];[Fri Aug 24 15:20:53 -03 2018]; Testes = 1651 ; 550% ; Size= 200 ; Map=76.txt 
[lac2];[Fri Aug 24 15:22:40 -03 2018]; Testes = 1652 ; 550% ; Size= 200 ; Map=76.txt 
[lac2];[Fri Aug 24 15:44:26 -03 2018]; Testes = 1665 ; 555% ; Size= 200 ; Map=78.txt 
[lac2];[Fri Aug 24 15:46:07 -03 2018]; Testes = 1666 ; 555% ; Size= 200 ; Map=78.txt 
[lac2];[Fri Aug 24 15:47:51 -03 2018]; Testes = 1667 ; 555% ; Size= 200 ; Map=78.txt 
[lac2];[Fri Aug 24 16:09:36 -03 2018]; Testes = 1680 ; 560% ; Size= 200 ; Map=80.txt 
[lac2];[Fri Aug 24 16:11:15 -03 2018]; Testes = 1681 ; 560% ; Size= 200 ; Map=81.txt 
[lac2];[Fri Aug 24 16:13:01 -03 2018]; Testes = 1682 ; 560% ; Size= 200 ; Map=81.txt 
[lac2];[Fri Aug 24 16:34:51 -03 2018]; Testes = 1695 ; 565% ; Size= 200 ; Map=83.txt 
[lac2];[Fri Aug 24 16:36:33 -03 2018]; Testes = 1696 ; 565% ; Size= 200 ; Map=83.txt 
[lac2];[Fri Aug 24 16:38:13 -03 2018]; Testes = 1697 ; 565% ; Size= 200 ; Map=83.txt 
[lac2];[Fri Aug 24 16:59:55 -03 2018]; Testes = 1710 ; 570% ; Size= 200 ; Map=85.txt 
[lac2];[Fri Aug 24 17:01:35 -03 2018]; Testes = 1711 ; 570% ; Size= 200 ; Map=86.txt 
[lac2];[Fri Aug 24 17:03:30 -03 2018]; Testes = 1712 ; 570% ; Size= 200 ; Map=86.txt 
[lac2];[Fri Aug 24 17:25:04 -03 2018]; Testes = 1725 ; 575% ; Size= 200 ; Map=88.txt 
[lac2];[Fri Aug 24 17:26:45 -03 2018]; Testes = 1726 ; 575% ; Size= 200 ; Map=88.txt 
[lac2];[Fri Aug 24 17:28:30 -03 2018]; Testes = 1727 ; 575% ; Size= 200 ; Map=88.txt 
[lac2];[Fri Aug 24 17:50:11 -03 2018]; Testes = 1740 ; 580% ; Size= 200 ; Map=90.txt 
[lac2];[Fri Aug 24 17:51:52 -03 2018]; Testes = 1741 ; 580% ; Size= 200 ; Map=91.txt 
[lac2];[Fri Aug 24 17:53:37 -03 2018]; Testes = 1742 ; 580% ; Size= 200 ; Map=91.txt 
[lac2];[Fri Aug 24 18:15:14 -03 2018]; Testes = 1755 ; 585% ; Size= 200 ; Map=93.txt 
[lac2];[Fri Aug 24 18:16:56 -03 2018]; Testes = 1756 ; 585% ; Size= 200 ; Map=93.txt 
[lac2];[Fri Aug 24 18:18:38 -03 2018]; Testes = 1757 ; 585% ; Size= 200 ; Map=93.txt 
[lac2];[Fri Aug 24 18:40:15 -03 2018]; Testes = 1770 ; 590% ; Size= 200 ; Map=95.txt 
[lac2];[Fri Aug 24 18:41:54 -03 2018]; Testes = 1771 ; 590% ; Size= 200 ; Map=96.txt 
[lac2];[Fri Aug 24 18:43:42 -03 2018]; Testes = 1772 ; 590% ; Size= 200 ; Map=96.txt 
[lac2];[Fri Aug 24 19:05:31 -03 2018]; Testes = 1785 ; 595% ; Size= 200 ; Map=98.txt 
[lac2];[Fri Aug 24 19:07:13 -03 2018]; Testes = 1786 ; 595% ; Size= 200 ; Map=98.txt 
[lac2];[Fri Aug 24 19:08:53 -03 2018]; Testes = 1787 ; 595% ; Size= 200 ; Map=98.txt 
[lac2];[Fri Aug 24 19:30:51 -03 2018]; Testes = 1800 ; 600% ; Size= 200 ; Map=100.txt 
[lac2];[Fri Aug 24 19:33:09 -03 2018]; Testes = 1801 ; 600% ; Size= 300 ; Map=1.txt 
[lac2];[Fri Aug 24 19:35:31 -03 2018]; Testes = 1802 ; 600% ; Size= 300 ; Map=1.txt 
[lac2];[Fri Aug 24 20:06:00 -03 2018]; Testes = 1815 ; 605% ; Size= 300 ; Map=3.txt 
[lac2];[Fri Aug 24 20:08:25 -03 2018]; Testes = 1816 ; 605% ; Size= 300 ; Map=3.txt 
[lac2];[Fri Aug 24 20:10:45 -03 2018]; Testes = 1817 ; 605% ; Size= 300 ; Map=3.txt 
[lac2];[Fri Aug 24 20:41:12 -03 2018]; Testes = 1830 ; 610% ; Size= 300 ; Map=5.txt 
[lac2];[Fri Aug 24 20:43:34 -03 2018]; Testes = 1831 ; 610% ; Size= 300 ; Map=6.txt 
[lac2];[Fri Aug 24 20:45:59 -03 2018]; Testes = 1832 ; 610% ; Size= 300 ; Map=6.txt 
[lac2];[Fri Aug 24 21:16:00 -03 2018]; Testes = 1845 ; 615% ; Size= 300 ; Map=8.txt 
[lac2];[Fri Aug 24 21:18:26 -03 2018]; Testes = 1846 ; 615% ; Size= 300 ; Map=8.txt 
[lac2];[Fri Aug 24 21:20:44 -03 2018]; Testes = 1847 ; 615% ; Size= 300 ; Map=8.txt 
[lac2];[Fri Aug 24 21:51:20 -03 2018]; Testes = 1860 ; 620% ; Size= 300 ; Map=10.txt 
[lac2];[Fri Aug 24 21:53:37 -03 2018]; Testes = 1861 ; 620% ; Size= 300 ; Map=11.txt 
[lac2];[Fri Aug 24 21:56:02 -03 2018]; Testes = 1862 ; 620% ; Size= 300 ; Map=11.txt 
[lac2];[Fri Aug 24 22:26:32 -03 2018]; Testes = 1875 ; 625% ; Size= 300 ; Map=13.txt 
[lac2];[Fri Aug 24 22:28:55 -03 2018]; Testes = 1876 ; 625% ; Size= 300 ; Map=13.txt 
[lac2];[Fri Aug 24 22:31:16 -03 2018]; Testes = 1877 ; 625% ; Size= 300 ; Map=13.txt 
[lac2];[Fri Aug 24 23:02:17 -03 2018]; Testes = 1890 ; 630% ; Size= 300 ; Map=15.txt 
[lac2];[Fri Aug 24 23:04:40 -03 2018]; Testes = 1891 ; 630% ; Size= 300 ; Map=16.txt 
[lac2];[Fri Aug 24 23:07:05 -03 2018]; Testes = 1892 ; 630% ; Size= 300 ; Map=16.txt 
[lac2];[Fri Aug 24 23:37:37 -03 2018]; Testes = 1905 ; 635% ; Size= 300 ; Map=18.txt 
[lac2];[Fri Aug 24 23:39:56 -03 2018]; Testes = 1906 ; 635% ; Size= 300 ; Map=18.txt 
[lac2];[Fri Aug 24 23:42:21 -03 2018]; Testes = 1907 ; 635% ; Size= 300 ; Map=18.txt 
[lac2];[Sat Aug 25 00:12:52 -03 2018]; Testes = 1920 ; 640% ; Size= 300 ; Map=20.txt 
[lac2];[Sat Aug 25 00:15:12 -03 2018]; Testes = 1921 ; 640% ; Size= 300 ; Map=21.txt 
[lac2];[Sat Aug 25 00:17:36 -03 2018]; Testes = 1922 ; 640% ; Size= 300 ; Map=21.txt 
[lac2];[Sat Aug 25 00:48:05 -03 2018]; Testes = 1935 ; 645% ; Size= 300 ; Map=23.txt 
[lac2];[Sat Aug 25 00:50:24 -03 2018]; Testes = 1936 ; 645% ; Size= 300 ; Map=23.txt 
[lac2];[Sat Aug 25 00:52:43 -03 2018]; Testes = 1937 ; 645% ; Size= 300 ; Map=23.txt 
[lac2];[Sat Aug 25 01:23:06 -03 2018]; Testes = 1950 ; 650% ; Size= 300 ; Map=25.txt 
[lac2];[Sat Aug 25 01:25:26 -03 2018]; Testes = 1951 ; 650% ; Size= 300 ; Map=26.txt 
[lac2];[Sat Aug 25 01:27:51 -03 2018]; Testes = 1952 ; 650% ; Size= 300 ; Map=26.txt 
[lac2];[Sat Aug 25 01:58:47 -03 2018]; Testes = 1965 ; 655% ; Size= 300 ; Map=28.txt 
[lac2];[Sat Aug 25 02:01:08 -03 2018]; Testes = 1966 ; 655% ; Size= 300 ; Map=28.txt 
[lac2];[Sat Aug 25 02:03:33 -03 2018]; Testes = 1967 ; 655% ; Size= 300 ; Map=28.txt 
[lac2];[Sat Aug 25 02:34:23 -03 2018]; Testes = 1980 ; 660% ; Size= 300 ; Map=30.txt 
[lac2];[Sat Aug 25 02:36:43 -03 2018]; Testes = 1981 ; 660% ; Size= 300 ; Map=31.txt 
[lac2];[Sat Aug 25 02:39:06 -03 2018]; Testes = 1982 ; 660% ; Size= 300 ; Map=31.txt 
[lac2];[Sat Aug 25 03:09:32 -03 2018]; Testes = 1995 ; 665% ; Size= 300 ; Map=33.txt 
[lac2];[Sat Aug 25 03:11:53 -03 2018]; Testes = 1996 ; 665% ; Size= 300 ; Map=33.txt 
[lac2];[Sat Aug 25 03:14:23 -03 2018]; Testes = 1997 ; 665% ; Size= 300 ; Map=33.txt 
[lac2];[Sat Aug 25 03:44:58 -03 2018]; Testes = 2010 ; 670% ; Size= 300 ; Map=35.txt 
[lac2];[Sat Aug 25 03:47:27 -03 2018]; Testes = 2011 ; 670% ; Size= 300 ; Map=36.txt 
[lac2];[Sat Aug 25 03:49:53 -03 2018]; Testes = 2012 ; 670% ; Size= 300 ; Map=36.txt 
[lac2];[Sat Aug 25 04:21:44 -03 2018]; Testes = 2025 ; 675% ; Size= 300 ; Map=38.txt 
[lac2];[Sat Aug 25 04:24:07 -03 2018]; Testes = 2026 ; 675% ; Size= 300 ; Map=38.txt 
[lac2];[Sat Aug 25 04:26:32 -03 2018]; Testes = 2027 ; 675% ; Size= 300 ; Map=38.txt 
[lac2];[Sat Aug 25 04:57:01 -03 2018]; Testes = 2040 ; 680% ; Size= 300 ; Map=40.txt 
[lac2];[Sat Aug 25 04:59:20 -03 2018]; Testes = 2041 ; 680% ; Size= 300 ; Map=41.txt 
[lac2];[Sat Aug 25 05:01:43 -03 2018]; Testes = 2042 ; 680% ; Size= 300 ; Map=41.txt 
[lac2];[Sat Aug 25 05:32:04 -03 2018]; Testes = 2055 ; 685% ; Size= 300 ; Map=43.txt 
[lac2];[Sat Aug 25 05:34:33 -03 2018]; Testes = 2056 ; 685% ; Size= 300 ; Map=43.txt 
[lac2];[Sat Aug 25 05:36:54 -03 2018]; Testes = 2057 ; 685% ; Size= 300 ; Map=43.txt 
[lac2];[Sat Aug 25 06:07:27 -03 2018]; Testes = 2070 ; 690% ; Size= 300 ; Map=45.txt 
[lac2];[Sat Aug 25 06:09:51 -03 2018]; Testes = 2071 ; 690% ; Size= 300 ; Map=46.txt 
[lac2];[Sat Aug 25 06:12:15 -03 2018]; Testes = 2072 ; 690% ; Size= 300 ; Map=46.txt 
[lac2];[Sat Aug 25 06:43:33 -03 2018]; Testes = 2085 ; 695% ; Size= 300 ; Map=48.txt 
[lac2];[Sat Aug 25 06:46:11 -03 2018]; Testes = 2086 ; 695% ; Size= 300 ; Map=48.txt 
[lac2];[Sat Aug 25 06:48:48 -03 2018]; Testes = 2087 ; 695% ; Size= 300 ; Map=48.txt 
[lac2];[Sat Aug 25 07:19:17 -03 2018]; Testes = 2100 ; 700% ; Size= 300 ; Map=50.txt 
[lac2];[Sat Aug 25 07:21:38 -03 2018]; Testes = 2101 ; 700% ; Size= 300 ; Map=51.txt 
[lac2];[Sat Aug 25 07:24:04 -03 2018]; Testes = 2102 ; 700% ; Size= 300 ; Map=51.txt 
[lac2];[Sat Aug 25 07:53:54 -03 2018]; Testes = 2115 ; 705% ; Size= 300 ; Map=53.txt 
[lac2];[Sat Aug 25 07:56:17 -03 2018]; Testes = 2116 ; 705% ; Size= 300 ; Map=53.txt 
[lac2];[Sat Aug 25 07:58:42 -03 2018]; Testes = 2117 ; 705% ; Size= 300 ; Map=53.txt 
[lac2];[Sat Aug 25 08:29:10 -03 2018]; Testes = 2130 ; 710% ; Size= 300 ; Map=55.txt 
[lac2];[Sat Aug 25 08:31:27 -03 2018]; Testes = 2131 ; 710% ; Size= 300 ; Map=56.txt 
[lac2];[Sat Aug 25 08:33:50 -03 2018]; Testes = 2132 ; 710% ; Size= 300 ; Map=56.txt 
[lac2];[Sat Aug 25 09:04:09 -03 2018]; Testes = 2145 ; 715% ; Size= 300 ; Map=58.txt 
[lac2];[Sat Aug 25 09:06:28 -03 2018]; Testes = 2146 ; 715% ; Size= 300 ; Map=58.txt 
[lac2];[Sat Aug 25 09:08:47 -03 2018]; Testes = 2147 ; 715% ; Size= 300 ; Map=58.txt 
[lac2];[Sat Aug 25 09:39:15 -03 2018]; Testes = 2160 ; 720% ; Size= 300 ; Map=60.txt 
[lac2];[Sat Aug 25 09:41:30 -03 2018]; Testes = 2161 ; 720% ; Size= 300 ; Map=61.txt 
[lac2];[Sat Aug 25 09:43:52 -03 2018]; Testes = 2162 ; 720% ; Size= 300 ; Map=61.txt 
[lac2];[Sat Aug 25 10:14:06 -03 2018]; Testes = 2175 ; 725% ; Size= 300 ; Map=63.txt 
[lac2];[Sat Aug 25 10:16:26 -03 2018]; Testes = 2176 ; 725% ; Size= 300 ; Map=63.txt 
[lac2];[Sat Aug 25 10:18:54 -03 2018]; Testes = 2177 ; 725% ; Size= 300 ; Map=63.txt 
[lac2];[Sat Aug 25 10:49:36 -03 2018]; Testes = 2190 ; 730% ; Size= 300 ; Map=65.txt 
[lac2];[Sat Aug 25 10:51:57 -03 2018]; Testes = 2191 ; 730% ; Size= 300 ; Map=66.txt 
[lac2];[Sat Aug 25 10:54:20 -03 2018]; Testes = 2192 ; 730% ; Size= 300 ; Map=66.txt 
[lac2];[Sat Aug 25 11:24:30 -03 2018]; Testes = 2205 ; 735% ; Size= 300 ; Map=68.txt 
[lac2];[Sat Aug 25 11:26:51 -03 2018]; Testes = 2206 ; 735% ; Size= 300 ; Map=68.txt 
[lac2];[Sat Aug 25 11:29:13 -03 2018]; Testes = 2207 ; 735% ; Size= 300 ; Map=68.txt 
